MinTemp,Rainfall,WindGustDir,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
24.0,0.0,180.0,57.0,33.0,35.0,29.0,0,27.0,30.5
13.4,0.0,180.0,43.0,20.0,46.0,25.0,0,27.3,28.0
8.6,0.0,180.0,43.0,30.0,43.0,30.0,0,25.7,28.3
5.9,0.0,135.0,46.0,13.0,47.0,14.0,0,30.1,32.0
12.8,0.0,45.0,41.0,9.0,39.0,9.0,0,35.3,35.4
10.0,0.0,202.5,48.0,31.0,39.0,35.0,0,29.3,32.9
15.4,0.0,180.0,48.0,7.0,52.0,13.0,0,37.8,38.8
15.3,0.0,22.5,72.0,35.0,13.0,5.0,0,43.8,45.7
18.6,0.0,180.0,48.0,31.0,55.0,35.0,0,28.1,31.0
17.3,0.0,157.5,46.0,26.0,58.0,28.0,0,32.2,33.5
15.5,0.0,225.0,56.0,28.0,50.0,11.0,0,42.7,43.7
18.3,0.2,202.5,50.0,31.0,75.0,42.0,0,25.8,28.7
11.2,0.2,180.0,52.0,33.0,54.0,37.0,0,23.2,26.6
8.5,0.0,112.5,43.0,19.0,46.0,23.0,0,26.3,27.0
11.6,0.0,112.5,48.0,7.0,40.0,16.0,0,32.3,33.1
12.0,0.0,0.0,35.0,13.0,23.0,12.0,0,36.3,37.6
17.9,0.0,202.5,56.0,31.0,62.0,44.0,0,24.1,26.2
13.2,0.0,157.5,46.0,13.0,45.0,19.0,0,27.7,29.9
12.3,0.0,22.5,41.0,20.0,39.0,11.0,0,33.4,34.1
16.2,0.0,225.0,46.0,7.0,27.0,9.0,0,39.3,40.3
13.6,0.0,157.5,43.0,24.0,52.0,27.0,0,33.7,37.9
14.9,0.0,157.5,61.0,26.0,57.0,31.0,0,32.8,33.6
14.6,0.6,180.0,56.0,28.0,74.0,41.0,0,23.2,24.1
14.7,0.0,157.5,41.0,19.0,50.0,23.0,0,27.9,29.2
11.7,0.0,112.5,52.0,11.0,50.0,17.0,0,32.9,34.3
18.7,10.2,337.5,48.0,26.0,84.0,24.0,1,34.5,35.7
21.4,0.2,180.0,54.0,26.0,47.0,34.0,0,31.6,35.0
17.3,0.4,135.0,43.0,26.0,88.0,63.0,0,23.1,23.8
16.4,0.6,135.0,41.0,22.0,87.0,50.0,0,26.3,28.2
15.5,0.0,157.5,52.0,22.0,51.0,23.0,0,29.7,30.3
7.3,0.0,90.0,39.0,11.0,48.0,14.0,0,30.8,33.1
15.5,0.0,180.0,63.0,41.0,29.0,40.0,0,28.8,37.8
13.4,0.4,112.5,50.0,26.0,45.0,26.0,0,26.8,28.5
13.7,0.0,67.5,39.0,17.0,49.0,23.0,0,33.7,35.5
17.4,0.0,202.5,57.0,11.0,53.0,28.0,0,32.1,33.5
13.1,0.6,202.5,57.0,33.0,54.0,31.0,0,21.1,22.7
8.5,0.0,135.0,43.0,15.0,43.0,27.0,0,23.5,24.3
11.4,0.0,22.5,43.0,17.0,46.0,20.0,0,30.4,31.7
19.5,0.0,337.5,48.0,17.0,29.0,37.0,0,30.1,35.8
14.4,13.2,157.5,44.0,22.0,67.0,30.0,1,27.8,29.2
13.6,0.0,90.0,52.0,13.0,57.0,30.0,0,32.3,33.6
18.0,6.4,67.5,48.0,15.0,59.0,31.0,1,34.8,36.0
20.1,0.0,270.0,65.0,15.0,43.0,25.0,0,36.2,37.6
17.6,4.6,180.0,41.0,24.0,64.0,37.0,1,33.8,34.8
19.0,0.0,202.5,37.0,22.0,79.0,65.0,0,23.5,25.8
16.0,1.0,135.0,35.0,17.0,81.0,35.0,0,26.5,27.6
10.3,0.0,135.0,41.0,17.0,66.0,25.0,0,32.1,33.0
17.3,0.0,225.0,81.0,17.0,37.0,18.0,0,39.3,40.4
19.3,5.2,202.5,50.0,26.0,74.0,34.0,1,33.2,33.8
18.2,0.0,67.5,43.0,15.0,57.0,18.0,0,37.1,37.9
19.1,0.0,22.5,41.0,15.0,30.0,12.0,0,42.1,42.7
17.5,0.0,202.5,48.0,30.0,27.0,49.0,0,28.4,40.9
16.7,0.0,180.0,46.0,22.0,58.0,33.0,0,29.2,30.3
16.2,0.0,157.5,48.0,22.0,62.0,37.0,0,27.0,28.2
8.0,0.0,90.0,41.0,15.0,52.0,24.0,0,28.7,30.0
13.8,0.0,135.0,46.0,19.0,52.0,27.0,0,29.7,31.5
13.5,0.0,90.0,46.0,7.0,54.0,25.0,0,30.1,31.6
15.7,0.0,157.5,46.0,13.0,54.0,20.0,0,34.0,35.1
15.9,0.0,135.0,48.0,28.0,63.0,30.0,0,31.7,32.4
15.0,0.0,135.0,43.0,24.0,59.0,36.0,0,27.3,28.8
14.0,0.0,90.0,50.0,24.0,87.0,37.0,0,26.7,27.8
14.9,0.0,90.0,44.0,17.0,50.0,21.0,0,29.8,31.3
14.6,0.0,22.5,39.0,15.0,53.0,14.0,0,32.4,33.2
12.7,0.0,225.0,52.0,30.0,20.0,32.0,0,32.3,35.1
16.3,0.0,202.5,59.0,37.0,51.0,40.0,0,23.3,26.3
11.3,0.0,202.5,46.0,30.0,53.0,46.0,0,18.1,19.8
11.7,2.0,202.5,37.0,19.0,90.0,56.0,1,21.2,22.4
14.3,0.2,180.0,35.0,20.0,86.0,62.0,0,21.1,23.1
14.1,0.6,135.0,37.0,19.0,76.0,46.0,0,22.9,24.8
6.7,0.0,112.5,41.0,22.0,61.0,33.0,0,24.0,25.5
10.7,0.0,67.5,43.0,11.0,55.0,27.0,0,27.2,28.6
13.9,0.0,67.5,43.0,11.0,47.0,20.0,0,30.0,31.2
16.4,0.0,22.5,33.0,13.0,47.0,15.0,0,30.6,31.5
16.5,0.0,0.0,46.0,9.0,25.0,12.0,0,35.9,37.0
20.6,0.0,225.0,33.0,13.0,62.0,27.0,0,32.1,33.4
13.5,0.0,0.0,57.0,24.0,13.0,8.0,0,39.4,40.3
15.1,6.2,180.0,52.0,26.0,92.0,72.0,1,17.7,19.5
8.4,0.0,22.5,35.0,13.0,55.0,37.0,0,24.5,26.1
10.2,0.0,180.0,43.0,4.0,64.0,28.0,0,29.9,31.3
15.1,0.0,157.5,52.0,13.0,75.0,29.0,0,32.3,33.5
18.0,6.8,202.5,37.0,19.0,82.0,61.0,1,24.9,26.6
18.3,0.0,135.0,33.0,11.0,82.0,63.0,0,24.5,25.6
18.3,4.6,112.5,43.0,24.0,89.0,56.0,1,25.7,26.2
19.2,0.0,0.0,41.0,19.0,66.0,22.0,0,36.1,36.4
21.3,0.0,0.0,50.0,19.0,33.0,15.0,0,38.4,39.3
18.0,0.0,135.0,37.0,20.0,74.0,63.0,0,22.5,24.1
15.4,0.0,90.0,39.0,24.0,72.0,71.0,0,21.1,23.9
16.5,2.0,225.0,43.0,11.0,86.0,60.0,1,25.0,25.6
13.8,0.4,180.0,52.0,20.0,54.0,35.0,0,22.6,23.6
4.3,0.0,157.5,28.0,11.0,58.0,29.0,0,24.4,24.8
11.9,0.0,22.5,43.0,13.0,57.0,24.0,0,28.0,28.7
15.8,0.0,202.5,44.0,28.0,70.0,57.0,0,22.6,25.2
14.6,0.0,90.0,46.0,17.0,66.0,24.0,0,29.0,29.9
16.2,0.0,90.0,46.0,30.0,67.0,52.0,0,25.1,26.1
17.3,0.0,202.5,43.0,31.0,68.0,58.0,0,25.0,28.4
12.5,0.0,292.5,48.0,24.0,53.0,30.0,0,23.9,24.9
12.5,0.0,292.5,33.0,15.0,67.0,29.0,0,23.9,24.8
9.9,0.0,337.5,17.0,0.0,68.0,47.0,0,20.4,21.3
6.9,0.0,157.5,31.0,15.0,48.0,28.0,0,26.8,27.6
7.8,0.0,157.5,30.0,11.0,59.0,36.0,0,25.7,27.1
9.4,0.0,180.0,31.0,17.0,65.0,58.0,0,20.6,23.6
10.6,0.0,180.0,33.0,17.0,55.0,39.0,0,20.0,21.9
4.1,0.0,0.0,31.0,6.0,69.0,31.0,0,24.7,25.1
14.4,0.0,22.5,50.0,20.0,44.0,29.0,0,26.7,28.5
18.3,0.0,67.5,61.0,33.0,35.0,28.0,0,30.2,33.4
19.8,0.8,337.5,48.0,24.0,68.0,26.0,0,30.0,30.7
9.7,0.0,315.0,43.0,20.0,50.0,30.0,0,27.1,27.7
8.6,0.0,180.0,35.0,19.0,56.0,35.0,0,24.1,26.1
11.1,0.0,180.0,31.0,11.0,92.0,44.0,0,22.0,23.9
5.3,0.0,157.5,31.0,19.0,66.0,34.0,0,25.7,26.5
13.1,0.0,67.5,35.0,20.0,54.0,34.0,0,29.3,30.0
16.3,0.0,67.5,33.0,9.0,49.0,23.0,0,33.0,33.4
15.9,0.0,202.5,35.0,20.0,79.0,55.0,0,23.7,25.1
11.3,0.0,0.0,26.0,13.0,93.0,61.0,0,19.8,20.6
12.2,0.0,225.0,43.0,22.0,66.0,42.0,0,20.9,22.0
8.2,0.0,225.0,37.0,17.0,60.0,38.0,0,18.8,20.9
3.4,0.0,22.5,43.0,15.0,64.0,29.0,0,23.8,24.8
9.1,0.2,180.0,43.0,30.0,93.0,55.0,0,19.5,21.8
3.7,0.0,247.5,20.0,9.0,63.0,35.0,0,20.4,21.5
2.9,0.0,67.5,31.0,11.0,40.0,23.0,0,25.5,26.7
5.3,0.0,0.0,35.0,19.0,35.0,20.0,0,28.3,29.3
12.4,0.0,270.0,46.0,13.0,65.0,29.0,0,26.6,27.2
9.3,0.0,157.5,39.0,24.0,77.0,54.0,0,18.4,19.9
3.2,0.0,22.5,33.0,13.0,67.0,43.0,0,22.1,22.7
10.4,0.0,202.5,48.0,30.0,56.0,52.0,0,18.7,21.7
9.7,0.0,225.0,31.0,17.0,65.0,43.0,0,17.0,17.6
0.6,0.0,202.5,20.0,11.0,57.0,35.0,0,19.4,19.8
0.9,0.0,180.0,30.0,9.0,43.0,21.0,0,25.1,25.9
1.8,0.0,157.5,19.0,7.0,49.0,24.0,0,24.6,25.5
2.6,0.0,0.0,35.0,15.0,29.0,12.0,0,28.4,28.8
7.4,0.0,202.5,44.0,20.0,93.0,30.0,0,25.1,25.6
6.7,0.6,180.0,46.0,28.0,81.0,57.0,0,14.0,16.5
5.2,0.0,90.0,35.0,9.0,60.0,37.0,0,17.6,18.4
6.4,0.0,0.0,41.0,20.0,49.0,25.0,0,25.3,26.1
14.7,0.0,270.0,46.0,19.0,25.0,45.0,0,20.3,22.4
11.0,20.0,202.5,56.0,22.0,93.0,92.0,1,11.7,15.7
10.0,8.2,225.0,50.0,19.0,73.0,68.0,1,13.3,14.9
7.3,0.0,292.5,20.0,0.0,77.0,53.0,0,17.1,17.6
2.4,0.2,270.0,19.0,7.0,65.0,43.0,0,18.9,20.1
3.3,0.0,0.0,37.0,20.0,68.0,33.0,0,21.9,23.1
7.6,0.0,292.5,20.0,11.0,49.0,28.0,0,23.9,24.8
3.2,0.0,45.0,26.0,13.0,71.0,27.0,0,23.6,24.4
5.1,0.0,45.0,39.0,15.0,96.0,33.0,0,21.8,22.7
11.7,8.8,337.5,44.0,17.0,93.0,70.0,1,19.4,21.7
12.0,7.4,202.5,39.74837161467261,17.30228590924599,65.0,40.75177065767285,1,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,337.5,30.0,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,21.0
5.2,0.0,202.5,39.74837161467261,19.0,95.0,61.0,0,17.9,18.0
9.313006756756756,0.0,112.5,20.0,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,4.0,62.80640809443508,60.0,0,13.7,24.250827423167852
9.313006756756756,1.0343824027072759,22.5,26.0,6.0,72.0,49.0,0,15.0,16.5
2.4,0.0,0.0,33.0,13.0,60.0,36.0,0,18.0,18.6
3.3,0.0,0.0,39.0,22.0,58.0,30.0,0,18.0,18.9
9.1,0.0,0.0,48.0,19.0,37.0,35.0,0,20.2,22.6
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,22.5,33.0,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,17.6
6.6,1.0343824027072759,0.0,54.0,26.0,50.0,36.0,0,19.5,20.2
10.2,9.8,292.5,57.0,26.0,88.0,74.0,1,11.0,13.0
4.6,1.6,270.0,43.0,17.0,77.0,51.0,1,14.3,14.4
5.8,0.2,315.0,50.0,26.0,81.0,56.0,0,15.9,16.9
10.9,1.0,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,0.0,202.5,39.74837161467261,17.30228590924599,62.80640809443508,40.75177065767285,0,22.66151770657673,24.250827423167852
9.313006756756756,1.0343824027072759,292.5,30.0,17.0,62.80640809443508,48.0,0,16.6,17.2
-0.5,1.0343824027072759,337.5,31.0,17.0,85.0,39.0,0,17.1,17.7
6.4,0.0,0.0,33.0,20.0,52.0,23.0,0,20.4,21.2
4.0,0.0,202.5,43.0,22.0,85.0,68.0,0,13.2,14.6
1.5,1.6,247.5,37.0,20.0,91.0,46.0,1,15.1,15.7
4.3,0.0,202.5,31.0,17.0,94.0,79.0,0,12.7,15.4
0.1,1.6,135.0,19.0,0.0,95.0,61.0,1,13.1,14.1
-1.0,0.2,90.0,19.0,0.0,95.0,48.0,0,14.1,15.0
1.1,0.0,0.0,28.0,13.0,88.0,43.0,0,15.2,16.4
-2.7,0.0,112.5,24.0,11.0,87.0,45.0,0,15.4,16.5
-3.3,0.0,0.0,30.0,13.0,69.0,40.0,0,16.0,17.1
0.1,0.0,0.0,39.0,19.0,64.0,26.0,0,17.9,18.2
-1.0,0.0,22.5,37.0,17.0,35.0,16.0,0,21.1,21.9
2.5,0.0,337.5,33.0,15.0,61.0,44.0,0,18.1,19.8
7.7,0.0,270.0,39.0,20.0,73.0,48.0,0,16.8,18.9
8.1,0.4,247.5,54.0,24.0,91.0,50.0,0,15.0,17.1
3.9,0.4,292.5,31.0,13.0,79.0,45.0,0,15.2,17.2
3.1,0.0,225.0,35.0,15.0,81.0,79.0,0,14.5,16.7
0.0,0.6,90.0,20.0,4.0,93.0,43.0,0,16.7,17.3
0.2,0.0,0.0,33.0,9.0,62.0,33.0,0,19.2,19.8
0.8,0.0,180.0,28.0,15.0,52.0,41.0,0,19.1,20.0
7.9,0.0,112.5,28.0,7.0,80.0,53.0,0,16.1,17.9
3.7,0.0,0.0,41.0,22.0,66.0,17.0,0,22.8,23.0
3.6,0.0,180.0,35.0,19.0,83.0,60.0,0,14.2,15.5
-0.7,0.0,247.5,31.0,13.0,80.0,76.0,0,12.4,13.7
3.7,0.8,202.5,54.0,26.0,92.0,61.0,0,12.5,13.6
1.8,2.8,135.0,33.0,17.0,65.0,43.0,1,13.5,14.8
-4.4,0.0,0.0,28.0,11.0,71.0,38.0,0,15.1,15.6
0.5,0.0,0.0,44.0,26.0,55.0,24.0,0,19.0,19.8
8.3,0.0,22.5,54.0,28.0,31.0,40.0,0,17.7,19.6
9.7,8.6,247.5,65.0,30.0,90.0,66.0,1,13.8,14.8
8.7,3.4,225.0,44.0,19.0,73.0,64.0,1,12.1,13.1
1.4,0.0,202.5,31.0,19.0,67.0,54.0,0,16.6,17.8
1.3,0.2,22.5,28.0,11.0,94.0,46.0,0,15.3,16.6
5.4,2.2,225.0,30.0,17.0,86.0,60.0,1,14.2,15.6
5.1,1.6,247.5,52.0,19.0,87.0,73.0,1,9.3,12.3
0.1,0.6,270.0,28.0,6.0,86.0,59.0,0,13.0,14.7
-0.6,0.2,315.0,33.0,17.0,71.0,30.0,0,15.7,17.5
-0.2,0.0,270.0,37.0,19.0,55.0,33.0,0,18.3,18.8
3.1,0.0,202.5,46.0,19.0,79.0,67.0,0,11.9,14.9
1.2,1.8,315.0,35.0,17.0,87.0,33.0,1,16.2,17.0
6.2,0.0,180.0,35.0,20.0,71.0,54.0,0,12.4,13.8
4.2,0.2,202.5,43.0,22.0,81.0,60.0,0,13.8,14.5
7.7,0.4,225.0,35.0,15.0,92.0,74.0,0,12.6,13.0
8.5,0.6,157.5,22.0,7.0,78.0,48.0,0,14.6,16.0
0.8,0.0,0.0,39.0,17.0,63.0,26.0,0,22.0,22.3
10.5,0.0,292.5,35.0,15.0,31.0,26.0,0,23.5,25.8
12.3,0.0,225.0,35.0,17.0,77.0,45.0,0,20.2,22.0
10.4,2.0,135.0,33.0,11.0,94.0,83.0,1,12.8,13.0
7.8,5.8,202.5,39.74837161467261,17.30228590924599,72.0,56.0,1,13.2,15.1
-1.6,0.0,202.5,39.74837161467261,17.30228590924599,67.0,53.0,0,12.3,15.2
1.1,0.4,202.5,39.74837161467261,17.30228590924599,91.0,46.0,0,14.9,16.7
1.9,0.2,202.5,39.74837161467261,17.30228590924599,72.0,49.0,0,15.4,16.8
0.1,1.8,202.5,39.74837161467261,17.30228590924599,80.0,47.0,1,15.3,17.5
0.0,0.0,202.5,39.74837161467261,17.30228590924599,61.0,32.0,0,20.5,21.1
9.6,0.0,202.5,39.74837161467261,17.30228590924599,40.0,18.0,0,23.3,24.6
7.3,0.6,202.5,39.74837161467261,17.30228590924599,53.0,32.0,0,15.4,17.5
8.2,0.6,202.5,39.74837161467261,17.30228590924599,54.0,64.0,0,12.7,14.9
-0.2,0.4,202.5,39.74837161467261,17.30228590924599,65.0,32.0,0,17.3,18.0
-2.4,0.0,202.5,39.74837161467261,17.30228590924599,38.0,23.0,0,22.5,23.1
1.9,0.0,202.5,39.74837161467261,17.30228590924599,85.0,61.0,0,10.8,15.7
3.8,4.2,202.5,39.74837161467261,17.30228590924599,70.0,59.0,1,12.3,15.2
-2.3,0.0,202.5,39.74837161467261,17.30228590924599,61.0,37.0,0,15.9,16.9
-1.6,0.0,202.5,39.74837161467261,17.30228590924599,56.0,40.0,0,15.9,18.6
-1.5,0.0,202.5,39.74837161467261,17.30228590924599,66.0,89.0,0,12.3,17.1
-0.7,3.0,202.5,39.74837161467261,17.30228590924599,78.0,48.0,1,15.0,17.0
4.1,0.2,202.5,39.74837161467261,17.30228590924599,52.0,35.0,0,17.0,17.6
-2.5,0.0,202.5,39.74837161467261,17.30228590924599,66.0,31.0,0,18.9,19.1
-3.1,0.0,202.5,39.74837161467261,17.30228590924599,60.0,29.0,0,19.1,20.0
1.8,0.0,202.5,39.74837161467261,17.30228590924599,58.0,27.0,0,19.8,20.8
2.6,0.0,202.5,39.74837161467261,17.30228590924599,56.0,23.0,0,21.9,22.5
2.0,0.0,202.5,39.74837161467261,17.30228590924599,54.0,16.0,0,25.4,26.4
8.6,0.0,202.5,39.74837161467261,17.30228590924599,24.0,19.0,0,23.8,28.0
2.6,0.0,202.5,39.74837161467261,17.30228590924599,60.0,18.0,0,24.5,25.2
1.8,0.0,202.5,39.74837161467261,17.30228590924599,53.0,47.0,0,19.4,23.3
8.0,0.2,202.5,39.74837161467261,17.30228590924599,70.0,36.0,0,17.9,18.7
-0.4,0.0,202.5,39.74837161467261,17.30228590924599,53.0,26.0,0,20.6,20.9
3.8,0.0,202.5,39.74837161467261,17.30228590924599,50.0,16.0,0,23.8,24.8
8.4,0.0,202.5,39.74837161467261,17.30228590924599,39.0,38.0,0,17.9,18.2
11.7,3.0,202.5,39.74837161467261,17.30228590924599,91.0,77.0,1,16.7,17.0
11.0,1.8,202.5,39.74837161467261,17.30228590924599,92.0,38.0,1,24.5,27.1
9.0,0.0,202.5,39.74837161467261,17.30228590924599,48.0,29.0,0,22.0,22.9
2.3,0.0,202.5,39.74837161467261,17.30228590924599,49.0,26.0,0,24.1,24.7
2.9,0.0,202.5,65.0,30.0,40.0,44.0,0,23.1,28.3
-0.6,0.0,112.5,37.0,17.0,42.0,28.0,0,19.4,20.0
-1.0,0.0,90.0,35.0,17.0,43.0,17.0,0,22.7,23.8
5.7,0.0,22.5,50.0,20.0,33.0,13.0,0,26.2,27.4
14.9,0.0,315.0,54.0,24.0,14.0,8.0,0,33.7,34.2
16.8,0.0,202.5,57.0,19.0,41.0,31.0,0,24.8,26.7
4.6,0.2,180.0,35.0,20.0,61.0,40.0,0,17.0,18.5
-1.3,0.0,157.5,37.0,9.0,46.0,25.0,0,21.8,22.5
1.6,0.0,202.5,48.0,24.0,36.0,17.0,0,27.9,29.2
7.2,0.6,202.5,61.0,33.0,80.0,37.0,0,13.2,15.5
6.5,0.2,157.5,37.0,20.0,54.0,35.0,0,17.5,19.7
-1.6,0.0,157.5,35.0,11.0,51.0,26.0,0,20.8,21.7
4.3,0.0,157.5,37.0,9.0,40.0,15.0,0,25.9,26.2
8.1,0.0,0.0,39.0,13.0,22.0,11.0,0,28.5,29.5
12.4,0.0,0.0,48.0,11.0,17.0,9.0,0,32.5,33.1
12.3,0.0,202.5,67.0,33.0,11.0,8.0,0,34.7,36.6
12.7,0.0,247.5,44.0,22.0,58.0,58.0,0,15.6,20.8
2.0,0.0,180.0,35.0,17.0,49.0,29.0,0,20.2,20.9
0.3,0.0,157.5,43.0,13.0,49.0,22.0,0,23.2,24.3
4.1,0.0,45.0,37.0,24.0,40.0,23.0,0,24.1,27.2
5.1,0.0,157.5,46.0,11.0,42.0,17.0,0,29.7,30.5
5.1,0.0,135.0,41.0,17.0,39.0,18.0,0,30.4,31.0
15.2,0.0,0.0,61.0,31.0,20.0,59.0,0,20.5,32.6
13.1,8.2,225.0,57.0,31.0,55.0,25.0,1,20.4,22.3
6.3,0.0,225.0,56.0,30.0,72.0,42.0,0,15.8,17.7
-0.3,0.0,157.5,41.0,20.0,44.0,24.0,0,19.7,20.1
-0.2,0.0,112.5,35.0,20.0,38.0,25.0,0,22.7,23.7
6.9,0.0,135.0,39.0,15.0,38.0,20.0,0,26.9,27.3
7.6,0.0,112.5,44.0,20.0,37.0,16.0,0,28.5,30.0
9.8,0.0,90.0,41.0,22.0,32.0,12.0,0,30.7,31.7
12.8,0.0,225.0,54.0,19.0,25.0,10.0,0,33.8,35.8
14.0,0.0,225.0,48.0,24.0,31.0,19.0,0,23.9,25.6
5.6,0.0,315.0,46.0,17.0,35.0,24.0,0,23.4,24.5
5.9,0.0,180.0,44.0,26.0,50.0,23.0,0,26.3,28.0
6.5,0.0,22.5,35.0,15.0,53.0,16.0,0,30.0,31.3
18.0,0.0,247.5,31.0,13.0,28.0,23.0,0,31.3,33.0
17.5,0.0,180.0,54.0,17.0,59.0,29.0,0,30.9,33.0
14.6,1.8,225.0,57.0,26.0,65.0,75.0,1,15.4,22.7
7.9,0.2,180.0,41.0,26.0,64.0,37.0,0,17.2,19.4
-0.3,0.0,202.5,41.0,11.0,38.0,27.0,0,20.9,21.4
2.1,0.0,157.5,43.0,20.0,41.0,26.0,0,22.8,24.0
7.3,0.0,180.0,48.0,15.0,46.0,28.0,0,22.4,23.6
1.7,0.0,157.5,39.0,15.0,47.0,19.0,0,25.3,26.2
3.5,0.0,180.0,37.0,19.0,25.0,17.0,0,29.6,31.1
7.6,0.0,157.5,39.0,13.0,48.0,18.0,0,30.2,31.1
11.9,0.0,67.5,35.0,13.0,42.0,14.0,0,32.6,33.7
14.0,0.0,90.0,44.0,11.0,33.0,11.0,0,33.9,35.0
14.0,0.0,0.0,56.0,22.0,42.0,13.0,0,34.8,36.0
18.8,3.4,202.5,61.0,35.0,46.0,40.0,1,27.7,34.5
13.7,1.8,180.0,35.0,20.0,81.0,60.0,1,17.8,18.8
2.5,0.0,180.0,39.0,13.0,48.0,20.0,0,26.3,27.7
7.0,0.0,157.5,50.0,13.0,41.0,18.0,0,30.3,32.6
9.3,0.0,157.5,50.0,33.0,54.0,57.0,0,18.8,25.1
8.5,0.0,135.0,52.0,17.0,40.0,21.0,0,25.0,26.6
4.9,0.0,90.0,44.0,22.0,39.0,12.0,0,28.0,29.3
10.9,0.0,22.5,39.0,22.0,36.0,12.0,0,31.6,32.2
14.8,0.0,90.0,44.0,17.0,25.0,10.0,0,32.9,34.2
17.0,0.0,202.5,52.0,33.0,17.0,35.0,0,28.4,35.6
