Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,WindDir9am
0.0,41.75758889852558,58.0,64.0,7.0,1.0,0,22.7,23.6,10.5,22.5
0.2,41.75758889852558,71.0,75.0,8.0,7.0,0,22.2,24.6,0.7,315.0
10.8,41.75758889852558,92.0,79.0,7.0,7.0,1,19.8,23.3,6.9,180.0
11.2,41.75758889852558,64.0,55.0,2.0,1.0,1,21.4,24.9,12.3,202.5
0.0,41.75758889852558,29.0,21.0,3.0,7.0,0,30.8,31.3,10.9,67.5
0.0,41.75758889852558,65.0,65.0,1.0,1.0,0,23.4,23.8,12.9,270.0
0.0,41.75758889852558,67.0,19.0,7.0,5.0,0,32.3,33.2,8.0,270.0
0.0,41.75758889852558,59.0,57.0,8.0,6.0,0,21.5,21.8,2.2,112.5
0.0,41.75758889852558,78.0,70.0,8.0,5.0,0,24.1,27.0,6.7,0.0
0.0,41.75758889852558,57.0,56.0,7.0,6.0,0,28.8,34.8,9.8,270.0
0.0,41.75758889852558,81.0,78.0,8.0,7.0,0,21.7,26.1,4.9,270.0
6.8,41.75758889852558,74.0,72.0,7.0,6.0,1,21.9,22.3,6.3,90.0
1.8,41.75758889852558,81.0,60.0,3.0,6.0,1,24.9,25.9,9.9,270.0
0.0,41.75758889852558,71.0,66.0,3.0,8.0,0,21.7,23.4,5.2,180.0
3.4,41.75758889852558,90.0,58.0,8.0,8.0,1,19.7,19.9,0.0,112.5
3.6,41.75758889852558,85.0,92.0,8.0,8.0,1,18.4,24.5,0.0,67.5
28.2,41.75758889852558,82.0,25.0,6.0,4.0,1,32.5,32.9,7.5,0.0
0.0,41.75758889852558,42.0,32.0,1.0,5.0,0,23.9,25.4,12.7,270.0
0.0,41.75758889852558,39.0,43.0,5.0,1.0,0,22.8,23.8,12.1,180.0
0.0,41.75758889852558,58.0,48.0,1.0,1.0,0,23.4,24.1,13.0,337.5
0.0,41.75758889852558,68.0,73.0,1.0,6.0,0,23.1,26.0,9.6,292.5
0.0,41.75758889852558,65.0,68.0,2.0,6.0,0,24.0,27.4,8.4,292.5
0.6,41.75758889852558,67.0,58.0,2.0,6.0,0,21.2,26.4,12.2,292.5
0.0,41.75758889852558,57.0,69.0,5.0,7.0,0,18.2,20.4,4.6,180.0
0.4,41.75758889852558,60.0,50.0,4.0,1.0,0,21.4,22.1,12.0,337.5
0.0,41.75758889852558,56.0,57.0,1.0,1.0,0,22.9,24.1,12.1,22.5
0.0,41.75758889852558,60.0,56.0,6.0,7.0,0,26.0,26.9,6.5,90.0
0.4,41.75758889852558,77.0,78.0,8.0,8.0,0,19.7,20.7,0.0,180.0
0.0,41.75758889852558,73.0,60.0,7.0,3.0,0,22.8,23.3,7.2,90.0
0.0,41.75758889852558,75.0,71.0,7.0,1.0,0,25.4,26.0,10.0,112.5
0.0,41.75758889852558,79.0,70.0,7.0,8.0,0,26.2,27.2,0.7,90.0
7.0,41.75758889852558,72.0,63.0,1.0,5.0,1,26.5,28.3,12.1,270.0
0.0,41.75758889852558,72.0,68.0,2.0,6.0,0,22.4,24.9,7.2,157.5
2.0,41.75758889852558,81.0,72.0,6.0,5.0,1,23.8,27.6,10.9,270.0
0.0,41.75758889852558,37.0,42.0,0.0,0.0,0,25.3,31.5,13.1,270.0
0.0,41.75758889852558,73.0,22.0,4.0,6.0,0,34.3,34.7,12.9,270.0
0.0,41.75758889852558,62.0,57.0,6.0,7.0,0,20.8,22.7,5.9,90.0
0.0,41.75758889852558,58.0,49.0,8.0,8.0,0,21.4,23.0,0.5,112.5
0.0,41.75758889852558,59.0,58.0,2.0,1.0,0,24.1,24.6,11.3,22.5
0.0,41.75758889852558,66.0,60.0,4.0,4.0,0,26.2,27.9,12.2,112.5
0.0,41.75758889852558,77.0,64.0,0.0,0.0,0,25.8,28.3,11.8,202.5
0.0,41.75758889852558,72.0,67.0,1.0,7.0,0,26.1,33.1,9.3,202.5
0.0,41.75758889852558,78.0,72.0,8.0,8.0,0,20.1,22.4,0.0,157.5
0.4,41.75758889852558,54.0,47.0,7.0,6.0,0,21.2,22.6,5.9,157.5
0.0,41.75758889852558,54.0,53.0,7.0,6.0,0,22.5,23.4,6.1,67.5
0.0,41.75758889852558,58.0,57.0,3.0,1.0,0,23.9,24.6,8.7,45.0
1.2,41.75758889852558,71.0,61.0,1.0,6.0,1,25.6,26.8,11.4,90.0
0.2,41.75758889852558,74.0,56.0,6.0,0.0,0,25.4,26.2,11.1,112.5
0.0,41.75758889852558,67.0,49.0,0.0,1.0,0,29.1,29.7,13.0,90.0
0.0,41.75758889852558,61.0,39.0,1.0,6.0,0,33.1,33.4,9.4,112.5
1.8,41.75758889852558,69.0,61.0,2.0,0.0,1,24.0,25.0,10.1,180.0
0.0,41.75758889852558,52.0,48.0,6.0,3.0,0,21.6,22.6,6.5,157.5
0.0,41.75758889852558,62.0,46.0,1.0,3.0,0,22.9,23.3,12.7,292.5
0.0,41.75758889852558,55.0,57.0,1.0,5.0,0,23.8,25.1,12.7,0.0
0.0,41.75758889852558,61.0,54.0,0.0,1.0,0,27.0,28.7,12.4,90.0
1.6,41.75758889852558,66.0,55.0,3.0,5.0,1,29.2,31.1,7.4,270.0
1.0,41.75758889852558,52.0,45.0,5.0,5.0,0,32.7,33.6,9.8,337.5
0.0,41.75758889852558,59.0,58.0,1.0,2.0,0,29.1,31.7,11.9,112.5
0.0,41.75758889852558,55.0,20.0,6.0,2.0,0,40.1,40.9,11.1,315.0
0.0,41.75758889852558,57.0,51.0,7.0,5.0,0,24.7,25.9,6.8,135.0
0.0,41.75758889852558,80.0,72.0,8.0,7.0,0,25.3,26.8,1.2,180.0
14.2,41.75758889852558,95.0,93.0,8.0,8.0,1,22.4,23.9,1.7,180.0
4.4,41.75758889852558,78.0,60.0,6.0,1.0,1,26.6,27.1,12.3,0.0
0.0,41.75758889852558,73.0,67.0,1.0,1.0,0,27.5,28.3,12.5,90.0
0.0,41.75758889852558,72.0,59.0,1.0,0.0,0,27.5,28.2,13.0,90.0
0.0,41.75758889852558,76.0,54.0,2.0,3.0,0,29.0,29.1,11.5,67.5
0.0,41.75758889852558,71.0,66.0,1.0,5.0,0,26.9,28.1,11.1,90.0
0.0,41.75758889852558,79.0,63.0,6.0,2.0,0,27.1,28.3,9.8,112.5
0.0,41.75758889852558,63.0,60.0,7.0,4.0,0,27.9,28.0,7.5,270.0
0.4,41.75758889852558,84.0,71.0,7.0,5.0,0,26.2,27.3,7.1,180.0
0.0,41.75758889852558,73.0,58.0,1.0,1.0,0,28.9,29.2,12.2,90.0
0.0,41.75758889852558,75.0,64.0,3.0,1.0,0,27.4,29.5,10.8,90.0
0.0,41.75758889852558,68.0,34.0,0.0,1.0,0,32.2,33.5,11.8,90.0
0.0,41.75758889852558,69.0,53.0,0.0,1.0,0,28.1,28.6,12.2,90.0
0.0,41.75758889852558,84.0,81.0,8.0,8.0,0,20.6,22.5,0.0,180.0
3.4,41.75758889852558,94.0,89.0,8.0,8.0,1,18.7,19.4,0.0,202.5
5.6,41.75758889852558,77.0,61.0,7.0,7.0,1,23.0,23.0,1.5,202.5
0.6,41.75758889852558,76.0,56.0,7.0,8.0,0,21.4,22.0,1.1,202.5
23.2,41.75758889852558,86.0,90.0,8.0,8.0,1,17.9,20.4,0.0,135.0
19.6,41.75758889852558,66.0,67.0,8.0,8.0,1,20.4,21.2,0.0,112.5
25.6,41.75758889852558,88.0,66.0,8.0,8.0,1,23.1,23.3,0.2,157.5
16.4,41.75758889852558,82.0,62.0,7.0,7.0,1,22.6,25.0,6.4,135.0
3.8,41.75758889852558,70.0,71.0,8.0,8.0,1,22.0,22.9,0.0,135.0
24.6,41.75758889852558,93.0,62.0,8.0,6.0,1,25.7,26.6,7.1,270.0
1.4,41.75758889852558,74.0,60.0,2.0,5.0,1,27.5,28.4,11.4,337.5
0.0,41.75758889852558,78.0,68.0,5.0,3.0,0,25.1,26.1,9.6,270.0
0.0,41.75758889852558,85.0,68.0,8.0,8.0,0,23.6,24.4,0.3,270.0
2.2,41.75758889852558,70.0,59.0,7.0,4.0,1,24.4,24.9,6.3,157.5
0.0,41.75758889852558,78.0,63.0,7.0,5.0,0,26.5,27.0,5.3,270.0
0.8,41.75758889852558,82.0,57.0,0.0,1.0,0,28.2,30.5,10.7,270.0
0.0,41.75758889852558,83.0,63.0,7.0,5.0,0,26.1,26.4,7.0,180.0
0.0,41.75758889852558,74.0,58.0,8.0,5.0,0,23.6,24.6,6.8,180.0
0.0,41.75758889852558,78.0,50.0,7.0,4.0,0,23.2,23.5,5.6,270.0
0.0,41.75758889852558,70.0,61.0,7.0,4.0,0,24.1,25.4,5.6,0.0
0.0,41.75758889852558,70.0,60.0,8.0,6.0,0,24.8,25.7,10.0,90.0
0.0,41.75758889852558,71.0,60.0,7.0,5.0,0,25.1,25.5,9.0,270.0
0.0,41.75758889852558,61.0,55.0,7.0,7.0,0,25.6,26.9,6.9,67.5
0.0,41.75758889852558,73.0,49.0,7.0,7.0,0,22.9,25.1,0.5,90.0
0.0,41.75758889852558,39.0,37.0,1.0,1.0,0,24.2,24.6,11.0,270.0
0.0,41.75758889852558,67.0,48.0,1.0,1.0,0,22.5,23.6,9.8,270.0
0.0,41.75758889852558,77.0,58.0,3.0,1.0,0,25.8,26.3,9.2,225.0
0.0,41.75758889852558,80.0,77.0,5.0,7.0,0,22.0,25.3,4.1,202.5
36.8,41.75758889852558,94.0,69.0,7.0,7.0,1,23.6,24.5,4.4,225.0
0.6,41.75758889852558,66.0,53.0,6.0,5.0,0,24.3,24.5,6.7,67.5
0.0,41.75758889852558,59.0,70.0,3.0,7.0,0,22.3,23.4,1.8,112.5
1.2,41.75758889852558,87.0,57.0,2.0,2.0,1,24.7,25.3,9.8,270.0
0.0,41.75758889852558,85.0,76.0,7.0,7.0,0,23.9,25.5,2.2,270.0
0.0,41.75758889852558,82.0,64.0,3.0,6.0,0,26.8,27.2,6.4,45.0
17.0,41.75758889852558,81.0,61.0,2.0,3.0,1,25.0,27.4,6.6,292.5
0.4,41.75758889852558,42.0,29.0,1.0,0.0,0,26.7,26.8,10.8,270.0
0.0,41.75758889852558,47.0,48.0,1.0,1.0,0,23.9,25.7,11.0,270.0
0.0,41.75758889852558,72.0,52.0,1.0,1.0,0,24.3,24.5,10.1,292.5
0.0,41.75758889852558,76.0,67.0,2.0,7.0,0,24.9,27.7,9.7,270.0
0.0,41.75758889852558,80.0,69.0,2.0,1.0,0,25.3,26.1,8.6,270.0
0.0,41.75758889852558,83.0,58.0,4.0,2.0,0,24.9,25.3,8.7,270.0
0.0,41.75758889852558,82.0,58.0,1.0,5.0,0,25.0,26.7,8.4,270.0
0.2,41.75758889852558,66.0,61.0,5.0,4.0,0,25.6,25.7,10.2,45.0
0.0,41.75758889852558,67.0,59.0,1.0,3.0,0,25.9,26.1,10.8,22.5
0.0,41.75758889852558,69.0,60.0,4.0,4.0,0,25.2,26.0,8.0,22.5
1.4,41.75758889852558,72.0,56.0,4.0,6.0,1,25.7,26.6,7.6,45.0
0.4,41.75758889852558,69.0,59.0,7.0,6.0,0,22.5,23.5,4.8,157.5
0.0,41.75758889852558,85.0,49.0,3.0,1.0,0,23.0,23.5,10.8,292.5
0.0,41.75758889852558,77.0,66.0,5.0,5.0,0,23.0,24.4,9.4,292.5
0.0,41.75758889852558,66.0,65.0,2.0,6.0,0,24.7,26.2,6.7,112.5
2.6,41.75758889852558,86.0,89.0,8.0,8.0,1,19.9,22.5,0.0,135.0
46.0,41.75758889852558,93.0,73.0,8.0,7.0,1,23.9,24.7,2.3,112.5
11.4,41.75758889852558,87.0,79.0,8.0,7.0,1,23.8,24.7,2.4,112.5
5.0,41.75758889852558,92.0,73.0,6.0,5.0,1,24.4,25.1,7.9,270.0
3.0,41.75758889852558,84.0,58.0,7.0,8.0,1,20.1,20.8,1.4,180.0
0.0,41.75758889852558,72.0,67.0,7.0,5.0,0,21.5,22.8,8.0,270.0
0.2,41.75758889852558,69.0,59.0,7.0,3.0,0,19.4,21.1,6.9,180.0
0.2,41.75758889852558,67.0,55.0,7.0,3.0,0,20.1,21.3,7.7,180.0
0.0,41.75758889852558,66.0,59.0,2.0,4.0,0,21.3,22.4,9.3,270.0
0.0,41.75758889852558,72.0,58.0,1.0,3.0,0,21.8,23.2,8.4,292.5
0.0,41.75758889852558,81.0,65.0,5.0,4.0,0,22.4,22.7,8.3,270.0
0.0,41.75758889852558,80.0,69.0,7.0,7.0,0,23.0,23.8,0.8,270.0
0.2,41.75758889852558,89.0,72.0,7.0,7.0,0,23.4,26.1,7.179567307692308,270.0
0.0,41.75758889852558,79.0,84.0,8.0,8.0,0,20.9,22.6,0.1,135.0
48.0,41.75758889852558,89.0,70.0,6.0,5.0,1,23.1,26.9,7.8,270.0
0.2,41.75758889852558,70.0,25.0,0.0,1.0,0,29.0,29.3,10.0,270.0
0.0,41.75758889852558,43.0,38.0,0.0,1.0,0,22.6,24.1,9.8,270.0
0.0,41.75758889852558,56.0,51.0,0.0,1.0,0,22.5,24.1,10.3,292.5
0.0,41.75758889852558,66.0,56.0,1.0,5.0,0,20.9,22.8,7.9,247.5
13.4,41.75758889852558,91.0,62.0,7.0,6.0,1,21.7,22.5,8.3,202.5
9.0,41.75758889852558,60.0,59.0,7.0,7.0,1,19.7,21.4,2.9,157.5
0.6,41.75758889852558,59.0,64.0,5.0,7.0,0,20.1,22.1,5.0,112.5
6.8,41.75758889852558,85.0,65.0,7.0,7.0,1,20.1,22.7,7.7,225.0
2.0,41.75758889852558,87.0,60.0,3.0,5.0,1,20.0,21.6,6.3,292.5
0.0,41.75758889852558,75.0,63.0,6.0,7.0,0,22.6,24.7,9.0,337.5
0.4,41.75758889852558,52.0,40.0,1.0,3.0,0,22.2,23.9,10.3,315.0
0.0,41.75758889852558,47.0,29.0,2.0,2.0,0,19.5,20.2,9.2,292.5
0.0,41.75758889852558,43.0,26.0,1.0,2.0,0,17.9,18.7,9.9,270.0
0.0,41.75758889852558,54.0,30.0,1.0,2.0,0,20.5,21.9,10.5,270.0
0.0,41.75758889852558,59.0,63.0,7.0,7.0,0,16.6,17.6,2.4,292.5
6.2,41.75758889852558,92.0,88.0,7.0,7.0,1,14.1,17.4,2.7,270.0
5.6,41.75758889852558,76.0,53.0,3.0,5.0,1,20.7,22.5,10.3,270.0
0.0,41.75758889852558,61.0,56.0,1.0,2.0,0,20.8,22.0,9.4,270.0
13.0,41.75758889852558,85.0,61.0,4.0,2.0,1,20.4,20.5,7.0,270.0
0.0,41.75758889852558,84.0,53.0,1.0,1.0,0,21.6,23.3,10.0,270.0
1.2,41.75758889852558,86.0,61.0,7.0,5.0,1,20.5,21.0,4.2,270.0
0.8,41.75758889852558,92.0,61.0,2.0,1.0,0,20.7,22.9,9.7,270.0
0.0,41.75758889852558,67.0,44.0,1.0,1.0,0,21.6,22.7,10.2,270.0
0.0,41.75758889852558,71.0,61.0,1.0,2.0,0,19.6,20.9,9.5,270.0
0.0,41.75758889852558,74.0,46.0,1.0,1.0,0,21.0,22.8,9.8,270.0
0.8,41.75758889852558,86.0,46.0,7.0,5.0,0,19.6,20.1,3.4,202.5
1.4,41.75758889852558,74.0,55.0,6.0,5.0,1,17.4,18.9,6.4,270.0
0.0,41.75758889852558,78.0,51.0,1.0,6.0,0,18.5,20.1,5.5,270.0
0.0,41.75758889852558,80.0,39.0,1.0,1.0,0,20.9,21.3,9.7,270.0
0.0,41.75758889852558,50.0,31.0,1.0,1.0,0,20.5,21.5,10.1,315.0
0.0,41.75758889852558,58.0,34.0,1.0,2.0,0,21.4,21.7,8.7,270.0
0.0,41.75758889852558,49.0,38.0,7.0,7.0,0,21.7,21.7,7.8,270.0
0.0,41.75758889852558,64.0,40.0,1.0,1.0,0,19.6,20.7,9.7,270.0
0.0,41.75758889852558,74.0,52.0,3.0,5.0,0,19.7,20.9,5.2,270.0
2.6,41.75758889852558,91.0,53.0,6.0,6.0,1,20.0,21.4,4.4,270.0
20.2,41.75758889852558,68.0,62.0,7.0,7.0,1,20.4,21.2,3.0,90.0
27.2,41.75758889852558,53.0,62.0,7.0,7.0,1,18.7,19.7,0.2,270.0
4.6,41.75758889852558,59.0,85.0,8.0,8.0,1,17.5,19.6,0.0,270.0
17.6,41.75758889852558,66.0,80.0,5.0,8.0,1,18.1,20.8,6.0,270.0
1.6,41.75758889852558,52.0,48.0,5.0,5.0,1,20.7,21.3,7.4,270.0
0.0,41.75758889852558,82.0,61.0,7.0,7.0,0,19.4,20.3,2.2,270.0
0.0,41.75758889852558,89.0,57.0,1.0,1.0,0,21.6,23.4,8.4,270.0
0.0,41.75758889852558,88.0,86.0,7.0,8.0,0,16.3,16.9,0.1,270.0
3.6,41.75758889852558,92.0,72.0,3.0,5.0,1,17.1,19.2,7.7,270.0
0.0,41.75758889852558,65.0,65.0,3.0,7.0,0,16.6,17.5,6.1,270.0
15.0,41.75758889852558,82.0,78.0,8.0,6.0,1,15.9,16.5,4.0,270.0
10.6,41.75758889852558,86.0,67.0,6.0,7.0,1,16.8,18.8,2.8,90.0
0.6,41.75758889852558,83.0,67.0,7.0,8.0,0,16.1,16.8,0.0,270.0
0.0,41.75758889852558,91.0,68.0,7.0,7.0,0,18.5,19.1,3.4,292.5
8.0,41.75758889852558,89.0,87.0,8.0,7.0,1,17.6,18.5,0.1,135.0
10.4,41.75758889852558,97.0,86.0,7.0,7.0,1,16.8,17.0,0.6,270.0
0.6,41.75758889852558,93.0,55.0,4.0,6.0,0,18.4,18.5,3.5,270.0
0.0,41.75758889852558,71.0,45.0,1.0,1.0,0,18.7,19.0,9.8,270.0
0.2,41.75758889852558,80.0,42.0,6.0,3.0,0,18.7,19.8,6.6,315.0
0.0,41.75758889852558,63.0,34.0,2.0,2.0,0,18.6,19.2,9.0,337.5
0.0,41.75758889852558,62.0,44.0,3.0,7.0,0,15.0,16.2,6.0,270.0
0.0,41.75758889852558,37.0,32.0,1.0,1.0,0,13.6,14.2,9.6,270.0
0.0,41.75758889852558,48.0,28.0,1.0,1.0,0,15.4,15.8,9.8,270.0
0.0,41.75758889852558,67.0,41.0,1.0,7.0,0,17.1,17.1,9.4,270.0
0.0,41.75758889852558,70.0,40.0,7.0,7.0,0,16.8,18.5,4.6,270.0
0.0,41.75758889852558,74.0,61.0,7.0,7.0,0,14.4,15.6,0.3,270.0
1.2,41.75758889852558,79.0,40.0,1.0,3.0,1,18.4,19.8,8.6,270.0
0.6,41.75758889852558,81.0,88.0,6.0,7.0,0,13.6,16.3,0.5,225.0
29.8,41.75758889852558,92.0,87.0,7.0,6.0,1,14.2,15.6,3.3,270.0
7.8,41.75758889852558,95.0,85.0,7.0,7.0,1,14.2,15.4,3.3,270.0
23.6,41.75758889852558,95.0,46.0,6.0,5.0,1,17.8,18.0,7.2,67.5
0.2,41.75758889852558,95.0,87.0,6.0,8.0,0,15.5,16.0,0.6,270.0
31.8,41.75758889852558,93.0,82.0,7.0,7.0,1,17.8,19.1,1.9,270.0
12.2,41.75758889852558,96.0,59.0,7.0,2.0,1,20.6,21.0,6.7,292.5
0.0,41.75758889852558,91.0,58.0,1.0,1.0,0,18.8,19.6,9.5,270.0
0.0,41.75758889852558,86.0,49.0,7.0,1.0,0,18.6,18.9,6.3,337.5
0.0,41.75758889852558,69.0,50.0,6.0,7.0,0,15.8,16.9,6.5,292.5
0.0,41.75758889852558,76.0,51.0,3.0,7.0,0,16.6,18.6,8.8,270.0
0.0,41.75758889852558,84.0,79.0,7.0,7.0,0,15.1,15.8,0.2,292.5
0.0,41.75758889852558,86.0,54.0,4.0,6.0,0,17.5,18.7,5.3,270.0
2.8,41.75758889852558,67.0,47.0,1.0,1.0,1,20.4,20.7,9.8,270.0
0.0,41.75758889852558,66.0,54.0,7.0,3.0,0,19.1,19.9,2.2,337.5
0.0,41.75758889852558,61.0,27.0,1.0,1.0,0,20.5,21.2,8.6,270.0
0.0,41.75758889852558,55.0,32.0,1.0,1.0,0,17.8,18.9,8.4,337.5
0.0,41.75758889852558,50.0,41.0,1.0,4.0,0,14.5,16.2,9.4,270.0
0.0,41.75758889852558,59.0,34.0,1.0,1.0,0,16.7,17.1,9.8,270.0
0.0,41.75758889852558,54.0,32.0,2.0,1.0,0,17.2,18.1,9.8,270.0
0.0,41.75758889852558,74.0,48.0,6.0,6.0,0,14.8,15.7,6.5,270.0
0.6,41.75758889852558,81.0,60.0,6.0,7.0,0,14.7,15.1,3.9,270.0
13.8,41.75758889852558,96.0,61.0,7.0,6.0,1,15.4,16.8,3.2,292.5
6.2,41.75758889852558,96.0,63.0,7.0,5.0,1,16.2,17.6,4.4,292.5
8.8,41.75758889852558,97.0,65.0,5.0,6.0,1,16.8,18.6,8.4,270.0
0.0,41.75758889852558,94.0,58.0,7.0,7.0,0,15.8,16.4,3.6,270.0
0.0,41.75758889852558,80.0,56.0,7.0,6.0,0,16.7,16.8,2.3,270.0
0.2,41.75758889852558,67.0,53.0,6.0,6.0,0,16.8,17.4,2.8,270.0
0.0,41.75758889852558,68.0,34.0,1.0,1.0,0,16.8,17.2,9.7,270.0
0.0,41.75758889852558,79.0,42.0,3.0,4.0,0,17.0,17.3,6.9,270.0
0.0,41.75758889852558,78.0,47.0,6.0,7.0,0,14.5,16.5,2.5,270.0
7.0,41.75758889852558,80.0,59.0,3.0,6.0,1,15.1,15.8,4.5,270.0
0.0,41.75758889852558,84.0,42.0,1.0,1.0,0,18.4,18.6,9.8,270.0
0.0,41.75758889852558,66.0,37.0,2.0,1.0,0,19.5,19.9,9.4,270.0
0.0,41.75758889852558,72.0,34.0,0.0,0.0,0,21.2,21.3,10.0,270.0
0.0,41.75758889852558,68.0,43.0,0.0,1.0,0,21.3,23.4,10.0,270.0
0.0,41.75758889852558,54.0,39.0,2.0,4.0,0,24.0,24.7,8.0,315.0
3.6,41.75758889852558,62.0,42.0,1.0,4.0,1,16.4,18.3,8.1,337.5
0.6,41.75758889852558,62.0,51.0,1.0,2.0,0,16.1,17.5,9.4,270.0
0.0,41.75758889852558,81.0,54.0,0.0,1.0,0,15.5,18.6,9.9,270.0
0.0,41.75758889852558,83.0,68.0,7.0,8.0,0,14.1,15.3,0.3,270.0
12.2,41.75758889852558,72.0,34.0,1.0,1.0,1,18.8,18.9,9.0,270.0
0.0,41.75758889852558,63.0,38.0,1.0,1.0,0,17.9,18.7,10.0,270.0
0.0,41.75758889852558,61.0,41.0,1.0,5.0,0,18.7,19.5,9.1,292.5
0.0,41.75758889852558,65.0,39.0,1.0,1.0,0,18.7,18.9,9.5,270.0
0.0,41.75758889852558,66.0,38.0,5.0,2.0,0,18.4,19.7,8.5,337.5
0.0,41.75758889852558,60.0,33.0,0.0,1.0,0,18.8,19.2,10.2,270.0
0.0,41.75758889852558,63.0,46.0,1.0,1.0,0,17.3,19.2,10.1,270.0
0.0,41.75758889852558,58.0,29.0,3.0,6.0,0,19.9,20.5,8.8,292.5
0.0,41.75758889852558,70.0,33.0,7.0,3.0,0,18.2,19.8,5.1,270.0
0.0,41.75758889852558,69.0,40.0,4.0,1.0,0,17.5,19.3,9.9,270.0
0.0,41.75758889852558,73.0,55.0,7.0,3.0,0,17.6,19.5,9.2,270.0
0.0,41.75758889852558,47.0,21.0,3.0,4.0,0,23.2,23.5,8.9,337.5
0.0,41.75758889852558,46.0,41.0,2.0,1.0,0,15.9,16.8,9.9,270.0
0.0,41.75758889852558,70.0,55.0,3.0,4.0,0,16.0,16.8,8.4,270.0
0.0,41.75758889852558,77.0,59.0,7.0,8.0,0,15.7,16.3,4.1,292.5
0.0,41.75758889852558,81.0,64.0,7.0,6.0,0,16.3,16.8,2.4,270.0
4.2,41.75758889852558,77.0,32.0,4.0,4.0,1,19.6,19.8,9.7,270.0
0.0,41.75758889852558,63.0,35.0,0.0,1.0,0,20.5,21.0,10.2,270.0
0.0,41.75758889852558,61.0,62.0,3.0,1.0,0,17.9,21.0,9.9,270.0
0.0,41.75758889852558,77.0,35.0,0.0,0.0,0,22.1,22.1,10.5,292.5
0.0,41.75758889852558,66.0,27.0,1.0,2.0,0,25.2,25.7,10.2,270.0
0.0,41.75758889852558,37.0,20.0,0.0,1.0,0,22.7,22.9,10.2,270.0
0.0,41.75758889852558,48.0,45.0,1.0,1.0,0,17.0,18.9,10.4,270.0
0.0,41.75758889852558,70.0,50.0,0.0,1.0,0,17.5,17.9,10.4,292.5
0.0,41.75758889852558,74.0,58.0,7.0,2.0,0,19.0,21.1,4.9,270.0
0.0,41.75758889852558,47.0,33.0,2.0,6.0,0,25.0,25.0,4.8,0.0
0.0,41.75758889852558,51.0,47.0,7.0,2.0,0,17.9,20.8,6.3,202.5
0.0,41.75758889852558,64.0,51.0,1.0,2.0,0,22.3,25.1,10.2,270.0
0.0,41.75758889852558,47.0,59.0,2.0,8.0,0,18.9,23.9,3.5,270.0
1.6,41.75758889852558,29.0,26.0,1.0,1.0,1,19.5,20.2,10.5,270.0
0.0,41.75758889852558,32.0,20.0,0.0,0.0,0,21.3,21.6,10.9,292.5
0.0,41.75758889852558,44.0,37.0,0.0,0.0,0,20.4,20.9,11.0,90.0
0.0,41.75758889852558,44.0,21.0,0.0,1.0,0,22.0,24.8,10.2,270.0
0.0,41.75758889852558,51.0,59.0,8.0,4.0,0,20.4,25.7,5.2,337.5
0.2,41.75758889852558,34.0,23.0,1.0,1.0,0,18.8,19.5,10.9,270.0
0.0,41.75758889852558,40.0,30.0,1.0,1.0,0,21.4,21.5,10.9,292.5
0.0,41.75758889852558,49.0,36.0,1.0,1.0,0,19.2,22.0,10.7,270.0
0.0,41.75758889852558,60.0,58.0,0.0,1.0,0,17.7,18.7,10.9,292.5
0.0,41.75758889852558,80.0,84.0,3.0,8.0,0,16.3,21.1,4.7,270.0
6.0,41.75758889852558,81.0,43.0,7.0,5.0,1,25.0,25.3,6.9,270.0
0.0,41.75758889852558,36.0,35.0,2.0,1.0,0,19.8,21.2,10.2,247.5
0.0,41.75758889852558,53.0,58.0,3.0,1.0,0,17.7,18.2,10.0,270.0
0.0,41.75758889852558,74.0,57.0,7.0,6.0,0,19.1,19.9,2.1,270.0
5.4,41.75758889852558,56.0,56.0,1.0,6.0,1,17.0,21.1,8.3,270.0
0.2,41.75758889852558,47.0,35.0,1.0,3.0,0,20.4,20.8,11.2,270.0
0.0,41.75758889852558,45.0,38.0,1.0,1.0,0,19.8,22.2,10.9,270.0
0.0,41.75758889852558,50.0,47.0,0.0,1.0,0,18.4,22.4,10.7,292.5
0.0,41.75758889852558,49.0,27.0,0.0,0.0,0,25.5,28.5,10.9,292.5
0.0,41.75758889852558,24.0,17.0,0.0,0.0,0,31.9,32.2,10.9,337.5
0.0,41.75758889852558,70.0,60.0,5.0,6.0,0,18.4,19.7,6.2,180.0
0.0,41.75758889852558,77.0,66.0,7.0,6.0,0,19.7,20.4,6.9,270.0
0.0,41.75758889852558,80.0,79.0,8.0,7.0,0,19.5,22.2,0.0,225.0
0.0,41.75758889852558,68.0,25.0,2.0,6.0,0,31.2,32.1,7.6,135.0
0.0,41.75758889852558,43.0,51.0,3.0,1.0,0,21.2,23.5,10.2,225.0
0.0,41.75758889852558,63.0,63.0,1.0,3.0,0,19.4,20.8,9.7,270.0
0.0,41.75758889852558,49.0,30.0,4.0,6.0,0,23.7,24.7,8.5,292.5
0.0,41.75758889852558,69.0,67.0,3.0,8.0,0,19.3,25.8,8.1,180.0
0.0,41.75758889852558,45.0,34.0,0.0,1.0,0,30.9,31.7,8.2,315.0
4.4,41.75758889852558,40.0,36.0,9.0,3.0,1,20.9,21.8,8.0,270.0
0.0,41.75758889852558,36.0,26.0,1.0,1.0,0,24.0,25.0,11.3,270.0
