Rainfall,WindGustSpeed,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
0.0,67.0,56.0,7.0,7.0,0,16.7,17.0,2.2,1016.4,1013.4
1.8700616016427105,44.0,47.0,7.0,7.0,0,15.6,16.9,7.1,1014.7,1014.9
1.8700616016427105,61.0,33.0,7.0,7.0,0,15.6,16.3,8.4,1014.8,1009.4
4.8,33.0,47.0,3.0,5.0,1,12.4,13.8,6.1,1019.0,1018.1
0.0,59.0,58.0,7.0,6.0,0,9.9,10.9,2.8,1014.0,1013.5
6.6,57.0,73.0,6.0,6.0,1,10.9,12.0,4.7,1019.2,1018.9
1.8700616016427105,46.0,67.0,7.0,7.0,0,13.1,15.8,3.3,1020.8,1020.4
2.6,35.0,65.0,6.0,7.0,1,13.7,16.2,5.9,1023.6,1024.3
1.8700616016427105,33.0,62.0,7.0,7.0,0,14.8,16.3,7.3,1030.0,1029.2
1.8700616016427105,31.0,66.0,7.0,7.0,0,14.3,15.3,4.0,1031.3,1028.8
1.8700616016427105,31.0,59.0,7.0,7.0,0,14.3,15.6,3.2,1029.8,1026.9
0.2,28.0,62.0,6.0,7.0,0,13.7,14.1,4.8,1029.0,1026.9
0.0,30.0,58.0,7.0,1.0,0,14.2,15.0,5.8,1028.9,1025.3
0.0,48.0,56.0,7.0,7.0,0,14.5,15.7,1.9,1021.3,1016.6
4.4,63.0,54.0,6.0,7.0,1,13.2,14.4,4.8,1008.5,1010.3
1.8700616016427105,50.0,61.0,7.0,7.0,0,16.1,16.8,5.0,1013.5,1013.4
1.8700616016427105,57.0,60.0,7.0,7.0,0,15.4,17.0,2.2,1013.4,1009.6
2.0,76.0,58.0,6.0,7.0,1,15.2,16.2,1.0,1008.8,1003.7
7.2,65.0,70.0,4.0,6.0,1,9.5,12.5,6.2,999.7,1002.6
4.2,44.0,62.0,7.0,7.0,1,13.0,13.9,0.3,1010.7,1008.8
0.2,41.0,71.0,7.0,6.0,0,14.4,16.2,3.2,1019.0,1019.4
0.4,35.0,52.0,5.0,7.0,0,16.8,18.2,2.1,1025.7,1025.3
0.0,61.0,51.0,7.0,7.0,0,16.5,17.0,8.8,1028.8,1025.6
0.0,59.0,53.0,7.0,7.0,0,14.7,15.0,7.6,1023.4,1021.1
0.0,28.0,54.0,3.0,3.0,0,16.1,17.0,5.5,1029.7,1029.0
0.0,20.0,68.0,8.0,1.0,0,13.9,15.2,4.7,1035.7,1033.1
0.0,39.0,46.0,0.0,0.0,0,17.9,18.4,9.1,1036.5,1033.9
0.0,63.0,47.0,3.0,7.0,0,16.3,17.6,7.4,1036.6,1033.0
0.0,65.0,46.0,6.0,2.0,0,16.7,17.3,8.2,1030.5,1026.4
0.0,61.0,44.0,7.0,7.0,0,16.1,16.5,7.1,1021.9,1016.4
0.0,72.0,73.0,7.0,7.0,0,11.7,13.6,0.5,1013.2,1010.6
0.2,76.0,49.0,5.0,7.0,0,13.9,15.8,5.0,1007.1,1003.2
0.0,72.0,65.0,7.0,7.0,0,11.5,12.7,0.9,1004.7,1005.5
1.8,50.0,59.0,6.0,7.0,1,13.4,14.2,2.6,1005.5,1001.7
2.4,46.0,56.0,6.0,7.0,1,11.4,11.5,4.9,1015.3,1019.5
0.0,43.0,55.0,7.0,7.0,0,12.2,12.5,0.3,1023.7,1021.1
1.8700616016427105,48.0,45.0,7.0,7.0,0,14.2,14.8,8.6,1020.2,1017.8
1.8700616016427105,63.0,90.0,7.0,7.0,0,11.4,13.4,1.2,1011.0,1010.0
1.8700616016427105,46.0,55.0,7.0,7.0,0,12.9,13.5,0.6,1022.3,1022.8
3.2,50.0,54.0,7.0,7.0,1,13.4,13.6,0.2,1022.8,1020.4
0.4,56.0,81.0,7.0,7.0,0,11.4,13.7,1.8,1019.3,1019.1
7.2,30.0,59.0,7.0,7.0,1,13.5,14.8,5.1,1029.9,1031.2
0.2,28.0,56.0,7.0,7.0,0,13.1,14.1,8.9,1036.7,1033.4
0.0,41.0,48.0,7.0,7.0,0,14.7,15.8,6.8,1030.0,1024.7
0.0,57.0,69.0,7.0,7.0,0,13.2,14.1,2.5,1020.3,1017.8
9.2,30.0,73.0,6.0,7.0,1,11.7,12.8,1.8,1017.4,1017.2
0.6,45.61025479710601,73.0,7.0,6.0,0,13.9,16.4,1.7,1022.6,1022.8
0.2,54.0,66.0,7.0,7.0,0,12.5,12.9,0.0,1027.6,1026.6
0.0,39.0,68.0,7.0,7.0,0,13.1,13.4,0.1,1026.3,1023.2
0.8,20.0,56.0,1.0,2.0,0,15.2,17.5,8.8,1025.2,1022.9
1.8700616016427105,24.0,64.0,7.0,7.0,0,12.4,13.0,3.0,1024.4,1021.1
1.8700616016427105,46.0,70.0,7.0,7.0,0,12.2,12.8,0.4,1018.1,1014.9
4.8,39.0,78.0,8.0,6.0,1,13.2,14.0,1.5,1015.7,1015.1
5.2,31.0,58.0,7.0,7.0,1,13.7,14.1,3.2,1023.0,1023.5
1.8700616016427105,39.0,47.0,7.0,7.0,0,14.1,15.1,9.0,1029.0,1026.8
0.2,61.0,35.0,1.0,2.0,0,15.6,16.0,9.4,1026.8,1023.6
0.0,63.0,34.0,6.0,5.0,0,16.6,17.5,5.9,1024.8,1021.7
0.0,67.0,43.0,7.0,7.0,0,15.3,15.4,0.3,1019.1,1015.3
0.0,54.0,52.0,7.0,7.0,0,18.3,19.4,8.6,1017.9,1015.4
0.0,65.0,51.0,7.0,7.0,0,17.2,18.6,5.1,1017.0,1014.0
0.4,65.0,40.0,3.0,7.0,0,19.7,20.2,6.4,1017.0,1013.7
0.0,72.0,31.0,7.0,2.0,0,22.8,23.2,9.4,1017.6,1013.2
0.0,57.0,39.0,7.0,7.0,0,20.4,21.0,4.2,1016.5,1017.1
0.0,46.0,43.0,7.0,7.0,0,16.0,18.4,1.5,1018.2,1017.5
1.8700616016427105,37.0,69.0,7.0,7.0,0,13.7,15.1,2.7,1017.2,1014.1
1.8700616016427105,35.0,56.0,7.0,7.0,0,13.9,14.4,2.0,1014.5,1011.8
5.2,28.0,57.0,7.0,5.0,1,14.0,14.5,5.8,1011.8,1010.2
0.2,30.0,80.0,7.0,7.0,0,11.9,12.6,0.2,1009.4,1005.9
1.2,48.0,87.0,7.0,8.0,1,10.8,12.6,0.0,1008.6,1008.6
3.4,43.0,57.0,6.0,7.0,1,15.1,16.1,1.9,1017.0,1016.6
0.0,24.0,55.0,8.0,5.0,0,12.6,13.3,5.9,1021.5,1020.5
1.8700616016427105,26.0,65.0,7.0,7.0,0,13.3,13.8,0.2,1024.2,1022.6
1.8700616016427105,26.0,51.0,7.0,7.0,0,17.2,17.9,6.5,1026.7,1023.1
0.2,78.0,72.0,8.0,7.0,0,13.6,15.5,0.0,1022.5,1019.3
2.8,59.0,43.0,7.0,6.0,1,19.4,21.2,6.5,1017.6,1013.0
0.0,76.0,85.0,7.0,7.0,0,13.1,15.5,0.5,1005.5,1003.8
3.6,30.0,67.0,8.0,7.0,1,13.9,14.1,0.2,1007.8,1007.3
2.2,30.0,71.0,7.0,7.0,1,15.9,17.3,4.6,1022.4,1023.9
0.0,24.0,47.0,7.0,7.0,0,18.1,18.5,6.7,1031.8,1030.2
0.0,30.0,35.0,7.0,7.0,0,20.3,21.4,9.6,1036.4,1034.4
0.0,28.0,37.0,0.0,1.0,0,18.5,19.8,10.6,1039.0,1035.6
0.0,48.0,44.0,0.0,1.0,0,18.8,19.9,10.7,1035.0,1030.9
0.0,46.0,40.0,1.0,1.0,0,20.1,20.5,10.6,1029.0,1024.2
0.0,63.0,55.0,1.0,7.0,0,16.1,21.7,8.1,1019.1,1018.3
0.0,28.0,42.0,7.0,7.0,0,15.2,16.5,6.9,1025.8,1023.3
1.8700616016427105,39.0,38.0,7.0,7.0,0,17.8,19.1,7.3,1022.4,1019.4
1.8700616016427105,52.0,38.0,7.0,7.0,0,17.5,19.2,9.7,1020.3,1015.1
0.2,46.0,49.0,3.0,5.0,0,14.4,15.9,5.2,1018.2,1020.0
0.0,35.0,50.0,4.0,7.0,0,13.9,15.3,5.7,1025.6,1023.9
0.0,31.0,58.0,7.0,7.0,0,15.0,15.4,1.6,1025.4,1024.1
0.0,31.0,54.0,7.0,7.0,0,15.9,16.7,7.3,1027.2,1025.2
0.0,54.0,34.0,1.0,0.0,0,20.8,21.7,10.3,1027.3,1023.5
0.0,85.0,37.0,7.0,7.0,0,21.3,22.1,9.1,1022.9,1018.3
0.0,76.0,71.0,7.0,7.0,0,17.1,21.5,2.4,1018.3,1018.9
0.0,46.0,31.0,3.0,5.0,0,21.3,22.3,9.6,1023.3,1017.3
0.0,74.0,45.0,7.0,5.0,0,12.8,16.7,4.2,1010.4,1012.5
0.0,43.0,35.0,3.0,3.0,0,15.2,16.1,8.0,1020.3,1019.8
0.0,33.0,39.0,7.0,7.0,0,14.2,16.6,7.7,1022.9,1019.0
7.8,67.0,46.0,7.0,7.0,1,14.4,15.6,6.1,1015.1,1015.3
8.0,52.0,61.0,7.0,7.0,1,16.1,16.1,3.8,1018.6,1016.3
0.6,59.0,48.0,7.0,7.0,0,14.4,16.0,7.7,1016.4,1018.4
0.2,33.0,42.0,8.0,7.0,0,14.1,14.4,0.9,1025.6,1024.0
0.0,57.0,36.0,7.0,7.0,0,19.1,19.2,7.1,1024.0,1018.5
0.2,50.0,51.18070953436807,7.0,7.0,0,19.264488741232928,18.5,6.9,1019.4,1015.7784501845017
0.6,41.0,49.0,1.0,7.0,0,15.2,17.8,6.5,1022.6,1019.4
0.0,67.0,44.0,7.0,7.0,0,20.0,22.3,8.1,1013.7,1013.7
0.0,74.0,34.0,7.0,7.0,0,24.5,25.4,8.8,1013.4,1005.2
0.0,31.0,48.0,7.0,7.0,0,19.0,20.4,6.8,1017.5,1016.6
0.2,89.0,21.0,3.0,7.0,0,27.6,28.3,9.7,1008.5,1000.5
3.8,65.0,49.0,7.0,7.0,1,16.0,17.6,7.1,1006.9,1010.6
0.0,37.0,36.0,7.0,7.0,0,19.7,20.7,3.9,1019.4,1017.7
0.0,45.61025479710601,31.0,1.0,1.0,0,23.2,25.0,11.1,1018.3,1011.0
0.0,65.0,44.0,3.0,7.0,0,14.7,16.4,6.1,1020.6,1021.8
0.0,50.0,39.0,7.0,7.0,0,14.3,15.3,7.8,1023.6,1021.6
0.0,37.0,34.0,7.0,7.0,0,19.2,19.7,11.0,1024.7,1021.8
0.0,61.0,29.0,5.0,7.0,0,19.6,20.9,9.1,1023.3,1018.3
0.0,76.0,42.0,7.0,6.0,0,20.4,22.5,5.7,1016.2,1011.0
0.0,45.61025479710601,70.0,7.0,7.0,0,17.2,22.3,1.0,1001.3,997.6
46.8,76.0,61.0,7.0,7.0,1,14.0,16.3,1.0,992.9,993.4
3.8,41.0,55.0,6.0,7.0,1,14.8,17.6,5.0,1004.0,1001.4
1.8700616016427105,46.0,74.0,7.0,7.0,0,13.5,14.0,0.0,1008.4,1011.8
1.8700616016427105,50.0,41.0,7.0,7.0,0,16.2,17.6,10.5,1022.4,1021.6
13.4,31.0,40.0,1.0,7.0,1,18.6,19.0,11.6,1025.6,1022.8
0.0,31.0,30.0,1.0,7.0,0,21.1,22.5,10.1,1024.0,1020.8
0.0,52.0,39.0,7.0,7.0,0,20.9,21.9,2.1,1018.4,1014.2
0.0,30.0,61.0,7.0,7.0,0,19.3,20.7,3.3,1014.8,1012.4
0.0,33.0,60.0,7.0,7.0,0,20.1,20.5,2.1,1013.5,1010.8
1.8700616016427105,31.0,71.0,7.0,7.0,0,17.1,19.9,3.2,1013.0,1011.3
1.8700616016427105,54.0,39.0,7.0,7.0,0,16.1,16.1,6.8,1009.4,1010.5
3.6,41.0,64.0,7.0,7.0,1,12.8,16.1,5.6,1011.1,1009.1
2.0,46.0,55.0,7.0,7.0,1,16.1,16.8,4.0,1013.3,1013.5
0.0,30.0,51.0,7.0,5.0,0,15.9,17.4,5.8,1020.3,1019.8
0.2,35.0,49.0,5.0,7.0,0,20.2,21.2,10.9,1021.5,1017.6
0.0,54.0,34.0,3.0,6.0,0,25.0,26.3,11.1,1015.0,1010.1
1.8700616016427105,59.0,59.0,7.0,7.0,0,18.6,24.0,9.2,1007.8,1007.1
1.8700616016427105,67.0,34.0,7.0,7.0,0,16.7,18.4,11.9,1017.9,1021.7
2.4,28.0,38.0,1.0,0.0,1,17.2,18.7,12.2,1033.7,1032.5
0.0,67.0,22.0,0.0,0.0,0,24.6,25.1,12.3,1031.2,1027.7
0.0,59.0,26.0,0.0,1.0,0,28.6,29.2,12.5,1026.5,1022.7
0.0,70.0,26.0,5.0,7.0,0,27.9,29.2,5.7,1021.4,1018.7
4.4,26.0,86.0,8.0,7.0,1,15.3,16.0,0.0,1024.6,1023.8
1.8700616016427105,31.0,80.0,7.0,7.0,0,16.9,18.1,1.4,1024.0,1022.0
1.8700616016427105,44.0,28.0,7.0,7.0,0,29.1,30.3,9.6,1018.7,1013.1
7.2,37.0,93.0,8.0,8.0,1,13.2,18.4,0.0,1007.6,1011.2
7.6,48.0,57.0,6.0,7.0,1,16.4,17.6,2.1,1016.1,1017.1
0.0,33.0,47.0,5.0,1.0,0,20.2,20.7,12.5,1022.0,1020.1
0.0,57.0,31.0,5.0,7.0,0,25.1,25.9,10.0,1020.4,1016.6
0.0,80.0,46.0,7.0,8.0,0,25.3,26.4,6.2,1010.5,1006.0
1.8700616016427105,50.0,42.0,7.0,7.0,0,21.6,22.9,9.0,1010.0,1010.1
1.8700616016427105,57.0,72.0,7.0,7.0,0,15.6,17.4,1.7,1016.1,1020.4
22.4,37.0,55.0,7.0,7.0,1,15.5,17.0,1.5,1025.8,1025.0
1.8700616016427105,41.0,65.0,7.0,7.0,0,16.9,17.9,2.1,1023.0,1019.4
0.4,41.0,80.0,7.0,7.0,0,15.1,15.8,0.0,1015.6,1014.5
0.8,31.0,56.0,6.0,7.0,0,17.0,18.1,3.9,1016.5,1016.7
1.2,24.0,54.0,7.0,1.0,1,18.8,20.5,5.7,1020.7,1018.6
1.8700616016427105,39.0,26.0,7.0,7.0,0,29.1,30.6,12.5,1015.2,1011.0
1.8700616016427105,61.0,44.0,7.0,7.0,0,25.4,26.7,0.7,1005.6,1007.1
0.2,37.0,46.0,6.0,3.0,0,26.2,28.8,9.0,1013.5,1009.5
8.4,57.0,47.0,8.0,7.0,1,26.5,26.9,3.2,1011.0,1009.2
0.4,65.0,48.0,7.0,5.0,0,27.3,29.1,6.0,1007.7,1004.8
17.4,48.0,31.0,7.0,7.0,1,21.4,22.7,6.9,1012.7,1015.5
0.0,31.0,40.0,1.0,7.0,0,21.4,24.2,10.3,1024.2,1020.0
1.8700616016427105,35.0,42.0,7.0,7.0,0,24.0,24.4,12.5,1019.6,1017.2
1.8700616016427105,48.0,31.0,7.0,7.0,0,25.2,25.3,0.1,1012.8,1010.5
4.2,56.0,34.0,3.0,7.0,1,25.7,26.0,9.6,1007.2,1008.3
0.0,43.0,26.0,0.0,5.0,0,28.2,30.1,10.7,1015.3,1012.4
9.4,37.0,45.0,7.0,2.0,1,19.3,20.8,11.5,1019.4,1019.6
0.0,33.0,34.0,3.0,5.0,0,26.7,28.2,10.7,1019.2,1014.2
0.0,93.0,26.0,6.0,7.0,0,33.6,35.0,8.9,1011.3,1008.2
1.8700616016427105,56.0,86.0,7.0,7.0,0,18.4,22.2,0.0,1011.1,1010.8
1.8700616016427105,57.0,28.0,7.0,7.0,0,22.0,23.3,11.9,1013.5,1012.9
25.0,28.0,38.0,5.0,5.0,1,20.9,22.4,11.9,1018.2,1014.8
0.0,52.0,53.0,7.0,6.0,0,19.5,20.2,5.9,1012.2,1011.0
1.8700616016427105,52.0,43.0,7.0,7.0,0,19.2,20.4,10.5,1021.7,1022.9
0.4,35.0,47.0,1.0,1.0,0,22.5,25.3,13.6,1026.4,1022.5
0.0,28.0,57.0,3.0,7.0,0,22.7,24.8,4.0,1019.5,1015.9
1.8700616016427105,50.0,81.0,7.0,7.0,0,18.0,19.1,0.1,1005.1,1002.4
1.8700616016427105,48.0,52.0,7.0,7.0,0,22.1,22.9,8.2,1011.4,1011.7
39.2,46.0,54.0,7.0,7.0,1,25.5,28.9,3.3,1014.7,1011.7
0.0,70.0,15.0,7.0,7.0,0,33.9,34.7,1.6,1005.8,1003.7
1.8,76.0,78.0,7.0,7.0,1,12.4,19.3,3.6,1008.2,1015.3
3.4,44.0,48.0,5.0,6.0,1,16.5,18.7,7.1,1024.0,1025.2
0.0,43.0,50.0,3.0,1.0,0,19.5,20.6,13.7,1025.6,1022.2
0.0,43.0,51.0,7.0,7.0,0,17.9,20.2,6.0,1020.5,1019.0
0.0,54.0,41.0,7.0,7.0,0,18.0,18.6,2.3,1022.2,1022.9
0.2,65.0,31.0,1.0,1.0,0,21.0,21.4,13.8,1023.9,1019.8
0.0,39.0,34.0,0.0,4.0,0,23.9,25.9,13.4,1019.1,1015.3
0.0,41.0,23.0,2.0,6.0,0,28.0,29.3,13.3,1014.0,1010.1
0.0,65.0,19.0,1.0,4.0,0,30.7,32.4,12.2,1010.2,1007.7
0.0,63.0,26.0,6.0,7.0,0,30.6,31.7,8.7,1010.6,1007.9
1.8700616016427105,59.0,38.0,7.0,7.0,0,27.2,29.0,5.6,1006.5,1003.4
1.8700616016427105,43.0,55.0,7.0,7.0,0,18.6,20.5,4.1,1008.0,1007.5
34.6,44.0,40.0,7.0,7.0,1,20.2,20.9,7.0,1010.2,1009.7
1.6,50.0,38.0,7.0,5.0,1,18.8,20.0,7.9,1014.4,1015.7
0.0,43.0,45.0,7.0,3.0,0,17.6,20.2,8.2,1018.6,1018.0
0.0,41.0,51.0,3.0,6.0,0,21.8,23.3,12.3,1018.5,1016.9
0.0,45.61025479710601,51.0,3.0,2.0,0,24.7,29.3,11.2,1019.4,1016.1
0.0,48.0,32.0,7.0,7.0,0,31.0,32.3,10.2,1017.8,1013.7
0.0,78.0,51.0,7.0,7.0,0,23.6,26.1,0.3,1009.7,1006.5
7.4,41.0,47.0,6.0,7.0,1,23.1,23.3,2.3,1006.9,1007.7
0.0,39.0,54.0,7.0,7.0,0,21.7,22.4,6.9,1016.7,1017.2
0.0,37.0,50.0,8.0,7.0,0,24.4,25.5,4.8,1018.3,1015.5
0.0,37.0,49.0,7.0,7.0,0,25.2,27.6,11.5,1017.2,1013.6
0.0,41.0,41.0,7.0,4.0,0,30.6,30.9,9.8,1012.7,1009.8
1.8700616016427105,31.0,66.0,7.0,7.0,0,24.4,27.1,8.8,1011.6,1009.6
1.8700616016427105,100.0,43.0,7.0,7.0,0,28.8,29.6,5.3,1006.7,1002.3
1.8700616016427105,44.0,69.0,7.0,7.0,0,17.7,20.7,4.1,1007.5,1009.3
1.8700616016427105,50.0,45.0,7.0,7.0,0,22.2,22.2,11.7,1014.3,1014.1
33.0,39.0,55.0,7.0,7.0,1,19.9,22.1,12.6,1017.2,1015.8
0.0,41.0,54.0,7.0,7.0,0,21.3,23.0,12.2,1018.3,1017.5
0.0,30.0,42.0,7.0,7.0,0,27.3,28.0,11.2,1019.6,1016.8
0.0,65.0,17.0,7.0,7.0,0,34.0,35.6,13.7,1017.3,1013.9
0.0,45.61025479710601,38.0,7.0,7.0,0,32.8,33.9,13.7,1014.9,1011.4
0.0,61.0,16.0,7.0,7.0,0,38.2,40.0,12.7,1012.2,1009.6
0.0,41.0,50.0,7.0,7.0,0,26.4,29.8,5.4,1012.0,1011.1
2.0,57.0,41.0,7.0,1.0,1,22.1,23.0,9.7,1017.1,1019.0
0.0,44.0,42.0,7.0,6.0,0,20.1,21.8,9.5,1019.3,1017.6
0.0,43.0,41.0,3.0,2.0,0,23.7,24.4,10.8,1018.9,1014.6
0.0,69.0,21.0,7.0,7.0,0,29.9,29.9,5.9,1008.8,1005.1
1.8700616016427105,61.0,48.0,7.0,7.0,0,27.0,29.8,6.5,1000.6,999.6
13.2,52.0,36.0,6.0,7.0,1,22.5,24.6,11.1,1009.2,1008.3
1.2,46.0,41.0,2.0,7.0,1,19.6,20.1,5.8,1011.9,1009.6
2.8,74.0,42.0,7.0,6.0,1,18.1,19.0,9.8,1006.8,1012.9
2.6,41.0,53.0,8.0,7.0,1,20.5,21.5,4.6,1020.3,1019.5
0.6,50.0,47.0,8.0,7.0,0,19.4,20.9,5.1,1019.5,1019.1
1.8700616016427105,46.0,53.0,7.0,7.0,0,19.1,19.9,3.3,1020.4,1019.7
1.8700616016427105,33.0,49.0,7.0,7.0,0,22.2,24.0,10.0,1020.9,1018.3
0.8,74.0,24.0,0.0,1.0,0,31.3,33.6,13.6,1018.0,1014.9
0.0,76.0,26.0,4.0,7.0,0,32.8,34.3,11.4,1016.7,1013.0
0.0,61.0,56.0,7.0,7.0,0,24.1,24.6,10.6,1014.0,1015.4
0.0,41.0,52.0,7.0,1.0,0,23.1,24.0,12.3,1019.6,1018.2
0.0,30.0,67.0,8.0,8.0,0,19.9,21.5,0.0,1017.7,1016.1
0.0,48.0,64.0,7.0,7.0,0,24.6,28.2,5.0,1017.1,1015.5
0.0,43.0,35.0,7.0,7.0,0,32.2,33.0,13.1,1020.6,1017.8
0.0,56.0,28.0,0.0,1.0,0,33.4,33.5,13.3,1020.2,1016.4
0.0,67.0,22.0,0.0,3.0,0,33.7,35.0,13.3,1016.0,1012.5
0.0,39.0,60.0,8.0,2.0,0,23.8,25.0,7.3,1015.2,1014.0
0.0,50.0,55.0,7.0,7.0,0,23.7,24.5,12.4,1018.5,1016.9
1.8700616016427105,39.0,55.0,7.0,7.0,0,26.3,30.7,13.0,1016.9,1013.5
1.8700616016427105,37.0,55.0,7.0,7.0,0,27.4,30.4,12.1,1012.7,1009.2
1.8700616016427105,59.0,33.0,7.0,7.0,0,34.0,34.9,9.2,1007.1,1000.9
2.8,74.0,51.0,7.0,5.0,1,29.5,32.5,6.9,992.4,990.6
3.4,54.0,52.0,7.0,7.0,1,18.4,20.8,4.0,1012.6,1015.7
0.0,61.0,34.0,1.0,5.0,0,23.8,24.5,13.2,1017.8,1014.2
0.0,39.0,41.0,5.0,5.0,0,25.1,27.1,11.4,1013.2,1009.2
0.0,33.0,41.0,7.0,3.0,0,26.1,27.1,12.3,1008.4,1005.5
1.8700616016427105,44.0,23.0,7.0,7.0,0,31.7,32.9,9.6,1003.8,999.8
1.8700616016427105,98.0,34.0,7.0,7.0,0,30.1,32.1,3.9,994.2,991.8
6.6,56.0,42.0,1.0,6.0,1,20.4,23.8,11.8,1007.4,1006.6
0.0,43.0,43.0,5.0,6.0,0,20.7,22.0,3.8,1010.9,1011.4
0.0,48.0,45.0,5.0,5.0,0,21.1,22.2,11.1,1014.8,1014.4
0.0,41.0,43.0,4.0,5.0,0,23.4,25.2,11.3,1013.1,1010.6
0.0,52.0,52.0,5.0,6.0,0,24.5,26.9,7.0,1011.4,1010.0
1.8700616016427105,41.0,71.0,7.0,7.0,0,19.6,21.9,5.6,1013.7,1013.4
1.8700616016427105,50.0,81.0,7.0,7.0,0,19.6,23.7,8.2,1017.0,1016.2
7.6,41.0,64.0,7.0,5.0,1,22.4,24.7,6.7,1019.7,1018.4
0.0,33.0,48.0,7.0,2.0,0,27.0,29.0,10.4,1020.3,1017.3
0.0,61.0,22.0,4.0,6.0,0,33.1,34.0,7.8,1016.3,1013.0
0.0,46.0,61.0,7.0,6.0,0,24.3,27.4,4.8,1013.8,1012.0
9.4,30.0,61.0,8.0,6.0,1,22.5,23.9,2.5,1017.3,1016.0
1.8700616016427105,30.0,57.0,7.0,7.0,0,25.1,26.2,8.0,1018.0,1015.1
1.8700616016427105,35.0,48.0,7.0,7.0,0,28.3,30.0,6.4,1014.5,1012.1
0.0,35.0,65.0,7.0,7.0,0,22.3,23.9,1.0,1014.8,1014.4
0.0,39.0,53.0,7.0,7.0,0,23.0,24.4,6.6,1015.5,1014.2
0.0,33.0,51.0,3.0,1.0,0,24.5,26.1,12.6,1015.9,1015.5
0.0,39.0,61.0,4.0,2.0,0,24.0,25.8,11.9,1018.7,1018.5
0.0,39.0,17.0,1.0,1.0,0,35.8,37.1,12.3,1020.6,1017.4
1.8700616016427105,61.0,19.0,7.0,7.0,0,35.3,37.1,12.7,1017.6,1015.0
1.8700616016427105,98.0,43.0,7.0,7.0,0,31.3,33.2,10.3,1013.1,1009.7
10.0,81.0,88.0,8.0,7.0,1,22.9,25.1,0.0,1011.6,1011.9
25.6,39.0,64.0,8.0,7.0,1,20.4,21.1,0.0,1015.0,1015.2
0.6,31.0,55.0,7.0,7.0,0,22.4,23.3,1.5,1015.7,1011.7
14.8,63.0,71.0,8.0,7.0,1,19.7,20.8,0.0,1007.8,1008.1
0.6,50.0,45.0,3.0,6.0,0,22.1,23.7,7.8,1014.5,1013.3
1.8700616016427105,35.0,93.0,7.0,7.0,0,16.4,18.9,0.0,1014.4,1010.7
1.8700616016427105,43.0,39.0,7.0,7.0,0,25.9,27.1,8.5,1007.6,1007.7
17.0,39.0,58.0,3.0,6.0,1,21.2,22.5,6.7,1017.8,1019.1
0.0,44.0,51.0,7.0,7.0,0,20.8,22.3,6.6,1022.3,1022.5
0.0,54.0,35.0,2.0,6.0,0,21.1,22.0,11.0,1028.2,1026.0
0.0,43.0,54.0,1.0,7.0,0,20.1,21.8,4.1,1021.7,1017.4
0.0,37.0,52.0,7.0,7.0,0,23.4,25.9,8.1,1012.9,1011.5
0.0,37.0,42.0,7.0,7.0,0,20.9,21.9,6.3,1016.9,1018.1
0.0,33.0,43.0,7.0,7.0,0,20.4,21.8,10.2,1019.0,1019.1
0.0,30.0,48.0,7.0,7.0,0,21.8,24.3,11.0,1020.7,1018.7
0.0,37.0,27.0,3.0,6.0,0,28.8,29.9,9.5,1017.9,1014.6
0.0,69.0,37.0,6.0,7.0,0,30.3,31.6,8.7,1014.3,1011.0
1.8,65.0,69.0,7.0,7.0,1,24.6,27.2,2.4,1010.1,1007.8
11.2,59.0,54.0,7.0,7.0,1,22.3,23.4,2.4,1008.3,1009.5
1.8700616016427105,35.0,45.0,7.0,7.0,0,21.3,22.2,10.0,1019.1,1019.6
1.8700616016427105,35.0,45.0,7.0,7.0,0,22.3,23.2,11.6,1025.7,1023.6
3.0,41.0,35.0,0.0,1.0,1,26.2,28.2,11.5,1024.1,1019.9
0.0,69.0,43.0,2.0,3.0,0,26.5,27.6,11.1,1015.5,1009.6
0.0,74.0,68.0,7.0,5.0,0,16.8,21.1,5.1,1004.8,1008.2
10.0,35.0,36.0,1.0,7.0,1,20.1,20.8,9.5,1011.4,1007.6
0.0,70.0,27.0,7.0,7.0,0,17.2,18.0,6.4,1005.6,1006.3
1.8700616016427105,39.0,54.0,7.0,7.0,0,17.2,18.2,2.4,1014.1,1016.8
1.8700616016427105,26.0,47.0,7.0,7.0,0,18.5,19.1,1.5,1023.3,1022.6
0.4,26.0,48.0,7.0,6.0,0,19.0,21.0,4.2,1023.8,1022.3
0.0,35.0,59.0,4.0,7.0,0,19.5,21.0,6.0,1024.7,1022.9
0.0,30.0,48.0,6.0,3.0,0,22.5,23.6,10.3,1021.0,1018.5
0.0,35.0,41.0,7.0,7.0,0,24.5,26.7,7.6,1019.2,1016.4
0.0,50.0,36.0,0.0,3.0,0,27.3,28.2,10.6,1017.1,1013.4
0.2,72.0,65.0,7.0,7.0,0,21.9,29.2,8.3,1013.0,1012.5
0.2,30.0,52.0,7.0,7.0,0,20.2,21.7,7.2,1019.3,1017.4
0.0,63.0,36.0,2.0,7.0,0,24.7,25.5,9.7,1016.3,1011.4
0.4,61.0,46.0,6.0,5.0,0,24.7,26.0,8.3,1012.9,1012.9
0.0,24.0,49.0,0.0,2.0,0,24.7,26.3,10.3,1017.3,1014.1
0.0,28.0,48.0,0.0,0.0,0,27.1,27.4,10.6,1019.9,1016.3
