Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
0.8,42.18305084745763,6.0,11.0,85.0,80.0,0,25.6,27.0
3.3872994195971327,48.0,13.930836707152496,26.0,74.59075573549258,77.0,0,25.8,26.8
0.4,54.0,33.0,21.027936721642543,88.0,67.52119784656797,0,20.764211234443323,24.7
4.2,48.0,22.0,26.0,93.0,76.0,1,26.0,26.7
0.0,33.0,11.0,22.0,83.0,71.0,0,26.7,29.2
0.0,61.0,30.0,41.0,65.0,84.0,0,23.1,27.2
8.0,48.0,33.0,21.027936721642543,80.0,79.0,1,26.2,26.4
12.6,48.0,20.0,28.0,95.0,82.0,1,26.6,27.2
0.0,48.0,13.0,11.0,94.0,93.0,0,21.9,27.2
7.2,48.0,37.0,15.0,91.0,90.0,1,23.5,26.3
0.6,43.0,22.0,19.0,93.0,88.0,0,24.8,25.4
13.4,39.0,13.0,22.0,93.0,80.0,1,26.0,28.0
0.0,35.0,0.0,19.0,90.0,75.0,0,26.6,27.9
0.2,41.0,15.0,28.0,80.0,74.0,0,27.3,29.2
0.0,39.0,7.0,30.0,79.0,74.0,0,26.3,28.6
0.0,50.0,7.0,17.0,77.0,46.0,0,34.1,37.5
16.6,42.18305084745763,15.0,19.0,92.0,82.0,1,26.3,27.3
3.3872994195971327,48.0,13.930836707152496,15.0,74.59075573549258,90.0,0,25.2,26.4
5.8,61.0,6.0,22.0,93.0,77.0,1,27.4,29.4
0.0,69.0,19.0,52.0,65.0,73.0,0,23.4,24.1
0.0,52.0,24.0,31.0,75.0,73.0,0,23.6,24.0
0.0,42.18305084745763,39.0,31.0,59.0,56.0,0,24.2,24.7
3.3872994195971327,43.0,13.930836707152496,20.0,74.59075573549258,68.0,0,23.3,25.0
0.0,50.0,7.0,30.0,72.0,63.0,0,26.5,29.6
0.0,46.0,9.0,31.0,78.0,73.0,0,27.2,30.0
0.0,46.0,13.0,24.0,70.0,65.0,0,30.9,36.3
0.0,56.0,9.0,44.0,59.0,75.0,0,23.2,29.1
0.0,39.0,15.0,15.0,63.0,58.0,0,23.8,24.1
0.0,33.0,22.0,21.027936721642543,54.0,55.0,0,23.8,25.2
0.2,33.0,11.0,15.0,80.0,64.0,0,25.7,26.1
0.0,46.0,0.0,30.0,75.0,68.0,0,27.4,29.5
0.0,41.0,6.0,13.0,83.0,71.0,0,26.3,26.5
4.8,42.18305084745763,43.0,28.0,72.0,89.0,1,18.9,23.3
7.0,65.0,13.930836707152496,33.0,67.0,62.0,1,22.0,22.8
0.0,43.0,30.0,26.0,67.0,60.0,0,23.6,25.0
1.4,48.0,20.0,21.027936721642543,83.0,67.52119784656797,1,20.764211234443323,26.1
0.0,48.0,39.0,37.0,81.0,84.0,0,23.6,25.9
39.8,43.0,17.0,20.0,97.0,85.0,1,25.7,28.4
0.0,42.18305084745763,35.0,43.0,82.0,81.0,0,24.2,27.0
3.3872994195971327,39.0,13.930836707152496,4.0,74.59075573549258,86.0,0,23.9,28.0
4.4,24.0,11.0,11.0,60.0,38.0,1,29.7,30.2
3.3872994195971327,61.0,9.0,39.0,65.0,94.0,0,19.2,20.9
14.0,69.0,44.0,33.0,65.0,63.0,1,21.6,22.9
0.0,65.0,35.0,35.0,64.0,59.0,0,22.7,23.9
0.0,44.0,33.0,31.0,67.0,69.0,0,22.3,23.6
0.0,43.0,15.0,22.0,76.0,71.0,0,23.2,24.9
0.0,22.0,9.0,13.0,79.0,65.0,0,24.8,25.8
0.0,17.0,4.0,6.0,77.0,68.0,0,23.9,26.7
0.0,24.0,6.0,13.0,69.0,63.0,0,24.8,25.2
0.0,39.0,4.0,24.0,72.0,63.0,0,25.4,26.2
0.0,31.0,6.0,24.0,77.0,69.0,0,25.2,27.3
0.0,30.0,0.0,11.0,69.0,67.0,0,27.9,28.4
0.2,70.0,7.0,19.0,80.0,72.0,0,26.9,29.1
0.0,65.0,7.0,15.0,69.0,61.0,0,25.1,26.5
0.0,30.0,0.0,22.0,78.0,68.0,0,25.2,28.0
0.0,33.0,13.0,28.0,86.0,69.0,0,24.9,26.0
0.0,37.0,6.0,20.0,78.0,64.0,0,26.7,27.7
0.0,35.0,7.0,24.0,82.0,74.0,0,25.9,29.9
0.0,41.0,6.0,30.0,81.0,82.0,0,24.1,26.0
0.0,46.0,9.0,33.0,83.0,73.0,0,25.5,28.3
0.0,31.0,22.0,4.0,85.0,79.0,0,24.1,28.2
10.0,41.0,9.0,4.0,94.0,92.0,1,20.4,21.3
26.0,65.0,50.0,31.0,87.0,81.0,1,21.0,22.2
0.0,48.0,11.0,33.0,71.0,65.0,0,22.0,22.5
0.0,46.0,7.0,33.0,78.0,67.0,0,21.4,22.3
0.0,52.0,9.0,20.0,73.0,66.0,0,22.2,22.5
13.4,46.0,30.0,37.0,69.0,73.0,1,19.8,21.7
0.0,28.0,9.0,11.0,75.0,59.0,0,21.8,22.5
0.0,37.0,4.0,24.0,80.0,73.0,0,22.5,26.2
5.8,37.0,17.0,22.0,95.0,86.0,1,21.8,22.5
3.0,41.0,6.0,20.0,78.0,64.0,1,24.0,27.6
0.2,39.0,9.0,31.0,74.0,70.0,0,21.4,22.8
0.0,19.0,6.0,11.0,74.0,70.0,0,23.4,25.1
0.0,41.0,9.0,11.0,69.0,43.0,0,27.4,28.3
0.0,24.0,9.0,15.0,41.0,44.0,0,21.0,22.8
0.0,39.0,9.0,28.0,58.0,64.0,0,20.0,20.9
0.0,28.0,9.0,20.0,70.0,58.0,0,22.4,23.2
0.0,20.0,4.0,15.0,71.0,59.0,0,22.9,23.8
0.0,43.0,22.0,26.0,84.0,80.0,0,20.2,21.3
4.8,26.0,9.0,20.0,87.0,80.0,1,22.0,22.3
0.0,26.0,9.0,19.0,86.0,74.0,0,23.3,23.7
0.0,20.0,11.0,13.0,91.0,76.0,0,23.6,24.6
0.2,19.0,11.0,11.0,85.0,72.0,0,23.6,24.4
0.8,33.0,4.0,15.0,81.0,66.0,0,22.9,24.3
0.2,17.0,4.0,13.0,77.0,77.0,0,23.4,24.8
0.2,26.0,6.0,13.0,60.0,67.0,0,24.7,27.1
0.0,43.0,13.0,20.0,70.0,53.0,0,25.6,28.1
18.4,57.0,13.0,2.0,91.0,75.0,1,20.3,20.7
3.4,39.0,19.0,26.0,56.0,62.0,1,19.9,20.0
0.0,22.0,9.0,0.0,70.0,51.0,0,20.3,21.9
0.0,26.0,13.0,17.0,55.0,37.0,0,23.5,24.5
0.0,20.0,7.0,7.0,55.0,38.0,0,24.0,24.4
0.0,44.0,9.0,17.0,62.0,90.0,0,17.9,20.8
16.2,28.0,7.0,13.0,94.0,78.0,1,20.4,22.9
0.2,22.0,9.0,6.0,78.0,48.0,0,25.5,26.4
0.0,31.0,9.0,9.0,79.0,60.0,0,22.8,24.6
0.2,46.0,13.0,26.0,74.0,67.0,0,22.7,24.8
0.0,44.0,6.0,15.0,55.0,56.0,0,20.0,25.7
0.0,24.0,9.0,7.0,52.0,40.0,0,19.3,19.6
0.0,22.0,7.0,11.0,58.0,52.0,0,20.0,20.8
0.0,24.0,15.0,11.0,62.0,53.0,0,21.0,22.4
0.0,24.0,11.0,11.0,62.0,60.0,0,21.1,22.5
3.3872994195971327,37.0,4.0,22.0,77.0,68.0,0,21.7,24.3
0.0,46.0,13.0,20.0,66.0,30.0,0,25.8,26.9
0.0,44.0,11.0,31.0,43.0,50.0,0,17.0,17.3
0.0,31.0,11.0,20.0,46.0,50.0,0,19.2,19.4
0.0,41.0,11.0,15.0,56.0,48.0,0,18.7,18.9
0.0,41.0,13.0,28.0,56.0,65.0,0,19.4,19.9
0.0,41.0,11.0,15.0,67.0,66.0,0,19.8,20.7
12.8,43.0,9.0,6.0,87.0,74.0,1,15.7,16.8
23.2,46.0,15.0,15.0,92.0,92.0,1,14.7,16.8
18.2,41.0,15.0,19.0,88.0,76.0,1,18.3,18.6
1.6,28.0,11.0,9.0,84.0,64.0,1,18.5,19.3
0.0,67.0,7.0,35.0,74.0,69.0,0,17.8,20.3
52.6,59.0,7.0,13.0,91.0,90.0,1,14.8,17.4
43.4,30.0,15.0,11.0,88.0,82.0,1,15.9,17.0
1.2,24.0,9.0,6.0,79.0,67.0,1,18.6,19.8
13.4,19.0,9.0,4.0,95.0,84.0,1,17.5,17.6
3.2,78.0,9.0,17.0,93.0,91.0,1,15.6,19.9
27.6,74.0,31.0,33.0,57.0,64.0,1,18.6,20.5
0.0,57.0,15.0,9.0,86.0,72.0,0,19.1,20.0
7.4,57.0,26.0,17.0,95.0,90.0,1,15.9,17.1
6.4,35.0,15.0,11.0,65.0,58.0,1,17.7,18.9
1.4,76.0,15.0,54.0,94.0,89.0,1,18.0,19.9
11.2,43.0,9.0,11.0,77.0,74.0,1,17.2,18.2
3.0,39.0,7.0,28.0,81.0,72.0,1,18.0,18.6
1.8,70.0,17.0,24.0,90.0,83.0,1,18.4,19.5
56.0,70.0,30.0,33.0,89.0,92.0,1,17.1,19.3
26.6,56.0,13.0,24.0,77.0,69.0,1,18.3,18.9
1.8,54.0,13.0,28.0,64.0,61.0,1,17.0,17.6
12.4,50.0,17.0,22.0,61.0,74.0,1,15.2,16.2
8.8,22.0,11.0,6.0,82.0,66.0,1,16.2,17.9
3.3872994195971327,46.0,7.0,17.0,71.0,45.0,0,15.9,17.9
0.0,39.0,13.0,17.0,50.0,40.0,0,14.8,15.2
0.0,20.0,7.0,6.0,62.0,52.0,0,14.1,15.2
0.0,39.0,15.0,20.0,63.0,59.0,0,14.9,15.3
0.0,41.0,15.0,24.0,66.0,70.0,0,15.7,16.2
0.0,26.0,11.0,19.0,71.0,70.0,0,15.8,16.5
0.0,24.0,11.0,9.0,76.0,71.0,0,16.7,18.0
0.0,31.0,4.0,17.0,77.0,68.0,0,17.9,19.3
0.0,48.0,22.0,39.0,66.0,85.0,0,15.3,15.6
1.8,20.0,9.0,2.0,64.0,48.0,1,16.0,17.3
0.0,42.18305084745763,15.0,21.027936721642543,61.0,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,22.0,7.0,7.0,66.0,54.0,0,16.5,17.4
0.8,43.0,19.0,26.0,90.0,77.0,0,16.5,17.1
7.2,44.0,26.0,24.0,67.0,70.0,1,16.5,18.6
2.0,46.0,4.0,9.0,76.0,81.0,1,16.0,17.9
3.2,31.0,7.0,7.0,89.0,69.0,1,16.8,17.8
0.0,43.0,11.0,13.0,86.0,77.0,0,17.6,18.5
3.8,43.0,22.0,0.0,88.0,74.0,1,17.8,18.9
3.8,41.0,13.0,24.0,66.0,65.0,1,14.1,15.0
0.0,24.0,13.0,7.0,65.0,49.0,0,14.0,14.7
0.0,30.0,7.0,4.0,60.0,46.0,0,13.8,14.1
0.0,24.0,9.0,2.0,63.0,46.0,0,13.7,14.6
0.0,22.0,9.0,6.0,68.0,45.0,0,14.8,16.1
0.0,24.0,11.0,7.0,71.0,67.0,0,12.6,13.2
0.0,44.0,15.0,15.0,65.0,44.0,0,14.1,14.4
0.0,44.0,7.0,22.0,67.0,71.0,0,15.8,16.4
3.3872994195971327,24.0,13.0,7.0,81.0,80.0,0,15.3,15.5
7.0,46.0,17.0,17.0,93.0,62.0,1,16.1,18.2
0.2,57.0,19.0,28.0,83.0,87.0,0,14.5,16.4
16.4,44.0,17.0,9.0,91.0,89.0,1,14.4,15.3
25.6,43.0,17.0,26.0,94.0,72.0,1,16.3,17.0
0.6,33.0,13.0,17.0,80.0,77.0,0,16.3,18.3
0.0,37.0,19.0,15.0,84.0,74.0,0,17.4,17.9
0.4,24.0,7.0,4.0,82.0,66.0,0,15.4,17.2
0.2,35.0,7.0,20.0,84.0,83.0,0,17.6,19.7
1.0,54.0,11.0,20.0,83.0,41.0,0,16.9,17.8
1.0,33.0,13.0,13.0,58.0,40.0,0,15.8,16.4
0.0,35.0,13.0,22.0,61.0,63.0,0,14.9,15.1
0.0,24.0,11.0,11.0,68.0,61.0,0,15.8,16.3
0.2,28.0,9.0,7.0,83.0,60.0,0,17.0,18.8
0.0,30.0,11.0,6.0,61.0,59.0,0,15.9,18.5
0.0,46.0,15.0,31.0,68.0,66.0,0,14.5,15.5
2.6,63.0,28.0,13.0,75.0,67.0,1,13.2,14.4
1.6,70.0,13.0,31.0,68.0,70.0,1,13.9,14.8
15.2,43.0,9.0,22.0,83.0,67.0,1,16.3,16.4
18.8,26.0,9.0,20.0,88.0,73.0,1,15.4,16.1
0.0,37.0,9.0,22.0,83.0,69.0,0,15.3,17.0
0.6,41.0,11.0,20.0,88.0,68.0,0,15.9,16.6
0.0,30.0,2.0,13.0,77.0,60.0,0,16.0,17.9
1.2,72.0,26.0,28.0,93.0,92.0,1,14.5,16.4
27.8,33.0,7.0,6.0,84.0,88.0,1,15.7,18.3
2.4,35.0,22.0,19.0,79.0,81.0,1,18.8,21.0
8.4,31.0,9.0,9.0,95.0,54.0,1,20.3,20.8
0.0,48.0,17.0,24.0,64.0,50.0,0,18.4,19.5
0.0,59.0,15.0,15.0,55.0,49.0,0,14.7,15.0
40.6,42.18305084745763,28.0,48.0,95.0,82.0,1,14.9,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,11.0,74.59075573549258,59.0,0,19.3,22.588937457969067
3.3872994195971327,26.0,13.0,9.0,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
0.2,39.0,11.0,22.0,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
0.0,42.18305084745763,13.0,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,24.0,13.930836707152496,15.0,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
0.0,52.0,33.0,35.0,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
0.2,65.0,19.0,17.0,74.59075573549258,47.0,0,16.2,22.588937457969067
0.0,54.0,13.0,17.0,59.0,48.0,0,15.9,17.7
0.4,56.0,13.0,37.0,55.0,64.0,0,15.9,16.2
0.0,46.0,17.0,30.0,70.0,52.0,0,18.4,19.5
0.0,44.0,7.0,13.0,69.0,41.0,0,19.3,21.2
0.2,43.0,17.0,15.0,54.0,40.0,0,17.7,18.6
0.0,22.0,6.0,19.0,53.0,48.0,0,14.5,16.1
0.0,42.18305084745763,17.0,35.0,66.0,64.0,0,17.6,18.7
3.3872994195971327,52.0,13.930836707152496,20.0,74.59075573549258,34.0,0,23.8,24.6
3.3872994195971327,35.0,7.0,9.0,48.0,34.0,0,19.0,19.3
0.0,37.0,9.0,19.0,47.0,36.0,0,16.8,17.3
0.0,20.0,6.0,11.0,56.0,56.0,0,15.6,17.2
0.8,30.0,0.0,6.0,85.0,92.0,0,11.9,14.6
1.2,35.0,9.0,7.0,62.0,36.0,1,19.2,19.8
0.0,41.0,11.0,13.0,49.0,28.0,0,18.1,18.9
0.0,46.0,26.0,20.0,51.0,41.0,0,16.1,17.3
0.0,48.0,20.0,13.0,55.0,45.0,0,18.0,18.7
0.0,35.0,11.0,28.0,51.0,54.0,0,14.9,15.5
0.0,24.0,7.0,17.0,66.0,64.0,0,16.6,18.0
0.0,20.0,4.0,11.0,69.0,62.0,0,17.0,18.7
0.0,50.0,9.0,30.0,68.0,72.0,0,18.2,20.1
0.0,43.0,22.0,20.0,59.0,56.0,0,22.0,22.9
0.6,63.0,4.0,22.0,89.0,88.0,0,16.9,19.6
2.2,56.0,24.0,26.0,71.0,67.0,1,17.2,17.7
6.8,67.0,43.0,41.0,96.0,93.0,1,18.6,20.4
0.2,78.0,28.0,15.0,50.0,42.0,0,20.8,21.6
0.0,31.0,13.0,11.0,52.0,48.0,0,17.6,19.7
0.0,50.0,9.0,41.0,64.0,68.0,0,15.0,16.4
0.0,31.0,11.0,24.0,66.0,67.0,0,15.9,16.6
0.0,44.0,11.0,19.0,73.0,63.0,0,18.2,21.1
4.4,54.0,7.0,11.0,66.0,39.0,1,23.1,24.6
0.8,28.0,7.0,17.0,51.0,54.0,0,17.1,18.3
0.0,35.0,9.0,20.0,73.0,68.0,0,17.9,19.5
0.0,24.0,4.0,11.0,63.0,37.0,0,22.9,23.8
0.0,39.0,4.0,26.0,72.0,88.0,0,17.0,18.7
3.3872994195971327,35.0,11.0,20.0,75.0,74.0,0,17.7,18.5
0.2,37.0,11.0,19.0,53.0,35.0,0,20.4,20.9
0.0,33.0,11.0,11.0,49.0,43.0,0,16.0,17.9
0.0,24.0,15.0,17.0,54.0,60.0,0,16.3,20.7
0.0,30.0,6.0,7.0,63.0,73.0,0,17.1,18.8
0.0,28.0,15.0,9.0,69.0,67.0,0,19.0,20.4
0.0,65.0,6.0,15.0,71.0,78.0,0,19.6,20.9
0.0,31.0,6.0,24.0,65.0,67.0,0,17.8,19.3
0.0,31.0,19.0,13.0,76.0,70.0,0,17.8,18.8
0.0,39.0,7.0,24.0,76.0,77.0,0,20.0,22.0
0.2,30.0,6.0,11.0,59.0,38.0,0,23.2,27.8
0.0,24.0,4.0,15.0,56.0,78.0,0,19.6,21.9
0.0,48.0,4.0,33.0,67.0,47.0,0,24.1,27.9
0.0,35.0,2.0,22.0,42.0,69.0,0,20.1,25.4
0.0,61.0,22.0,43.0,45.0,63.0,0,14.8,17.1
0.4,33.0,4.0,19.0,54.0,51.0,0,16.0,17.2
0.0,39.0,4.0,30.0,66.0,56.0,0,18.2,20.4
0.0,39.0,2.0,31.0,69.0,89.0,0,16.0,20.6
1.0,48.0,24.0,28.0,79.0,89.0,0,17.5,19.3
11.6,41.0,19.0,22.0,83.0,83.0,1,18.7,20.4
1.6,17.0,7.0,13.0,96.0,79.0,1,21.0,21.8
8.2,20.0,9.0,7.0,95.0,81.0,1,21.6,22.0
0.2,54.0,0.0,44.0,89.0,83.0,0,17.8,23.8
0.0,33.0,9.0,17.0,78.0,61.0,0,19.4,20.2
0.0,33.0,28.0,19.0,65.0,64.0,0,17.8,19.1
0.0,52.0,28.0,28.0,62.0,55.0,0,19.9,21.1
1.4,57.0,41.0,31.0,87.0,63.0,1,20.8,22.2
1.0,52.0,37.0,37.0,82.0,73.0,0,20.1,21.4
0.0,41.0,9.0,15.0,80.0,79.0,0,20.1,22.0
2.4,50.0,15.0,19.0,85.0,53.0,1,25.3,27.6
0.0,65.0,20.0,46.0,89.0,88.0,0,19.2,20.2
1.2,61.0,24.0,30.0,35.0,30.0,1,16.1,16.8
0.0,24.0,11.0,17.0,50.0,49.0,0,18.9,20.4
2.0,26.0,4.0,17.0,54.0,57.0,1,19.2,22.5
0.0,54.0,37.0,30.0,76.0,65.0,0,17.1,18.5
0.2,33.0,2.0,22.0,72.0,62.0,0,20.2,20.9
0.0,44.0,4.0,26.0,70.0,64.0,0,21.9,23.9
0.0,35.0,9.0,20.0,70.0,68.0,0,21.9,24.2
0.0,43.0,11.0,35.0,76.0,89.0,0,19.3,25.7
14.0,63.0,44.0,39.0,94.0,90.0,1,15.0,16.6
31.4,59.0,17.0,28.0,93.0,74.0,1,18.3,19.9
1.0,35.0,9.0,17.0,70.0,73.0,0,20.6,24.2
0.0,56.0,15.0,22.0,72.0,85.0,0,19.3,21.3
2.2,35.0,24.0,26.0,69.0,67.0,1,20.3,22.1
0.0,37.0,7.0,19.0,79.0,63.0,0,21.7,23.6
0.0,56.0,6.0,35.0,77.0,83.0,0,21.1,25.5
0.0,50.0,24.0,31.0,82.0,83.0,0,21.0,22.5
2.0,63.0,26.0,39.0,88.0,92.0,1,17.5,19.6
36.2,41.0,15.0,7.0,61.0,57.0,1,18.9,19.6
0.0,39.0,6.0,19.0,63.0,58.0,0,21.0,22.6
16.0,67.0,37.0,30.0,85.0,68.0,1,17.7,19.3
18.6,61.0,31.0,22.0,75.0,83.0,1,15.6,19.2
10.8,48.0,15.0,28.0,64.0,76.0,1,18.0,19.7
0.6,39.0,6.0,22.0,78.0,69.0,0,20.6,21.6
0.2,80.0,7.0,30.0,82.0,81.0,0,21.7,23.5
29.2,46.0,6.0,15.0,86.0,83.0,1,21.0,23.0
0.0,50.0,13.0,33.0,82.0,81.0,0,22.3,23.7
0.8,35.0,7.0,13.0,85.0,81.0,0,23.3,23.8
0.0,43.0,13.0,31.0,78.0,79.0,0,22.6,26.5
0.2,46.0,24.0,35.0,85.0,82.0,0,22.9,25.7
0.0,41.0,28.0,31.0,83.0,80.0,0,22.5,24.3
0.0,44.0,0.0,19.0,82.0,96.0,0,19.2,23.9
36.6,43.0,19.0,20.0,97.0,81.0,1,20.8,21.1
0.8,31.0,19.0,19.0,75.0,70.0,0,21.7,22.8
0.0,26.0,7.0,9.0,77.0,79.0,0,22.1,22.6
10.4,80.0,54.0,39.0,81.0,71.0,1,18.0,19.0
0.0,39.0,11.0,17.0,68.0,63.0,0,21.5,22.3
0.0,35.0,4.0,26.0,77.0,65.0,0,22.6,24.7
0.0,48.0,0.0,22.0,75.0,68.0,0,22.8,24.6
0.0,50.0,17.0,35.0,76.0,73.0,0,22.5,25.0
0.0,54.0,28.0,41.0,76.0,72.0,0,22.0,23.0
0.0,46.0,22.0,35.0,74.0,74.0,0,21.9,23.0
0.0,48.0,9.0,22.0,75.0,78.0,0,21.4,25.8
0.0,61.0,11.0,43.0,80.0,76.0,0,21.6,24.7
0.0,30.0,20.0,22.0,82.0,83.0,0,19.4,21.4
0.0,50.0,31.0,24.0,92.0,82.0,0,20.1,20.8
5.6,41.0,4.0,9.0,97.0,83.0,1,22.0,22.3
26.2,43.0,26.0,6.0,98.0,95.0,1,19.4,21.5
23.6,41.0,19.0,24.0,94.0,87.0,1,20.7,23.9
0.0,48.0,17.0,22.0,85.0,79.0,0,22.0,24.1
1.0,37.0,11.0,20.0,95.0,83.0,0,21.7,23.4
0.2,33.0,2.0,11.0,85.0,74.0,0,22.9,24.9
0.0,20.0,2.0,13.0,79.0,79.0,0,23.4,24.4
0.0,37.0,13.0,20.0,79.0,77.0,0,24.0,27.4
0.0,56.0,19.0,39.0,84.0,83.0,0,22.7,23.6
0.0,42.18305084745763,30.0,22.0,89.0,63.0,0,28.3,31.2
3.3872994195971327,42.18305084745763,13.930836707152496,21.027936721642543,74.59075573549258,67.52119784656797,0,20.764211234443323,22.588937457969067
3.3872994195971327,43.0,9.0,20.0,76.0,78.0,0,21.1,25.4
0.0,33.0,11.0,28.0,55.0,61.0,0,24.3,31.0
0.0,46.0,17.0,17.0,80.0,77.0,0,23.0,23.1
0.0,30.0,17.0,22.0,89.0,83.0,0,21.7,23.5
0.0,26.0,9.0,15.0,83.0,79.0,0,24.1,25.3
0.2,69.0,11.0,13.0,88.0,92.0,0,21.0,26.1
7.8,41.0,11.0,7.0,85.0,82.0,1,21.8,24.2
0.2,46.0,15.0,24.0,64.0,59.0,0,22.1,22.8
0.0,67.0,11.0,33.0,80.0,70.0,0,23.1,24.1
0.0,56.0,19.0,15.0,45.0,34.0,0,22.0,23.9
0.0,33.0,17.0,11.0,44.0,32.0,0,27.3,27.7
0.0,44.0,20.0,22.0,81.0,80.0,0,22.6,23.9
0.0,61.0,4.0,9.0,77.0,72.0,0,24.8,25.2
0.0,59.0,41.0,22.0,71.0,69.0,0,21.9,22.6
0.0,39.0,7.0,24.0,73.0,76.0,0,24.3,25.2
0.0,63.0,4.0,15.0,73.0,69.0,0,25.3,26.7
5.8,70.0,24.0,39.0,85.0,90.0,1,18.6,21.2
0.4,54.0,20.0,17.0,60.0,61.0,0,19.6,22.6
0.0,41.0,2.0,30.0,68.0,69.0,0,23.5,26.8
0.0,28.0,6.0,22.0,71.0,67.0,0,25.6,27.8
0.0,41.0,4.0,28.0,81.0,78.0,0,24.6,28.4
0.0,41.0,22.0,31.0,80.0,72.0,0,25.9,26.1
0.4,57.0,13.0,33.0,87.0,83.0,0,23.3,25.7
4.0,54.0,20.0,37.0,88.0,78.0,1,21.2,22.7
0.2,48.0,35.0,26.0,78.0,68.0,0,21.5,22.6
0.0,22.0,9.0,15.0,65.0,64.0,0,22.7,24.1
2.2,46.0,22.0,17.0,93.0,79.0,1,23.0,25.5
7.6,33.0,11.0,15.0,87.0,87.0,1,21.9,27.7
6.6,41.0,4.0,11.0,76.0,71.0,1,26.2,26.9
11.0,37.0,22.0,19.0,90.0,77.0,1,25.8,26.6
3.2,46.0,26.0,20.0,80.0,82.0,1,24.1,25.3
2.4,50.0,19.0,31.0,87.0,82.0,1,23.9,25.6
0.0,52.0,20.0,44.0,82.0,81.0,0,24.9,25.6
0.0,41.0,28.0,33.0,83.0,74.0,0,25.9,28.1
0.0,50.0,22.0,37.0,81.0,75.0,0,23.9,26.9
0.0,24.0,4.0,2.0,81.0,80.0,0,24.6,24.9
1.0,26.0,9.0,9.0,92.0,66.0,0,28.1,28.9
0.0,43.0,7.0,13.0,81.0,74.0,0,26.3,28.6
0.0,41.0,13.0,17.0,79.0,70.0,0,23.4,24.5
0.2,37.0,20.0,13.0,83.0,74.0,0,24.9,27.2
0.2,41.0,20.0,17.0,71.0,81.0,0,24.2,28.4
1.4,37.0,4.0,24.0,74.0,67.0,1,25.9,26.8
0.0,30.0,11.0,13.0,71.0,59.0,0,26.5,30.0
0.0,56.0,7.0,37.0,69.0,65.0,0,26.2,28.6
0.0,56.0,20.0,24.0,76.0,73.0,0,25.9,29.5
0.0,43.0,7.0,11.0,74.0,74.0,0,26.3,27.3
0.0,46.0,6.0,20.0,96.0,79.0,0,26.0,29.4
0.2,54.0,9.0,15.0,90.0,76.0,0,26.8,27.7
0.4,52.0,35.0,30.0,69.0,69.0,0,24.0,25.6
0.0,46.0,19.0,15.0,62.0,51.0,0,25.4,26.2
0.0,43.0,20.0,31.0,68.0,66.0,0,26.6,28.5
0.0,30.0,9.0,20.0,79.0,78.0,0,26.5,30.3
0.0,46.0,9.0,20.0,79.0,65.0,0,28.5,31.1
0.0,28.0,17.0,7.0,69.0,76.0,0,28.3,30.6
0.0,54.0,35.0,19.0,59.0,35.0,0,38.3,39.7
0.0,30.0,2.0,22.0,81.0,76.0,0,27.3,31.2
0.0,63.0,4.0,39.0,77.0,34.0,0,36.9,39.6
0.0,81.0,2.0,4.0,67.0,89.0,0,25.1,32.5
16.6,63.0,11.0,11.0,84.0,67.0,1,22.4,22.4
0.0,33.0,17.0,26.0,75.0,61.0,0,24.7,26.0
0.0,33.0,20.0,26.0,61.0,74.0,0,23.5,25.2
1.4,46.0,13.0,24.0,85.0,70.0,1,24.7,27.9
0.0,43.0,11.0,31.0,71.0,72.0,0,25.7,28.9
0.2,50.0,26.0,35.0,86.0,89.0,0,21.5,23.7
9.4,61.0,22.0,35.0,89.0,87.0,1,22.3,23.4
5.4,54.0,39.0,31.0,78.0,69.0,1,22.6,23.1
0.8,37.0,13.0,20.0,89.0,65.0,0,25.1,25.7
0.2,33.0,7.0,9.0,83.0,74.0,0,25.3,26.6
0.0,35.0,11.0,11.0,80.0,88.0,0,23.2,29.7
3.4,37.0,20.0,30.0,89.0,86.0,1,24.6,25.6
0.0,43.0,19.0,31.0,83.0,76.0,0,26.6,29.4
0.0,31.0,4.0,22.0,82.0,72.0,0,28.0,36.6
0.6,69.0,30.0,26.0,91.0,74.0,0,22.8,25.0
0.6,63.0,35.0,28.0,57.0,57.0,0,22.2,23.1
1.8,44.0,7.0,26.0,79.0,61.0,1,23.4,24.5
0.4,31.0,7.0,17.0,79.0,55.0,0,24.3,25.9
0.0,26.0,0.0,11.0,82.0,67.0,0,24.7,26.3
0.0,30.0,4.0,22.0,77.0,69.0,0,25.7,27.2
0.0,28.0,6.0,9.0,75.0,47.0,0,30.0,30.9
0.0,54.0,9.0,20.0,80.0,76.0,0,25.3,29.5
2.0,67.0,15.0,17.0,56.0,31.0,1,34.9,36.2
