Rainfall,WindGustSpeed,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
0.0,48.0,22.0,14.0,9.0,1.0,1.0,0,1015.4,13.0,1017.8
0.0,43.0,13.0,11.0,9.0,1.0,1.0,0,1017.5,12.8,1019.9
0.0,35.0,20.0,14.0,5.0,0.0,1.0,0,1016.5,12.7,1020.0
0.0,35.0,6.0,14.0,8.0,1.0,2.0,0,1013.7,12.5,1017.7
0.0,52.0,7.0,11.0,7.0,1.0,1.0,0,1010.0,13.0,1014.0
0.0,43.0,11.0,7.0,4.0,5.0,6.0,0,1007.8,10.9,1010.7
0.0,74.0,24.0,15.0,3.0,5.0,7.0,0,1004.9,6.3,1008.5
0.0,46.0,6.0,47.0,17.0,7.0,6.0,0,1004.4,8.4,1007.9
0.0,63.0,33.0,8.0,6.0,7.0,8.0,0,1000.2,8.5,1000.8
0.0,65.0,33.0,11.0,6.0,0.0,3.0,0,1002.6,11.0,1005.9
1.4,61.0,19.0,45.0,52.0,8.0,8.0,1,1005.2,2.8,1006.1
16.4,89.0,20.0,96.0,95.0,8.0,8.0,1,1004.8,0.2,1008.4
26.6,48.0,28.0,74.0,50.0,5.0,7.0,1,1015.9,8.1,1013.7
0.0,56.0,24.0,67.0,28.0,7.0,7.0,0,1023.2,9.8,1024.4
0.0,50.0,26.0,42.0,18.0,7.0,8.0,0,1019.6,1.0,1023.4
0.0,57.0,26.0,43.0,48.0,8.0,7.0,0,1012.2,1.7,1014.5
0.6,44.0,20.0,71.0,33.0,3.0,4.0,0,1006.7,11.6,1009.9
0.0,72.0,43.0,38.0,23.0,1.0,1.0,0,1007.8,13.0,1006.3
0.0,70.0,43.0,55.0,30.0,3.0,7.0,0,1010.9,12.1,1012.6
0.2,54.0,28.0,68.0,35.0,8.0,3.0,0,1013.6,9.7,1014.6
0.0,46.0,24.0,56.0,34.0,4.0,6.0,0,1015.0,11.9,1017.7
0.0,44.156565656565654,9.0,58.0,14.0,0.0,1.0,0,1016.2,13.2,1018.5
0.0,46.0,20.0,21.0,11.0,1.0,0.0,0,1014.6,12.5,1017.3
0.0,44.0,24.0,55.0,23.0,1.0,0.0,0,1016.2,12.6,1018.1
0.0,52.0,22.0,36.0,8.0,0.0,1.0,0,1018.2,13.3,1019.9
0.0,35.0,13.0,54.0,15.0,0.0,1.0,0,1017.4,13.5,1019.9
0.0,39.0,17.0,42.0,12.0,4.0,6.0,0,1013.4,13.1,1016.7
0.0,39.0,7.0,24.0,10.0,2.0,1.0,0,1008.9,12.4,1012.1
0.0,57.0,37.0,66.0,20.0,7.0,1.0,0,1011.4,10.9,1012.6
0.0,43.0,15.0,39.0,17.0,3.0,7.0,0,1011.0,5.0,1012.6
0.0,57.0,31.0,55.0,25.0,4.0,2.0,0,1014.2,12.5,1014.1
0.0,39.0,17.0,38.0,19.0,2.0,2.0,0,1020.6,13.5,1022.7
0.0,54.0,11.0,47.0,22.0,1.0,1.0,0,1019.4,13.4,1022.1
0.0,37.0,9.0,48.0,20.0,1.0,1.0,0,1017.7,13.6,1020.3
0.0,43.0,7.0,36.0,11.0,0.0,0.0,0,1015.5,13.5,1018.7
0.0,39.0,15.0,17.0,8.0,1.0,4.0,0,1013.4,12.7,1016.7
0.0,65.0,37.0,18.0,13.0,1.0,4.0,0,1009.2,12.9,1013.2
0.2,56.0,35.0,46.0,57.0,8.0,8.0,0,1012.9,4.9,1012.2
1.6,50.0,17.0,52.0,19.0,1.0,0.0,1,1019.4,13.1,1021.4
0.0,39.0,13.0,56.0,20.0,0.0,1.0,0,1018.1,13.4,1021.4
0.0,44.0,13.0,32.0,15.0,1.0,1.0,0,1014.2,13.4,1017.7
0.0,50.0,31.0,18.0,7.0,0.0,1.0,0,1009.2,13.5,1012.1
0.0,33.0,11.0,9.0,8.0,7.0,3.0,0,1009.2,12.3,1011.3
0.0,61.0,37.0,7.0,5.0,4.0,7.0,0,1003.2,9.4,1008.0
2.8,65.0,30.0,93.0,59.0,8.0,8.0,1,1006.4,6.1,1007.2
1.2,56.0,28.0,53.0,18.0,1.0,0.0,1,1013.7,11.9,1015.7
0.0,43.0,19.0,42.0,12.0,0.0,1.0,0,1014.8,13.5,1017.7
0.0,44.0,26.0,46.0,11.0,2.0,1.0,0,1014.0,13.4,1016.4
0.0,56.0,7.0,30.0,9.0,2.0,3.0,0,1014.6,13.4,1017.0
0.0,46.0,13.0,21.0,7.0,2.0,6.0,0,1014.2,13.2,1017.4
0.0,44.0,13.0,10.0,16.0,0.0,2.0,0,1009.2,13.3,1014.1
0.0,52.0,7.0,41.0,19.0,0.0,6.0,0,1005.8,13.1,1009.2
0.0,67.0,22.0,58.0,28.0,1.0,1.0,0,1005.9,13.0,1008.7
0.0,59.0,30.0,43.0,21.0,0.0,0.0,0,1014.8,13.4,1016.3
0.0,48.0,17.0,45.0,12.0,0.0,0.0,0,1016.3,13.3,1019.3
0.0,33.0,6.0,26.0,12.0,0.0,1.0,0,1012.1,9.047932237169906,1015.3
0.0,44.0,11.0,21.0,6.0,0.0,0.0,0,1011.3,9.047932237169906,1013.9
0.0,48.0,13.0,16.0,4.0,0.0,0.0,0,1011.3,9.047932237169906,1014.8
0.0,41.0,6.0,14.0,9.0,0.0,0.0,0,1009.9,9.047932237169906,1012.8
0.0,44.0,17.0,10.0,9.0,0.0,3.0,0,1009.7,9.047932237169906,1012.2
0.0,48.0,20.0,22.0,10.0,0.0,4.0,0,1011.9,13.2,1013.9
0.0,69.0,30.0,24.0,11.0,1.0,6.0,0,1010.7,9.047932237169906,1014.3
0.0,78.0,31.0,16.0,12.0,0.0,0.0,0,1005.2,9.047932237169906,1008.6
0.0,54.0,35.0,71.0,80.0,3.0,8.0,0,1009.5,9.047932237169906,1008.0
1.2,56.0,26.0,56.0,23.0,1.0,0.0,1,1015.3,9.047932237169906,1017.6
0.0,48.0,15.0,46.0,17.0,0.0,1.0,0,1015.5,13.2,1018.2
0.0,44.0,28.0,42.0,8.0,1.0,1.0,0,1011.1,13.3,1014.7
0.0,76.0,30.0,27.0,9.0,1.0,1.0,0,1011.5,13.3,1012.4
0.0,65.0,35.0,50.0,23.0,1.0,1.0,0,1016.1,13.1,1018.3
0.0,46.0,24.0,49.0,25.0,3.0,0.0,0,1015.3,9.047932237169906,1018.6
0.0,35.0,13.0,46.0,14.0,0.0,0.0,0,1013.5,9.047932237169906,1016.4
0.0,31.0,11.0,15.0,5.0,0.0,0.0,0,1010.0,9.047932237169906,1013.3
0.0,48.0,20.0,7.0,28.40241448692153,0.0,0.0,0,1005.4,9.047932237169906,1009.1
0.0,50.0,26.0,6.0,23.0,0.0,1.0,0,1006.4,9.047932237169906,1006.3
0.0,48.0,24.0,55.0,17.0,0.0,5.0,0,1011.2,11.7,1013.9
0.0,39.0,6.0,53.0,15.0,3.0,5.0,0,1010.1,9.047932237169906,1012.8
0.0,35.0,20.0,44.0,9.0,0.0,0.0,0,1008.5,9.047932237169906,1010.8
0.0,43.0,19.0,23.0,12.0,0.0,0.0,0,1008.3,9.047932237169906,1010.1
0.0,76.0,6.0,22.0,13.0,3.0,7.0,0,1008.6,7.5,1010.1
0.4,67.0,13.0,38.0,36.0,6.0,7.0,0,1007.7,9.047932237169906,1007.7
2.2,44.0,22.0,68.0,26.0,0.0,0.0,1,1010.3,9.047932237169906,1012.1
0.0,39.0,11.0,21.0,11.0,0.0,0.0,0,1006.9,12.3,1009.7
0.0,59.0,33.0,18.0,9.0,1.0,3.0,0,1006.2,13.0,1006.9
0.0,54.0,24.0,58.0,25.0,1.0,1.0,0,1008.3,12.8,1011.7
0.0,46.0,22.0,54.0,34.0,8.0,8.0,0,1008.7,2.6,1009.8
0.0,50.0,31.0,52.0,38.0,7.0,7.0,0,1004.9,0.3,1006.4
0.2,57.0,28.0,57.0,27.0,1.0,1.0,0,1008.1,9.047932237169906,1008.6
0.0,44.0,19.0,57.0,15.0,0.0,0.0,0,1015.1,9.047932237169906,1016.8
0.0,41.0,9.0,42.0,15.0,0.0,0.0,0,1016.1,9.047932237169906,1018.1
0.0,30.0,9.0,21.0,8.0,0.0,0.0,0,1014.6,11.6,1017.3
0.0,50.0,19.0,26.0,18.0,1.0,4.0,0,1013.6,13.0,1016.3
0.0,46.0,26.0,41.0,21.0,1.0,5.0,0,1014.0,12.2,1016.2
0.0,43.0,19.0,47.0,24.0,1.0,5.0,0,1013.2,13.3,1016.5
0.0,63.0,20.0,45.0,28.40241448692153,7.0,8.0,0,1010.7,9.047932237169906,1012.9
0.490404546974256,52.0,19.0,81.0,47.0,0.0,8.0,0,1009.3,9.047932237169906,1011.1
0.490404546974256,46.0,19.0,64.0,18.0,0.0,0.0,0,1006.2,12.8,1008.1
15.4,48.0,20.0,67.0,25.0,1.0,2.0,1,1008.6,12.7,1009.7
0.0,44.0,15.0,41.0,20.0,0.0,1.0,0,1012.3,12.6,1013.7
0.0,43.0,20.0,60.0,6.0,0.0,1.0,0,1012.5,12.7,1014.6
0.0,48.0,20.0,58.0,14.0,1.0,1.0,0,1014.0,12.7,1015.3
0.0,54.0,11.0,54.0,14.0,1.0,1.0,0,1015.7,12.5,1017.6
0.0,37.0,4.0,21.0,12.0,0.0,2.0,0,1014.1,12.5,1017.4
0.0,41.0,20.0,29.0,17.0,2.0,5.0,0,1010.2,12.6,1013.2
0.0,54.0,15.0,48.0,19.0,3.0,5.0,0,1009.4,8.3,1012.8
3.4,50.0,9.0,66.0,39.0,6.0,3.0,1,1015.2,11.3,1015.6
0.0,43.0,11.0,58.0,29.0,1.0,1.0,0,1016.6,12.4,1018.8
0.0,41.0,6.0,44.0,23.0,1.0,1.0,0,1016.2,12.1,1018.4
0.0,20.0,9.0,28.0,11.0,1.0,1.0,0,1016.5,12.3,1019.0
0.0,33.0,9.0,28.0,11.0,2.0,4.0,0,1013.6,10.9,1016.4
12.6,72.0,19.0,75.0,30.0,6.0,7.0,1,1013.0,6.5,1015.7
0.2,56.0,28.0,74.0,34.0,7.0,7.0,0,1013.6,3.0,1015.9
0.0,56.0,31.0,42.0,16.0,7.0,3.0,0,1013.9,9.3,1016.1
0.0,50.0,20.0,43.0,26.0,0.0,1.0,0,1012.7,11.5,1014.7
0.0,39.0,15.0,49.0,14.0,0.0,1.0,0,1009.7,11.8,1014.0
0.0,44.0,17.0,42.0,13.0,1.0,1.0,0,1004.4,11.9,1007.9
0.0,61.0,22.0,47.0,22.0,0.0,0.0,0,1006.9,11.4,1008.0
0.0,72.0,33.0,52.0,30.0,7.0,5.0,0,1010.3,11.2,1012.8
0.0,63.0,39.0,66.0,35.0,2.0,7.0,0,1008.2,8.7,1010.9
0.0,46.0,26.0,76.0,33.0,1.0,3.0,0,1015.1,9.7,1015.5
0.0,56.0,20.0,63.0,37.0,1.0,4.0,0,1021.5,11.4,1022.3
0.0,44.0,20.0,52.0,23.0,1.0,5.0,0,1026.4,10.3,1028.2
0.0,43.0,20.0,44.0,25.0,7.0,7.0,0,1027.7,11.4,1030.6
0.0,37.0,13.0,42.0,26.0,1.0,1.0,0,1025.0,11.4,1028.3
0.0,56.0,24.0,45.0,31.0,5.0,3.0,0,1021.7,8.4,1025.1
0.0,46.0,15.0,39.0,23.0,4.0,6.0,0,1019.1,7.9,1022.2
0.0,35.0,9.0,34.0,22.0,1.0,4.0,0,1018.3,10.6,1021.3
0.0,46.0,20.0,38.0,18.0,7.0,5.0,0,1017.1,6.2,1019.8
0.0,37.0,15.0,33.0,18.0,5.0,1.0,0,1018.6,9.9,1020.5
0.0,39.0,15.0,33.0,17.0,1.0,1.0,0,1017.2,12.1,1020.6
0.0,33.0,11.0,38.0,19.0,1.0,1.0,0,1016.5,11.2,1018.9
0.0,39.0,19.0,63.0,18.0,2.0,2.0,0,1016.8,10.0,1019.5
0.0,44.0,13.0,46.0,21.0,5.0,1.0,0,1018.3,10.3,1021.0
0.0,46.0,17.0,50.0,26.0,0.0,4.0,0,1019.3,7.8,1021.5
0.0,31.0,11.0,63.0,16.0,0.0,1.0,0,1020.5,10.8,1023.0
0.0,31.0,6.0,48.0,10.0,1.0,4.0,0,1019.7,10.0,1022.9
0.0,28.0,6.0,13.0,3.0,1.0,1.0,0,1016.4,11.1,1019.6
0.0,22.0,4.0,14.0,8.0,3.0,4.0,0,1015.2,10.5,1017.6
0.0,41.0,15.0,25.0,10.0,4.0,7.0,0,1012.9,10.2,1016.1
0.0,56.0,22.0,30.0,20.0,3.0,7.0,0,1008.9,2.5,1011.6
0.2,39.0,17.0,78.0,43.0,7.0,6.0,0,1015.9,7.9,1017.0
0.0,43.0,13.0,61.0,32.0,1.0,1.0,0,1018.9,11.3,1021.3
0.0,30.0,9.0,42.0,42.0,0.0,0.0,0,1017.0,11.1,1019.4
0.0,24.0,7.0,39.0,19.0,5.0,6.0,0,1017.5,9.047932237169906,1019.5
0.0,30.0,6.0,29.0,12.0,2.0,1.0,0,1016.5,11.0,1019.5
0.0,39.0,15.0,31.0,16.0,6.0,3.0,0,1016.0,9.6,1018.8
0.0,31.0,11.0,32.0,18.0,2.0,2.0,0,1011.9,10.0,1016.5
0.0,44.0,20.0,27.0,95.0,7.0,7.0,0,1010.1,1.2,1011.6
6.8,39.0,17.0,80.0,43.0,1.0,1.0,1,1007.1,8.6,1008.8
0.0,31.0,19.0,59.0,25.0,2.0,7.0,0,1013.4,5.7,1014.7
3.8,48.0,19.0,69.0,44.0,6.0,7.0,1,1014.2,8.5,1019.0
33.6,52.0,20.0,91.0,60.0,8.0,7.0,1,1010.6,8.6,1013.2
0.0,35.0,20.0,80.0,42.0,2.0,6.0,0,1012.9,8.6,1015.4
0.0,37.0,17.0,70.0,43.0,1.0,4.0,0,1016.1,7.5,1018.6
0.0,33.0,11.0,54.0,34.0,1.0,1.0,0,1019.7,11.0,1022.0
0.0,31.0,7.0,49.0,29.0,1.0,5.0,0,1022.7,10.9,1026.1
0.0,22.0,6.0,55.0,25.0,1.0,1.0,0,1021.0,10.9,1024.7
0.0,24.0,13.0,47.0,23.0,1.0,0.0,0,1020.2,11.0,1023.3
0.0,31.0,7.0,41.0,21.0,4.0,2.0,0,1017.4,11.0,1021.0
0.0,35.0,15.0,40.0,16.0,4.0,7.0,0,1016.5,8.5,1019.3
0.0,31.0,19.0,37.0,31.0,5.0,7.0,0,1016.3,8.0,1019.4
0.0,35.0,17.0,41.0,22.0,1.0,5.0,0,1015.1,10.1,1018.3
0.0,67.0,26.0,70.0,89.0,6.0,8.0,0,1015.2,4.4,1017.8
9.0,22.0,11.0,88.0,45.0,3.0,2.0,1,1016.6,10.2,1019.4
0.2,30.0,15.0,72.0,37.0,0.0,1.0,0,1017.5,10.1,1020.3
0.0,44.0,17.0,54.0,28.0,6.0,5.0,0,1014.3,9.8,1018.5
0.0,50.0,11.0,70.0,89.0,4.0,8.0,0,1015.4,6.3,1016.5
1.2,31.0,15.0,69.0,39.0,1.0,1.0,1,1022.2,4.1,1024.3
0.2,43.0,20.0,58.0,27.0,1.0,7.0,0,1020.3,9.0,1024.2
0.2,30.0,13.0,82.0,51.0,2.0,2.0,0,1021.0,5.7,1023.3
0.0,33.0,15.0,67.0,31.0,1.0,0.0,0,1023.6,9.3,1025.9
0.0,31.0,13.0,65.0,45.0,6.0,1.0,0,1024.4,9.7,1027.4
0.0,30.0,9.0,66.0,34.0,1.0,1.0,0,1023.3,10.7,1026.8
0.0,31.0,11.0,55.0,31.0,0.0,1.0,0,1021.7,10.4,1025.0
0.0,31.0,4.0,50.0,29.0,3.0,2.0,0,1022.7,10.4,1025.6
0.0,31.0,17.0,58.0,21.0,1.0,1.0,0,1017.5,10.5,1022.5
0.0,57.0,35.0,59.0,30.0,1.0,1.0,0,1017.1,5.4,1017.7
0.0,31.0,20.0,70.0,39.0,1.0,6.0,0,1022.8,5.4,1026.5
0.0,19.0,4.0,70.0,41.0,1.0,2.0,0,1023.4,9.8,1026.5
0.0,28.0,7.0,55.0,36.0,1.0,1.0,0,1022.5,10.6,1025.5
0.0,22.0,6.0,53.0,33.0,0.0,1.0,0,1021.1,10.6,1024.9
0.0,20.0,4.0,44.0,30.0,0.0,0.0,0,1017.0,10.6,1021.9
0.0,41.0,17.0,45.0,22.0,0.0,0.0,0,1013.0,10.4,1016.7
0.0,50.0,28.0,55.0,31.0,0.0,1.0,0,1021.0,10.2,1022.2
0.0,28.0,9.0,61.0,31.0,0.0,1.0,0,1023.8,10.0,1026.8
0.0,33.0,13.0,49.0,27.0,0.0,1.0,0,1020.6,10.6,1025.4
0.0,33.0,13.0,43.0,19.0,1.0,1.0,0,1016.4,10.5,1020.2
0.0,44.0,30.0,43.0,30.0,8.0,7.0,0,1013.6,0.4,1017.7
0.0,28.0,13.0,74.0,48.0,7.0,6.0,0,1016.0,1.1,1017.4
0.0,26.0,15.0,79.0,42.0,1.0,1.0,0,1018.7,10.0,1020.9
0.0,28.0,7.0,71.0,35.0,1.0,6.0,0,1019.7,9.1,1023.1
0.0,31.0,17.0,55.0,36.0,5.0,8.0,0,1019.3,3.2,1023.2
0.0,30.0,9.0,49.0,30.0,4.0,5.0,0,1017.9,7.4,1020.8
0.0,31.0,17.0,55.0,24.0,0.0,1.0,0,1019.4,9.047932237169906,1021.9
0.0,39.0,20.0,47.0,21.0,0.0,1.0,0,1016.2,8.9,1021.1
1.8,63.0,37.0,75.0,95.0,8.0,8.0,1,1006.1,0.0,1011.0
10.4,44.0,26.0,94.0,67.0,6.0,5.0,1,1002.7,4.4,1006.6
0.0,57.0,30.0,80.0,59.0,6.0,6.0,0,1009.4,6.4,1008.3
0.2,26.0,13.0,92.0,55.0,2.0,5.0,0,1015.3,8.9,1017.0
0.0,33.0,15.0,72.0,38.0,6.0,7.0,0,1014.1,2.5,1017.9
3.8,67.0,50.0,97.0,76.0,8.0,8.0,1,1005.1,1.1,1008.1
1.6,61.0,37.0,78.0,50.0,2.0,3.0,1,1017.2,7.2,1016.4
0.0,48.0,31.0,69.0,65.0,1.0,8.0,0,1020.4,7.0,1022.2
0.2,37.0,19.0,84.0,68.0,7.0,7.0,0,1019.0,1.2,1022.5
0.0,17.0,7.0,94.0,57.0,7.0,7.0,0,1016.8,0.3,1019.5
0.0,44.0,20.0,84.0,54.0,1.0,5.0,0,1021.2,8.4,1021.9
0.0,20.0,6.0,85.0,45.0,0.0,2.0,0,1023.4,9.0,1025.5
0.0,24.0,11.0,86.0,42.0,1.0,3.0,0,1023.2,8.5,1025.9
0.0,28.0,13.0,82.0,57.0,1.0,5.0,0,1023.4,8.3,1025.3
0.0,33.0,17.0,82.0,39.0,7.0,7.0,0,1026.6,4.9,1028.4
0.0,30.0,7.0,68.0,40.0,2.0,4.0,0,1025.4,8.7,1028.7
0.0,50.0,22.0,64.0,36.0,3.0,4.0,0,1020.3,10.0,1024.6
0.0,43.0,30.0,77.0,45.0,1.0,6.0,0,1024.3,8.4,1024.9
0.0,22.0,13.0,87.0,47.0,7.0,7.0,0,1027.5,1.1,1029.9
0.0,28.0,15.0,89.0,40.0,5.0,7.0,0,1027.9,6.8,1030.2
0.0,24.0,13.0,78.0,42.0,6.0,6.0,0,1028.5,5.5,1030.3
0.0,30.0,7.0,79.0,39.0,2.0,6.0,0,1029.8,9.1,1032.7
0.0,20.0,6.0,61.0,35.0,0.0,1.0,0,1029.2,9.9,1032.7
0.0,22.0,6.0,62.0,30.0,1.0,5.0,0,1024.5,8.5,1029.0
0.0,56.0,35.0,59.0,27.0,6.0,6.0,0,1015.5,5.7,1020.2
0.0,41.0,28.0,83.0,36.0,1.0,1.0,0,1018.5,9.7,1020.0
0.0,37.0,22.0,72.0,43.0,1.0,5.0,0,1021.8,7.7,1023.9
0.0,31.0,19.0,90.0,46.0,0.0,2.0,0,1025.8,9.4,1027.3
0.0,22.0,13.0,94.0,53.0,1.0,7.0,0,1029.0,6.3,1031.1
0.0,28.0,15.0,76.0,43.0,5.0,7.0,0,1031.4,3.9,1033.1
0.0,30.0,11.0,62.0,34.0,1.0,2.0,0,1029.4,9.6,1033.3
0.0,26.0,13.0,62.0,35.0,1.0,1.0,0,1025.4,9.9,1029.2
0.0,44.0,24.0,63.0,32.0,1.0,1.0,0,1016.4,8.7,1021.0
4.0,43.0,19.0,95.0,59.0,8.0,3.0,1,1021.0,4.1,1021.2
0.6,30.0,17.0,80.0,47.0,1.0,3.0,0,1026.5,8.3,1028.4
0.0,17.0,7.0,81.0,36.0,1.0,4.0,0,1024.8,7.5,1028.1
0.0,35.0,17.0,63.0,31.0,7.0,4.0,0,1019.6,6.2,1023.0
0.0,41.0,20.0,59.0,48.0,3.0,4.0,0,1016.9,8.8,1019.5
0.2,31.0,9.0,97.0,60.0,4.0,7.0,0,1020.9,5.2,1022.4
0.2,22.0,11.0,93.0,46.0,1.0,4.0,0,1023.8,9.1,1025.4
0.0,30.0,15.0,76.0,43.0,3.0,3.0,0,1025.9,7.9,1026.6
0.0,30.0,13.0,80.0,35.0,6.0,5.0,0,1030.1,8.9,1032.8
0.0,39.0,17.0,73.0,40.0,7.0,4.0,0,1024.6,7.9,1029.6
0.0,31.0,20.0,69.0,23.0,7.0,7.0,0,1022.7,5.4,1024.9
0.0,19.0,2.0,73.0,35.0,7.0,7.0,0,1024.8,4.5,1026.3
0.0,35.0,13.0,58.0,36.0,1.0,7.0,0,1025.6,9.3,1028.8
0.0,28.0,13.0,58.0,34.0,1.0,0.0,0,1023.5,10.0,1027.4
0.0,61.0,37.0,63.0,37.0,7.0,5.0,0,1016.8,4.7,1022.5
1.8,70.0,24.0,92.0,39.0,7.0,3.0,1,1014.3,8.1,1014.9
0.0,20.0,9.0,78.0,35.0,4.0,7.0,0,1020.6,9.4,1022.7
0.0,48.0,31.0,58.0,34.0,7.0,7.0,0,1014.0,4.6,1019.8
2.6,65.0,43.0,81.0,21.0,2.0,1.0,1,1009.0,9.6,1009.2
0.0,46.0,28.0,77.0,56.0,1.0,7.0,0,1020.3,8.2,1020.1
0.0,22.0,6.0,97.0,54.0,5.0,7.0,0,1025.4,3.2,1026.9
0.2,20.0,7.0,59.0,45.0,7.0,4.0,0,1025.5,4.2,1028.0
0.0,37.0,15.0,72.0,43.0,3.0,4.0,0,1022.4,9.5,1026.4
0.0,31.0,11.0,74.0,49.0,7.0,7.0,0,1018.2,2.3,1021.0
0.8,28.0,11.0,94.0,47.0,1.0,5.0,0,1023.1,8.8,1025.3
0.0,28.0,17.0,87.0,45.0,7.0,7.0,0,1027.3,5.4,1028.9
0.0,28.0,19.0,99.0,38.0,8.0,3.0,0,1029.2,7.9,1031.4
0.0,28.0,9.0,75.0,38.0,0.0,5.0,0,1031.8,9.7,1034.3
0.0,22.0,2.0,74.0,32.0,2.0,1.0,0,1030.9,8.1,1034.3
0.0,44.0,17.0,77.0,41.0,0.0,1.0,0,1028.9,9.9,1032.0
0.0,31.0,17.0,76.0,37.0,0.0,0.0,0,1029.6,10.1,1032.3
0.0,39.0,17.0,68.0,31.0,7.0,7.0,0,1029.6,10.3,1032.8
0.0,44.156565656565654,20.605727605727605,48.0,28.40241448692153,1.0,0.0,0,1015.969916527546,10.0,1028.0
0.0,44.156565656565654,24.0,78.0,91.0,7.0,8.0,0,1016.0,1.4,1020.8
7.8,33.0,11.0,99.0,40.0,8.0,1.0,1,1012.3,7.2,1014.5
0.0,50.0,35.0,75.0,32.0,1.0,3.0,0,1013.8,9.3,1013.7
0.0,39.0,20.0,92.0,41.0,0.0,1.0,0,1023.9,9.4,1024.7
0.0,57.0,33.0,76.0,32.0,5.0,3.0,0,1029.4,8.8,1030.0
0.0,48.0,26.0,70.0,43.0,1.0,7.0,0,1032.1,7.4,1035.5
0.0,24.0,9.0,77.0,40.0,0.0,0.0,0,1026.0,10.2,1030.8
0.0,50.0,26.0,63.0,48.0,7.0,7.0,0,1019.1,5.2,1021.9
0.4,33.0,15.0,84.0,44.0,3.0,4.0,0,1025.8,9.8,1027.1
0.0,31.0,17.0,69.0,34.0,2.0,2.0,0,1024.1,10.5,1028.1
0.0,44.0,20.0,62.0,25.0,1.0,0.0,0,1019.5,10.5,1024.0
0.0,50.0,28.0,61.0,21.0,2.0,4.0,0,1012.1,9.0,1017.3
1.2,31.0,15.0,91.0,74.0,7.0,8.0,1,1011.2,0.6,1013.4
11.2,46.0,22.0,91.0,82.0,6.0,5.0,1,1014.5,5.1,1015.4
2.4,48.0,26.0,87.0,53.0,1.0,6.0,1,1020.9,9.2,1022.6
0.0,31.0,17.0,90.0,55.0,1.0,1.0,0,1022.9,9.9,1025.2
0.2,50.0,24.0,83.0,34.0,2.0,2.0,0,1010.9,10.2,1018.2
0.4,81.0,39.0,57.0,39.0,3.0,8.0,0,1003.3,7.2,1004.7
1.4,46.0,31.0,78.0,47.0,1.0,7.0,1,1017.9,7.3,1018.8
0.0,22.0,11.0,88.0,48.0,6.0,7.0,0,1020.7,7.7,1022.6
0.0,61.0,26.0,68.0,28.0,7.0,7.0,0,1011.7,5.0,1017.6
1.0,69.0,33.0,67.0,26.0,1.0,5.0,0,1002.6,7.8,1004.5
0.0,50.0,30.0,73.0,32.0,0.0,5.0,0,1015.5,8.5,1016.4
0.0,43.0,26.0,79.0,34.0,0.0,5.0,0,1020.9,9.0,1022.3
0.0,24.0,7.0,62.0,30.0,1.0,1.0,0,1019.8,10.2,1023.5
0.4,44.0,24.0,80.0,94.0,8.0,8.0,0,1014.2,9.5,1019.1
8.8,43.0,24.0,87.0,33.0,7.0,1.0,1,1015.6,7.6,1017.0
0.4,46.0,28.0,73.0,41.0,6.0,7.0,0,1016.6,9.0,1019.3
0.6,63.0,39.0,76.0,56.0,3.0,5.0,0,1014.6,4.4,1018.7
0.0,56.0,35.0,76.0,49.0,6.0,5.0,0,1014.4,8.8,1015.8
0.0,37.0,19.0,83.0,48.0,7.0,7.0,0,1020.6,4.6,1021.0
0.0,20.0,4.0,72.0,35.0,7.0,7.0,0,1024.9,3.5,1027.4
0.0,24.0,2.0,54.0,28.0,6.0,1.0,0,1025.9,7.5,1029.4
0.0,35.0,19.0,44.0,25.0,0.0,0.0,0,1022.1,9.7,1027.1
0.0,54.0,28.0,42.0,18.0,0.0,0.0,0,1014.1,11.0,1019.8
0.0,41.0,11.0,51.0,22.0,4.0,3.0,0,1010.2,9.0,1013.9
0.0,39.0,24.0,85.0,50.0,7.0,2.0,0,1014.4,5.9,1016.9
0.0,72.0,33.0,69.0,93.0,7.0,8.0,0,1003.2,4.6,1008.1
13.8,78.0,46.0,74.0,44.0,8.0,5.0,1,1009.3,7.9,1006.0
0.0,57.0,28.0,76.0,69.0,2.0,8.0,0,1019.3,8.4,1021.2
0.4,20.0,9.0,81.0,39.0,0.0,4.0,0,1023.4,8.5,1025.7
0.0,46.0,24.0,59.0,41.0,7.0,0.0,0,1020.9,9.1,1024.5
1.4,54.0,33.0,92.0,47.0,7.0,1.0,1,1012.5,5.1,1017.4
0.0,57.0,26.0,62.0,23.0,1.0,3.0,0,1009.2,11.4,1012.8
0.0,48.0,24.0,60.0,40.0,8.0,8.0,0,1015.7,7.5,1016.5
0.0,37.0,15.0,69.0,30.0,0.0,5.0,0,1018.7,6.1,1021.9
0.0,54.0,26.0,57.0,92.0,7.0,8.0,0,1015.8,8.0,1018.4
2.2,69.0,33.0,98.0,87.0,8.0,8.0,1,1012.6,2.3,1014.8
5.2,33.0,19.0,74.0,53.0,2.0,7.0,1,1018.2,6.3,1018.8
0.0,44.0,17.0,71.0,41.0,5.0,5.0,0,1022.4,9.3,1025.2
0.0,37.0,11.0,66.0,38.0,6.0,6.0,0,1023.6,8.0,1026.8
0.0,41.0,15.0,55.0,34.0,1.0,1.0,0,1024.8,8.8,1029.4
0.0,44.0,19.0,56.0,32.0,3.0,4.0,0,1023.1,10.6,1026.1
