MinTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,RainToday,WindDir9am
24.3,1.8,41.0,31.0,72.0,62.0,1,90.0
21.8,3.4,24.0,11.0,98.0,74.0,1,247.5
21.7,0.2,37.0,19.0,62.0,66.0,0,292.5
22.4,0.0,44.0,9.0,74.0,72.0,0,135.0
23.0,0.0,63.0,37.0,62.0,53.0,0,180.0
20.0,19.6,83.0,37.0,67.0,61.0,1,180.0
20.1,0.6,69.0,50.0,56.0,62.0,0,135.0
19.8,3.2,80.0,37.0,79.0,80.0,1,112.5
19.2,5.4,54.0,35.0,66.0,61.0,1,180.0
19.2,1.6,70.0,37.0,67.0,56.0,1,180.0
20.7,1.0,57.0,35.0,83.0,61.0,0,157.5
22.4,0.2,57.0,30.0,62.0,57.0,0,180.0
22.5,0.2,46.0,33.0,68.0,55.0,0,112.5
23.2,0.2,50.0,28.0,60.0,64.0,0,157.5
22.9,3.2,37.0,20.0,61.0,63.0,1,112.5
20.6,0.0,24.0,13.0,69.0,73.0,0,315.0
21.4,0.0,46.0,17.0,71.0,65.0,0,180.0
21.6,0.2,37.0,26.0,63.0,61.0,0,157.5
19.6,0.0,35.0,19.0,64.0,61.0,0,157.5
21.0,4.0,22.0,15.0,69.0,56.0,1,157.5
19.3,0.2,28.0,11.0,61.0,60.0,0,157.5
21.5,0.0,33.0,20.0,65.0,65.0,0,157.5
22.1,0.0,33.0,15.0,61.0,55.0,0,90.0
20.5,0.0,35.0,7.0,72.0,68.0,0,157.5
20.4,0.2,43.0,15.0,78.0,68.0,0,0.0
20.4,17.2,41.0,24.0,80.0,73.0,1,180.0
19.4,0.2,50.0,31.0,80.0,66.0,0,180.0
19.9,0.0,52.0,30.0,66.0,67.0,0,157.5
19.9,0.0,54.0,26.0,59.0,55.0,0,180.0
18.0,0.0,50.0,19.0,57.0,64.0,0,180.0
18.8,0.0,44.0,20.0,62.0,61.0,0,157.5
18.7,0.0,30.0,7.0,69.0,60.0,0,247.5
19.1,0.0,43.0,22.0,62.0,53.0,0,292.5
21.3,0.0,35.0,20.0,61.0,60.0,0,157.5
20.3,0.0,35.0,9.0,71.0,68.0,0,337.5
22.8,0.0,39.0,13.0,75.0,72.0,0,315.0
23.8,0.0,41.0,19.0,76.0,74.0,0,315.0
21.6,0.4,59.0,28.0,61.0,54.0,0,180.0
18.6,0.0,54.0,31.0,58.0,60.0,0,180.0
17.5,0.0,44.0,30.0,57.0,59.0,0,180.0
19.0,1.2,54.0,41.0,70.0,50.0,1,157.5
18.9,0.4,48.0,30.0,65.0,59.0,0,180.0
18.9,3.4,52.0,30.0,75.0,64.0,1,180.0
20.1,3.4,57.0,37.0,63.0,56.0,1,135.0
19.6,0.6,54.0,19.0,74.0,70.0,0,180.0
19.6,17.2,56.0,24.0,81.0,94.0,1,112.5
18.6,4.0,39.0,19.0,71.0,67.0,1,180.0
17.8,8.2,30.0,15.0,86.0,72.0,1,180.0
19.0,0.0,30.0,17.0,89.0,67.0,0,0.0
19.3,0.2,52.0,26.0,71.0,71.0,0,315.0
18.2,0.0,52.0,30.0,48.0,44.0,0,180.0
15.4,0.0,28.0,15.0,57.0,61.0,0,180.0
17.3,0.0,28.0,11.0,65.0,60.0,0,315.0
18.1,0.0,30.0,13.0,68.0,38.0,0,315.0
15.8,0.0,43.0,19.349666666666668,57.0,58.0,0,157.5
18.6,0.0,41.0,24.0,61.0,68.0,0,180.0
17.4,0.0,28.0,17.0,65.0,64.0,0,157.5
18.0,0.0,48.0,28.0,64.0,56.0,0,157.5
18.8,115.2,46.0,31.0,99.0,99.0,1,45.0
16.2,23.0,30.0,19.0,80.0,49.0,1,315.0
15.4,0.2,42.4763698630137,31.0,59.0,57.0,0,180.0
14.5,3.7693959731543623,39.0,19.0,48.0,40.0,0,202.5
14.1,0.0,48.0,17.0,58.0,55.0,0,180.0
16.4,0.0,48.0,19.0,58.0,57.0,0,180.0
18.1,0.8,41.0,24.0,78.0,65.0,0,135.0
16.3,0.0,30.0,7.0,64.0,58.0,0,292.5
15.8,0.0,43.0,13.0,54.0,59.0,0,270.0
13.5,0.0,35.0,13.0,32.0,31.0,0,180.0
12.4,0.0,24.0,15.0,48.0,46.0,0,292.5
12.9,0.0,35.0,9.0,51.0,46.0,0,270.0
13.2,0.0,35.0,11.0,51.0,50.0,0,180.0
13.7,0.0,44.0,4.0,66.0,61.0,0,247.5
12.3,0.0,26.0,9.0,65.0,52.0,0,315.0
12.1,0.0,43.0,9.0,55.0,49.0,0,202.5
14.6,0.0,33.0,19.0,63.0,65.0,0,180.0
16.6,0.8,35.0,6.0,88.0,99.0,0,270.0
12.4,68.6,39.0,9.0,68.0,51.0,1,225.0
13.5,0.2,56.0,31.0,64.0,61.0,0,180.0
17.0,0.0,37.0,26.0,66.0,53.0,0,157.5
16.6,5.6,33.0,7.0,95.0,76.0,1,270.0
16.8,0.0,54.0,17.0,68.0,37.0,0,315.0
14.8,0.0,50.0,13.0,49.0,86.0,0,270.0
16.5,1.0,43.0,17.0,71.0,61.0,0,180.0
16.3,9.2,69.0,39.0,93.0,75.0,1,22.5
13.1,12.4,54.0,31.0,61.0,41.0,1,315.0
12.6,0.0,39.0,30.0,61.0,45.0,0,315.0
12.5,0.0,26.0,9.0,58.0,77.0,0,270.0
16.3,2.0,35.0,13.0,84.0,76.0,1,202.5
14.9,0.0,37.0,13.0,71.0,51.0,0,315.0
11.4,0.0,37.0,17.0,76.0,52.0,0,315.0
14.4,0.0,37.0,11.0,60.0,43.0,0,315.0
12.9,0.0,31.0,9.0,45.0,32.0,0,247.5
10.9,0.0,46.0,22.0,50.0,50.0,0,180.0
12.1,0.0,35.0,17.0,62.0,66.0,0,180.0
13.2,0.0,37.0,15.0,79.0,46.0,0,292.5
11.9,0.0,41.0,31.0,36.0,38.0,0,270.0
11.6,0.0,17.0,11.0,67.0,51.0,0,270.0
7.3,0.0,41.0,13.0,53.0,44.0,0,315.0
11.8,0.0,50.0,24.0,49.0,56.0,0,180.0
14.8,0.2,59.0,30.0,74.0,63.0,0,157.5
15.1,0.0,48.0,35.0,63.0,54.0,0,180.0
14.7,0.0,41.0,30.0,55.0,54.0,0,157.5
12.2,0.0,19.0,9.0,65.0,66.0,0,247.5
16.1,2.2,19.0,7.0,95.0,74.0,1,247.5
14.6,0.2,17.0,9.0,59.0,54.0,0,270.0
11.7,0.0,26.0,11.0,65.0,60.0,0,225.0
12.9,0.0,43.0,17.0,65.0,59.0,0,180.0
14.5,0.0,59.0,31.0,68.0,60.0,0,180.0
14.9,4.8,59.0,33.0,99.0,77.0,1,180.0
14.6,2.6,43.0,28.0,74.0,61.0,1,180.0
12.2,0.0,30.0,13.0,65.0,65.0,0,202.5
13.4,0.0,31.0,9.0,73.0,68.0,0,270.0
14.6,0.0,24.0,15.0,82.0,70.0,0,315.0
10.0,0.0,20.0,11.0,63.0,60.0,0,315.0
10.6,0.0,24.0,13.0,72.0,50.0,0,292.5
9.8,0.4,28.0,9.0,75.0,58.0,0,315.0
12.9,0.0,41.0,7.0,74.0,54.0,0,292.5
12.2,0.0,37.0,9.0,75.0,70.0,0,202.5
13.7,8.2,41.0,15.0,67.0,30.0,1,270.0
7.8,0.2,39.0,9.0,55.0,54.0,0,247.5
11.6,0.0,37.0,20.0,64.0,59.0,0,180.0
14.1,0.2,33.0,11.0,76.0,75.0,0,315.0
12.7,0.2,39.0,13.0,53.0,56.0,0,292.5
13.3,1.4,63.0,20.0,70.0,62.0,1,180.0
14.7,0.0,72.0,39.0,64.0,76.0,0,180.0
14.9,0.0,46.0,28.0,66.0,67.0,0,157.5
13.6,0.0,26.0,11.0,75.0,64.0,0,225.0
13.2,0.0,31.0,9.0,68.0,68.0,0,270.0
13.2,0.2,28.0,9.0,74.0,63.0,0,315.0
15.1,0.0,54.0,26.0,72.0,44.0,0,337.5
8.9,0.0,35.0,22.0,49.0,30.0,0,315.0
9.7,0.0,37.0,19.0,44.0,51.0,0,180.0
10.1,0.0,37.0,15.0,58.0,55.0,0,157.5
10.2,0.0,20.0,9.0,60.0,52.0,0,247.5
11.0,0.0,33.0,6.0,76.0,61.0,0,292.5
12.7,15.8,37.0,7.0,87.0,54.0,1,202.5
11.6,0.2,41.0,17.0,54.0,47.0,0,202.5
9.6,0.0,48.0,24.0,48.0,42.0,0,180.0
10.5,0.0,46.0,28.0,55.0,53.0,0,180.0
14.2,0.0,41.0,20.0,61.0,63.0,0,180.0
14.7,0.0,31.0,7.0,65.0,63.0,0,180.0
14.0,1.6,50.0,13.0,77.0,64.0,1,180.0
15.3,0.4,48.0,35.0,67.0,82.0,0,157.5
15.6,29.8,48.0,35.0,77.0,86.0,1,45.0
17.2,10.2,30.0,7.0,100.0,80.0,1,270.0
15.4,0.0,35.0,9.0,89.0,77.0,0,292.5
18.5,0.0,48.0,22.0,78.0,59.0,0,337.5
14.5,0.2,31.0,15.0,51.0,36.0,0,270.0
11.3,0.0,46.0,24.0,41.0,23.0,0,292.5
9.6,0.0,41.0,24.0,44.0,35.0,0,247.5
9.1,0.0,24.0,7.0,49.0,48.0,0,247.5
9.2,0.0,26.0,7.0,68.0,57.0,0,315.0
12.2,0.0,33.0,11.0,51.0,42.0,0,157.5
8.1,0.0,37.0,15.0,42.0,54.0,0,180.0
8.9,0.0,26.0,11.0,58.0,53.0,0,315.0
11.4,0.0,54.0,9.0,56.0,48.0,0,225.0
16.4,12.0,63.0,41.0,75.0,99.0,1,45.0
16.8,56.2,52.0,20.0,91.0,45.0,1,315.0
11.6,0.0,67.0,19.0,56.0,34.0,0,0.0
11.0,0.0,41.0,19.0,46.0,31.0,0,270.0
8.6,0.0,35.0,13.0,56.0,43.0,0,315.0
11.1,0.0,44.0,20.0,62.0,45.0,0,315.0
11.7,0.0,39.0,22.0,37.0,30.0,0,270.0
10.3,0.0,41.0,7.0,35.0,56.0,0,180.0
11.4,0.0,33.0,9.0,51.0,46.0,0,180.0
14.1,0.0,48.0,17.0,65.0,47.0,0,292.5
17.2,6.2,37.0,19.0,99.0,94.0,1,337.5
9.6,2.0,26.0,13.0,44.0,47.0,1,247.5
8.5,0.0,31.0,9.0,53.0,56.0,0,180.0
13.7,0.0,31.0,11.0,70.0,84.0,0,315.0
14.5,6.8,41.0,13.0,61.0,41.0,1,292.5
13.8,0.0,41.0,13.0,66.0,62.0,0,337.5
14.3,0.0,57.0,24.0,48.0,28.0,0,292.5
10.1,0.0,48.0,19.0,45.0,28.0,0,315.0
9.7,0.0,30.0,15.0,34.0,40.0,0,270.0
13.1,0.0,46.0,28.0,51.0,59.0,0,180.0
11.5,0.0,37.0,19.0,58.0,62.0,0,180.0
12.2,0.0,28.0,13.0,70.0,58.0,0,157.5
12.5,0.0,41.0,13.0,60.0,48.0,0,315.0
14.0,0.0,46.0,35.0,54.0,45.0,0,315.0
16.8,0.0,48.0,28.0,71.0,77.0,0,157.5
20.5,0.0,46.0,24.0,69.0,76.0,0,0.0
19.7,3.4,39.0,15.0,92.0,91.0,1,337.5
18.0,15.6,30.0,9.0,79.0,50.0,1,157.5
12.7,0.0,22.0,11.0,61.0,63.0,0,157.5
15.2,0.0,41.0,28.0,61.0,63.0,0,157.5
14.6,0.0,43.0,6.0,64.0,67.0,0,292.5
19.0,0.4,39.0,13.0,79.0,76.0,0,315.0
13.3,0.4,31.0,20.0,41.0,46.0,0,157.5
13.9,0.0,24.0,13.0,53.0,50.0,0,157.5
16.9,0.0,30.0,13.0,64.0,68.0,0,315.0
15.6,0.0,35.0,13.0,80.0,79.0,0,45.0
18.6,0.0,59.0,30.0,37.0,29.0,0,292.5
14.1,0.0,37.0,11.0,27.0,31.0,0,225.0
15.1,0.0,33.0,4.0,40.0,61.0,0,337.5
13.7,0.0,31.0,11.0,48.0,45.0,0,315.0
15.1,0.0,30.0,9.0,42.0,42.0,0,292.5
14.1,11.4,37.0,19.0,99.0,99.0,1,180.0
17.6,17.0,41.0,17.0,100.0,69.0,1,202.5
18.2,1.2,46.0,20.0,77.0,68.0,1,157.5
15.7,3.4,26.0,6.0,67.0,68.0,1,225.0
17.5,0.0,31.0,4.0,68.0,60.0,0,157.5
18.8,0.0,39.0,20.0,72.0,68.0,0,315.0
16.6,0.0,28.0,13.0,66.0,63.0,0,337.5
16.6,0.4,41.0,13.0,70.0,72.0,0,22.5
20.3,2.0,39.0,13.0,80.0,87.0,1,315.0
18.5,34.8,54.0,13.0,84.0,86.0,1,135.0
15.9,4.2,59.0,37.0,65.0,59.0,1,180.0
15.9,0.6,50.0,31.0,50.0,71.0,0,135.0
15.6,2.2,56.0,22.0,77.0,95.0,1,135.0
16.3,34.6,39.0,11.0,100.0,100.0,1,202.5
17.3,118.6,26.0,11.0,82.0,77.0,1,67.5
17.6,0.0,48.0,7.0,68.0,83.0,0,22.5
17.3,0.0,46.0,7.0,65.0,75.0,0,67.5
17.1,0.0,41.0,19.0,62.0,98.0,0,315.0
19.5,20.6,63.0,30.0,79.0,93.0,1,180.0
17.6,41.4,69.0,37.0,89.0,90.0,1,180.0
16.1,24.2,80.0,44.0,99.0,96.0,1,180.0
15.7,79.2,78.0,54.0,77.0,76.0,1,135.0
18.7,2.6,57.0,44.0,74.0,75.0,1,112.5
16.8,0.6,43.0,26.0,63.0,54.0,0,67.5
15.5,0.4,37.0,17.0,58.0,70.0,0,0.0
18.4,0.0,65.0,13.0,82.0,79.0,0,337.5
14.9,18.8,67.0,13.0,46.0,29.0,1,270.0
9.5,0.0,37.0,15.0,45.0,54.0,0,45.0
12.0,0.0,22.0,9.0,52.0,52.0,0,112.5
13.1,0.0,46.0,7.0,48.0,74.0,0,315.0
16.7,3.4,50.0,31.0,81.0,63.0,1,90.0
16.9,0.0,33.0,17.0,56.0,56.0,0,157.5
13.9,0.0,20.0,13.0,54.0,53.0,0,157.5
15.3,0.0,31.0,11.0,62.0,59.0,0,67.5
16.6,0.0,39.0,17.0,60.0,66.0,0,0.0
17.5,27.0,30.0,9.0,91.0,71.0,1,157.5
17.9,0.0,30.0,13.0,74.0,76.0,0,135.0
18.7,0.0,26.0,13.0,73.0,69.0,0,90.0
17.6,0.0,41.0,13.0,71.0,75.0,0,157.5
17.5,0.2,26.0,17.0,68.0,58.0,0,157.5
17.1,0.0,26.0,9.0,59.0,58.0,0,135.0
17.2,0.0,20.0,9.0,62.0,57.0,0,45.0
17.2,0.0,28.0,6.0,67.0,65.0,0,90.0
18.4,0.0,41.0,9.0,42.0,27.0,0,292.5
15.7,0.0,37.0,28.0,52.0,52.0,0,157.5
19.7,2.6,41.0,20.0,70.0,80.0,1,67.5
16.9,8.2,48.0,30.0,75.0,73.0,1,157.5
15.6,0.0,61.0,13.0,61.0,45.0,0,67.5
17.2,0.8,48.0,20.0,68.0,66.0,0,157.5
20.8,2.2,31.0,19.0,71.0,63.0,1,45.0
20.1,3.2,39.0,19.0,79.0,67.0,1,67.5
19.8,1.2,33.0,9.0,62.0,61.0,1,135.0
17.3,0.2,39.0,9.0,60.0,70.0,0,22.5
20.2,0.6,39.0,22.0,72.0,74.0,0,0.0
21.1,0.0,26.0,19.0,60.0,63.0,0,45.0
20.0,0.0,30.0,13.0,66.0,70.0,0,45.0
18.1,0.0,35.0,13.0,57.0,64.0,0,45.0
21.5,0.0,37.0,19.0,68.0,61.0,0,45.0
19.9,0.0,41.0,20.0,49.0,66.0,0,337.5
19.5,0.4,31.0,19.0,80.0,99.0,0,135.0
18.9,12.0,61.0,30.0,94.0,85.0,1,157.5
18.8,2.0,61.0,43.0,63.0,84.0,1,157.5
19.1,1.0,48.0,33.0,65.0,58.0,0,157.5
18.7,3.6,59.0,35.0,81.0,64.0,1,135.0
20.2,1.4,57.0,41.0,64.0,56.0,1,112.5
18.5,4.4,56.0,11.0,93.0,66.0,1,67.5
18.4,1.2,57.0,31.0,58.0,54.0,1,90.0
18.5,0.0,35.0,19.0,53.0,57.0,0,90.0
22.0,0.0,37.0,22.0,49.0,53.0,0,90.0
19.9,0.6,41.0,22.0,57.0,56.0,0,45.0
17.6,0.2,33.0,13.0,61.0,61.0,0,112.5
21.2,0.6,48.0,19.0,62.0,62.0,0,67.5
21.8,1.4,48.0,28.0,76.0,75.0,1,67.5
21.0,5.4,39.0,13.0,77.0,79.0,1,67.5
20.9,4.4,50.0,15.0,80.0,81.0,1,67.5
20.9,6.2,54.0,28.0,81.0,81.0,1,67.5
19.9,23.8,41.0,15.0,98.0,83.0,1,67.5
20.5,22.8,46.0,33.0,92.0,92.0,1,135.0
20.9,48.6,41.0,20.0,93.0,93.0,1,157.5
22.3,2.4,33.0,19.0,78.0,70.0,1,67.5
22.1,0.0,33.0,17.0,69.0,68.0,0,45.0
21.6,0.0,44.0,22.0,57.0,73.0,0,337.5
24.1,0.0,37.0,20.0,65.0,99.0,0,337.5
20.6,45.8,31.0,13.0,83.0,87.0,1,315.0
21.8,0.4,37.0,9.0,72.0,76.0,0,135.0
21.1,0.6,46.0,30.0,66.0,84.0,0,180.0
20.0,0.8,28.0,11.0,62.0,65.0,0,112.5
21.7,0.0,52.0,20.0,64.0,87.0,0,315.0
22.1,2.0,61.0,17.0,71.0,77.0,1,135.0
22.0,1.4,31.0,9.0,67.0,78.0,1,135.0
21.0,2.2,37.0,9.0,76.0,91.0,1,225.0
17.9,53.0,56.0,20.0,69.0,25.0,1,315.0
15.1,0.0,33.0,28.0,38.0,54.0,0,157.5
18.4,0.0,54.0,26.0,70.0,89.0,0,157.5
19.3,18.6,43.0,24.0,82.0,78.0,1,157.5
22.7,4.2,63.0,44.0,81.0,93.0,1,157.5
22.2,71.0,41.0,17.0,100.0,92.0,1,180.0
21.5,17.4,52.0,6.0,99.0,99.0,1,292.5
21.4,112.2,65.0,13.0,100.0,100.0,1,337.5
21.2,45.4,78.0,56.0,80.0,73.0,1,135.0
21.6,0.4,61.0,44.0,62.0,75.0,0,157.5
21.1,0.0,52.0,24.0,58.0,71.0,0,157.5
21.3,0.0,54.0,26.0,61.0,63.0,0,157.5
21.8,0.4,52.0,37.0,89.0,99.0,0,157.5
22.8,10.8,26.0,13.0,72.0,68.0,1,45.0
22.8,0.6,50.0,15.0,76.0,69.0,0,135.0
21.9,0.0,61.0,31.0,61.0,76.0,0,157.5
21.9,0.4,39.0,11.0,67.0,64.0,0,157.5
20.3,29.6,61.0,13.0,94.0,91.0,1,135.0
19.2,37.0,56.0,31.0,89.0,69.0,1,0.0
22.6,0.8,42.4763698630137,19.349666666666668,88.0,77.0,0,157.5
23.0,1.2,42.4763698630137,19.349666666666668,82.0,84.0,1,157.5
23.5,22.0,56.0,19.349666666666668,93.0,99.0,1,157.5
24.3,14.6,54.0,37.0,90.0,97.0,1,90.0
23.8,6.2,39.0,20.0,76.0,71.0,1,90.0
23.8,0.0,52.0,30.0,66.0,64.0,0,135.0
22.6,1.4,39.0,30.0,66.0,69.0,1,135.0
21.4,0.8,37.0,26.0,71.0,56.0,0,112.5
20.3,0.2,54.0,31.0,62.0,66.0,0,157.5
18.3,0.0,24.0,9.0,54.0,54.0,0,157.5
23.1,0.0,37.0,17.0,72.0,78.0,0,157.5
24.4,0.8,30.0,17.0,75.0,71.0,0,112.5
21.5,13.8,56.0,28.0,75.0,68.0,1,157.5
20.8,16.4,59.0,43.0,88.0,66.0,1,112.5
20.4,1.8,54.0,33.0,60.0,56.0,1,180.0
19.5,0.0,56.0,33.0,54.0,63.0,0,157.5
18.4,0.0,28.0,9.0,54.0,57.0,0,157.5
20.9,0.0,41.0,17.0,56.0,61.0,0,0.0
21.7,0.0,24.0,9.0,59.0,58.0,0,45.0
21.6,0.0,22.0,11.0,61.0,60.0,0,157.5
23.7,0.0,63.0,15.0,64.0,67.0,0,157.5
22.6,2.2,61.0,46.0,66.0,62.0,1,157.5
22.8,0.0,43.0,31.0,67.0,65.0,0,135.0
22.9,0.0,26.0,13.0,67.0,63.0,0,90.0
23.7,0.0,31.0,13.0,82.0,69.0,0,157.5
24.5,1.4,33.0,15.0,81.0,73.0,1,45.0
24.4,0.0,31.0,13.0,74.0,70.0,0,22.5
24.7,0.0,39.0,15.0,73.0,68.0,0,22.5
24.7,0.0,35.0,15.0,75.0,69.0,0,22.5
24.7,0.0,37.0,17.0,80.0,76.0,0,22.5
22.9,5.8,61.0,39.0,75.0,70.0,1,180.0
22.0,0.0,52.0,24.0,83.0,85.0,0,180.0
20.7,7.4,54.0,31.0,66.0,56.0,1,157.5
20.5,2.0,48.0,33.0,74.0,61.0,1,180.0
20.7,1.8,41.0,13.0,71.0,53.0,1,180.0
20.2,0.4,28.0,7.0,61.0,61.0,0,90.0
21.1,0.0,33.0,19.0,61.0,64.0,0,157.5
23.4,0.0,50.0,31.0,67.0,64.0,0,157.5
22.0,9.4,56.0,22.0,85.0,97.0,1,180.0
21.2,16.6,41.0,30.0,71.0,72.0,1,157.5
23.1,7.2,30.0,15.0,81.0,72.0,1,180.0
21.3,0.2,37.0,17.0,72.0,70.0,0,157.5
23.1,7.8,20.0,13.0,72.0,64.0,1,90.0
23.2,0.0,39.0,20.0,59.0,66.0,0,315.0
24.5,0.0,67.0,9.0,72.0,82.0,0,135.0
21.2,34.2,80.0,56.0,63.0,60.0,1,157.5
18.0,3.8,65.0,43.0,80.0,72.0,1,180.0
19.4,7.0,57.0,37.0,70.0,61.0,1,157.5
18.7,0.2,24.0,11.0,61.0,57.0,0,157.5
19.7,0.0,28.0,6.0,54.0,61.0,0,292.5
21.6,0.0,39.0,17.0,55.0,60.0,0,0.0
22.9,0.0,41.0,19.0,56.0,64.0,0,315.0
23.1,0.0,41.0,22.0,63.0,67.0,0,337.5
22.4,5.0,56.0,7.0,81.0,63.0,1,292.5
22.9,73.2,48.0,15.0,79.0,71.0,1,337.5
21.0,30.2,26.0,6.0,97.0,83.0,1,67.5
21.2,8.0,80.0,30.0,74.0,77.0,1,180.0
20.1,13.6,70.0,31.0,70.0,58.0,1,180.0
21.3,2.2,67.0,46.0,58.0,53.0,1,135.0
19.3,6.8,54.0,20.0,68.0,61.0,1,67.5
19.2,0.2,35.0,15.0,61.0,62.0,0,180.0
19.7,2.4,37.0,13.0,64.0,60.0,1,157.5
21.1,1.6,33.0,6.0,71.0,58.0,1,67.5
21.9,0.0,50.0,15.0,68.0,62.0,0,90.0
22.7,0.0,37.0,28.0,85.0,82.0,0,157.5
24.0,0.6,31.0,20.0,68.0,61.0,0,112.5
20.4,0.0,33.0,22.0,69.0,64.0,0,157.5
21.1,0.0,24.0,11.0,69.0,64.0,0,157.5
23.1,0.0,20.0,4.0,68.0,63.0,0,67.5
22.2,0.0,19.0,2.0,76.0,69.0,0,315.0
22.0,8.4,52.0,22.0,99.0,95.0,1,180.0
20.1,31.8,43.0,24.0,99.0,86.0,1,180.0
22.1,3.6,22.0,19.0,82.0,75.0,1,157.5
23.3,0.2,31.0,13.0,79.0,76.0,0,0.0
20.2,0.0,41.0,19.0,44.0,34.0,0,270.0
20.5,0.0,50.0,15.0,41.0,33.0,0,270.0
17.2,0.0,41.0,17.0,38.0,30.0,0,315.0
20.0,0.0,56.0,37.0,60.0,52.0,0,157.5
21.1,0.0,61.0,41.0,59.0,57.0,0,180.0
19.6,0.6,59.0,30.0,63.0,76.0,0,157.5
19.8,16.4,56.0,37.0,59.0,63.0,1,135.0
19.9,12.4,44.0,22.0,99.0,86.0,1,135.0
20.3,5.2,39.0,17.0,71.0,65.0,1,157.5
16.3,0.0,33.0,11.0,52.0,50.0,0,202.5
14.2,0.0,26.0,4.0,56.0,70.0,0,157.5
16.8,0.0,37.0,9.0,75.0,70.0,0,112.5
15.0,4.6,30.0,17.0,70.0,59.0,1,180.0
15.3,0.0,59.0,28.0,57.0,59.0,0,180.0
15.9,0.0,54.0,30.0,51.0,45.0,0,180.0
12.7,0.0,31.0,9.0,45.0,49.0,0,225.0
13.5,0.0,28.0,13.0,57.0,53.0,0,292.5
16.3,2.2,30.0,11.0,91.0,69.0,1,292.5
13.9,1.6,50.0,11.0,67.0,57.0,1,292.5
10.6,3.6,41.0,13.0,61.0,34.0,1,315.0
11.3,0.0,50.0,33.0,38.0,34.0,0,270.0
9.9,0.0,26.0,9.0,44.0,43.0,0,270.0
10.4,0.0,24.0,11.0,45.0,39.0,0,270.0
12.7,0.0,52.0,33.0,43.0,39.0,0,180.0
11.9,0.0,33.0,19.0,56.0,59.0,0,180.0
14.0,0.0,48.0,9.0,64.0,61.0,0,202.5
13.7,0.0,52.0,26.0,67.0,55.0,0,180.0
16.2,0.8,52.0,26.0,84.0,88.0,0,180.0
14.9,18.0,48.0,35.0,68.0,63.0,1,157.5
15.5,3.0,33.0,13.0,84.0,74.0,1,180.0
17.2,7.8,26.0,11.0,93.0,96.0,1,202.5
17.0,7.2,57.0,9.0,93.0,91.0,1,0.0
14.0,5.4,41.0,15.0,65.0,41.0,1,292.5
11.8,0.2,46.0,28.0,53.0,45.0,0,270.0
12.1,0.0,37.0,15.0,50.0,44.0,0,292.5
10.0,0.0,26.0,9.0,62.0,56.0,0,292.5
12.5,0.0,50.0,17.0,69.0,61.0,0,180.0
13.7,0.6,46.0,17.0,76.0,69.0,0,180.0
14.2,3.4,33.0,19.0,88.0,65.0,1,157.5
10.9,7.0,54.0,9.0,72.0,61.0,1,202.5
11.6,1.4,26.0,0.0,90.0,68.0,1,157.5
14.4,0.6,59.0,28.0,63.0,56.0,0,180.0
12.8,0.0,24.0,9.0,59.0,55.0,0,180.0
11.3,0.0,30.0,15.0,74.0,37.0,0,315.0
11.8,0.0,22.0,13.0,72.0,45.0,0,292.5
11.6,0.0,19.0,7.0,64.0,53.0,0,292.5
15.1,0.0,19.0,6.0,78.0,69.0,0,202.5
13.6,0.0,28.0,20.0,52.0,48.0,0,292.5
13.1,0.0,33.0,17.0,31.0,41.0,0,270.0
7.3,0.0,28.0,11.0,46.0,40.0,0,270.0
10.6,0.0,44.0,11.0,59.0,62.0,0,202.5
14.6,10.2,39.0,11.0,99.0,69.0,1,202.5
13.8,2.8,46.0,28.0,72.0,59.0,1,180.0
12.4,0.0,46.0,31.0,73.0,52.0,0,315.0
11.2,0.0,28.0,15.0,72.0,55.0,0,315.0
10.4,0.0,31.0,17.0,70.0,52.0,0,292.5
11.3,0.0,50.0,22.0,59.0,41.0,0,315.0
10.1,0.0,28.0,20.0,42.0,28.0,0,270.0
8.4,0.0,19.0,13.0,58.0,42.0,0,315.0
8.4,0.0,26.0,13.0,66.0,38.0,0,315.0
10.0,0.0,35.0,13.0,65.0,42.0,0,315.0
11.7,0.0,41.0,26.0,55.0,25.0,0,292.5
8.2,0.0,20.0,7.0,51.0,39.0,0,292.5
10.6,0.0,43.0,7.0,64.0,51.0,0,202.5
15.0,0.0,41.0,28.0,66.0,53.0,0,180.0
14.7,0.0,35.0,15.0,67.0,65.0,0,180.0
11.4,0.0,19.0,7.0,64.0,50.0,0,202.5
12.7,0.0,50.0,28.0,54.0,58.0,0,180.0
14.2,2.2,70.0,41.0,99.0,65.0,1,157.5
14.0,3.2,72.0,30.0,61.0,63.0,1,180.0
13.2,2.6,48.0,20.0,72.0,60.0,1,202.5
12.8,0.0,46.0,20.0,65.0,55.0,0,180.0
13.8,0.0,37.0,7.0,75.0,60.0,0,247.5
12.3,0.0,31.0,11.0,78.0,41.0,0,315.0
14.2,0.0,54.0,20.0,54.0,26.0,0,270.0
11.4,0.0,39.0,17.0,45.0,28.0,0,315.0
9.6,0.0,57.0,22.0,43.0,29.0,0,315.0
9.5,0.0,19.0,7.0,45.0,45.0,0,202.5
6.9,0.0,41.0,19.0,50.0,24.0,0,337.5
7.4,0.0,44.0,19.0,49.0,28.0,0,315.0
10.0,0.0,52.0,13.0,36.0,37.0,0,270.0
7.9,0.0,30.0,15.0,55.0,34.0,0,315.0
