MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
9.9,0.0,35.0,4.0,5.0,0.0,1.0,0,1013.3,11.9,1018.7
23.2,0.0,57.0,2.0,2.0,1.0,1.0,0,1010.0,11.8,1014.6
20.6,0.0,46.0,11.0,15.0,1.0,4.0,0,1008.9,11.0,1012.4
15.3,0.0,41.0,16.0,12.0,1.0,1.0,0,1011.3,11.8,1016.4
11.9,0.0,37.0,19.0,12.0,0.0,0.0,0,1014.6,12.0,1018.8
10.7,0.0,50.0,13.0,8.0,0.0,1.0,0,1016.1,12.2,1019.6
11.3,0.0,44.0,25.0,15.0,0.0,1.0,0,1018.5,9.581944444444444,1021.9
9.9,0.0,48.0,20.0,14.0,0.0,1.0,0,1019.7,9.581944444444444,1023.5
6.3,0.0,56.0,19.0,5.0,0.0,0.0,0,1019.4,12.3,1024.3
8.1,0.0,39.0,14.0,9.0,0.0,0.0,0,1016.8,12.3,1022.4
9.4,0.0,35.0,6.0,5.0,0.0,0.0,0,1013.5,12.3,1019.1
15.6,0.0,52.0,16.0,12.0,1.0,2.0,0,1012.1,8.8,1016.9
22.2,0.0,39.0,32.0,11.0,8.0,7.0,0,1013.6,3.7,1017.5
16.6,0.0,46.0,24.0,6.0,0.0,1.0,0,1012.6,12.3,1017.3
17.5,0.0,39.0,10.0,6.0,1.0,3.0,0,1011.9,11.6,1016.4
20.0,0.0,69.0,8.0,6.0,0.0,5.0,0,1011.5,10.4,1016.1
18.7,0.0,61.0,20.0,12.0,0.0,0.0,0,1013.3,11.5,1017.3
9.9,0.0,39.0,12.0,3.0,0.0,0.0,0,1012.6,12.2,1017.3
12.0,0.0,35.0,28.0,18.0,0.0,0.0,0,1012.0,12.3,1017.1
13.8,0.0,31.0,23.0,9.0,0.0,0.0,0,1010.0,12.4,1014.7
16.3,0.0,39.0,19.0,10.0,0.0,0.0,0,1011.2,12.5,1014.7
18.5,0.0,52.0,20.0,10.0,0.0,1.0,0,1009.8,12.5,1014.9
21.3,0.0,46.0,21.0,14.0,1.0,3.0,0,1009.5,12.0,1014.5
25.9,0.0,65.0,15.0,10.0,3.0,4.0,0,1009.7,11.4,1014.1
22.9,0.0,39.0,32.0,12.0,7.0,1.0,0,1012.5,8.1,1016.6
19.1,0.0,41.0,21.0,15.0,1.0,1.0,0,1013.8,10.6,1018.4
18.2,0.0,44.0,23.0,9.0,0.0,2.0,0,1012.3,12.3,1017.2
12.3,0.0,41.0,9.0,2.0,1.0,5.0,0,1011.9,12.7,1016.1
11.8,0.0,39.0,6.0,3.0,2.0,4.0,0,1011.2,12.8,1016.0
18.0,0.0,41.0,16.0,12.0,1.0,5.0,0,1010.1,12.2,1014.2
22.0,0.0,48.0,15.0,8.0,1.0,1.0,0,1009.0,12.4,1013.7
20.4,0.0,56.0,28.0,15.0,0.0,1.0,0,1008.7,12.7,1012.4
19.3,0.0,48.0,21.0,11.0,0.0,1.0,0,1011.4,12.7,1015.5
17.6,0.0,48.0,17.0,8.0,0.0,0.0,0,1012.9,12.9,1017.4
17.9,0.0,54.0,10.0,5.0,0.0,1.0,0,1010.9,12.8,1015.8
19.7,0.0,57.0,12.0,8.0,0.0,3.0,0,1007.8,12.4,1012.2
20.0,0.0,52.0,8.0,3.0,0.0,0.0,0,1005.7,12.4,1009.5
18.5,0.0,28.0,4.0,2.0,1.0,3.0,0,1003.0,12.9,1007.6
19.5,0.0,52.0,7.0,4.0,0.0,5.0,0,1000.7,11.0,1005.3
30.3,0.0,61.0,14.0,11.0,3.0,5.0,0,1003.6,7.0,1005.6
27.5,0.0,59.0,22.0,13.0,3.0,5.0,0,1003.5,9.1,1007.5
26.2,0.0,89.0,24.0,16.0,5.0,6.0,0,1002.8,5.3,1007.3
25.1,0.4,57.0,38.0,16.0,7.0,4.0,0,1001.9,11.4,1005.8
16.5,0.0,43.0,43.0,25.0,3.0,1.0,0,1010.9,12.2,1014.3
17.5,0.0,57.0,46.0,22.0,8.0,5.0,0,1015.4,6.9,1018.9
10.9,0.0,54.0,33.0,11.0,2.0,3.0,0,1012.6,11.8,1017.3
9.8,0.0,43.0,38.0,15.0,1.0,1.0,0,1008.6,13.0,1013.6
11.6,0.0,43.0,13.0,6.0,0.0,0.0,0,1005.7,13.2,1010.2
22.4,0.0,44.0,5.0,5.0,0.0,0.0,0,1006.8,13.1,1009.9
18.6,0.0,39.0,13.0,9.0,0.0,0.0,0,1010.4,13.0,1014.5
15.1,0.0,37.0,16.0,7.0,0.0,0.0,0,1010.3,13.2,1014.9
15.4,0.0,43.0,28.0,11.0,0.0,0.0,0,1011.1,13.4,1015.1
15.0,0.0,41.0,17.0,6.0,0.0,0.0,0,1010.9,13.4,1014.9
13.8,0.0,37.0,14.0,8.0,0.0,0.0,0,1010.4,13.2,1014.6
14.6,0.0,44.0,12.0,3.0,0.0,3.0,0,1011.0,13.2,1014.4
15.2,0.0,48.0,4.0,1.0,1.0,1.0,0,1011.6,13.2,1014.9
18.5,0.0,37.0,12.0,5.0,0.0,0.0,0,1010.9,12.8,1015.7
20.3,0.0,43.0,8.0,4.0,0.0,0.0,0,1008.8,13.1,1013.6
19.0,0.0,35.0,5.0,5.0,1.0,1.0,0,1004.9,11.8,1010.1
28.6,0.0,50.0,6.0,4.0,1.0,1.0,0,1002.6,12.3,1007.6
24.2,0.0,54.0,26.0,14.0,4.0,2.0,0,1003.5,8.3,1007.5
24.9,0.0,41.0,41.0,28.0,8.0,7.0,0,1008.3,1.3,1010.1
19.0,11.0,54.0,50.0,55.0,8.0,8.0,1,1016.0,0.0,1014.0
14.4,0.0,39.0,27.0,16.0,6.0,6.0,0,1012.5,11.0,1016.5
19.4,0.0,41.0,12.0,17.0,7.0,2.0,0,1011.7,8.7,1014.6
16.7,0.0,52.0,31.0,18.0,2.0,1.0,0,1010.4,13.0,1014.1
20.4,0.0,43.0,28.0,13.0,7.0,6.0,0,1008.6,12.2,1013.3
21.0,0.0,41.0,30.0,15.0,2.0,5.0,0,1005.4,12.2,1010.8
27.7,0.0,52.0,38.0,21.0,5.0,7.0,0,1007.6,6.6,1010.8
22.4,0.0,44.0,57.0,57.0,8.0,8.0,0,1013.8,1.0,1015.2
21.1,0.0,46.0,46.0,28.0,5.0,1.0,0,1011.1,10.7,1015.2
19.9,0.0,39.0,12.0,17.0,3.0,4.0,0,1009.0,11.7,1014.1
22.8,0.0,37.0,8.0,15.0,6.0,4.0,0,1006.5,11.1,1011.2
20.8,0.0,46.0,7.0,5.0,6.0,6.0,0,1005.7,9.0,1010.1
27.5,0.0,67.0,36.0,23.0,5.0,7.0,0,1001.5,8.1,1007.8
24.9,0.0,74.0,57.0,47.0,7.0,7.0,0,1006.4,2.1,1006.0
17.5,0.0,54.0,47.0,23.0,5.0,1.0,0,1008.8,11.8,1012.1
15.7,0.0,52.0,23.0,11.0,0.0,3.0,0,1009.3,13.1,1013.1
16.1,0.0,43.0,17.0,9.0,0.0,0.0,0,1008.7,13.1,1012.8
16.9,0.0,54.0,13.0,6.0,1.0,1.0,0,1008.3,12.7,1012.5
20.3,0.0,41.0,12.0,9.0,1.0,1.0,0,1007.1,12.8,1011.3
22.0,0.0,41.0,24.0,11.0,2.0,6.0,0,1003.2,12.3,1008.5
24.7,0.0,37.0,33.0,17.0,0.0,3.0,0,1001.9,13.1,1006.1
27.2,0.0,59.0,25.0,14.0,0.0,1.0,0,1002.6,13.3,1006.7
25.3,0.0,50.0,29.0,21.0,0.0,0.0,0,1008.0,12.8,1010.5
21.3,0.0,43.0,16.0,18.0,5.0,4.0,0,1008.0,12.0,1012.9
19.9,0.0,39.0,15.0,8.0,4.0,5.0,0,1005.5,10.6,1010.6
24.2,0.0,37.0,11.0,12.0,8.0,7.0,0,1005.4,0.9,1009.0
23.5,0.4,61.0,75.0,62.0,8.0,7.0,0,1004.4,0.5,1007.9
20.6,27.0,67.0,94.0,93.0,7.0,8.0,1,1003.8,0.1,1005.7
21.0,33.0,67.0,94.0,70.0,7.0,6.0,1,1003.2,3.3,1006.0
21.7,58.8,43.0,96.0,67.0,8.0,7.0,1,1006.7,1.5,1009.7
21.8,4.6,43.0,70.0,80.0,7.0,7.0,1,1007.1,2.6,1010.4
22.5,12.2,43.0,47.0,28.0,5.0,4.0,1,1004.3,12.6,1007.8
22.7,0.0,56.0,46.0,28.0,7.0,7.0,0,1004.1,11.3,1006.5
22.0,0.0,35.0,59.0,38.0,8.0,3.0,0,1010.0,5.8,1012.5
20.2,0.0,37.0,44.0,24.0,1.0,0.0,0,1009.5,12.4,1012.8
21.5,0.0,39.0,22.0,15.0,0.0,1.0,0,1007.9,12.4,1011.8
20.7,0.0,44.0,28.0,8.0,0.0,0.0,0,1007.2,12.8,1010.0
19.7,0.0,48.0,25.0,18.0,0.0,0.0,0,1010.1,13.0,1012.9
16.4,0.0,41.0,25.0,17.0,0.0,0.0,0,1009.8,13.0,1013.3
16.3,0.0,50.0,24.0,9.0,0.0,0.0,0,1009.4,13.1,1012.7
16.0,0.0,28.0,19.0,10.0,0.0,0.0,0,1007.6,13.0,1012.1
17.6,0.0,30.0,14.0,7.0,1.0,1.0,0,1004.1,13.1,1008.6
21.8,0.0,35.0,15.0,7.0,4.0,4.0,0,1003.8,13.0,1006.6
21.2,0.0,37.0,26.0,10.0,2.0,1.0,0,1005.5,12.8,1008.7
22.3,0.0,41.0,25.0,14.0,0.0,1.0,0,1004.2,12.2,1008.2
22.7,0.0,35.0,19.0,12.0,0.0,1.0,0,1003.7,12.6,1007.3
21.3,0.0,43.0,17.0,10.0,4.0,5.0,0,1003.2,12.8,1006.2
25.7,0.0,48.0,34.0,22.0,8.0,6.0,0,1003.1,12.1,1006.7
24.1,0.0,74.0,38.0,22.0,1.0,4.0,0,1001.1,12.1,1004.5
21.4,1.0,56.0,62.0,27.0,1.0,3.0,0,1002.5,11.5,1005.8
21.5,0.0,50.0,43.0,18.0,2.0,4.0,0,1001.1,9.8,1004.7
20.7,0.0,54.0,27.0,10.0,0.0,3.0,0,1002.8,11.0,1005.4
21.9,0.0,52.0,34.0,15.0,0.0,3.0,0,1003.9,11.6,1007.9
20.3,0.0,48.0,29.0,10.0,1.0,1.0,0,1001.3,12.6,1005.4
19.8,0.0,48.0,47.0,16.0,0.0,1.0,0,1000.4,12.0,1004.9
22.7,0.0,39.0,37.0,18.0,5.0,6.0,0,1006.1,11.3,1008.3
23.1,0.0,35.0,31.0,19.0,4.0,5.0,0,1009.1,9.4,1012.4
23.6,0.0,52.0,45.0,25.0,2.0,2.0,0,1010.5,9.4,1014.6
23.2,0.0,41.0,21.0,15.0,2.0,6.0,0,1010.2,10.2,1014.2
17.6,0.0,39.0,21.0,19.0,1.0,1.0,0,1009.3,12.8,1013.5
22.4,0.0,39.0,36.0,20.0,0.0,3.0,0,1008.6,12.4,1012.3
22.7,0.0,54.0,42.0,27.0,0.0,4.0,0,1006.5,11.7,1011.2
24.5,0.0,39.0,45.0,25.0,1.0,3.0,0,1004.3,10.8,1008.9
25.6,0.2,52.0,57.0,69.0,6.0,7.0,0,1002.4,4.5,1007.2
21.2,2.2,35.0,80.0,40.0,7.0,6.0,1,1003.0,8.8,1005.9
20.0,0.0,50.0,47.0,19.0,1.0,4.0,0,1005.7,12.6,1008.1
19.5,0.0,37.0,39.0,16.0,0.0,3.0,0,1007.7,12.6,1011.1
19.1,0.0,52.0,31.0,12.0,0.0,0.0,0,1008.0,12.6,1011.8
19.4,0.0,48.0,29.0,12.0,0.0,0.0,0,1009.1,12.6,1012.3
18.9,0.0,59.0,32.0,13.0,0.0,1.0,0,1009.8,12.2,1013.2
21.2,0.0,43.0,33.0,17.0,0.0,1.0,0,1009.2,12.2,1013.2
20.8,0.0,39.0,36.0,22.0,1.0,3.0,0,1007.1,12.4,1011.2
22.9,0.0,43.0,40.0,22.0,1.0,3.0,0,1006.2,10.6,1010.6
25.0,0.0,67.0,42.0,17.0,5.0,5.0,0,1007.1,10.5,1011.0
21.9,0.0,59.0,62.0,64.0,6.0,8.0,0,1009.2,5.8,1012.9
21.4,57.4,37.0,86.0,96.0,8.0,8.0,1,1009.7,0.0,1012.3
20.9,31.8,54.0,88.0,71.0,8.0,8.0,1,1009.5,0.2,1012.2
19.8,1.2,52.0,85.0,77.0,8.0,8.0,1,1007.6,0.2,1010.6
20.2,27.6,46.0,98.0,96.0,8.0,8.0,1,1005.1,0.0,1008.8
18.8,62.0,61.0,96.0,95.0,8.0,8.0,1,1003.2,0.0,1004.8
16.7,28.0,56.0,96.0,93.0,8.0,8.0,1,1007.9,0.0,1008.0
17.2,1.8,39.0,53.0,49.0,6.0,1.0,1,1008.2,3.5,1010.8
18.3,0.0,37.0,65.0,53.0,7.0,7.0,0,1007.1,4.5,1009.9
16.4,1.4,31.0,65.0,23.0,0.0,1.0,1,1006.1,11.8,1008.6
17.0,0.0,31.0,44.0,15.0,0.0,1.0,0,1007.2,11.8,1009.5
18.4,0.0,31.0,37.0,36.0,0.0,1.0,0,1009.8,11.7,1011.8
15.1,0.0,31.0,35.0,26.0,0.0,1.0,0,1009.9,11.7,1014.1
14.1,0.0,28.0,42.0,29.0,0.0,1.0,0,1012.9,11.6,1015.7
15.2,0.0,31.0,39.0,37.0,0.0,1.0,0,1016.5,11.7,1018.8
13.8,0.0,50.0,40.0,26.0,2.0,1.0,0,1017.9,11.5,1020.8
16.1,0.0,46.0,36.0,29.0,4.0,1.0,0,1019.4,11.5,1022.9
12.1,0.0,37.0,40.0,35.0,5.0,3.0,0,1019.0,8.9,1023.5
18.4,0.0,37.0,58.0,40.0,7.0,7.0,0,1016.8,3.0,1020.7
18.6,0.0,35.0,84.0,46.0,7.0,5.0,0,1012.3,3.2,1017.3
18.3,0.0,30.0,47.0,31.0,7.0,6.0,0,1012.0,9.5,1016.0
19.2,0.0,31.0,56.0,33.0,6.0,5.0,0,1011.5,5.9,1015.4
18.4,0.0,31.0,46.0,32.0,1.0,1.0,0,1014.1,11.4,1016.9
17.3,0.0,31.0,44.0,28.0,0.0,1.0,0,1013.7,11.4,1017.7
17.3,0.0,35.0,44.0,26.0,0.0,1.0,0,1012.4,11.5,1016.1
16.3,0.0,43.0,41.0,25.0,0.0,0.0,0,1012.5,11.5,1015.7
15.4,0.0,39.0,45.0,22.0,0.0,0.0,0,1011.8,11.5,1016.0
14.6,0.0,50.0,44.0,31.0,1.0,1.0,0,1011.7,11.3,1014.9
20.7,0.0,52.0,37.0,38.0,3.0,5.0,0,1011.8,9.581944444444444,1015.9
22.5,0.0,41.0,67.0,40.0,5.0,5.0,0,1012.4,9.581944444444444,1016.5
19.9,0.0,37.0,39.0,31.0,1.0,1.0,0,1012.0,9.581944444444444,1016.0
16.6,0.0,41.0,42.0,25.0,1.0,1.0,0,1011.7,11.0,1015.8
17.7,0.0,44.0,43.0,26.0,1.0,3.0,0,1010.7,11.2,1014.4
17.4,0.0,20.0,48.0,25.0,1.0,1.0,0,1007.5,11.4,1012.2
21.7,0.0,33.0,37.0,26.0,0.0,3.0,0,1010.1,10.5,1012.5
19.8,0.0,39.0,55.0,35.0,1.0,2.0,0,1012.5,11.2,1016.2
17.8,0.0,39.0,53.0,29.0,2.0,6.0,0,1011.3,10.0,1014.9
15.3,0.0,48.0,48.0,20.0,3.0,2.0,0,1012.4,10.9,1016.5
14.1,0.0,48.0,50.0,29.0,3.0,1.0,0,1011.0,10.1,1014.9
13.6,0.0,35.0,32.0,24.0,1.0,1.0,0,1010.4,11.4,1014.6
16.6,0.0,31.0,44.0,35.0,0.0,2.0,0,1008.3,11.4,1012.9
19.0,0.0,50.0,55.0,33.0,4.0,2.0,0,1006.4,9.8,1010.5
22.2,0.6,43.0,51.0,28.0,2.0,5.0,0,1007.5,10.6,1009.7
24.9,0.4,44.0,53.0,30.0,3.0,7.0,0,1009.4,4.6,1012.1
22.4,7.8,46.0,84.0,54.0,6.0,5.0,1,1011.4,5.6,1015.9
20.0,15.4,54.0,93.0,53.0,7.0,7.0,1,1009.4,5.1,1013.9
20.8,0.6,43.0,91.0,91.0,7.0,8.0,0,1010.9,0.2,1013.4
18.5,14.8,33.0,89.0,75.0,7.0,8.0,1,1012.7,0.0,1015.1
17.1,0.2,37.0,89.0,52.0,6.0,6.0,0,1014.7,3.9,1017.4
13.1,0.0,31.0,72.0,60.0,3.0,7.0,0,1017.5,5.2,1020.7
10.8,0.0,33.0,69.0,34.0,1.0,1.0,0,1015.9,10.7,1020.3
8.6,0.0,28.0,66.0,25.0,6.0,1.0,0,1015.5,11.0,1019.5
8.9,0.0,24.0,58.0,21.0,2.0,4.0,0,1013.2,11.2,1017.5
11.0,0.0,24.0,49.0,18.0,1.0,2.0,0,1013.8,10.8,1017.4
13.7,0.0,30.0,56.0,31.0,0.0,1.0,0,1014.1,10.5,1017.3
13.0,0.0,37.0,59.0,27.0,0.0,2.0,0,1012.8,11.2,1016.3
13.4,0.0,39.0,57.0,32.0,0.0,5.0,0,1012.3,11.1,1016.2
14.0,0.0,33.0,66.0,25.0,1.0,4.0,0,1013.0,11.2,1016.0
13.4,0.0,30.0,66.0,35.0,0.0,3.0,0,1015.0,11.0,1018.9
13.7,0.0,26.0,59.0,31.0,0.0,1.0,0,1014.3,11.2,1019.2
13.8,0.0,19.0,59.0,20.0,1.0,1.0,0,1013.1,11.2,1017.3
16.0,0.0,41.0,47.0,41.0,1.0,1.0,0,1018.3,11.0,1021.5
12.3,0.0,22.0,48.0,31.0,2.0,1.0,0,1017.5,11.1,1021.8
15.3,0.0,33.0,49.0,41.0,7.0,5.0,0,1018.8,7.3,1021.6
11.9,0.0,31.0,60.0,34.0,1.0,1.0,0,1021.1,11.0,1024.2
8.4,0.0,33.0,60.0,32.0,0.0,0.0,0,1020.9,11.0,1024.4
7.5,0.0,33.0,57.0,29.0,0.0,1.0,0,1019.7,11.0,1024.1
7.7,0.0,30.0,48.0,30.0,0.0,0.0,0,1019.8,11.1,1023.4
7.4,0.0,30.0,59.0,26.0,0.0,0.0,0,1019.1,11.0,1022.8
8.3,0.0,24.0,51.0,19.0,0.0,1.0,0,1016.3,9.581944444444444,1020.8
10.4,0.0,33.0,44.0,16.0,0.0,1.0,0,1016.6,9.581944444444444,1019.8
10.1,0.0,39.0,49.0,35.0,0.0,1.0,0,1020.1,9.581944444444444,1023.6
5.5,0.0,31.0,50.0,26.0,4.0,5.0,0,1020.8,9.8,1024.7
4.9,0.0,37.0,59.0,22.0,7.0,3.0,0,1019.4,9.8,1022.8
2.4,0.0,35.0,49.0,18.0,0.0,0.0,0,1017.2,10.9,1021.4
3.2,0.0,33.0,50.0,24.0,0.0,0.0,0,1013.5,11.0,1019.2
3.7,0.0,28.0,50.0,15.0,0.0,0.0,0,1013.2,10.8,1017.0
5.6,0.0,46.0,38.0,19.0,1.0,1.0,0,1016.9,10.8,1018.6
6.5,0.0,37.0,45.0,28.0,0.0,0.0,0,1019.3,9.581944444444444,1023.0
3.5,0.0,31.0,56.0,26.0,0.0,1.0,0,1016.1,9.581944444444444,1021.4
4.2,0.0,28.0,44.0,22.0,2.0,1.0,0,1012.8,9.581944444444444,1017.0
15.5,0.0,39.0,28.0,29.0,8.0,7.0,0,1011.8,0.2,1014.0
16.0,0.0,30.0,84.0,65.0,7.0,6.0,0,1013.4,1.9,1014.6
6.3,0.0,30.0,70.0,34.0,0.0,2.0,0,1016.3,9.7,1019.1
4.6,0.0,35.0,64.0,33.0,0.0,0.0,0,1016.6,10.3,1020.1
3.9,0.0,30.0,61.0,34.0,5.0,7.0,0,1014.4,6.0,1019.6
12.9,4.8,22.0,94.0,91.0,8.0,8.0,1,1015.7,0.0,1018.1
13.2,5.0,33.0,80.0,50.0,7.0,6.0,1,1015.2,3.1,1018.9
13.1,0.0,33.0,68.0,38.0,7.0,7.0,0,1011.9,1.4,1017.0
13.8,0.0,54.0,54.0,51.0,4.0,7.0,0,1008.0,7.4,1011.2
18.5,0.2,50.0,73.0,39.0,3.0,5.0,0,1008.5,9.8,1011.6
10.5,0.0,39.0,45.0,33.0,0.0,0.0,0,1012.5,10.3,1015.9
7.5,0.0,22.0,75.0,37.0,1.0,0.0,0,1014.5,10.1,1018.0
6.8,0.0,44.0,69.0,42.0,3.0,7.0,0,1012.6,3.9,1016.6
14.6,1.6,46.0,76.0,30.0,1.0,1.0,1,1012.3,9.7,1014.4
7.0,0.0,37.0,66.0,35.0,1.0,0.0,0,1019.8,10.3,1022.4
3.7,0.0,33.0,74.0,33.0,0.0,0.0,0,1020.5,10.3,1024.2
1.6,0.0,30.0,71.0,31.0,1.0,1.0,0,1017.6,10.3,1022.1
1.9,0.0,20.0,63.0,22.0,2.0,4.0,0,1014.6,9.581944444444444,1019.2
2.6,0.0,35.0,66.0,27.0,0.0,1.0,0,1018.7,10.2,1020.6
1.7,0.0,33.0,64.0,33.0,0.0,1.0,0,1020.9,9.581944444444444,1024.3
3.1,0.0,33.0,64.0,37.0,1.0,1.0,0,1021.1,9.581944444444444,1024.4
3.5,0.0,35.0,60.0,31.0,1.0,1.0,0,1020.6,9.581944444444444,1024.1
2.7,0.0,41.0,63.0,30.0,1.0,2.0,0,1021.5,9.9,1024.3
4.4,0.0,35.0,69.0,39.0,2.0,6.0,0,1021.6,10.1,1025.1
2.6,0.0,31.0,50.0,27.0,2.0,5.0,0,1020.5,8.0,1023.9
6.3,0.0,41.0,56.0,39.0,5.0,8.0,0,1022.2,5.1,1024.7
9.8,0.0,48.0,54.0,36.0,4.0,3.0,0,1023.6,8.1,1027.0
4.0,0.0,37.0,58.0,35.0,1.0,1.0,0,1023.8,10.3,1027.4
1.3,0.0,41.0,63.0,34.0,7.0,7.0,0,1023.8,6.5,1027.0
0.3,0.0,44.0,61.0,31.0,4.0,2.0,0,1023.7,10.2,1027.4
-0.7,0.0,31.0,66.0,30.0,0.0,0.0,0,1024.1,10.0,1027.4
-2.7,0.0,33.0,50.0,18.0,0.0,0.0,0,1020.6,10.2,1025.2
-0.5,0.0,33.0,49.0,18.0,0.0,0.0,0,1018.0,10.4,1021.9
5.3,0.0,30.0,36.0,13.0,1.0,1.0,0,1019.1,10.1,1021.2
6.4,0.0,37.0,45.0,35.0,3.0,5.0,0,1020.5,8.0,1022.3
4.9,0.0,43.0,66.0,21.0,1.0,1.0,0,1024.8,10.2,1027.7
1.1,0.0,37.0,63.0,35.0,1.0,5.0,0,1024.9,9.6,1028.6
0.8,0.0,37.0,70.0,24.0,3.0,1.0,0,1025.9,10.3,1028.8
2.2,0.0,33.0,66.0,25.0,1.0,0.0,0,1024.7,10.3,1028.4
2.4,0.0,30.0,65.0,32.0,0.0,0.0,0,1022.6,10.3,1026.9
2.3,0.0,26.0,66.0,23.0,0.0,0.0,0,1016.0,10.3,1021.3
6.0,0.0,31.0,57.0,36.0,0.0,0.0,0,1018.9,10.2,1021.1
3.7,0.0,37.0,68.0,40.0,1.0,1.0,0,1022.3,9.9,1025.0
1.8,0.0,40.53128136500502,72.0,35.0,1.0,3.0,0,1020.7,9.5,1025.1
6.3,0.0,28.0,45.0,28.0,7.0,3.0,0,1019.2,6.5,1022.3
3.5,0.0,20.0,55.0,35.0,7.0,2.0,0,1018.5,6.6,1021.8
9.5,0.0,19.0,68.0,72.0,8.0,8.0,0,1022.2,0.0,1023.8
7.7,8.2,22.0,95.0,95.0,8.0,8.0,1,1024.0,0.0,1025.8
6.8,10.0,28.0,92.0,47.0,7.0,1.0,1,1024.4,7.3,1027.6
0.9,0.0,43.0,83.0,36.0,6.0,7.0,0,1024.9,10.0,1028.3
6.8,0.0,19.0,77.0,48.0,7.0,7.0,0,1021.1,2.2,1024.2
8.3,2.8,31.0,95.0,96.0,8.0,8.0,1,1021.5,0.0,1022.4
6.2,36.0,39.0,94.0,95.0,8.0,8.0,1,1021.5,0.0,1023.0
5.3,13.2,28.0,86.0,73.0,6.0,8.0,1,1022.5,1.1,1024.4
1.9,0.0,26.0,84.0,52.0,1.0,1.0,0,1019.5,10.3,1023.6
6.1,0.0,44.0,71.0,47.0,2.0,3.0,0,1014.9,9.0,1019.7
11.2,0.0,50.0,61.0,86.0,7.0,8.0,0,1018.2,1.4,1018.0
13.8,5.6,20.0,98.0,98.0,8.0,8.0,1,1018.9,0.0,1022.1
11.6,2.8,35.0,88.0,52.0,2.0,6.0,1,1013.9,6.0,1018.7
15.9,4.2,37.0,92.0,48.0,7.0,7.0,1,1016.9,0.8,1016.9
3.4,12.2,35.0,67.0,35.0,0.0,0.0,1,1023.0,10.2,1025.5
1.4,0.0,33.0,88.0,36.0,1.0,1.0,0,1023.5,10.2,1026.0
3.0,0.0,33.0,81.0,43.0,3.0,1.0,0,1022.1,10.1,1025.9
2.2,0.2,22.0,90.0,40.0,1.0,0.0,0,1020.5,10.0,1024.5
2.9,0.0,28.0,86.0,20.0,1.0,1.0,0,1018.0,10.2,1021.5
6.5,0.0,35.0,81.0,42.0,5.0,2.0,0,1023.7,8.5,1026.0
2.5,0.0,37.0,78.0,39.0,6.0,5.0,0,1024.6,8.7,1027.6
5.2,0.0,37.0,85.0,47.0,7.0,7.0,0,1023.5,2.2,1026.9
7.5,0.0,43.0,64.0,34.0,6.0,6.0,0,1023.6,8.2,1027.4
2.9,0.0,37.0,74.0,33.0,7.0,7.0,0,1023.7,7.2,1027.4
3.2,0.0,37.0,66.0,30.0,4.0,6.0,0,1023.6,10.2,1026.9
3.0,0.0,37.0,59.0,24.0,1.0,1.0,0,1023.2,10.6,1027.3
2.6,0.0,28.0,61.0,33.0,1.0,7.0,0,1023.0,6.3,1025.7
9.3,1.8,22.0,80.0,40.0,7.0,1.0,1,1019.6,8.2,1023.8
9.7,0.0,44.0,63.0,30.0,3.0,3.0,0,1015.3,10.5,1019.8
11.0,0.0,50.0,63.0,27.0,1.0,3.0,0,1013.0,8.7,1017.5
16.3,0.0,39.0,76.0,94.0,7.0,8.0,0,1017.7,0.0,1015.9
10.3,5.8,43.0,77.0,52.0,6.0,6.0,1,1025.1,7.1,1026.8
7.7,0.0,44.0,68.0,33.0,7.0,7.0,0,1027.7,4.7,1030.5
5.2,0.0,48.0,70.0,39.0,4.0,6.0,0,1028.2,9.7,1032.5
1.3,0.0,39.0,74.0,37.0,1.0,0.0,0,1023.0,10.6,1027.7
0.1,0.0,28.0,69.0,28.0,0.0,0.0,0,1019.0,10.6,1023.2
1.3,0.0,50.0,70.0,35.0,1.0,0.0,0,1021.7,10.9,1024.7
-0.9,0.0,33.0,65.0,25.0,0.0,0.0,0,1021.4,10.9,1025.6
-0.7,0.0,24.0,64.0,16.0,0.0,0.0,0,1017.0,10.9,1023.3
1.3,0.0,28.0,61.0,12.0,0.0,0.0,0,1012.9,10.9,1018.2
5.6,0.0,48.0,45.0,29.0,1.0,6.0,0,1013.7,10.7,1015.8
3.4,0.0,41.0,58.0,29.0,2.0,1.0,0,1019.8,10.9,1021.2
2.3,0.0,30.0,59.0,30.0,0.0,0.0,0,1022.4,11.0,1026.1
1.1,0.0,35.0,68.0,23.0,0.0,0.0,0,1020.9,11.0,1025.0
1.4,0.0,44.0,37.0,17.0,0.0,0.0,0,1012.3,11.1,1017.5
12.4,0.0,39.0,33.0,27.0,7.0,0.0,0,1012.0,9.6,1015.0
4.5,0.0,31.0,43.0,24.0,0.0,1.0,0,1019.2,11.1,1022.8
2.3,0.0,35.0,46.0,17.0,0.0,0.0,0,1017.3,11.1,1021.8
8.1,0.0,57.0,39.0,21.0,7.0,4.0,0,1008.8,7.9,1014.0
14.7,0.0,70.0,52.0,33.0,6.0,7.0,0,1009.4,8.9,1012.5
16.1,0.8,30.0,74.0,58.0,7.0,7.0,0,1015.7,9.0,1017.0
