Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
6.0,52.0,28.0,26.0,86.0,45.0,7.0,7.0,1,18.2,19.5,4.3,1002.0,1002.5
0.8,74.0,24.0,20.0,57.0,49.0,6.0,7.0,0,17.0,18.1,3.7,996.5,994.1
2.6,52.0,37.0,33.0,62.0,39.0,7.0,7.0,1,18.2,19.0,1.5,1004.4,1005.3
1.8,52.0,24.0,22.0,65.0,55.0,7.0,7.0,1,15.5,16.9,6.1,1010.6,1013.2
0.2,33.0,6.0,13.0,63.0,34.0,2.0,4.0,0,22.2,24.7,13.4,1019.4,1015.9
0.0,50.0,17.0,31.0,63.0,48.0,5.0,5.0,0,17.3,19.2,10.6,1022.1,1024.4
0.0,31.0,17.0,15.0,61.0,44.0,1.0,2.0,0,22.8,23.8,12.8,1025.7,1019.9
0.0,30.0,2.0,2.0,80.0,65.0,7.0,7.0,0,22.1,27.4,1.3,1012.7,1009.7
0.0,44.0,17.0,28.0,67.0,71.0,7.0,7.0,0,15.3,20.0,6.1,1009.1,1008.1
0.0,57.0,22.0,31.0,66.0,49.0,3.0,7.0,0,14.4,15.9,6.9,1012.1,1013.9
0.0,31.0,11.0,15.0,56.0,41.0,6.0,2.0,0,19.9,22.8,13.4,1018.8,1015.7
0.0,52.0,26.0,30.0,34.0,45.0,1.0,1.0,0,22.6,29.5,13.1,1013.3,1013.9
0.0,31.0,11.0,17.0,66.0,48.0,4.0,1.0,0,23.9,26.9,13.7,1018.0,1016.3
0.0,74.0,28.0,43.0,38.0,11.0,6.0,4.0,0,39.2,40.4,12.3,1009.9,1005.7
0.0,46.91917167668671,17.0,17.0,72.0,43.0,7.0,6.0,0,22.8,24.8,6.2,1012.6,1010.6
0.0,46.0,19.0,30.0,72.0,43.0,7.0,4.0,0,19.4,20.3,9.7,1016.6,1016.3
0.0,50.0,26.0,28.0,50.0,43.0,7.0,3.0,0,18.8,19.7,9.1,1018.1,1016.4
0.0,37.0,17.0,26.0,61.0,47.0,4.0,3.0,0,19.9,22.6,12.0,1014.1,1011.1
0.0,39.0,20.0,26.0,70.0,53.0,6.0,7.0,0,19.2,21.5,11.1,1009.9,1010.3
0.0,33.0,9.0,19.0,79.0,39.0,7.0,1.0,0,28.7,30.8,10.3,1010.8,1007.4
0.0,74.0,46.0,43.0,50.0,32.0,7.0,7.0,0,31.5,33.7,8.7,1008.8,1008.2
0.0,63.0,44.0,26.0,53.0,31.0,1.0,7.0,0,32.7,34.7,10.0,1008.7,1007.4
1.8,39.0,20.0,22.0,80.0,66.0,8.0,8.0,1,19.8,20.5,0.0,1019.1,1018.3
0.4,19.0,9.0,7.0,92.0,80.0,8.0,8.0,0,22.5,22.6,0.0,1016.2,1013.1
11.2,33.0,9.0,9.0,91.0,88.0,7.0,8.0,1,22.3,24.0,0.0,1011.8,1009.2
23.4,59.0,20.0,39.0,90.0,83.0,7.0,7.0,1,25.0,27.6,2.0,1004.0,1002.9
7.2,59.0,24.0,20.0,86.0,93.0,7.0,8.0,1,24.0,26.0,0.0,1007.9,1004.7
24.6,72.0,24.0,9.0,95.0,67.0,8.0,6.0,1,23.9,26.6,6.3,1002.4,1004.3
21.8,35.0,9.0,17.0,85.0,55.0,7.0,1.0,1,27.3,28.5,12.1,1009.7,1008.8
0.0,35.0,6.0,19.0,84.0,68.0,7.0,3.0,0,25.4,26.7,9.3,1010.0,1007.2
0.0,52.0,20.0,31.0,61.0,50.0,4.0,7.0,0,19.9,22.2,4.8,1008.6,1008.0
0.0,31.0,20.0,22.0,72.0,54.0,7.0,7.0,0,18.6,19.8,1.0,1011.3,1010.4
0.0,35.0,17.0,24.0,68.0,56.0,7.0,5.0,0,19.3,20.1,6.6,1012.8,1013.5
0.0,41.0,7.0,17.0,80.0,25.0,4.0,2.0,0,29.3,30.0,12.6,1012.8,1009.6
0.0,54.0,33.0,30.0,56.0,47.0,7.0,2.0,0,27.0,32.4,11.5,1009.0,1010.6
0.0,35.0,11.0,9.0,85.0,63.0,8.0,1.0,0,24.4,27.1,5.5,1015.6,1012.4
0.0,30.0,9.0,17.0,86.0,55.0,7.0,1.0,0,27.6,28.3,11.4,1010.4,1006.3
3.8,48.0,11.0,30.0,90.0,60.0,7.0,7.0,1,18.2,20.8,7.4,1004.9,1006.4
0.0,31.0,2.0,15.0,59.0,29.0,4.0,7.0,0,27.4,28.5,8.6,1009.0,1006.3
3.0,33.0,15.0,19.0,98.0,71.0,8.0,7.0,1,19.3,19.9,0.7,1014.4,1016.0
0.0,39.0,6.0,20.0,77.0,48.0,3.0,4.0,0,24.7,26.6,13.6,1017.4,1017.1
0.0,35.0,13.0,19.0,74.0,46.0,7.0,0.0,0,21.2,21.7,10.5,1022.6,1021.2
0.0,28.0,9.0,13.0,75.0,32.0,3.0,4.0,0,28.8,29.2,12.5,1020.0,1017.7
0.0,57.0,39.0,39.0,35.0,19.0,1.0,1.0,0,35.4,37.2,13.4,1015.4,1013.5
0.0,35.0,9.0,17.0,80.0,64.0,1.0,7.0,0,25.4,36.7,8.4,1013.3,1011.7
0.0,70.0,26.0,33.0,33.0,19.0,1.0,6.0,0,37.6,39.4,9.6,1003.9,1002.7
0.0,35.0,6.0,13.0,68.0,52.0,7.0,5.0,0,28.3,29.4,11.3,1012.1,1008.8
0.0,26.0,15.0,6.0,95.0,62.0,8.0,5.0,0,23.2,25.3,2.9,1015.2,1013.9
1.4,54.0,31.0,24.0,87.0,89.0,7.0,7.0,1,25.3,30.9,1.6,1010.3,1007.5
53.8,54.0,11.0,11.0,97.0,86.0,8.0,7.0,1,17.7,18.9,0.0,1006.3,1007.3
1.4,56.0,28.0,30.0,66.0,46.0,2.0,4.0,1,16.6,18.3,11.3,1020.6,1024.1
0.0,37.0,9.0,22.0,69.0,47.0,1.0,1.0,0,19.5,20.0,12.7,1026.1,1023.9
0.0,41.0,24.0,26.0,63.0,53.0,7.0,6.0,0,18.9,19.4,9.4,1023.0,1022.7
0.0,39.0,9.0,22.0,76.0,45.0,7.0,7.0,0,27.8,28.4,8.6,1023.5,1019.7
0.0,54.0,28.0,30.0,61.0,56.0,7.0,7.0,0,27.1,28.3,1.3,1016.9,1013.7
6.8,46.0,15.0,20.0,93.0,90.0,7.0,7.0,1,20.6,25.5,0.2,1011.0,1010.4
6.6,41.0,28.0,24.0,73.0,50.0,7.0,7.0,1,18.0,18.9,8.8,1020.4,1019.8
0.0,44.0,4.0,26.0,75.0,50.0,7.0,5.0,0,19.4,20.4,7.4,1023.2,1023.0
0.0,31.0,13.0,9.0,78.0,56.0,2.0,1.0,0,21.9,23.9,12.0,1024.6,1022.6
0.0,44.0,19.0,13.0,69.0,44.0,5.0,7.0,0,28.6,29.3,11.1,1021.6,1018.5
0.0,41.0,24.0,24.0,67.0,51.0,7.0,7.0,0,27.1,28.1,3.6,1017.2,1013.8
0.0,33.0,6.0,20.0,81.0,56.0,7.0,4.0,0,25.2,26.7,8.5,1013.5,1012.9
0.0,24.0,7.0,7.0,82.0,54.0,7.0,7.0,0,27.3,27.8,3.3,1014.8,1010.9
11.0,63.0,24.0,44.0,67.0,49.0,1.0,6.0,1,26.1,27.1,10.5,999.3,1003.5
0.0,57.0,17.0,31.0,66.0,48.0,3.0,7.0,0,19.5,21.1,8.1,1009.4,1013.2
0.0,54.0,28.0,30.0,66.0,52.0,3.0,7.0,0,16.7,18.4,6.5,1018.2,1020.6
0.0,43.0,13.0,24.0,62.0,54.0,7.0,6.0,0,18.4,19.1,4.1,1025.6,1025.5
0.0,30.0,11.0,19.0,72.0,56.0,8.0,1.0,0,21.4,22.2,9.2,1026.6,1023.0
0.0,31.0,9.0,17.0,83.0,57.0,4.0,5.0,0,21.5,24.8,10.4,1019.8,1017.0
0.0,26.0,7.0,13.0,78.0,59.0,7.0,7.0,0,21.0,22.0,5.3,1016.3,1013.8
0.0,33.0,7.0,15.0,79.0,48.0,6.0,7.0,0,28.8,29.9,7.1,1009.8,1007.5
5.8,30.0,15.0,15.0,99.0,87.0,8.0,8.0,1,17.5,18.3,0.0,1009.8,1011.3
0.6,26.0,9.0,13.0,79.0,90.0,7.0,8.0,0,16.0,16.9,0.0,1009.9,1008.4
1.2,54.0,17.0,31.0,74.0,48.0,6.0,6.0,1,16.1,18.9,8.9,1009.5,1014.0
0.2,35.0,9.0,15.0,69.0,48.0,1.0,7.0,0,17.5,19.6,10.3,1018.1,1015.9
0.0,48.0,22.0,28.0,63.0,51.0,7.0,7.0,0,18.6,20.0,7.8,1013.6,1013.3
0.0,41.0,28.0,28.0,67.0,73.0,7.0,8.0,0,14.5,17.6,0.5,1015.8,1017.4
0.4,39.0,22.0,13.0,49.0,41.0,1.0,1.0,0,19.7,21.5,12.1,1023.6,1022.2
0.0,59.0,28.0,22.0,60.0,34.0,0.0,1.0,0,25.5,26.5,12.0,1025.0,1022.3
0.0,80.0,48.0,43.0,52.0,35.0,0.0,1.0,0,27.3,28.4,11.6,1020.2,1016.2
0.0,69.0,44.0,19.0,59.0,46.0,7.0,7.0,0,25.3,26.2,0.1,1012.5,1010.5
0.0,43.0,7.0,24.0,85.0,75.0,7.0,7.0,0,22.4,22.8,0.7,1012.9,1011.7
9.6,33.0,19.0,20.0,99.0,76.0,8.0,8.0,1,16.5,16.7,0.0,1015.5,1015.6
0.2,24.0,2.0,9.0,89.0,59.0,8.0,1.0,0,24.4,26.0,7.7,1017.2,1015.1
0.0,46.0,11.0,22.0,82.0,53.0,2.0,4.0,0,28.8,29.9,11.5,1017.1,1015.6
0.0,57.0,33.0,24.0,76.0,55.0,7.0,7.0,0,26.8,32.3,5.7,1016.8,1015.7
11.2,39.0,22.0,15.0,65.0,55.0,6.0,1.0,1,20.3,21.1,10.7,1025.9,1023.3
0.0,35.0,6.0,17.0,87.0,50.0,4.0,4.0,0,25.8,26.0,9.9,1020.4,1017.2
0.2,39.0,11.0,24.0,70.0,51.0,7.0,5.0,0,19.3,20.0,8.2,1022.1,1021.2
0.0,37.0,17.0,24.0,61.0,50.0,7.0,7.0,0,17.4,18.2,2.0,1023.3,1021.5
0.0,35.0,15.0,22.0,63.0,53.0,7.0,6.0,0,16.3,18.1,3.5,1019.4,1017.7
0.0,26.0,9.0,15.0,77.0,55.0,5.0,2.0,0,21.1,22.8,9.0,1016.2,1013.1
0.0,39.0,7.0,20.0,85.0,39.0,1.0,4.0,0,29.0,29.5,8.5,1011.8,1008.0
0.0,22.0,4.0,11.0,83.0,62.0,7.0,7.0,0,24.0,24.1,0.5,1006.1,1003.8
0.0,30.0,7.0,15.0,88.0,68.0,7.0,7.0,0,22.5,23.5,1.0,1002.5,1001.6
0.0,52.0,13.0,28.0,77.0,44.0,7.0,6.0,0,21.1,22.2,6.9,1004.2,1002.6
1.2,54.0,19.0,30.0,88.0,85.0,7.0,7.0,1,16.1,18.9,0.9,1003.6,1004.8
2.2,56.0,26.0,31.0,83.0,51.0,7.0,7.0,1,16.2,17.2,1.3,1015.4,1018.3
0.0,37.0,17.0,28.0,62.0,66.0,7.0,7.0,0,15.6,17.4,0.1,1024.5,1024.5
0.4,28.0,6.0,6.0,91.0,61.0,7.0,7.0,0,18.0,19.1,2.7,1027.1,1025.8
0.0,31.0,11.0,6.0,80.0,42.0,8.0,3.0,0,24.0,24.5,8.0,1028.1,1024.4
0.0,41.0,19.0,20.0,81.0,27.0,2.0,3.0,0,27.5,28.0,10.6,1022.4,1018.3
0.0,54.0,13.0,37.0,90.0,55.0,7.0,3.0,0,19.5,22.0,6.3,1018.1,1018.7
0.0,48.0,13.0,26.0,72.0,41.0,7.0,1.0,0,16.4,17.2,7.6,1027.6,1026.8
0.0,26.0,9.0,13.0,78.0,73.0,8.0,8.0,0,16.5,17.9,0.4,1019.2,1017.2
8.6,33.0,9.0,19.0,96.0,61.0,8.0,5.0,1,16.0,17.2,4.4,1019.0,1017.4
0.0,35.0,11.0,26.0,90.0,77.0,7.0,6.0,0,14.4,17.1,3.2,1019.6,1018.4
0.0,37.0,13.0,19.0,83.0,67.0,7.0,7.0,0,15.4,16.6,3.6,1021.6,1020.4
1.8,30.0,13.0,17.0,62.0,61.0,7.0,7.0,1,12.6,12.9,0.0,1027.2,1025.9
0.0,24.0,13.0,13.0,65.0,56.0,7.0,7.0,0,13.6,14.2,2.0,1025.7,1022.9
0.0,33.0,15.0,11.0,78.0,54.0,7.0,7.0,0,14.6,16.3,1.0,1019.4,1015.5
0.0,48.0,9.0,33.0,87.0,67.0,7.0,7.0,0,13.1,14.8,1.0,1022.2,1015.8
2.4,33.0,9.0,22.0,87.0,55.0,7.0,3.0,1,13.0,13.9,5.3,1022.2,1021.4
0.0,37.0,11.0,11.0,80.0,48.0,6.0,6.0,0,12.4,13.9,3.8,1020.3,1015.5
0.4,59.0,28.0,30.0,68.0,66.0,4.0,7.0,0,9.0,12.7,7.0,1010.7,1009.5
1.0,43.0,24.0,20.0,95.0,78.0,7.0,7.0,0,14.8,15.3,0.6,1012.4,1010.5
3.2,65.0,20.0,44.0,81.0,80.0,7.0,8.0,1,12.5,15.9,2.7,1013.3,1011.6
1.2,52.0,24.0,28.0,81.0,68.0,7.0,7.0,1,10.7,12.6,5.4,1023.1,1024.7
0.6,35.0,19.0,13.0,78.0,63.0,7.0,7.0,0,12.6,14.0,0.6,1031.7,1031.0
0.0,31.0,17.0,17.0,64.0,60.0,7.0,7.0,0,13.4,13.9,0.2,1032.6,1030.3
0.0,22.0,9.0,11.0,79.0,64.0,7.0,4.0,0,14.4,14.8,2.5,1031.9,1028.9
0.0,48.0,20.0,31.0,78.0,55.0,7.0,7.0,0,14.5,16.1,3.6,1030.1,1027.7
0.0,52.0,37.0,24.0,66.0,48.0,7.0,7.0,0,15.9,17.6,2.3,1027.9,1026.9
0.0,50.0,28.0,31.0,56.0,49.0,7.0,7.0,0,16.8,18.1,0.6,1026.8,1022.8
0.0,63.0,43.0,33.0,45.0,42.0,5.0,5.0,0,19.6,20.2,6.4,1020.7,1017.5
0.0,67.0,30.0,28.0,66.0,70.0,6.0,7.0,0,17.0,18.2,2.8,1011.3,1006.3
5.4,50.0,13.0,24.0,92.0,96.0,7.0,7.0,1,12.0,16.3,2.0,1001.6,1001.9
10.4,50.0,35.0,31.0,97.0,59.0,7.0,6.0,1,12.8,13.2,3.2,1010.7,1013.0
5.0,39.0,13.0,26.0,93.0,66.0,7.0,7.0,1,11.8,13.0,1.8,1020.9,1020.1
0.0,39.0,19.0,11.0,75.0,83.0,7.0,7.0,0,12.2,13.4,1.1,1021.0,1019.0
2.0,30.0,17.0,15.0,83.0,68.0,7.0,7.0,1,14.0,14.6,1.3,1021.6,1020.6
0.4,20.0,0.0,6.0,86.0,76.0,8.0,7.0,0,13.1,13.7,1.0,1025.2,1023.8
0.0,19.0,0.0,2.0,95.0,76.0,7.0,7.0,0,12.5,12.6,0.0,1026.9,1025.2
0.2,37.0,9.0,19.0,97.0,63.0,1.0,2.0,0,13.2,14.0,7.6,1028.5,1025.8
0.2,24.0,9.0,9.0,90.0,58.0,7.0,1.0,0,15.0,15.3,6.3,1025.7,1022.9
0.0,31.0,6.0,11.0,67.0,50.0,0.0,1.0,0,17.4,17.6,9.3,1028.3,1025.9
0.0,50.0,22.0,31.0,70.0,52.0,3.0,7.0,0,18.0,18.8,8.8,1026.2,1021.8
0.0,67.0,39.0,22.0,79.0,63.0,7.0,7.0,0,15.9,16.9,2.2,1016.5,1013.9
0.0,44.0,17.0,15.0,74.0,41.0,1.0,5.0,0,15.5,15.8,7.1,1015.1,1015.4
0.0,61.0,20.0,22.0,65.0,36.0,2.0,3.0,0,14.5,15.0,8.4,1015.2,1009.7
3.6,33.0,19.0,17.0,73.0,58.0,2.0,6.0,1,11.0,12.1,6.1,1019.1,1018.6
0.0,59.0,35.0,28.0,72.0,71.0,6.0,5.0,0,8.0,10.6,2.8,1014.4,1014.2
3.0,57.0,31.0,39.0,74.0,68.0,5.0,2.0,1,10.0,10.6,4.7,1019.7,1019.3
1.6,46.0,17.0,26.0,95.0,70.0,7.0,5.0,1,11.6,12.9,3.3,1021.4,1020.8
0.4,35.0,17.0,22.0,81.0,64.0,6.0,6.0,0,12.2,13.5,5.9,1024.0,1024.7
0.0,33.0,9.0,26.0,81.0,68.0,4.0,4.0,0,12.8,13.8,7.3,1030.4,1029.5
0.2,31.0,7.0,24.0,99.0,66.0,8.0,2.0,0,12.7,13.2,4.0,1031.4,1029.1
0.0,31.0,9.0,17.0,94.0,64.0,8.0,7.0,0,12.5,13.6,3.2,1030.1,1027.5
0.0,28.0,9.0,19.0,96.0,72.0,6.0,7.0,0,11.9,13.4,4.8,1029.4,1027.4
0.0,30.0,11.0,7.0,88.0,58.0,7.0,1.0,0,13.9,14.3,5.8,1029.1,1025.6
0.0,48.0,24.0,20.0,74.0,64.0,7.0,7.0,0,13.4,15.6,1.9,1021.2,1017.0
0.0,63.0,30.0,31.0,75.0,77.0,7.0,6.0,0,9.8,13.6,4.8,1009.0,1011.3
1.0,50.0,17.0,20.0,82.0,69.0,7.0,2.0,0,14.1,15.9,5.0,1014.1,1014.0
0.2,57.0,20.0,31.0,80.0,65.0,7.0,6.0,0,15.0,15.6,2.2,1013.7,1010.0
0.4,76.0,24.0,33.0,74.0,56.0,7.0,7.0,0,15.3,15.4,1.0,1009.0,1004.2
8.6,65.0,31.0,20.0,66.0,77.0,4.0,7.0,1,8.2,11.3,6.2,1000.3,1002.9
1.0,44.0,24.0,22.0,72.0,65.0,7.0,7.0,0,12.5,13.2,0.3,1011.1,1009.5
0.0,41.0,20.0,22.0,85.0,74.0,7.0,7.0,0,13.5,15.4,3.2,1019.4,1019.9
0.0,35.0,24.0,15.0,81.0,62.0,6.0,7.0,0,15.6,16.7,2.1,1026.0,1025.9
0.0,61.0,24.0,35.0,90.0,60.0,1.0,2.0,0,15.0,16.1,8.8,1029.0,1026.0
0.0,59.0,44.0,33.0,78.0,58.0,1.0,3.0,0,13.7,13.9,7.6,1022.2,1021.7
0.0,28.0,11.0,15.0,75.0,57.0,2.0,4.0,0,14.3,16.1,5.5,1030.1,1029.5
0.0,20.0,2.0,2.0,93.0,63.0,7.0,1.0,0,14.2,14.6,4.7,1035.8,1033.5
0.2,39.0,11.0,19.0,82.0,47.0,0.0,1.0,0,16.7,16.9,9.1,1036.5,1034.4
0.0,63.0,28.0,26.0,58.0,52.0,3.0,7.0,0,15.5,16.0,7.4,1036.7,1033.2
0.0,65.0,33.0,28.0,64.0,51.0,7.0,1.0,0,15.3,15.8,8.2,1030.2,1026.7
0.0,61.0,35.0,33.0,75.0,52.0,6.0,7.0,0,14.9,15.4,7.1,1021.9,1016.7
0.0,72.0,37.0,30.0,73.0,79.0,7.0,7.0,0,10.8,11.8,0.5,1013.3,1010.8
0.4,76.0,28.0,35.0,65.0,54.0,4.0,7.0,0,12.7,14.5,5.0,1007.2,1003.5
0.2,72.0,41.0,39.0,59.0,57.0,7.0,7.0,0,11.5,12.4,0.9,1005.3,1005.9
0.4,50.0,24.0,22.0,71.0,65.0,5.0,7.0,0,12.3,13.9,2.6,1006.4,1002.2
1.6,46.0,26.0,30.0,75.0,56.0,4.0,6.0,1,10.8,11.1,4.9,1015.4,1019.8
0.0,43.0,15.0,22.0,67.0,56.0,7.0,7.0,0,11.5,11.7,0.3,1024.3,1021.6
0.0,48.0,15.0,28.0,68.0,50.0,1.0,1.0,0,12.8,13.6,8.6,1020.7,1018.5
0.0,63.0,26.0,39.0,56.0,90.0,4.0,7.0,0,10.4,13.4,1.2,1011.9,1010.6
1.4,46.0,28.0,24.0,76.0,60.0,7.0,7.0,1,11.6,13.0,0.6,1022.7,1023.4
0.0,50.0,20.0,39.0,66.0,52.0,7.0,7.0,0,12.3,12.7,0.2,1023.3,1020.8
0.0,56.0,15.0,30.0,84.0,69.0,7.0,6.0,0,10.8,13.5,1.8,1019.7,1019.4
2.4,30.0,17.0,20.0,97.0,64.0,4.0,2.0,1,10.9,12.5,5.1,1030.2,1031.4
0.2,28.0,13.0,9.0,94.0,51.0,3.0,2.0,0,11.8,12.1,8.9,1036.7,1033.8
0.0,41.0,6.0,20.0,84.0,50.0,6.0,7.0,0,13.8,14.6,6.8,1030.0,1025.1
0.0,57.0,30.0,28.0,87.0,82.0,6.0,7.0,0,11.4,13.8,2.5,1020.2,1017.7
3.0,30.0,11.0,13.0,83.0,63.0,7.0,7.0,1,11.7,12.2,1.8,1017.7,1017.3
0.4,46.91917167668671,19.0,35.0,95.0,78.0,8.0,7.0,0,12.1,13.3,1.7,1023.1,1023.3
2.0,54.0,30.0,30.0,83.0,75.0,7.0,7.0,1,10.9,11.2,0.0,1027.7,1026.8
0.0,39.0,17.0,22.0,87.0,83.0,7.0,7.0,0,11.3,12.1,0.1,1026.7,1023.3
1.0,20.0,13.0,9.0,94.0,58.0,1.0,1.0,0,14.0,14.4,8.8,1025.6,1023.4
0.0,24.0,17.0,9.0,99.0,69.0,8.0,6.0,0,11.8,12.5,3.0,1024.5,1021.4
1.6,46.0,28.0,30.0,92.0,84.0,8.0,7.0,1,10.1,11.3,0.4,1017.8,1014.9
4.2,39.0,11.0,19.0,96.0,67.0,8.0,3.0,1,13.3,13.6,1.5,1016.0,1015.5
3.2,31.0,19.0,20.0,88.0,60.0,7.0,7.0,1,12.6,12.7,3.2,1023.4,1023.8
0.2,39.0,17.0,24.0,78.0,47.0,1.0,2.0,0,13.2,14.0,9.0,1029.1,1027.1
0.0,61.0,44.0,35.0,67.0,39.0,1.0,1.0,0,14.3,15.0,9.4,1026.3,1023.7
0.0,63.0,44.0,35.0,59.0,44.0,5.0,5.0,0,15.6,15.9,5.9,1024.2,1021.8
0.0,67.0,43.0,37.0,49.0,48.0,6.0,7.0,0,14.0,14.6,0.3,1018.9,1015.1
0.0,54.0,30.0,33.0,70.0,55.0,1.0,6.0,0,17.6,18.7,8.6,1018.2,1016.1
0.0,65.0,50.0,37.0,70.0,54.0,2.0,7.0,0,16.5,17.9,5.1,1017.1,1014.1
1.0,65.0,41.0,33.0,58.0,50.0,3.0,7.0,0,17.7,18.7,6.4,1017.1,1014.3
0.0,72.0,30.0,39.0,58.0,39.0,7.0,1.0,0,21.1,21.2,9.4,1017.7,1014.1
0.0,57.0,24.0,9.0,39.0,48.0,5.0,7.0,0,19.5,21.2,4.2,1017.1,1017.5
0.0,46.0,13.0,13.0,56.0,56.0,7.0,7.0,0,13.9,17.2,1.5,1018.8,1017.8
0.2,37.0,13.0,13.0,89.0,66.0,7.0,5.0,0,13.8,14.0,2.7,1017.2,1014.3
2.8,35.0,17.0,13.0,78.0,63.0,4.0,6.0,1,12.6,12.7,2.0,1014.5,1012.1
0.0,28.0,6.0,19.0,81.0,62.0,7.0,6.0,0,11.4,13.0,5.8,1012.3,1010.3
0.0,30.0,13.0,9.0,83.0,78.0,7.0,7.0,0,12.1,12.6,0.2,1009.6,1006.3
4.6,48.0,9.0,15.0,93.0,92.0,7.0,8.0,1,10.2,11.5,0.0,1009.0,1009.1
2.0,43.0,26.0,19.0,80.0,67.0,7.0,7.0,1,13.3,14.4,1.9,1017.4,1017.0
0.2,24.0,6.0,9.0,91.0,58.0,7.0,2.0,0,11.7,12.0,5.9,1021.7,1020.8
0.0,26.0,11.0,9.0,85.0,77.0,7.0,8.0,0,11.8,13.0,0.2,1024.3,1023.0
0.0,26.0,13.0,9.0,76.0,53.0,6.0,6.0,0,15.7,17.1,6.5,1026.8,1023.3
0.0,78.0,15.0,24.0,76.0,77.0,8.0,8.0,0,12.0,13.1,0.0,1022.7,1019.8
1.2,59.0,31.0,33.0,70.0,48.0,6.0,7.0,1,18.7,20.0,6.5,1017.5,1013.4
0.0,76.0,17.0,20.0,72.0,86.0,7.0,7.0,0,12.3,14.4,0.5,1005.9,1004.0
2.0,30.0,17.0,19.0,82.0,68.0,7.0,7.0,1,13.6,14.2,0.2,1008.1,1007.6
1.0,30.0,7.0,22.0,95.0,73.0,7.0,7.0,0,14.9,17.1,4.6,1022.7,1024.3
0.0,24.0,9.0,9.0,100.0,58.0,8.0,1.0,0,16.5,17.3,6.7,1032.2,1030.4
0.0,30.0,22.0,13.0,71.0,37.0,1.0,4.0,0,18.8,19.1,9.6,1036.6,1034.8
0.0,28.0,15.0,11.0,72.0,40.0,1.0,1.0,0,17.7,18.2,10.6,1039.3,1035.9
0.0,48.0,20.0,20.0,62.0,42.0,1.0,1.0,0,18.4,19.0,10.7,1035.3,1031.2
0.0,46.0,31.0,20.0,71.0,38.0,1.0,2.0,0,19.2,19.7,10.6,1029.1,1024.8
0.0,63.0,52.0,31.0,69.0,56.0,1.0,7.0,0,15.2,21.1,8.1,1019.2,1018.6
0.0,28.0,7.0,7.0,65.0,39.0,7.0,2.0,0,14.1,14.3,6.9,1026.3,1023.4
0.0,39.0,19.0,17.0,55.0,35.0,6.0,4.0,0,15.8,17.1,7.3,1022.7,1019.9
0.0,52.0,19.0,26.0,62.0,39.0,1.0,5.0,0,17.3,18.4,9.7,1020.5,1015.4
0.4,46.0,22.0,20.0,75.0,62.0,1.0,4.0,0,11.7,15.1,5.2,1018.7,1020.2
0.0,35.0,9.0,20.0,66.0,47.0,3.0,7.0,0,12.8,14.9,5.7,1025.8,1024.2
0.0,31.0,17.0,19.0,73.0,53.0,7.0,7.0,0,14.1,15.1,1.6,1025.8,1024.5
0.0,31.0,7.0,15.0,92.0,54.0,7.0,4.0,0,16.0,16.9,7.3,1027.6,1025.3
0.0,54.0,15.0,31.0,77.0,38.0,1.0,1.0,0,19.7,20.3,10.3,1027.4,1024.0
0.0,85.0,56.0,46.0,50.0,43.0,4.0,7.0,0,19.2,19.8,9.1,1022.1,1018.7
0.0,76.0,43.0,20.0,54.0,73.0,7.0,7.0,0,15.8,20.7,2.4,1018.6,1019.4
0.0,46.0,9.0,20.0,65.0,30.0,4.0,6.0,0,20.6,21.5,9.6,1023.6,1017.7
0.0,74.0,30.0,37.0,45.0,43.0,7.0,5.0,0,12.7,16.9,4.2,1011.1,1012.9
0.2,43.0,19.0,13.0,55.0,35.0,1.0,5.0,0,13.5,15.5,8.0,1020.4,1019.9
0.0,33.0,7.0,17.0,66.0,47.0,2.0,7.0,0,12.9,14.7,7.7,1023.0,1019.2
4.6,67.0,15.0,39.0,93.0,65.0,7.0,4.0,1,10.2,13.1,6.1,1015.5,1016.0
6.4,52.0,31.0,19.0,72.0,64.0,7.0,7.0,1,13.5,14.9,3.8,1019.1,1016.7
3.4,59.0,30.0,37.0,89.0,63.0,7.0,6.0,1,11.0,14.0,7.7,1017.0,1018.8
0.4,33.0,13.0,22.0,57.0,44.0,7.0,7.0,0,13.1,14.2,0.9,1026.1,1024.4
0.0,57.0,24.0,39.0,59.0,39.0,7.0,7.0,0,17.9,19.3,7.1,1024.6,1019.1
0.0,50.0,13.0,28.0,52.0,38.0,7.0,7.0,0,16.0,17.6,6.9,1019.5,1020.0
0.0,41.0,11.0,20.0,68.0,46.0,1.0,7.0,0,14.3,16.3,6.5,1022.9,1019.9
0.0,67.0,46.0,28.0,49.0,42.0,7.0,3.0,0,20.4,22.0,8.1,1013.7,1013.9
0.0,74.0,35.0,52.0,64.0,38.0,1.0,6.0,0,23.5,25.4,8.8,1013.3,1005.9
0.0,31.0,9.0,15.0,81.0,54.0,7.0,2.0,0,17.4,19.1,6.8,1018.0,1017.1
0.0,89.0,46.0,35.0,41.0,26.0,2.0,5.0,0,26.7,27.1,9.7,1009.2,1000.9
3.6,65.0,28.0,31.0,78.0,44.0,7.0,5.0,1,16.0,16.6,7.1,1007.4,1011.1
0.2,37.0,20.0,24.0,65.0,37.0,7.0,5.0,0,19.8,20.5,3.9,1019.7,1018.3
