MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,Pressure3pm,Sunshine,Pressure9am
8.2,0.0,40.064214262665374,73.0,55.0,8.0,8.0,13.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.0,14.0,40.064214262665374,65.0,52.0,8.0,8.0,9.5,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.4,0.2,40.064214262665374,69.0,58.0,8.0,8.0,10.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.1,0.0,40.064214262665374,81.0,57.0,8.0,8.0,13.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.8,0.0,40.064214262665374,74.0,61.0,8.0,8.0,14.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.9,0.0,40.064214262665374,86.0,31.0,8.0,8.0,15.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.0,0.0,40.064214262665374,72.0,37.0,8.0,8.0,17.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.5,0.0,40.064214262665374,72.0,34.0,8.0,8.0,19.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.7,0.0,40.064214262665374,68.0,24.0,8.0,8.0,20.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.8,0.8,40.064214262665374,50.0,25.0,8.0,8.0,23.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.9,0.0,40.064214262665374,62.0,28.0,8.0,8.0,16.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.2,0.0,40.064214262665374,64.0,59.0,8.0,8.0,15.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.8,0.0,40.064214262665374,75.0,57.0,8.0,8.0,13.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.2,0.0,40.064214262665374,74.0,39.0,8.0,8.0,16.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
7.6,0.0,40.064214262665374,69.0,8.0,8.0,8.0,15.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.821865889212828,0.0,40.064214262665374,73.21849985176401,16.0,8.0,8.0,12.677296664716208,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.9,0.0,40.064214262665374,53.0,7.0,8.0,8.0,18.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.8,0.0,40.064214262665374,29.0,12.0,8.0,8.0,21.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.3,0.0,40.064214262665374,33.0,13.0,8.0,8.0,21.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.9,0.0,40.064214262665374,58.0,37.0,8.0,8.0,18.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
7.4,0.0,40.064214262665374,61.0,23.0,8.0,8.0,16.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.3,0.0,40.064214262665374,23.0,45.82535046728972,8.0,8.0,22.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.0,0.0,40.064214262665374,72.0,15.0,8.0,8.0,18.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.5,0.0,40.064214262665374,44.0,23.0,8.0,8.0,18.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.0,0.0,40.064214262665374,59.0,19.0,8.0,8.0,18.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.9,0.0,40.064214262665374,44.0,9.0,8.0,8.0,22.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.3,0.0,40.064214262665374,32.0,41.0,8.0,8.0,26.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
18.4,0.8,40.064214262665374,43.0,31.0,8.0,8.0,23.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.6,0.0,40.064214262665374,54.0,41.0,8.0,8.0,22.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.5,0.0,40.064214262665374,70.0,78.0,8.0,8.0,16.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.3,1.8,40.064214262665374,78.0,61.0,8.0,8.0,13.8,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.8,0.0,40.064214262665374,60.0,23.0,8.0,8.0,21.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.4,0.0,40.064214262665374,55.0,23.0,8.0,8.0,21.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.4,10.6,40.064214262665374,70.0,43.0,8.0,8.0,18.1,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.4,0.0,40.064214262665374,45.0,18.0,8.0,8.0,23.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.9,0.0,40.064214262665374,36.0,67.0,8.0,8.0,18.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.3,2.2,40.064214262665374,56.0,67.0,8.0,8.0,15.6,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.7,4.6,40.064214262665374,47.0,24.0,8.0,8.0,12.5,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.0,0.0,40.064214262665374,48.0,25.0,8.0,8.0,14.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
7.1,0.0,40.064214262665374,65.0,16.0,8.0,8.0,15.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.6,0.0,40.064214262665374,43.0,4.0,8.0,8.0,19.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.1,0.0,40.064214262665374,57.0,14.0,8.0,8.0,15.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.6,0.0,40.064214262665374,63.0,14.0,8.0,8.0,16.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.7,0.0,40.064214262665374,48.0,16.0,8.0,8.0,22.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.2,0.0,40.064214262665374,59.0,7.0,8.0,8.0,20.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.7,12.2,40.064214262665374,78.0,36.0,8.0,8.0,14.4,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.9,0.0,40.064214262665374,46.0,25.0,8.0,8.0,18.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.0,0.0,40.064214262665374,27.0,14.0,8.0,8.0,15.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
7.4,0.0,40.064214262665374,73.21849985176401,22.0,8.0,8.0,12.677296664716208,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.9,0.0,40.064214262665374,53.0,16.0,8.0,8.0,17.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.5,0.0,40.064214262665374,69.0,37.0,8.0,8.0,17.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.5,0.0,40.064214262665374,67.0,19.0,8.0,8.0,17.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.6,0.0,40.064214262665374,64.0,14.0,8.0,8.0,21.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.7,0.0,40.064214262665374,21.0,6.0,8.0,8.0,30.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.8,4.4,40.064214262665374,86.0,20.0,8.0,8.0,18.9,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
7.6,0.0,40.064214262665374,39.0,21.0,8.0,8.0,18.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.7,0.0,40.064214262665374,72.0,36.0,8.0,8.0,15.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.9,0.0,40.064214262665374,64.0,14.0,8.0,8.0,19.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.2,0.0,40.064214262665374,55.0,11.0,8.0,8.0,21.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.4,0.0,40.064214262665374,36.0,10.0,8.0,8.0,24.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.9,0.0,40.064214262665374,38.0,16.0,8.0,8.0,26.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.9,12.2,40.064214262665374,92.0,89.0,8.0,8.0,18.2,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.4,28.0,40.064214262665374,94.0,80.0,8.0,8.0,13.7,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.7,4.8,40.064214262665374,81.0,59.0,8.0,8.0,17.2,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.2,9.4,40.064214262665374,75.0,52.0,8.0,8.0,21.2,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.2,0.0,40.064214262665374,42.0,26.0,8.0,8.0,22.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.4,0.0,40.064214262665374,52.0,31.0,8.0,8.0,20.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.2,0.0,40.064214262665374,69.0,42.0,8.0,8.0,20.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
19.0,0.2,40.064214262665374,50.0,41.0,8.0,8.0,23.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
19.8,0.0,40.064214262665374,72.0,34.0,8.0,8.0,23.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.4,0.0,40.064214262665374,64.0,22.0,8.0,8.0,19.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.5,0.0,40.064214262665374,69.0,31.0,8.0,8.0,16.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.7,0.0,40.064214262665374,67.0,32.0,8.0,8.0,21.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.2,0.0,40.064214262665374,58.0,15.0,8.0,8.0,23.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
13.8,0.0,40.064214262665374,73.0,42.0,8.0,8.0,18.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.4,0.0,40.064214262665374,70.0,29.0,8.0,8.0,18.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.5,0.0,40.064214262665374,46.0,23.0,8.0,8.0,24.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.821865889212828,0.0,40.064214262665374,73.21849985176401,10.0,8.0,8.0,12.677296664716208,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.3,0.0,40.064214262665374,63.0,25.0,8.0,8.0,21.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
18.9,0.0,40.064214262665374,39.0,13.0,8.0,8.0,29.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
24.4,0.0,40.064214262665374,36.0,38.0,8.0,8.0,29.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.2,0.0,40.064214262665374,64.0,49.0,8.0,8.0,17.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.2,0.0,40.064214262665374,75.0,39.0,8.0,8.0,18.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.8,0.0,40.064214262665374,65.0,42.0,8.0,8.0,21.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.7,1.8,40.064214262665374,75.0,18.0,8.0,8.0,19.7,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.5,0.0,40.064214262665374,39.0,21.0,8.0,8.0,12.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
3.5,0.0,40.064214262665374,35.0,14.0,8.0,8.0,12.9,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
9.8,0.0,40.064214262665374,25.0,13.0,8.0,8.0,20.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.821865889212828,0.0,40.064214262665374,28.0,13.0,8.0,8.0,22.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.821865889212828,0.0,40.064214262665374,44.0,8.0,8.0,8.0,23.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
23.7,0.0,40.064214262665374,27.0,13.0,8.0,8.0,30.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.4,0.0,40.064214262665374,61.0,40.0,8.0,8.0,16.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.6,0.0,40.064214262665374,72.0,14.0,8.0,8.0,18.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.3,0.0,40.064214262665374,69.0,6.0,8.0,8.0,22.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.7,0.0,40.064214262665374,36.0,28.0,8.0,8.0,21.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
18.2,4.8,40.064214262665374,70.0,26.0,8.0,8.0,21.7,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.4,0.0,40.064214262665374,77.0,35.0,8.0,8.0,20.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.5,0.0,40.064214262665374,61.0,43.0,8.0,8.0,18.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.2,0.0,40.064214262665374,64.0,35.0,8.0,8.0,21.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.1,0.0,40.064214262665374,61.0,15.0,8.0,8.0,22.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.4,0.0,40.064214262665374,55.0,28.0,8.0,8.0,21.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.3,0.0,40.064214262665374,69.0,50.0,8.0,8.0,20.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
19.9,0.0,40.064214262665374,80.0,43.0,8.0,8.0,21.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
20.1,3.4,40.064214262665374,87.0,93.0,8.0,8.0,21.5,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.6,17.6,40.064214262665374,75.0,54.0,8.0,8.0,18.4,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.5,0.0,40.064214262665374,68.0,61.0,8.0,8.0,19.7,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
19.5,0.0,40.064214262665374,77.0,57.0,8.0,8.0,21.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
6.821865889212828,0.0,40.064214262665374,73.21849985176401,33.0,8.0,8.0,12.677296664716208,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.2,0.0,40.064214262665374,79.0,50.0,8.0,8.0,22.2,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.0,0.2,40.064214262665374,66.0,33.0,8.0,8.0,21.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
20.3,0.8,40.064214262665374,68.0,46.0,8.0,8.0,24.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.8,12.8,40.064214262665374,91.0,96.0,8.0,8.0,17.7,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.8,56.2,40.064214262665374,95.0,90.0,8.0,8.0,17.1,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.2,35.0,40.064214262665374,96.0,71.0,8.0,8.0,16.4,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
15.3,7.2,40.064214262665374,60.0,45.0,8.0,8.0,18.0,1,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.9,0.0,40.064214262665374,80.0,38.0,8.0,8.0,16.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.3,0.0,40.064214262665374,67.0,39.0,8.0,1.0,15.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.6,0.0,40.064214262665374,74.0,42.0,8.0,8.0,15.6,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.8,0.0,40.064214262665374,82.0,35.0,8.0,8.0,16.5,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
14.2,0.0,40.064214262665374,63.0,37.0,8.0,8.0,21.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.3,0.0,40.064214262665374,67.0,37.0,8.0,8.0,22.0,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
17.2,0.0,40.064214262665374,40.0,14.0,8.0,8.0,20.1,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
10.2,0.0,40.064214262665374,59.0,41.0,8.0,8.0,15.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.0,0.0,40.064214262665374,69.0,35.0,8.0,8.0,16.3,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
8.9,0.0,40.064214262665374,75.0,34.0,8.0,8.0,14.4,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
11.9,0.0,40.064214262665374,78.0,37.0,8.0,8.0,17.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
16.5,0.0,40.064214262665374,79.0,64.0,8.0,8.0,18.8,0,1016.2362986003111,7.4020381328073634,1018.9864797507788
12.8,9.6,48.0,55.0,52.0,8.0,5.0,14.0,1,1018.6,8.3,1018.9864797507788
9.6,0.0,41.0,54.0,49.0,7.0,2.0,13.6,0,1017.6,8.8,1019.6
8.5,0.0,31.0,75.0,41.0,1.0,0.0,13.5,0,1016.4,12.0,1019.7
10.5,0.0,35.0,85.0,47.0,7.0,5.0,14.5,0,1012.5,8.5,1016.4
14.4,0.0,28.0,82.0,83.0,7.0,8.0,18.3,0,1009.0,0.0,1010.5
17.4,13.2,30.0,92.0,63.0,7.0,5.0,19.2,1,1011.2,7.8,1011.4
19.2,0.0,46.0,75.0,74.0,6.0,8.0,22.2,0,1011.9,2.9,1014.2
18.2,21.8,50.0,90.0,58.0,8.0,3.0,19.3,1,1009.4,6.3,1010.5
15.4,3.6,44.0,72.0,53.0,3.0,3.0,16.6,1,1013.5,10.6,1013.4
8.3,0.0,43.0,88.0,51.0,1.0,5.0,13.0,0,1021.7,10.4,1021.7
7.5,0.0,35.0,55.0,41.0,1.0,1.0,12.8,0,1031.1,11.7,1032.3
10.7,0.0,35.0,81.0,47.0,7.0,6.0,13.7,0,1035.0,3.1,1036.5
11.8,0.0,28.0,71.0,46.0,1.0,6.0,15.0,0,1032.7,8.4,1035.5
9.8,0.0,26.0,90.0,50.0,8.0,6.0,13.6,0,1026.6,6.3,1031.1
9.1,0.0,31.0,83.0,41.0,6.0,5.0,14.0,0,1022.0,8.9,1025.9
9.9,0.0,24.0,72.0,34.0,2.0,2.0,14.8,0,1021.9,11.5,1024.4
10.1,0.0,24.0,77.0,27.0,0.0,1.0,15.0,0,1023.6,11.6,1026.3
10.6,0.0,22.0,75.0,32.0,7.0,3.0,16.4,0,1023.6,10.4,1026.9
11.0,0.0,31.0,78.0,41.0,7.0,7.0,14.4,0,1020.2,2.7,1022.3
10.4,0.0,41.0,74.0,37.0,1.0,2.0,16.6,0,1020.1,9.8,1022.6
13.7,0.0,52.0,81.0,36.0,7.0,5.0,16.9,0,1015.5,6.8,1019.1
7.7,0.0,24.0,87.0,40.0,1.0,1.0,13.2,0,1017.7,11.1,1020.2
7.9,0.0,28.0,96.0,27.0,8.0,1.0,11.8,0,1017.6,7.4020381328073634,1020.5
8.3,0.0,33.0,78.0,32.0,7.0,3.0,14.5,0,1019.8,10.4,1022.0
12.1,0.0,35.0,76.0,42.0,1.0,1.0,16.0,0,1018.7,11.1,1023.0
8.7,0.0,35.0,88.0,22.0,2.0,2.0,14.3,0,1016.7,10.7,1019.6
8.3,0.0,26.0,73.0,30.0,4.0,6.0,15.1,0,1018.8,9.9,1021.9
12.8,0.0,33.0,81.0,38.0,4.0,4.0,17.0,0,1014.5,8.7,1019.2
17.0,1.4,50.0,88.0,68.0,8.0,7.0,18.2,1,1015.8,0.1,1016.0
16.4,3.4,39.0,85.0,71.0,8.0,7.0,17.6,1,1018.7,1.2,1019.7
11.5,35.0,28.0,76.0,48.0,3.0,5.0,14.1,1,1018.1,8.8,1021.8
6.6,0.0,30.0,79.0,44.0,0.0,2.0,11.5,0,1017.3,10.8,1020.7
7.0,0.0,26.0,89.0,46.0,7.0,1.0,11.3,0,1018.8,5.9,1021.9
9.2,0.0,31.0,82.0,50.0,6.0,7.0,12.5,0,1020.5,6.8,1022.9
8.5,0.6,28.0,55.0,48.0,1.0,6.0,14.4,0,1020.5,10.0,1024.3
6.8,0.0,28.0,69.0,41.0,3.0,1.0,13.7,0,1017.8,10.5,1022.1
9.0,0.0,31.0,76.0,60.0,7.0,7.0,14.9,0,1016.8,4.0,1020.9
14.2,1.4,35.0,86.0,90.0,8.0,8.0,16.5,1,1012.6,1.0,1015.7
14.5,1.0,41.0,53.0,46.0,1.0,1.0,18.6,0,1013.7,9.3,1014.9
7.9,0.0,20.0,65.0,37.0,6.0,7.0,14.9,0,1011.5,6.8,1016.5
8.1,0.0,35.0,72.0,56.0,1.0,6.0,15.8,0,1009.4,6.5,1011.3
12.9,2.8,61.0,69.0,54.0,2.0,4.0,16.4,1,1007.8,9.2,1008.7
6.1,0.0,44.0,50.0,44.0,1.0,1.0,11.1,0,1013.1,10.8,1014.5
0.2,0.0,22.0,65.0,29.0,1.0,0.0,11.1,0,1019.9,9.9,1022.6
0.7,0.0,30.0,67.0,36.0,1.0,5.0,9.5,0,1019.4,8.9,1023.3
3.9,0.0,26.0,75.0,42.0,3.0,1.0,11.0,0,1021.0,10.7,1023.4
7.1,0.0,20.0,76.0,43.0,6.0,1.0,14.5,0,1024.6,9.5,1028.1
7.0,0.0,33.0,73.0,36.0,0.0,1.0,15.0,0,1025.8,10.1,1029.2
10.1,0.0,17.0,73.0,37.0,1.0,7.0,16.2,0,1024.5,9.9,1028.4
9.4,0.0,17.0,86.0,48.0,5.0,5.0,14.8,0,1023.7,9.5,1027.5
10.0,0.0,24.0,79.0,53.0,1.0,5.0,17.7,0,1021.4,7.6,1026.2
6.1,0.0,28.0,78.0,39.0,1.0,2.0,15.3,0,1020.4,10.4,1024.3
7.3,0.0,26.0,74.0,41.0,0.0,2.0,15.4,0,1020.5,8.9,1024.6
6.0,0.0,39.0,73.0,40.0,5.0,2.0,14.8,0,1017.0,8.8,1022.9
14.8,0.2,50.0,91.0,85.0,8.0,7.0,15.8,0,1011.0,0.1,1015.6
10.6,13.2,41.0,71.0,34.0,4.0,5.0,13.8,1,1014.6,8.8,1013.9
1.5,0.2,24.0,68.0,35.0,0.0,5.0,9.5,0,1022.3,10.7,1026.1
2.5,0.0,33.0,81.0,53.0,7.0,7.0,8.8,0,1017.8,0.0,1020.0
3.6,0.0,48.0,71.0,44.0,4.0,1.0,11.9,0,1017.2,10.5,1020.6
8.8,0.0,50.0,61.0,48.0,2.0,1.0,13.9,0,1018.4,10.2,1020.0
3.6,0.0,28.0,77.0,43.0,1.0,2.0,9.2,0,1024.4,9.2,1026.6
5.5,0.0,33.0,77.0,46.0,3.0,3.0,12.4,0,1025.1,9.3,1029.2
1.7,0.0,26.0,87.0,41.0,1.0,1.0,8.6,0,1024.2,10.0,1026.8
3.2,0.0,31.0,81.0,45.0,7.0,6.0,10.9,0,1024.4,6.6,1030.1
6.6,0.6,57.0,83.0,44.0,3.0,6.0,14.2,0,1015.7,8.1,1021.9
9.4,19.6,50.0,78.0,49.0,7.0,5.0,9.4,1,1013.5,5.6,1014.2
5.4,0.4,35.0,69.0,45.0,5.0,4.0,9.6,0,1020.3,9.0,1021.3
1.8,0.0,22.0,89.0,49.0,8.0,4.0,6.0,0,1020.4,7.0,1024.1
0.7,0.0,20.0,85.0,49.0,1.0,1.0,7.5,0,1020.8,9.8,1024.3
2.0,0.0,24.0,87.0,40.0,1.0,1.0,8.8,0,1019.7,9.7,1023.7
1.4,0.0,40.064214262665374,87.0,42.0,0.0,1.0,8.3,0,1017.1,9.8,1021.6
1.3,0.0,52.0,61.0,49.0,0.0,5.0,12.5,0,1011.4,9.1,1012.4
-1.5,0.0,30.0,68.0,36.0,1.0,3.0,5.6,0,1019.0,9.6,1020.1
-3.7,0.0,31.0,75.0,46.0,1.0,2.0,4.5,0,1018.0,8.8,1021.4
-0.3,0.0,22.0,73.21849985176401,44.0,8.0,2.0,12.677296664716208,0,1016.4,7.7,1020.3
-0.7,0.0,15.0,78.0,34.0,2.0,3.0,6.3,0,1017.4,9.6,1020.4
-2.0,0.0,17.0,93.0,50.0,7.0,6.0,5.1,0,1019.6,6.1,1022.7
3.6,0.0,20.0,88.0,50.0,7.0,7.0,7.7,0,1018.3,2.2,1021.8
0.0,0.0,30.0,82.0,32.0,5.0,6.0,7.5,0,1019.1,9.5,1020.9
-1.6,0.0,17.0,83.0,37.0,1.0,1.0,4.8,0,1021.3,9.0,1024.7
0.8,0.0,15.0,84.0,48.0,7.0,7.0,6.1,0,1020.8,6.7,1024.4
2.0,0.0,26.0,79.0,42.0,6.0,3.0,7.0,0,1019.2,7.4,1022.9
0.6,0.0,20.0,79.0,35.0,1.0,4.0,7.2,0,1021.2,7.5,1023.6
2.0,0.0,22.0,69.0,44.0,3.0,4.0,7.4,0,1020.8,7.1,1024.9
3.7,0.0,28.0,84.0,61.0,7.0,7.0,7.7,0,1016.1,2.5,1020.4
7.7,0.6,20.0,94.0,87.0,8.0,7.0,11.0,0,1007.0,0.0,1011.6
7.6,11.2,50.0,92.0,64.0,8.0,6.0,10.8,1,1010.9,3.3,1009.2
4.9,0.8,22.0,82.0,57.0,3.0,7.0,10.1,0,1019.3,4.7,1020.9
7.7,0.0,22.0,87.0,61.0,7.0,7.0,10.1,0,1017.2,2.7,1021.8
9.7,8.4,30.0,92.0,83.0,8.0,8.0,10.8,1,1004.8,0.0,1008.9
8.9,20.8,41.0,96.0,95.0,8.0,8.0,9.3,1,1001.5,0.0,1003.6
9.2,17.0,48.0,68.0,43.0,7.0,7.0,11.5,1,1015.1,6.3,1014.2
0.0,0.0,15.0,87.0,44.0,7.0,7.0,6.6,0,1019.5,7.1,1022.0
2.1,0.0,24.0,87.0,46.0,6.0,5.0,6.6,0,1021.4,8.2,1023.3
4.7,0.0,30.0,76.0,59.0,7.0,5.0,9.6,0,1025.1,3.5,1027.8
7.0,0.0,31.0,86.0,69.0,4.0,7.0,11.3,0,1020.7,1.5,1024.0
0.3,0.0,13.0,93.0,55.0,5.0,1.0,5.8,0,1014.7,9.1,1018.9864797507788
-1.2,0.0,43.0,89.0,51.0,1.0,6.0,4.0,0,1019.4,6.3,1019.0
-2.5,0.0,20.0,79.0,46.0,1.0,2.0,5.4,0,1024.3,8.6,1026.8
0.3,0.0,41.0,87.0,50.0,6.0,4.0,6.1,0,1019.2,8.0,1023.9
3.0,0.0,46.0,74.0,79.0,7.0,7.0,5.8,0,1009.9,0.7,1012.7
2.7,0.0,43.0,64.0,50.0,1.0,1.0,6.6,0,1018.7,9.7,1018.6
-3.8,0.0,35.0,73.21849985176401,43.0,1.0,1.0,0.9,0,1017.7,8.1,1021.7
-1.8,0.0,31.0,78.0,36.0,1.0,1.0,4.6,0,1023.1,0.8,1024.2
-4.8,0.0,13.0,73.21849985176401,41.0,0.0,0.0,2.8,0,1030.4,9.6,1032.0
-4.5,0.0,13.0,73.21849985176401,43.0,0.0,0.0,2.0,0,1032.7,8.2,1036.3
-2.6,0.0,22.0,94.0,47.0,5.0,6.0,2.3,0,1029.6,6.7,1033.8
-1.5,0.0,40.064214262665374,93.0,58.0,4.0,7.0,1.8,0,1024.6,5.6,1029.8
1.8,5.8,72.0,91.0,69.0,8.0,4.0,9.3,1,1009.0,2.4,1014.1
4.1,5.6,43.0,75.0,49.0,1.0,1.0,7.0,1,1016.6,9.8,1018.0
4.3,0.0,43.0,79.0,49.0,7.0,5.0,8.4,0,1019.2,5.0,1019.8
0.5,0.0,20.0,88.0,49.0,1.0,1.0,5.3,0,1025.9,8.2,1027.6
2.4,0.0,15.0,87.0,62.0,7.0,3.0,6.8,0,1033.9,6.2,1035.2
-0.2,0.0,26.0,86.0,72.0,4.0,7.0,6.9,0,1037.3,3.6,1039.3
2.8,0.0,28.0,87.0,56.0,5.0,7.0,8.9,0,1035.7,3.3,1039.5
