MinTemp,Rainfall,WindGustSpeed,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,Sunshine,Pressure9am,Pressure3pm
10.3,0.0,33.0,20.0,1.0,2.0,0,30.5,13.0,1024.7,1021.6
10.7,0.0,39.0,22.0,0.0,1.0,0,31.1,12.0,1020.1,1018.3
13.2,0.0,35.0,49.0,6.0,2.0,0,26.3,9.4,1021.7,1019.6
13.6,0.0,37.0,59.0,4.0,5.0,0,24.3,7.2,1018.6,1016.7
15.8,0.0,41.0,44.0,6.0,5.0,0,22.6,12.2,1022.4,1018.1
9.6,0.0,52.0,40.0,2.0,7.0,0,27.8,8.7,1012.1,1010.7
8.6,0.0,41.0,53.0,5.0,6.0,0,22.9,12.5,1013.8,1010.9
11.3,0.0,74.0,40.0,6.0,5.0,0,23.0,7.5,1004.0,1003.7
8.8,0.0,41.0,46.0,8.0,2.0,0,22.0,8.2,1012.3,1010.0
10.8,0.0,31.0,44.0,1.0,4.0,0,25.0,8.7,1009.0,1006.5
15.5,0.0,59.0,21.0,7.0,7.0,0,34.9,11.1,1001.6,1003.6
12.7,0.0,70.0,24.0,7.0,7.0,0,33.4,4.4,1004.8,1001.1
15.9,0.4,28.0,84.0,8.0,8.0,0,19.1,0.9,1008.8,1008.0
17.2,6.6,87.0,81.0,8.0,7.0,1,16.5,2.7,1000.2,1004.3
9.1,2.2,48.0,40.0,5.0,7.0,1,19.5,6.2,1022.9,1023.3
7.5,0.0,39.0,32.0,7.0,3.0,0,23.8,11.7,1026.3,1022.5
9.8,0.0,37.0,49.0,5.0,7.0,0,23.7,11.5,1021.9,1018.6
13.9,0.0,37.0,44.0,6.0,6.0,0,27.5,5.1,1012.5,1005.9
15.6,4.4,46.0,50.0,4.0,8.0,1,26.0,4.0,1005.9,1006.1
16.9,0.0,61.0,23.0,5.0,3.0,0,26.4,8.4,1001.7,999.3
11.0,17.8,48.0,81.0,8.0,7.0,1,17.1,1.4,1000.9,1002.0
12.8,8.0,48.0,61.0,8.0,7.0,1,15.9,1.3,1014.6,1016.8
12.0,0.2,46.0,56.0,7.0,6.0,0,17.6,8.9,1022.3,1021.9
10.0,0.0,46.0,47.0,2.0,1.0,0,20.7,13.1,1023.0,1020.5
8.6,0.0,74.0,19.0,5.0,7.0,0,28.5,8.9,1016.6,1011.5
9.8,0.0,43.0,32.0,7.0,7.0,0,20.3,6.3,1019.4,1017.2
11.7,0.0,48.0,44.0,6.0,6.0,0,20.8,8.2,1015.6,1014.9
8.0,0.0,37.0,51.0,3.0,7.0,0,21.8,13.2,1017.0,1013.9
10.5,0.0,35.0,48.0,7.0,5.0,0,23.6,5.3,1012.8,1011.0
15.1,2.0,39.0,89.0,8.0,7.0,1,14.7,0.4,1008.0,1007.5
6.6,12.0,37.0,35.0,1.0,2.0,1,21.8,12.8,1011.5,1008.3
10.9,0.0,65.0,58.0,2.0,8.0,0,19.0,7.3,1006.6,1005.3
10.5,5.4,63.0,56.0,7.0,4.0,1,15.6,12.5,1014.3,1016.4
12.2,0.2,59.0,50.0,6.0,6.0,0,20.7,8.2,1016.8,1015.7
14.0,0.0,57.0,54.0,7.0,4.0,0,20.7,10.3,1018.4,1018.1
9.2,0.0,37.0,47.0,6.0,1.0,0,19.6,11.1,1022.9,1021.4
6.7,0.0,37.0,48.0,3.0,1.0,0,22.8,13.1,1021.8,1017.7
9.6,0.0,41.0,13.0,5.0,3.0,0,37.1,12.3,1014.0,1009.7
13.4,0.0,59.0,60.0,6.0,7.0,0,22.9,8.3,1005.5,1005.8
10.6,12.8,44.0,36.0,2.0,1.0,1,21.0,13.3,1017.7,1015.4
11.7,0.0,59.0,43.0,5.0,3.0,0,20.0,10.0,1017.8154924874791,1015.889211756847
10.1,0.0,33.0,58.0,8.0,7.0,0,19.8,5.3,1020.1,1017.7
9.8,0.0,33.0,52.0,5.0,7.0,0,23.0,10.2,1014.5,1011.4
11.1,0.0,35.0,62.0,7.0,5.0,0,21.9,8.2,1012.5,1012.0
12.5,0.0,39.0,55.0,7.0,6.0,0,27.1,9.5,1012.4,1009.1
19.7,0.0,61.0,47.0,8.0,8.0,0,26.8,0.0,1000.4,1006.0
14.3,4.4,28.0,56.0,8.0,8.0,1,17.7,0.0,1015.8,1015.5
8.0,0.0,30.0,48.0,8.0,8.0,0,20.4,3.2,1019.6,1018.1
16.1,0.0,35.0,59.0,7.0,7.0,0,23.6,3.5,1018.0,1016.1
15.6,0.0,35.0,55.0,6.0,2.0,0,25.8,9.2,1017.7,1017.0
12.2,0.0,41.0,43.0,2.0,0.0,0,26.6,13.9,1023.1,1021.6
11.3,0.0,39.0,47.0,0.0,0.0,0,26.8,13.3,1023.5,1018.6
14.0,0.0,67.0,30.0,1.0,6.0,0,34.5,12.3,1012.9,1007.6
20.0,2.2,50.0,60.0,5.0,6.0,1,24.8,11.9,1008.3,1007.9
15.9,4.0,63.0,50.0,8.0,4.0,1,22.2,5.3,1008.9,1009.7
11.7,0.6,46.0,45.0,7.0,8.0,0,19.8,5.3,1018.1,1017.7
7.4,0.0,37.0,48.0,1.0,4.0,0,22.5,12.7,1018.9,1015.7
11.0,0.0,46.0,59.0,2.0,6.0,0,24.7,12.0,1013.9,1011.9
13.3,0.0,35.0,48.0,7.0,7.0,0,22.5,9.7,1017.6,1016.2
11.1,0.0,35.0,45.0,3.0,1.0,0,22.0,11.9,1019.4,1017.7
9.3,0.0,37.0,24.0,2.0,7.0,0,33.2,11.1,1018.4,1012.8
15.2,0.0,56.0,29.0,7.0,2.0,0,33.4,11.7,1013.0,1011.4
13.3,0.0,48.0,55.0,1.0,1.0,0,25.1,13.3,1018.4,1017.2
18.5,0.0,35.0,43.0,3.0,1.0,0,30.4,11.4,1014.2,1008.6
19.9,0.0,69.0,48.0,8.0,7.0,0,31.0,4.7,1002.8,1001.9
14.8,13.4,26.0,63.0,8.0,8.0,1,18.3,0.0,1014.2,1016.2
12.2,0.2,33.0,56.0,8.0,7.0,0,19.9,4.6,1020.2,1018.9
15.2,0.0,37.0,58.0,7.0,1.0,0,23.5,9.4,1018.3,1014.3
15.1,0.0,50.0,14.0,3.0,3.0,0,34.6,10.2,1008.0,1002.6
15.3,0.0,42.47977684797768,52.0,5.0,7.0,0,17.2,7.7,1007.6,1006.0
8.6,4.0,57.0,42.0,8.0,5.0,1,19.2,6.3,1007.0,1007.8
9.5,5.2,69.0,36.0,7.0,5.0,1,20.2,7.8,1010.9,1009.6
9.6,0.0,57.0,26.0,3.0,5.0,0,25.5,7.6,1009.7,1007.4
15.4,0.0,35.0,49.0,7.0,3.0,0,23.3,8.7,1012.2,1009.9
14.8,0.0,41.0,19.0,7.0,7.0,0,35.6,4.5,1007.1,1002.3
16.2,0.0,85.0,45.0,7.0,5.0,0,23.2,9.8,1011.7,1013.3
7.7,0.0,46.0,46.0,5.0,1.0,0,22.6,12.0,1015.7,1013.7
11.8,0.0,35.0,51.0,7.0,2.0,0,23.1,5.9,1015.0,1012.1
11.0,0.0,48.0,52.0,5.0,4.0,0,25.8,11.2,1010.7,1010.0
13.5,0.0,30.0,51.0,8.0,8.0,0,21.4,2.5,1016.9,1014.8
15.1,2.6,39.0,57.0,5.0,4.0,1,25.7,10.5,1010.3,1007.6
16.2,0.0,41.0,44.0,6.0,5.0,0,24.5,8.9,1012.9,1014.2
11.5,0.0,48.0,53.0,0.0,1.0,0,25.7,12.8,1017.8,1014.4
14.1,0.0,57.0,28.0,3.0,3.0,0,37.0,10.7,1010.7,1006.8
14.0,0.0,46.0,53.0,3.0,3.0,0,23.2,9.7,1019.3,1017.9
17.6,0.6,59.0,43.0,6.0,4.0,0,29.1,10.0,1017.9,1014.6
20.4,0.0,72.0,55.0,5.0,3.0,0,27.6,9.7,1016.6,1012.2
21.1,0.0,59.0,66.0,6.0,8.0,0,25.9,3.2,1010.5,1007.6
19.5,9.4,37.0,84.0,8.0,8.0,1,18.4,0.0,1012.4,1014.7
13.5,0.6,37.0,76.0,8.0,8.0,0,18.4,0.0,1023.3,1024.5
14.2,2.2,37.0,92.0,7.0,8.0,1,20.2,3.6,1025.0,1022.4
18.3,0.2,35.0,62.0,8.0,1.0,0,26.9,8.4,1021.5,1019.8
16.8,0.0,33.0,55.0,8.0,6.0,0,27.8,9.4,1020.3,1018.8
18.3,0.0,35.0,49.0,7.0,5.0,0,27.4,7.0,1019.4,1016.6
18.6,0.0,35.0,53.0,7.0,6.0,0,29.7,4.9,1014.9,1009.7
19.5,12.0,37.0,65.0,7.0,7.0,1,23.5,1.7,1009.7,1010.6
16.4,3.0,37.0,72.0,6.0,7.0,1,23.6,1.7,1011.7,1009.0
19.3,0.0,52.0,85.0,8.0,8.0,0,20.2,0.1,1009.4,1009.5
16.8,31.2,39.0,73.0,8.0,8.0,1,20.4,0.3,1014.2,1015.3
11.8,1.6,35.0,57.0,3.0,2.0,1,22.4,11.6,1018.5,1017.5
11.2,0.0,31.0,56.0,2.0,7.0,0,22.3,12.8,1017.4,1018.3
10.2,0.0,41.0,46.0,1.0,1.0,0,24.7,13.0,1024.4,1022.7
12.9,0.0,35.0,43.0,2.0,1.0,0,28.8,11.0,1022.1,1018.6
12.5,0.0,41.0,27.0,1.0,4.0,0,32.1,9.7,1015.3,1011.3
18.7,0.0,48.0,62.0,6.0,7.0,0,25.4,8.1,1008.0,1009.1
16.2,3.2,63.0,73.0,7.0,7.0,1,22.2,1.9,1010.3,1008.0
11.9,4.0,57.0,41.0,1.0,3.0,1,22.7,12.0,1018.7,1019.0
7.6,0.0,33.0,39.0,0.0,1.0,0,23.7,12.0,1022.8,1021.2
7.7,0.0,37.0,48.0,1.0,1.0,0,22.2,12.2,1026.8,1025.3
11.8,0.2,35.0,27.0,1.0,1.0,0,31.7,10.9,1022.9,1018.3
14.2,0.0,46.0,60.0,7.0,6.0,0,26.2,3.1,1015.3,1016.2
15.9,1.8,59.0,47.0,6.0,4.0,1,19.8,8.2,1019.2,1019.5
8.4,0.6,35.0,61.0,8.0,8.0,0,17.7,1.0,1024.2,1023.5
8.5,0.2,39.0,43.0,1.0,2.0,0,22.0,11.3,1022.4,1019.2
8.9,0.0,35.0,31.0,1.0,1.0,0,25.2,11.8,1020.0,1015.9
11.7,0.0,31.0,33.0,6.0,6.0,0,30.5,5.6,1012.9,1009.5
14.5,0.0,31.0,68.0,6.0,8.0,0,24.9,0.2,1006.8,1005.5
17.7,8.4,48.0,63.0,5.0,2.0,1,26.6,8.3,1008.7,1009.3
17.5,18.8,37.0,97.0,7.0,7.0,1,20.0,0.0,1014.5,1010.4
18.9,13.2,54.0,33.0,3.0,3.0,1,26.4,8.3,1005.2,1003.2
13.1,0.0,81.0,59.0,5.0,5.0,0,20.3,9.3,1010.6,1012.8
12.3,0.0,41.0,51.0,5.0,8.0,0,17.5,1.3,1025.2,1026.8
8.0,0.0,30.0,39.0,7.0,3.0,0,20.4,8.4,1034.6,1033.7
7.1,0.0,41.0,43.0,1.0,1.0,0,21.7,11.4,1037.9,1036.2
8.5,0.0,37.0,49.0,6.0,2.0,0,22.5,9.7,1036.0,1033.1
8.9,0.0,37.0,42.0,1.0,2.0,0,25.3,10.1,1029.6,1025.4
8.3,0.0,31.0,28.0,0.0,3.0,0,27.6,11.2,1024.4,1021.3
10.3,0.0,33.0,31.0,1.0,1.0,0,30.1,11.3,1022.0,1020.0
12.4,0.0,35.0,27.0,1.0,3.0,0,32.5,10.1,1022.3,1020.3
16.0,0.2,28.0,48.0,8.0,7.0,0,26.6,2.0,1024.1,1020.6
13.8,0.0,41.0,39.0,7.0,2.0,0,28.7,6.1,1015.6,1014.7
16.9,0.0,33.0,50.0,7.0,3.0,0,25.7,6.1,1020.1,1017.8
15.0,0.0,78.0,45.0,7.0,5.0,0,21.5,7.1,1016.5,1017.0
10.9,0.0,41.0,43.0,2.0,1.0,0,20.6,10.5,1022.2,1020.0
8.9,0.0,57.0,52.0,5.0,6.0,0,20.6,7.8,1021.6,1019.7
14.5,0.0,42.47977684797768,50.0,7.0,4.0,0,22.9,8.7,1023.4,1021.8
8.4,0.0,28.0,36.0,2.0,1.0,0,28.9,10.0,1019.8,1015.6
10.6,0.0,43.0,24.0,3.0,5.0,0,29.6,8.2,1015.9,1014.4
15.6,0.2,28.0,71.0,8.0,8.0,0,20.2,0.0,1021.5,1019.6
15.3,0.4,33.0,44.0,6.0,8.0,0,29.0,3.1,1014.8,1009.4
17.1,2.0,37.0,76.0,8.0,7.0,1,21.2,4.9,1013.2,1014.6
13.9,3.2,26.0,63.0,7.0,7.0,1,18.7,3.1,1022.6,1022.7
6.9,0.0,39.0,40.0,2.0,1.0,0,21.7,10.7,1024.2,1020.7
8.4,0.0,30.0,46.0,8.0,5.0,0,21.6,7.5,1020.7,1018.9
11.1,0.0,24.0,64.0,6.0,8.0,0,18.8,0.2,1021.8,1020.7
11.5,0.4,44.0,58.0,7.0,4.0,0,19.3,5.2,1023.6,1022.6
7.7,2.0,41.0,44.0,1.0,1.0,1,20.2,6.6,1024.5,1020.2
7.0,0.0,30.0,54.0,6.0,6.0,0,20.5,6.6,1017.3,1017.1
10.2,0.2,39.0,51.0,6.0,7.0,0,22.0,5.4,1017.3,1013.6
14.6,1.2,30.0,62.0,3.0,8.0,1,23.3,4.4,1011.7,1008.3
16.1,0.2,54.0,58.0,1.0,6.0,0,20.2,6.9,1013.9,1015.2
11.8,0.2,31.0,61.0,7.0,7.0,0,19.1,3.5,1017.0,1010.8
9.2,0.0,37.0,61.0,7.0,8.0,0,20.2,2.0,1008.7,1005.7
9.2,0.0,91.0,43.0,6.0,4.0,0,15.2,6.5,1004.8,1006.8
10.1,3.8,76.0,59.0,6.0,5.0,1,17.4,7.3,1012.8,1014.5
9.4,0.0,44.0,52.0,4.0,3.0,0,18.2,8.1,1024.1,1021.9
7.8,0.0,46.0,58.0,6.0,6.0,0,17.9,9.6,1023.1,1020.5
8.9,0.0,39.0,63.0,8.0,7.0,0,18.6,0.9,1024.0,1022.8
10.5,0.0,33.0,46.0,1.0,2.0,0,20.9,10.1,1026.5,1023.5
10.3,0.0,31.0,37.0,8.0,1.0,0,25.1,8.5,1027.3,1023.7
7.6,0.0,26.0,36.0,5.0,6.0,0,25.6,7.8,1025.9,1022.5
11.1,0.2,24.0,62.0,8.0,6.0,0,22.0,4.4,1025.4,1021.9
12.6,0.2,41.0,37.0,7.0,7.0,0,26.5,4.0,1022.1,1018.1
13.1,0.0,28.0,73.0,6.0,6.0,0,21.8,3.7,1021.1,1018.7
13.0,0.8,33.0,52.0,8.0,6.0,0,25.5,6.3,1020.8,1016.9
14.0,0.0,48.0,37.0,7.0,7.0,0,26.6,1.4,1014.7,1010.2
16.4,6.6,48.0,70.0,8.0,8.0,1,20.4,2.0,1007.2,1004.4
11.7,7.8,56.0,58.0,5.0,3.0,1,16.8,9.6,1015.3,1015.889211756847
9.0,0.0,20.0,39.0,7.0,6.0,0,17.8,5.4,1017.8154924874791,1015.889211756847
7.8,0.0,43.0,66.0,7.0,7.0,0,15.5,1.6,1016.2,1015.2
5.2,1.2,56.0,47.0,7.0,7.0,1,16.5,2.8,1016.6,1013.6
12.5,0.0,69.0,53.0,4.0,7.0,0,17.6,5.9,1017.7,1018.4
9.5,0.0,31.0,58.0,7.0,6.0,0,17.7,3.3,1027.6,1025.9
3.0,0.0,19.0,40.0,5.0,0.0,0,21.9,9.9,1024.8,1020.4
6.0,0.0,48.0,63.0,6.0,7.0,0,15.0,5.0,1022.3,1024.0
6.7,0.0,37.0,63.0,6.0,7.0,0,18.2,9.0,1027.1,1020.8
4.4,0.2,61.0,44.0,3.0,7.0,0,22.9,5.5,1012.8,1006.5
8.0,1.0,59.0,55.0,2.0,2.0,0,13.9,8.2,1013.5,1013.2
8.8,0.0,50.0,46.0,7.0,3.0,0,16.5,6.9,1018.0,1019.1
1.6,0.0,50.0,86.0,7.0,8.0,0,15.5,3.0,1019.8,1017.5
7.8,0.4,33.0,50.0,3.0,1.0,0,18.9,9.2,1021.8,1019.4
2.9,0.2,44.0,39.0,3.0,3.0,0,21.5,8.8,1021.3,1017.4
4.1,0.0,42.47977684797768,35.0,1.0,6.0,0,22.4,9.2,1017.6,1011.5
6.6,3.4,59.0,68.0,8.0,5.0,1,11.8,4.1,1011.5,1012.9
6.0,5.4,41.0,56.0,2.0,3.0,1,14.5,7.3,1021.5,1020.8
7.4,1.8,41.0,93.0,8.0,8.0,1,13.2,1.8,1022.7,1021.0
8.4,2.4,35.0,64.0,3.0,6.0,1,15.4,8.1,1021.3,1018.0
7.1,0.0,26.0,58.0,8.0,6.0,0,15.1,2.1,1020.7,1018.3
1.9,0.0,24.0,52.0,3.0,1.0,0,16.5,8.8,1021.9,1019.8
1.5,0.0,19.0,56.0,7.0,5.0,0,16.1,8.6,1021.6,1019.0
3.4,0.2,20.0,63.0,6.0,7.0,0,16.1,7.9,1021.1,1019.6
3.2,0.2,24.0,40.0,2.0,5.0,0,17.0,8.3,1023.6,1021.3
2.7,0.0,24.0,56.0,7.0,6.0,0,16.1,3.7,1023.6,1020.7
6.8,1.8,26.0,58.0,7.0,5.0,1,14.1,4.0,1023.6,1021.6
0.4,0.0,22.0,48.0,4.0,8.0,0,14.2,8.9,1024.9,1022.5
-1.6,0.0,30.0,52.0,2.0,3.0,0,13.9,7.9,1024.2,1019.8
1.7,0.0,26.0,65.0,5.0,7.0,0,14.7,3.1,1017.7,1013.5
5.0,7.4,59.0,88.0,8.0,7.0,1,15.2,0.0,1010.1,1006.5
12.1,1.0,52.0,89.0,8.0,8.0,0,14.1,0.6,1013.6,1014.0
11.1,1.2,17.0,76.0,7.0,6.0,1,15.6,2.2,1018.9,1017.3
8.0,0.4,17.0,73.0,8.0,7.0,0,16.5,3.8,1017.6,1013.2
10.1,0.2,26.0,91.0,8.0,8.0,0,13.9,0.0,1006.5,1004.8
11.8,14.8,69.0,73.0,8.0,8.0,1,15.7,0.4,1012.1,1013.2
9.7,0.0,33.0,68.0,7.0,7.0,0,15.0,1.5,1019.3,1017.6
5.6,2.4,13.0,70.0,6.0,7.0,1,15.3,7.8,1019.4,1017.2
5.4,0.0,19.0,69.0,7.0,6.0,0,15.2,0.4,1022.0,1021.9
3.5,0.2,17.0,67.0,5.0,2.0,0,15.2,6.8,1027.8,1025.4
5.8,0.0,30.0,74.0,7.0,1.0,0,14.6,6.0,1023.9,1020.2
7.0,0.0,35.0,65.0,6.0,5.0,0,14.4,7.0,1018.6,1015.7
9.4,3.2,39.0,54.0,6.0,5.0,1,14.0,5.4,1021.3,1022.0
5.5,0.0,26.0,74.0,6.0,6.0,0,11.8,3.3,1026.6,1024.5
3.6,0.0,41.0,51.0,5.0,6.0,0,12.1,2.8,1021.5,1016.7
2.2,0.0,59.0,84.0,7.0,7.0,0,8.9,0.7,1007.1,1006.5
5.3,3.0,52.0,63.0,2.0,5.0,1,12.3,7.5,1019.3,1018.4
7.1,0.0,57.0,85.0,2.0,6.0,0,11.7,3.9,1018.2,1017.5
4.4,0.8,35.0,73.0,3.0,4.0,0,11.1,6.5,1024.9,1024.9
7.4,0.4,31.0,66.0,6.0,5.0,0,12.2,0.8,1031.2,1030.7
1.3,0.0,17.0,43.0,3.0,8.0,0,13.7,8.9,1034.3,1031.8
-1.0,0.0,19.0,55.0,4.0,6.0,0,13.2,4.1,1031.0,1027.1
-1.2,0.0,31.0,76.0,6.0,8.0,0,12.6,2.4,1024.5,1018.0
1.8,0.0,80.0,62.0,7.0,8.0,0,11.2,3.7,1003.1,1004.4
5.0,1.8,54.0,46.0,2.0,5.0,1,14.4,8.0,1014.6,1011.9
8.9,2.0,56.0,60.0,4.0,6.0,1,14.0,4.7,1015.7,1016.5
6.2,0.0,31.0,77.0,8.0,6.0,0,13.6,0.2,1023.9,1025.5
0.9,0.8,17.0,50.0,2.0,4.0,0,13.9,8.2,1034.7,1034.0
-1.3,0.0,26.0,56.0,6.0,6.0,0,13.4,7.0,1039.1,1036.9
-0.8,0.2,17.0,66.0,8.0,4.0,0,12.8,5.3,1037.3,1032.7
0.3,0.0,20.0,69.0,5.0,6.0,0,14.6,6.3,1027.8,1022.7
3.6,0.0,43.0,95.0,7.0,8.0,0,11.6,0.0,1017.6,1014.9
6.9,12.4,41.0,88.0,2.0,6.0,1,9.1,5.6,1020.9,1021.1
4.2,4.6,33.0,67.0,3.0,5.0,1,10.5,5.5,1024.1,1021.7
-1.9,0.0,43.0,48.0,3.0,7.0,0,10.7,7.0,1019.4,1015.8
0.2,0.0,46.0,43.0,3.0,5.0,0,11.9,5.2,1015.3,1014.3
2.9,0.4,26.0,58.0,7.0,4.0,0,12.0,2.1,1016.8,1016.0
3.9,0.0,24.0,56.0,4.0,6.0,0,13.5,5.4,1022.9,1022.3
-1.1,0.0,28.0,54.0,1.0,6.0,0,12.4,5.4,1025.7,1022.5
1.2,0.0,41.0,71.0,2.0,3.0,0,12.2,8.7,1028.5,1028.5
8.4,0.0,26.0,63.0,8.0,5.0,0,13.6,1.2,1031.3,1027.9
0.1,0.0,17.0,52.0,2.0,1.0,0,12.8,8.8,1027.3,1023.1
0.5,0.0,33.0,63.0,6.0,3.0,0,12.2,5.0,1021.5,1020.2
1.5,0.0,30.0,79.0,3.0,6.0,0,11.5,3.0,1026.1,1025.6
0.3,0.2,19.0,56.0,7.0,4.0,0,13.4,5.7,1029.8,1027.8
0.1,0.2,20.0,66.0,8.0,1.0,0,12.2,6.8,1031.0,1027.6
-0.4,0.2,22.0,71.0,7.0,8.0,0,11.7,0.8,1020.4,1015.4
4.6,0.0,46.0,44.0,1.0,3.0,0,16.8,8.0,1016.5,1015.7
-0.2,0.0,19.0,42.0,1.0,1.0,0,15.5,8.8,1022.3,1019.3
-0.6,0.0,54.0,79.0,3.0,8.0,0,12.1,2.2,1014.0,1005.9
2.5,4.6,67.0,42.0,1.0,5.0,1,13.8,7.6,1001.5,1001.7
6.3,1.0,50.0,70.0,3.0,6.0,0,11.6,5.7,1018.1,1020.7
8.1,0.4,43.0,70.0,6.0,7.0,0,12.4,4.1,1026.9,1025.6
0.9,0.0,24.0,45.0,1.0,1.0,0,13.8,9.2,1026.8,1022.9
-1.1,0.0,54.0,40.0,2.0,4.0,0,14.1,7.3,1017.8,1014.5
4.9,0.0,35.0,56.0,6.0,4.0,0,12.1,6.8,1018.6,1018.5
-1.8,0.0,37.0,57.0,5.0,7.0,0,12.9,6.5,1023.6,1022.3
0.7,0.2,30.0,63.0,2.0,5.0,0,13.5,6.1,1028.8,1027.4
3.6,0.2,33.0,85.0,8.0,7.0,0,12.2,1.0,1031.4,1030.7
5.6,1.0,33.0,70.0,7.0,6.0,0,12.6,1.9,1034.8,1032.0
5.8,0.0,33.0,69.0,7.0,4.0,0,12.3,2.3,1031.7,1029.3
1.9,0.0,31.0,61.0,2.0,5.0,0,14.1,8.6,1031.4,1029.6
1.3,1.8,39.0,48.0,6.0,3.0,1,13.8,7.8,1035.1,1033.8
0.1,0.2,22.0,60.0,3.0,6.0,0,14.3,8.2,1036.0,1032.1
1.2,0.2,19.0,67.0,7.0,6.0,0,12.2,5.7,1029.0,1023.2
2.0,0.0,17.0,64.0,7.0,6.0,0,16.6,4.1,1016.9,1012.7
0.7,0.0,28.0,55.0,2.0,6.0,0,17.4,6.3,1012.5,1009.2
3.1,0.2,65.0,66.0,4.0,4.0,0,14.3,8.0,1009.3,1010.8
5.7,1.8,61.0,63.0,5.0,5.0,1,11.5,4.0,1010.8,1010.5
4.8,9.0,59.0,63.0,8.0,7.0,1,12.5,0.0,1019.6,1022.3
7.3,0.0,39.0,56.0,7.0,5.0,0,13.6,6.2,1024.1,1020.9
1.0,0.0,37.0,48.0,7.0,8.0,0,14.1,5.4,1016.1,1013.0
5.1,0.0,59.0,66.0,7.0,3.0,0,11.3,4.9,1016.1,1015.5
4.8,0.0,35.0,50.0,2.0,3.0,0,14.0,7.0,1023.0,1022.3
-0.4,0.0,26.0,45.0,4.0,4.0,0,12.6,7.0,1026.3,1022.3
-1.7,0.2,19.0,42.0,1.0,1.0,0,14.2,9.0,1020.4,1017.2
-1.4,0.2,20.0,39.0,4.0,1.0,0,13.9,8.4,1022.2,1019.5
1.1,0.0,26.0,96.0,7.0,8.0,0,9.5,0.2,1017.6,1010.6
1.0,8.4,31.0,65.0,2.0,8.0,1,13.1,4.1,1003.5,998.5
6.5,6.4,56.0,55.0,8.0,7.0,1,14.3,6.8,1005.4,1008.4
3.0,0.6,28.0,51.0,6.0,2.0,0,13.8,6.6,1016.1,1013.1
1.4,0.0,39.0,42.0,4.0,2.0,0,16.2,6.683663366336633,1009.6,1002.7
6.2,0.0,61.0,62.0,5.0,8.0,0,14.5,3.1,999.5,999.4
7.6,0.8,78.0,73.0,7.0,5.0,0,7.2,3.5,1008.3,1012.0
4.6,2.4,39.0,57.0,3.0,6.0,1,12.0,8.6,1021.6,1019.6
0.6,0.0,30.0,73.0,7.0,7.0,0,10.0,0.0,1013.5,1003.7
3.3,0.0,63.0,59.0,2.0,6.0,0,13.0,8.9,1001.2,1002.5
3.7,1.8,72.0,44.0,2.0,4.0,1,11.5,7.1,1008.3,1007.6
7.3,0.2,67.0,46.0,3.0,6.0,0,13.3,8.0,1013.1,1013.5
-0.7,0.8,48.0,38.0,1.0,3.0,0,15.7,10.4,1020.7,1017.5
0.3,0.0,28.0,36.0,3.0,5.0,0,16.4,8.5,1015.2,1010.4
3.8,0.0,74.0,35.0,4.0,2.0,0,14.6,9.5,1008.6,1003.7
2.0,4.6,72.0,46.0,1.0,5.0,1,11.3,8.3,1003.9,997.5
3.5,0.0,63.0,42.0,7.0,5.0,0,13.0,7.0,997.3,996.7
5.0,0.2,59.0,46.0,2.0,5.0,0,12.4,9.0,1006.8,1009.7
6.2,0.6,35.0,66.0,7.0,7.0,0,12.5,3.6,1023.2,1023.9
3.4,0.0,30.0,76.0,6.0,7.0,0,12.5,3.4,1029.3,1027.1
2.1,0.2,30.0,38.0,5.0,1.0,0,15.4,9.2,1028.1,1024.1
1.0,0.0,31.0,59.0,6.0,8.0,0,15.1,1.7,1021.5,1016.1
9.5,0.8,31.0,92.0,8.0,8.0,0,11.9,0.0,1013.3,1013.7
6.5,2.0,35.0,49.0,3.0,5.0,1,12.7,7.6,1019.3,1019.7
-0.8,0.0,46.0,64.0,5.0,6.0,0,14.1,7.3,1024.7,1018.3
8.3,1.6,56.0,66.0,8.0,8.0,1,19.0,1.0,1000.8,992.3
10.3,0.4,42.47977684797768,49.0,8.0,3.0,0,14.9,5.6,1004.9,1009.5
6.9,0.2,56.0,44.0,2.0,2.0,0,14.1,9.0,1017.7,1016.8
5.4,0.4,30.0,62.0,2.0,4.0,0,12.7,5.5,1026.5,1025.6
-0.7,0.2,30.0,38.0,2.0,2.0,0,14.7,9.8,1027.0,1021.1
5.3,2.0,26.0,62.0,6.0,8.0,1,16.1,0.5,1012.2,1007.1
4.7,1.6,63.0,69.0,7.0,6.0,1,11.6,4.5,1000.3,1003.2
3.3,2.2,50.0,41.0,2.0,3.0,1,16.1,9.2,1016.3,1015.9
2.5,0.0,43.0,43.0,1.0,5.0,0,16.0,5.7,1020.4,1015.6
4.8,0.0,50.0,62.0,7.0,4.0,0,14.6,7.1,1013.1,1013.7
2.9,0.0,31.0,50.0,3.0,1.0,0,13.8,9.5,1017.6,1012.8
4.2,0.0,74.0,82.0,3.0,7.0,0,11.9,6.1,1011.7,1010.5
8.5,0.4,83.0,65.0,6.0,4.0,0,11.0,2.9,1013.9,1013.6
6.1,1.4,69.0,60.0,7.0,6.0,1,13.0,2.5,1021.7,1020.0
9.0,0.0,63.0,61.0,7.0,5.0,0,13.4,4.3,1017.6,1016.9
7.8,0.0,46.0,57.0,3.0,5.0,0,13.7,3.9,1022.8,1020.9
