Rainfall,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp
0.0,54.0,49.0,7.0,5.0,0,24.2,26.0
0.2,68.0,59.0,7.0,8.0,0,24.8,26.0
0.4,75.0,51.0,0.0,1.0,0,29.0,30.8
0.0,78.0,31.0,0.0,3.0,0,34.4,35.0
0.0,65.0,27.0,0.0,4.0,0,36.1,37.2
0.0,49.0,75.0,1.0,8.0,0,23.8,33.7
0.0,59.0,55.0,8.0,8.0,0,24.5,25.2
0.0,55.0,48.0,2.0,2.0,0,24.9,26.5
0.4,79.0,57.0,6.0,6.0,0,26.2,27.9
0.0,79.0,53.0,1.0,2.0,0,30.2,31.8
0.0,80.0,44.0,4.0,6.0,0,30.5,30.8
14.2,81.0,85.0,8.0,8.0,1,19.9,21.4
5.0,58.0,66.0,8.0,8.0,1,20.3,23.0
2.0,70.0,62.0,6.0,6.0,1,23.5,24.8
0.2,72.0,60.0,4.0,7.0,0,26.8,28.2
0.0,65.0,65.0,5.0,8.0,0,24.8,28.5
15.2,93.0,76.0,6.0,7.0,1,26.9,28.8
0.0,73.0,63.0,2.0,6.0,0,27.0,29.4
0.0,73.0,59.0,7.0,3.0,0,29.6,33.2
0.0,57.0,31.0,0.0,1.0,0,30.5,31.2
0.0,54.0,92.0,1.0,8.0,0,20.3,24.8
12.6,54.0,47.0,7.0,4.0,1,22.8,24.0
0.0,58.0,51.0,6.0,3.0,0,23.4,24.7
20.4,68.0,59.0,7.0,7.0,1,22.1,23.2
12.8,90.0,55.0,6.0,5.0,1,23.5,25.2
0.0,81.0,65.0,6.0,6.0,0,24.0,25.0
0.0,86.0,48.0,2.0,2.0,0,24.8,26.2
0.0,83.0,51.0,1.0,1.0,0,26.2,26.8
0.0,87.0,58.0,1.0,1.0,0,26.5,27.8
0.0,89.0,42.0,1.0,1.0,0,30.0,30.5
0.0,71.0,49.0,1.0,1.0,0,29.8,31.5
0.0,84.0,30.0,1.0,3.0,0,33.5,34.5
0.0,69.0,56.0,7.0,2.0,0,25.2,26.2
0.0,73.0,74.0,1.0,1.0,0,27.7,28.4
0.0,87.0,67.0,2.0,5.0,0,25.7,27.8
0.0,78.0,76.0,7.0,1.0,0,26.0,27.0
0.0,92.0,32.0,0.0,3.0,0,34.0,34.3
0.0,75.0,57.362684435982864,2.0,1.0,0,22.32553393450403,29.5
0.0,98.0,80.0,1.0,1.0,0,30.0,31.0
0.0,74.0,60.0,5.0,8.0,0,27.5,31.1
1.4,87.0,95.0,8.0,8.0,1,21.0,22.0
31.4,92.0,71.0,7.0,7.0,1,22.2,23.2
0.0,82.0,56.0,7.0,1.0,0,24.0,24.5
0.0,72.0,53.0,5.0,4.0,0,22.4,23.3
0.0,73.0,56.0,1.0,2.0,0,22.8,24.3
0.6,76.0,53.0,2.0,4.0,0,21.9,23.0
0.4,95.0,58.0,8.0,7.0,0,21.7,23.2
0.0,80.0,60.0,7.0,7.0,0,23.4,25.0
3.4,98.0,79.0,8.0,8.0,1,23.0,23.5
3.0,91.0,38.0,7.0,6.0,1,29.3,29.7
0.0,71.0,57.0,1.0,5.0,0,22.2,24.9
0.0,73.0,40.0,1.0,2.0,0,27.7,28.6
0.0,69.0,44.0,8.0,6.0,0,27.5,28.4
0.0,43.0,19.0,2.0,3.0,0,23.6,25.5
0.0,54.0,56.0,0.0,2.0,0,20.3,22.5
0.0,79.0,52.0,0.0,1.0,0,24.4,25.2
0.0,80.0,57.362684435982864,4.0,1.0,0,22.32553393450403,25.2
0.0,71.0,70.0,3.0,6.0,0,21.4,23.0
0.0,79.0,29.0,2.0,3.0,0,23.7,25.0
0.0,78.0,71.0,1.0,3.0,0,23.5,25.5
0.0,87.0,67.0,4.0,2.0,0,24.5,26.5
0.4,84.0,63.0,2.0,4.0,0,24.5,26.3
0.0,61.0,61.0,1.0,1.0,0,25.4,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,29.0
0.0,66.0,32.0,0.0,1.0,0,30.0,30.5
0.0,72.0,45.0,8.0,7.0,0,26.5,28.2
6.2,97.0,97.0,8.0,7.0,1,18.2,20.0
9.8,50.0,48.0,1.0,7.0,1,20.6,21.6
0.0,70.0,39.0,6.0,7.0,0,21.8,22.2
0.0,57.0,31.0,0.0,0.0,0,24.3,24.4
0.0,54.0,34.0,1.0,0.0,0,24.4,25.0
0.0,61.0,95.0,1.0,8.0,0,17.0,22.8
12.8,97.0,79.0,7.0,6.0,1,21.0,22.2
0.4,99.0,39.0,8.0,8.0,0,26.0,26.5
0.0,77.0,67.0,5.0,5.0,0,22.5,25.2
0.2,84.0,58.0,2.0,7.0,0,22.2,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,25.5
0.0,64.0,31.0,1.0,5.0,0,25.6,26.5
0.0,38.0,27.0,0.0,1.0,0,18.2,19.8
0.0,51.0,33.0,0.0,1.0,0,20.5,21.2
0.0,65.0,37.0,0.0,1.0,0,19.5,20.7
0.0,68.0,46.0,1.0,3.0,0,20.3,21.7
0.0,73.0,80.0,8.0,6.0,0,18.5,21.0
5.6,97.0,61.0,8.0,8.0,1,16.8,17.8
15.4,96.0,71.0,7.0,8.0,1,17.5,17.7
5.8,80.0,74.0,7.0,6.0,1,18.2,20.0
5.8,96.0,64.0,7.0,6.0,1,19.4,20.5
0.4,87.0,68.0,4.0,6.0,0,18.1,20.7
6.6,74.06142857142858,78.0,8.0,7.0,1,15.9,17.0
8.0,77.0,68.0,5.0,2.0,1,17.5,18.7
0.0,93.0,65.0,4.0,8.0,0,19.3,20.5
10.6,99.0,87.0,8.0,6.0,1,17.7,18.0
2.0,97.0,85.0,7.0,8.0,1,16.4,18.8
40.2,61.0,54.0,7.0,4.0,1,19.5,20.2
0.0,93.0,73.0,7.0,4.0,0,18.2,20.8
7.0,97.0,86.0,8.0,8.0,1,16.5,17.4
3.2,68.0,57.0,1.0,5.0,1,16.9,18.0
0.0,82.0,84.0,7.0,6.0,0,18.0,19.5
9.6,72.0,72.0,5.0,7.0,1,18.0,18.5
2.2,89.0,76.0,3.0,5.0,1,18.0,20.0
1.8,87.0,75.0,6.0,6.0,1,19.0,20.5
44.6,94.0,97.0,8.0,8.0,1,16.5,19.0
25.8,77.0,59.0,6.0,5.0,1,18.8,20.0
0.2,66.0,53.0,1.0,6.0,0,17.4,17.8
12.4,58.0,63.0,1.0,7.0,1,15.8,17.8
0.8,92.0,69.0,5.0,4.0,0,16.5,18.4
0.2,79.0,37.0,3.0,2.0,0,16.4,17.8
0.0,52.0,34.0,1.0,1.0,0,15.7,17.2
0.0,66.0,47.0,1.0,1.0,0,15.0,16.2
0.0,69.0,43.0,2.0,2.0,0,15.3,16.7
0.0,70.0,65.0,6.0,3.0,0,16.1,17.5
0.0,67.0,20.0,1.0,1.0,0,17.0,18.0
0.0,89.0,72.0,1.0,2.0,0,17.3,19.6
0.2,99.0,59.0,8.0,1.0,0,17.5,18.5
0.2,87.0,94.0,8.0,8.0,0,12.5,15.0
0.1,78.0,40.0,0.0,1.0,0,16.5,18.2
0.0,63.0,39.0,0.0,0.0,0,17.0,18.2
0.0,74.0,57.362684435982864,0.0,1.0,0,22.32553393450403,19.5
0.0,87.0,96.0,3.0,8.0,0,14.6,16.8
33.6,92.0,85.0,7.0,7.0,1,16.4,16.8
10.6,97.0,53.0,7.0,5.0,1,18.0,19.6
0.8,97.0,59.0,8.0,6.0,0,17.5,19.2
0.6,92.0,68.0,7.0,6.0,0,18.2,18.8
0.8,92.0,73.0,8.0,7.0,0,17.7,19.2
0.0,63.0,46.0,0.0,1.0,0,15.0,16.2
0.2,75.0,46.0,1.0,1.0,0,15.3,16.9
0.0,71.0,40.0,0.0,0.0,0,13.6,14.9
0.0,73.0,45.0,1.0,1.0,0,13.4,14.5
0.0,66.0,40.0,6.0,6.0,0,15.5,17.2
0.0,79.0,64.0,7.0,8.0,0,13.4,13.7
0.0,72.0,57.362684435982864,5.0,1.0,0,22.32553393450403,16.3
0.0,71.0,67.0,5.0,6.0,0,16.0,17.2
7.0,97.0,79.0,8.0,7.0,1,15.2,16.0
4.2,97.0,73.0,8.0,6.0,1,16.2,17.7
0.4,75.0,88.0,8.0,7.0,0,14.9,16.2
9.8,91.0,92.0,7.0,7.0,1,14.2,17.2
7.0,94.0,87.0,7.0,7.0,1,15.0,16.3
15.4,99.0,80.0,8.0,6.0,1,16.5,18.4
0.0,96.0,84.0,6.0,7.0,0,16.8,17.2
0.0,91.0,65.0,8.0,6.0,0,17.4,17.5
0.8,89.0,82.0,8.0,8.0,0,17.8,18.5
3.6,94.0,34.0,8.0,2.0,1,16.8,17.8
0.4,52.0,40.0,1.0,3.0,0,16.2,17.7
0.1,68.0,50.0,1.0,2.0,0,15.5,16.4
0.0,84.0,58.0,6.0,2.0,0,16.4,17.3
0.2,95.0,57.362684435982864,0.0,1.0,0,22.32553393450403,20.0
0.1,90.0,61.0,6.0,7.0,0,16.4,17.8
0.1,69.0,51.0,6.0,6.0,0,16.5,17.5
10.8,81.0,54.0,6.0,5.0,1,14.9,15.7
0.0,66.0,65.0,6.0,5.0,0,14.8,16.2
9.4,82.0,59.0,5.0,5.0,1,17.8,18.1
0.4,91.0,72.0,8.0,6.0,0,16.3,18.2
0.2,81.0,57.362684435982864,4.0,1.0,0,22.32553393450403,17.3
0.8,77.0,67.0,5.0,6.0,0,16.3,17.2
3.4,97.0,69.0,7.0,8.0,1,15.5,16.2
2.8,99.0,96.0,8.0,8.0,1,14.4,16.0
22.2,96.0,93.0,7.0,8.0,1,14.6,15.0
0.8,93.0,72.0,6.0,8.0,0,20.5,22.0
4.2,98.0,49.0,7.0,6.0,1,20.2,21.0
0.4,67.0,46.0,0.0,1.0,0,18.4,19.2
0.6,61.0,54.0,1.0,3.0,0,13.2,14.4
27.4,91.0,79.0,8.0,6.0,1,15.6,16.2
23.7,75.0,43.0,0.0,1.0,1,18.0,18.5
0.1,79.0,42.0,1.0,1.0,0,17.2,17.5
0.1,67.0,57.362684435982864,0.0,1.0,0,22.32553393450403,16.8
0.1,58.0,41.0,1.0,1.0,0,15.2,17.2
0.1,89.0,61.0,1.0,2.0,0,15.5,17.2
0.1,97.0,59.0,2.0,1.0,0,18.2,19.5
2.0,94.0,94.0,8.0,8.0,1,15.7,16.5
3.4,59.0,47.0,7.0,2.0,1,17.4,18.0
0.4,54.0,41.0,5.0,5.0,0,16.2,18.0
0.8,65.0,46.0,1.0,5.0,0,16.5,18.2
0.0,74.0,43.0,0.0,0.0,0,19.5,20.3
0.0,63.0,38.0,7.0,2.0,0,19.4,20.2
3.0,55.0,40.0,1.0,0.0,1,16.8,17.8
0.0,71.0,58.0,0.0,3.0,0,15.0,17.2
0.0,67.0,48.0,1.0,0.0,0,20.4,21.3
1.4,67.0,49.0,3.0,2.0,1,22.3,23.5
0.2,64.0,33.0,1.0,1.0,0,19.4,20.4
0.0,47.0,52.0,0.0,1.0,0,16.5,18.0
0.0,62.0,50.0,0.0,7.0,0,15.8,18.3
1.8,94.0,100.0,8.0,8.0,1,11.8,13.5
2.6,99.0,47.0,1.0,5.0,1,18.8,19.4
0.1,58.0,34.0,1.0,1.0,0,18.2,19.2
0.0,52.0,40.0,2.0,2.0,0,17.4,17.8
0.0,59.0,43.0,3.0,1.0,0,17.0,18.0
0.0,55.0,43.0,0.0,1.0,0,15.8,17.5
0.0,76.0,59.0,3.0,1.0,0,17.0,19.2
0.0,80.0,66.0,1.0,5.0,0,17.0,19.0
0.0,84.0,35.0,1.0,2.0,0,22.0,22.9
0.0,63.0,36.0,6.0,7.0,0,23.8,24.8
2.0,94.0,85.0,5.0,7.0,1,19.0,27.5
5.6,74.0,67.0,8.0,8.0,1,17.3,18.2
5.0,89.0,82.0,7.0,8.0,1,20.2,20.8
1.2,47.0,39.0,1.0,4.0,1,21.2,21.8
0.0,59.0,34.0,0.0,6.0,0,19.8,21.2
0.0,70.0,63.0,5.0,5.0,0,15.0,19.9
0.0,69.0,52.0,1.0,1.0,0,16.6,17.4
0.0,91.0,61.0,6.0,8.0,0,17.8,20.0
2.8,75.0,36.0,1.0,3.0,1,23.8,24.5
0.6,50.0,51.0,1.0,1.0,0,18.0,19.8
0.0,74.06142857142858,57.362684435982864,2.0,1.0,0,22.32553393450403,22.0
0.0,73.0,32.0,7.0,4.0,0,23.6,24.8
0.0,65.0,58.0,8.0,4.0,0,20.5,20.7
5.2,73.0,64.0,6.0,6.0,1,19.8,22.2
0.2,59.0,40.0,4.0,2.0,0,20.6,21.2
0.0,3.0,32.0,4.0,4.0,0,19.5,19.8
0.8,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,23.5
0.0,63.0,63.0,7.0,8.0,0,18.4,19.4
0.0,65.0,63.0,6.0,1.0,0,19.3,20.2
0.0,75.0,64.0,1.0,1.0,0,22.0,24.2
0.0,64.0,59.0,6.0,0.0,0,19.6,22.0
0.0,77.0,67.0,8.0,6.0,0,18.5,18.8
0.0,80.0,42.0,7.0,0.0,0,25.5,26.7
0.0,55.0,20.0,6.0,4.0,0,27.1,28.0
0.0,49.0,49.0,0.0,1.0,0,22.5,24.5
0.0,53.0,79.0,2.0,7.0,0,20.1,28.8
0.8,70.0,23.0,2.0,2.0,0,27.0,27.5
0.0,41.0,60.0,3.0,5.0,0,15.3,19.2
0.0,55.0,42.0,3.0,1.0,0,17.7,19.0
0.0,54.0,38.0,4.0,6.0,0,20.4,21.2
0.0,32.0,90.0,6.0,8.0,0,16.4,19.4
3.6,89.0,76.0,7.0,8.0,1,19.0,20.0
13.4,81.0,99.0,6.0,7.0,1,19.6,21.2
2.8,85.0,72.0,7.0,4.0,1,22.0,23.5
2.2,91.0,62.0,7.0,3.0,1,22.6,23.7
1.0,98.0,73.0,8.0,8.0,0,20.4,25.5
0.0,74.0,62.0,7.0,8.0,0,18.8,20.0
7.0,96.0,57.362684435982864,8.0,1.0,1,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
26.0,81.0,57.362684435982864,6.0,1.0,1,22.32553393450403,23.5
0.0,88.0,69.0,1.0,3.0,0,27.2,29.0
0.0,95.0,43.0,3.0,8.0,0,29.4,30.2
4.0,86.0,97.0,7.0,8.0,1,17.5,23.0
42.2,68.0,55.0,1.0,8.0,1,19.5,20.5
0.0,59.0,51.0,0.0,3.0,0,23.2,24.9
0.6,87.0,84.0,6.0,8.0,0,16.0,18.7
75.6,66.0,87.0,8.0,8.0,1,14.2,17.8
14.4,80.0,69.0,7.0,8.0,1,18.2,21.2
0.0,70.0,57.362684435982864,1.0,1.0,0,22.32553393450403,22.7
0.0,80.0,57.362684435982864,6.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.0,8.0,4.0,0,28.0,29.4
13.0,75.0,94.0,7.0,4.0,1,27.0,28.2
0.0,73.0,56.0,2.0,1.0,0,29.0,29.3
0.0,71.0,67.0,0.0,6.0,0,26.8,32.2
0.0,69.0,51.0,5.0,3.0,0,31.0,31.8
0.0,69.0,91.0,4.0,8.0,0,20.2,30.8
31.2,95.0,72.0,8.0,2.0,1,22.7,22.8
4.4,89.0,62.0,7.0,6.0,1,21.5,22.5
3.2,77.0,72.0,7.0,8.0,1,22.0,23.7
0.0,91.0,70.0,8.0,8.0,0,18.5,19.8
0.0,66.0,61.0,1.0,3.0,0,21.0,22.2
0.0,75.0,59.0,2.0,2.0,0,23.8,24.4
0.0,63.0,54.0,1.0,4.0,0,25.0,26.0
0.0,65.0,59.0,6.0,3.0,0,25.4,25.8
0.0,81.0,52.0,1.0,3.0,0,27.0,28.4
0.0,66.0,49.0,0.0,1.0,0,29.5,29.7
0.0,72.0,52.0,1.0,6.0,0,27.8,30.2
0.0,70.0,42.0,2.0,3.0,0,29.8,30.2
0.0,63.0,49.0,8.0,8.0,0,26.2,27.3
0.0,84.0,72.0,8.0,3.0,0,23.8,24.5
1.0,92.0,69.0,8.0,7.0,0,23.8,25.2
18.0,96.0,91.0,8.0,8.0,1,20.5,22.8
25.2,82.0,67.0,7.0,6.0,1,26.2,27.2
0.2,69.0,54.0,7.0,5.0,0,28.5,28.8
1.0,89.0,79.0,8.0,6.0,0,24.5,26.7
0.0,73.0,57.362684435982864,7.0,1.0,0,22.32553393450403,28.2
0.0,75.0,64.0,4.0,3.0,0,27.0,27.0
0.0,71.0,61.0,5.0,2.0,0,27.0,27.2
0.0,65.0,63.0,1.0,5.0,0,28.8,30.8
0.0,69.0,51.0,6.0,7.0,0,31.2,33.3
3.0,77.0,69.0,7.0,7.0,1,26.5,27.4
0.2,68.0,50.0,3.0,5.0,0,25.2,26.4
0.0,51.0,30.0,0.0,5.0,0,31.8,32.2
0.0,70.0,63.0,4.0,1.0,0,23.0,26.0
0.0,76.0,57.362684435982864,7.0,1.0,0,22.32553393450403,26.5
0.0,71.0,61.0,5.0,2.0,0,28.2,28.3
0.0,77.0,63.0,7.0,5.0,0,26.3,28.8
8.2,90.0,75.0,8.0,8.0,1,24.0,25.5
0.0,61.0,48.0,8.0,7.0,0,22.5,24.7
3.8,68.0,52.0,8.0,7.0,1,23.5,23.5
0.0,50.0,28.0,1.0,1.0,0,22.8,24.10106990014265
0.0,74.06142857142858,30.0,8.0,2.0,0,27.5,28.7
0.0,63.0,57.362684435982864,1.0,1.0,0,22.32553393450403,28.7
0.0,65.0,51.0,8.0,7.0,0,28.5,28.8
0.0,73.0,62.0,8.0,7.0,0,23.0,23.5
0.0,68.0,57.362684435982864,1.0,1.0,0,22.32553393450403,29.9
0.0,62.0,57.362684435982864,4.0,1.0,0,22.32553393450403,29.5
1.0,87.0,77.0,6.0,8.0,0,21.0,22.2
0.0,56.0,61.0,8.0,8.0,0,20.2,22.5
0.0,65.0,54.0,2.0,1.0,0,28.0,28.5
0.0,67.0,64.0,0.0,1.0,0,29.8,30.8
0.0,75.0,78.0,1.0,1.0,0,30.2,31.4
0.0,79.0,46.0,0.0,0.0,0,32.2,33.3
0.0,75.0,66.0,4.0,1.0,0,27.0,31.0
1.8,76.0,73.0,7.0,8.0,1,22.2,24.5
1.0,82.0,55.0,8.0,6.0,0,24.5,25.0
0.0,63.0,58.0,7.0,8.0,0,23.2,24.8
7.4,96.0,64.0,7.0,6.0,1,25.0,25.6
18.2,73.0,63.0,6.0,5.0,1,27.5,24.10106990014265
0.0,74.06142857142858,61.0,8.0,6.0,0,28.0,28.8
0.0,75.0,70.0,5.0,2.0,0,27.5,29.0
3.6,86.0,67.0,7.0,6.0,1,28.0,29.5
2.0,90.0,85.0,8.0,7.0,1,24.3,27.8
0.4,77.0,62.0,6.0,5.0,0,29.0,30.0
0.0,67.0,57.0,2.0,4.0,0,28.5,29.9
0.0,60.0,52.0,1.0,3.0,0,30.0,31.8
0.0,69.0,77.0,4.0,8.0,0,25.4,24.10106990014265
0.0,74.06142857142858,50.0,8.0,1.0,0,29.5,29.8
0.0,73.0,57.362684435982864,0.0,1.0,0,22.32553393450403,34.5
0.2,69.0,65.0,8.0,8.0,0,24.8,25.8
1.4,85.0,57.0,8.0,5.0,1,28.2,29.0
5.6,76.0,74.0,5.0,6.0,1,21.5,28.0
0.2,65.0,52.0,1.0,1.0,0,28.5,29.5
0.0,62.0,38.0,1.0,1.0,0,28.8,29.6
0.0,93.0,55.0,2.0,1.0,0,28.0,29.8
0.0,71.0,28.0,4.0,6.0,0,36.5,36.8
0.0,70.0,61.0,1.0,0.0,0,29.5,30.1
0.0,91.0,57.362684435982864,4.0,1.0,0,22.32553393450403,38.2
0.0,86.0,65.0,8.0,3.0,0,29.4,30.6
0.0,66.0,69.0,6.0,8.0,0,23.6,26.8
0.0,57.0,48.0,6.0,2.0,0,26.0,31.8
0.0,69.0,57.362684435982864,0.0,1.0,0,22.32553393450403,31.8
0.0,69.0,45.0,0.0,0.0,0,33.5,35.2
0.0,57.0,20.0,0.0,1.0,0,40.5,41.2
0.0,48.0,61.0,1.0,1.0,0,32.0,34.5
0.0,61.0,33.0,7.0,5.0,0,39.0,40.2
0.0,76.0,61.0,6.0,1.0,0,30.8,33.5
0.0,47.0,25.0,1.0,1.0,0,40.5,41.0
14.8,51.0,93.0,2.0,8.0,1,25.3,38.7
0.0,84.0,63.0,8.0,8.0,0,21.5,22.5
0.0,72.0,45.0,8.0,3.0,0,25.4,26.0
0.0,73.0,54.0,5.0,3.0,0,25.6,26.5
2.0,85.0,53.0,4.0,3.0,1,28.0,28.7
0.0,73.0,46.0,2.0,4.0,0,32.0,35.5
0.0,68.0,76.0,7.0,8.0,0,23.9,29.4
0.0,93.0,81.0,8.0,8.0,0,23.7,24.2
0.0,78.0,68.0,8.0,8.0,0,22.2,22.5
11.6,95.0,67.0,8.0,7.0,1,24.6,25.7
1.4,79.0,69.0,8.0,5.0,1,27.0,27.2
0.0,75.0,91.0,6.0,7.0,0,21.5,32.2
41.8,85.0,57.362684435982864,7.0,1.0,1,22.32553393450403,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,35.0
0.0,59.0,54.0,8.0,6.0,0,34.0,35.8
0.0,84.0,80.0,8.0,7.0,0,23.1,24.2
1.4,50.0,50.0,7.0,6.0,1,22.6,23.2
0.4,80.0,53.0,6.0,5.0,0,24.0,24.10106990014265
0.0,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,26.0
0.0,92.0,63.0,6.0,7.0,0,25.2,26.2
0.0,79.0,56.0,3.0,1.0,0,28.2,29.7
0.0,67.0,38.0,1.0,7.0,0,31.4,31.7
0.0,74.0,65.0,8.0,3.0,0,28.9,29.8
0.4,52.0,25.0,2.0,5.0,0,37.8,38.2
1.2,60.0,74.0,8.0,8.0,1,22.1,22.2
0.2,87.0,50.0,6.0,6.0,0,28.6,30.7
0.0,76.0,64.0,8.0,5.0,0,27.0,27.3
5.4,65.0,55.0,7.0,7.0,1,22.2,22.5
0.0,57.0,48.0,7.0,3.0,0,23.0,24.0
2.2,95.0,52.0,7.0,2.0,1,24.2,25.8
0.0,80.0,50.0,1.0,3.0,0,28.8,29.0
0.0,85.0,56.0,7.0,7.0,0,27.0,29.5
0.0,83.0,67.0,7.0,8.0,0,26.5,29.2
5.4,91.0,73.0,7.0,7.0,1,23.8,29.8
0.0,90.0,68.0,6.0,1.0,0,27.5,28.5
0.0,78.0,57.362684435982864,0.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
3.183891708967851,74.06142857142858,57.362684435982864,8.0,1.0,0,22.32553393450403,24.10106990014265
19.4,74.06142857142858,57.362684435982864,8.0,1.0,1,22.32553393450403,24.10106990014265
0.0,92.0,75.0,6.0,2.0,0,24.6,27.2
0.6,96.0,74.0,8.0,7.0,0,26.9,24.10106990014265
0.0,74.06142857142858,74.0,8.0,6.0,0,28.4,31.4
43.6,69.0,44.0,1.0,5.0,1,30.5,31.5
0.0,68.0,36.0,1.0,4.0,0,27.0,27.7
0.0,68.0,46.0,1.0,6.0,0,25.0,26.7
1.0,74.06142857142858,67.0,8.0,7.0,0,22.0,22.6
4.9,93.0,58.0,7.0,6.0,1,21.4,22.8
5.2,97.0,70.0,6.0,6.0,1,23.0,25.4
0.4,94.0,62.0,7.0,6.0,0,24.8,26.2
0.0,85.0,51.0,2.0,3.0,0,28.8,30.0
2.4,84.0,67.0,8.0,7.0,1,22.4,23.4
0.0,79.0,58.0,4.0,4.0,0,21.5,22.0
0.0,91.0,68.0,7.0,8.0,0,20.1,21.2
0.0,83.0,81.0,5.0,7.0,0,18.4,21.3
0.0,72.0,94.0,6.0,8.0,0,17.1,20.2
0.2,67.0,55.0,1.0,3.0,0,19.5,20.5
0.6,64.0,52.0,6.0,6.0,0,18.9,19.8
0.0,78.0,58.0,2.0,2.0,0,19.8,21.2
0.0,71.0,50.0,2.0,6.0,0,21.9,22.3
0.0,63.0,75.0,1.0,8.0,0,14.8,18.8
11.0,68.0,50.0,5.0,3.0,1,17.9,18.4
0.0,49.0,52.0,1.0,7.0,0,16.0,16.6
0.0,63.0,34.0,1.0,1.0,0,16.9,17.4
0.0,68.0,49.0,1.0,5.0,0,19.5,20.8
0.0,38.0,33.0,1.0,3.0,0,16.5,18.2
0.0,59.0,43.0,8.0,0.0,0,18.0,19.5
0.0,49.0,27.0,0.0,0.0,0,21.0,22.0
0.0,75.0,62.0,0.0,3.0,0,18.5,20.1
0.0,81.0,69.0,1.0,6.0,0,18.7,22.2
0.2,100.0,66.0,8.0,5.0,0,20.0,21.2
0.0,97.0,58.0,7.0,0.0,0,21.8,22.2
0.0,96.0,51.0,7.0,0.0,0,22.0,24.5
0.0,82.0,52.0,6.0,6.0,0,21.8,23.0
4.6,96.0,44.0,8.0,2.0,1,21.8,23.2
0.0,78.0,51.0,2.0,6.0,0,18.0,21.2
55.8,94.0,88.0,8.0,6.0,1,13.4,15.3
0.0,88.0,65.0,6.0,8.0,0,15.9,17.2
2.6,76.0,53.0,1.0,2.0,1,16.8,18.0
1.0,77.0,81.0,5.0,8.0,0,16.0,16.4
5.8,97.0,79.0,7.0,6.0,1,16.2,17.8
