MinTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Sunshine,Pressure9am
22.9,10.4,22.5,20.0,337.5,82.0,67.0,6.0,6.0,1,1003.7,5.5,1006.3
23.1,0.0,67.5,31.0,67.5,69.0,62.0,3.0,4.0,0,1004.1,7.1,1006.5
24.0,0.0,90.0,31.0,90.0,65.0,62.0,5.0,5.0,0,1005.3,9.1,1008.5
24.8,0.0,67.5,30.0,67.5,76.0,62.0,7.0,5.0,0,1004.9,7.1,1008.7
23.9,0.0,67.5,33.0,67.5,68.0,64.0,2.0,2.0,0,1004.1,11.8,1007.5
23.6,0.0,157.5,22.0,45.0,69.0,67.0,1.0,1.0,0,1003.9,11.0,1007.8
24.1,0.0,22.5,28.0,45.0,68.0,71.0,2.0,7.0,0,1004.8,7.8,1008.0
25.0,0.0,22.5,31.0,90.0,67.0,64.0,6.0,5.0,0,1006.5,8.5,1008.0
23.0,16.8,67.5,31.0,135.0,69.0,63.0,4.0,5.0,1,1008.6,6.1,1011.1
25.1,11.4,202.5,33.0,112.5,82.0,54.0,6.0,2.0,1,1008.7,9.1,1012.2
24.8,0.8,45.0,33.0,45.0,65.0,63.0,4.0,5.0,0,1006.9,11.3,1010.8
23.8,0.0,22.5,26.0,0.0,65.0,71.0,7.0,4.0,0,1004.2,9.1,1008.1
24.0,1.0,270.0,39.0,337.5,75.0,74.0,7.0,7.0,0,1004.1,1.8,1007.6
23.6,43.4,180.0,31.0,180.0,77.0,74.0,7.0,6.0,1,1006.5,5.2,1008.5
24.2,1.4,45.0,31.0,22.5,70.0,70.0,6.0,5.0,1,1006.1,8.5,1009.5
23.8,7.6,22.5,26.0,0.0,84.0,66.0,7.0,4.0,1,1006.6,7.3,1010.1
23.7,0.0,67.5,26.0,45.0,65.0,72.0,2.0,4.0,0,1006.8,7.2,1009.5
24.0,0.0,45.0,26.0,0.0,70.0,70.0,1.0,4.0,0,1006.2,9.5,1009.0
24.6,0.0,22.5,26.0,0.0,66.0,65.0,5.0,7.0,0,1005.2,9.3,1009.3
24.4,19.6,292.5,33.0,0.0,71.0,70.0,7.0,6.0,1,1003.2,5.2,1008.0
25.5,0.0,0.0,33.0,0.0,63.0,78.0,7.0,7.0,0,1002.6,6.8,1005.8
24.7,8.2,180.0,33.0,112.5,73.0,87.0,7.0,7.0,1,1003.4,3.2,1005.7
24.2,17.2,90.0,48.0,135.0,83.0,75.0,7.0,7.0,1,1004.2,3.2,1006.2
23.4,79.2,180.0,37.0,90.0,96.0,74.0,8.0,8.0,1,1006.2,0.5,1008.8
23.6,18.6,180.0,48.0,180.0,90.0,86.0,8.0,8.0,1,1003.7,0.0,1007.0
23.5,76.8,157.5,48.0,0.0,84.0,79.0,8.0,8.0,1,999.4,7.5714508580343205,1000.3
24.3,27.4,0.0,39.0,0.0,85.0,88.0,6.0,7.0,1,1001.2,4.1,1003.6
24.5,10.8,0.0,48.0,0.0,70.0,88.0,6.0,8.0,1,1001.6,5.0,1004.4
25.1,17.6,22.5,30.0,0.0,72.0,76.0,7.0,7.0,1,1005.0,5.1,1007.2
25.4,3.0,22.5,33.0,45.0,82.0,79.0,7.0,8.0,1,1006.3,5.1,1009.2
24.6,0.0,67.5,28.0,67.5,74.0,71.0,6.0,2.0,0,1008.5,11.8,1010.6
25.1,1.2,135.0,44.0,135.0,87.0,70.0,7.0,7.0,1,1006.7,7.7,1009.6
24.8,31.2,180.0,37.0,180.0,90.0,89.0,8.0,8.0,1,1005.5,0.0,1008.2
23.5,73.2,0.0,33.0,67.5,91.0,84.0,8.0,8.0,1,1006.4,0.0,1009.2
23.9,1.8,22.5,28.0,0.0,78.0,75.0,7.0,7.0,1,1005.8,4.0,1009.3
22.8,8.0,22.5,28.0,22.5,75.0,69.0,7.0,2.0,1,1003.9,6.6,1007.3
23.2,6.8,67.5,33.0,90.0,73.0,61.0,6.0,7.0,1,1002.6,9.7,1006.3
24.2,0.0,157.5,33.0,180.0,68.0,78.0,6.0,7.0,0,1002.7,6.1,1005.6
23.9,1.6,180.0,33.0,22.5,65.0,71.0,2.0,3.0,1,1000.6,9.6,1003.6
24.1,0.0,292.5,35.0,45.0,71.0,68.0,6.0,2.0,0,1000.6,9.6,1004.5
24.9,0.0,22.5,30.0,270.0,68.0,87.0,2.0,8.0,0,1000.6,6.7,1002.5
24.1,19.4,135.0,33.0,22.5,70.0,72.0,2.0,4.0,1,998.4,10.0,1001.7
24.6,0.6,67.5,26.0,180.0,72.0,95.0,6.0,8.0,0,1001.3,3.8,1002.5
23.9,38.6,135.0,24.0,22.5,78.0,75.0,8.0,7.0,1,1002.1,3.8,1004.9
25.5,0.2,270.0,26.0,45.0,78.0,73.0,7.0,7.0,0,1003.7,0.5,1005.6
23.8,48.6,90.0,35.0,270.0,71.0,85.0,4.0,7.0,1,1003.2,7.7,1005.6
24.4,2.0,135.0,31.0,135.0,75.0,65.0,6.0,7.0,1,1001.4,8.3,1004.2
24.5,0.4,135.0,22.0,67.5,79.0,70.0,7.0,7.0,0,1002.9,7.5714508580343205,1005.6
24.5,3.2,180.0,28.0,337.5,88.0,87.0,7.0,7.0,1,1004.3,0.4,1007.2
24.4,5.2,337.5,35.0,247.5,68.0,94.0,7.0,8.0,1,1004.7,2.8,1006.8
23.8,15.8,247.5,33.0,22.5,79.0,71.0,7.0,5.0,1,1003.3,3.7,1006.2
24.1,11.2,0.0,24.0,0.0,75.0,79.0,7.0,7.0,1,1001.6,1.2,1005.2
24.3,6.4,180.0,30.0,180.0,81.0,92.0,7.0,7.0,1,1002.9,0.5,1004.9
24.0,81.6,180.0,56.0,180.0,94.0,96.0,8.0,8.0,1,1002.5,0.2,1004.2
23.5,43.8,157.5,52.0,157.5,70.0,51.0,6.0,5.0,1,1002.9,8.5,1004.7
21.7,0.0,90.0,33.0,112.5,63.0,50.0,3.0,5.0,0,1005.4,8.1,1008.4
20.8,0.0,67.5,31.0,67.5,54.0,49.0,1.0,1.0,0,1007.8,12.2,1010.9
20.7,0.0,135.0,46.0,112.5,56.0,39.0,1.0,1.0,0,1008.5,11.9,1010.7
23.8,0.0,157.5,41.0,135.0,61.0,56.0,2.0,3.0,0,1007.3,5.1,1009.3
24.4,5.0,135.0,50.0,135.0,66.0,51.0,2.0,1.0,1,1006.5,11.5,1009.9
23.4,0.0,135.0,52.0,135.0,66.0,79.0,5.0,7.0,0,1007.0,6.2,1008.7
24.9,5.4,135.0,46.0,157.5,71.0,65.0,3.0,5.0,1,1005.8,5.4,1008.0
23.6,0.0,67.5,28.0,45.0,73.0,70.0,2.0,4.0,0,1007.6,11.4,1009.7
25.3,0.0,135.0,48.0,135.0,75.0,62.0,6.0,4.0,0,1006.5,9.3,1010.0
26.0,0.6,270.0,83.0,180.0,70.0,84.0,6.0,7.0,0,997.9,0.7,1004.7
24.1,28.2,135.0,38.031436135009926,292.5,86.0,100.0,7.0,8.0,1,1004.4,0.0,1003.2
22.9,268.6,67.5,37.0,67.5,82.0,84.0,6.0,8.0,1,1009.3,2.0,1011.1
24.8,13.2,90.0,33.0,90.0,78.0,68.0,5.0,3.0,1,1009.0,8.3,1012.3
24.6,0.6,22.5,46.0,157.5,82.0,88.0,6.0,7.0,0,1012.5,1.3,1013.2
22.8,50.4,135.0,43.0,112.5,78.0,93.0,6.0,7.0,1,1010.0,6.0,1012.8
24.5,31.8,112.5,46.0,135.0,83.0,72.0,6.0,3.0,1,1007.9,8.7,1010.4
24.1,1.2,135.0,57.0,112.5,73.0,88.0,4.0,8.0,1,1010.3,6.7,1011.7
23.6,19.2,135.0,37.0,180.0,78.0,79.0,8.0,7.0,1,1010.0,1.2,1011.9
22.9,50.2,180.0,37.0,157.5,88.0,84.0,6.0,7.0,1,1009.5,1.0,1012.1
23.2,25.8,135.0,37.0,112.5,76.0,64.0,3.0,2.0,1,1008.3,10.6,1011.7
23.3,0.4,180.0,37.0,67.5,73.0,70.0,2.0,2.0,0,1008.3,10.6,1010.6
23.4,0.4,90.0,31.0,90.0,70.0,63.0,2.0,5.0,0,1008.6,8.3,1010.8
22.4,0.2,157.5,37.0,90.0,77.0,78.0,6.0,6.0,0,1008.6,7.5,1011.0
22.9,2.2,90.0,33.0,180.0,71.0,78.0,7.0,7.0,1,1008.3,4.9,1011.3
23.6,0.6,135.0,31.0,45.0,63.0,59.0,6.0,5.0,0,1006.8,9.2,1009.9
23.3,0.0,67.5,30.0,90.0,66.0,56.0,8.0,3.0,0,1005.5,8.8,1008.9
23.0,0.0,112.5,33.0,135.0,72.0,60.0,7.0,6.0,0,1006.5,9.1,1009.3
24.3,0.2,135.0,31.0,135.0,78.0,59.0,4.0,2.0,0,1006.6,8.9,1010.4
23.9,2.0,67.5,31.0,45.0,75.0,65.0,4.0,3.0,1,1005.5,10.9,1009.4
23.7,0.0,45.0,26.0,22.5,74.0,69.0,6.0,7.0,0,1005.7,9.1,1007.8
24.6,2.6,135.0,37.0,135.0,81.0,72.0,6.0,6.0,1,1005.9,6.8,1008.5
23.0,68.6,202.5,35.0,180.0,92.0,93.0,8.0,8.0,1,1006.8,0.0,1009.7
23.4,183.0,180.0,33.0,180.0,98.0,87.0,8.0,8.0,1,1006.4,0.0,1009.2
23.5,83.8,180.0,30.0,157.5,88.0,98.0,8.0,8.0,1,1006.4,0.0,1008.7
23.5,109.6,0.0,28.0,0.0,89.0,95.0,8.0,8.0,1,1006.8,1.0,1008.9
23.1,55.8,45.0,17.0,22.5,88.0,81.0,7.0,7.0,1,1007.0,0.0,1009.9
24.1,0.8,180.0,26.0,135.0,89.0,91.0,7.0,8.0,0,1008.3,0.9,1010.3
23.8,60.8,67.5,35.0,90.0,81.0,63.0,8.0,6.0,1,1008.2,5.3,1011.6
23.6,0.2,45.0,26.0,45.0,74.0,70.0,5.0,5.0,0,1007.2,10.6,1010.4
24.5,0.0,90.0,31.0,90.0,71.0,63.0,2.0,5.0,0,1006.3,10.0,1009.3
24.4,0.0,135.0,39.0,157.5,72.0,79.0,6.0,7.0,0,1006.3,8.3,1008.7
25.3,16.0,67.5,39.0,135.0,86.0,83.0,6.0,7.0,1,1005.4,2.1,1008.3
23.4,128.2,180.0,30.0,157.5,87.0,81.0,8.0,8.0,1,1007.0,0.5,1010.2
23.3,48.0,270.0,28.0,67.5,88.0,93.0,8.0,8.0,1,1008.3,0.1,1010.7
22.6,27.0,315.0,33.0,22.5,85.0,83.0,8.0,7.0,1,1007.2,1.3,1011.5
23.0,46.2,135.0,20.0,135.0,86.0,84.0,7.0,7.0,1,1006.7,0.1,1010.0
23.7,0.8,157.5,31.0,157.5,83.0,64.0,7.0,6.0,0,1006.0,2.2,1009.5
23.5,7.4,180.0,39.0,157.5,82.0,92.0,7.0,8.0,1,1007.7,1.2,1010.9
22.6,15.4,157.5,30.0,202.5,78.0,83.0,7.0,7.0,1,1008.4,4.5,1011.8
22.3,18.0,67.5,31.0,67.5,72.0,69.0,7.0,6.0,1,1007.4,6.6,1011.2
23.5,6.2,67.5,30.0,67.5,87.0,82.0,7.0,7.0,1,1009.2,1.4,1011.7
24.1,10.8,157.5,31.0,157.5,84.0,88.0,7.0,7.0,1,1010.0,2.2,1012.3
25.1,5.4,135.0,41.0,135.0,87.0,71.0,7.0,7.0,1,1010.8,4.4,1014.0
24.6,9.2,135.0,30.0,67.5,83.0,66.0,5.0,1.0,1,1009.4,9.3,1013.1
23.6,0.0,22.5,24.0,22.5,74.0,73.0,2.0,4.0,0,1007.2,8.4,1011.5
24.9,0.0,0.0,30.0,0.0,73.0,72.0,7.0,6.0,0,1005.4,5.4,1010.0
24.9,0.0,22.5,30.0,0.0,73.0,76.0,5.0,7.0,0,1005.4,5.2,1007.7
23.9,2.6,0.0,30.0,0.0,72.0,67.0,3.0,3.0,1,1004.7,8.1,1008.0
24.2,0.2,45.0,28.0,45.0,75.0,67.0,6.0,6.0,0,1005.3,10.1,1008.0
25.0,1.4,45.0,24.0,45.0,72.0,70.0,4.0,4.0,1,1006.5,10.8,1009.6
24.3,12.2,22.5,30.0,45.0,88.0,68.0,6.0,3.0,1,1006.9,8.3,1010.9
24.1,0.8,157.5,35.0,90.0,80.0,59.0,5.0,5.0,0,1007.8,7.3,1010.6
24.7,0.0,157.5,37.0,135.0,76.0,67.0,7.0,7.0,0,1007.9,3.9,1011.0
23.9,0.0,180.0,31.0,45.0,80.0,61.0,5.0,3.0,0,1007.7,6.3,1011.1
24.1,0.4,67.5,37.0,67.5,78.0,66.0,4.0,4.0,0,1008.2,7.8,1011.3
23.8,0.6,180.0,30.0,45.0,74.0,61.0,5.0,3.0,0,1008.4,9.8,1011.8
24.4,0.2,112.5,30.0,112.5,71.0,69.0,3.0,7.0,0,1009.4,4.8,1012.1
18.5,0.0,135.0,33.0,135.0,60.0,49.0,1.0,1.0,0,1010.2,11.8,1013.7
19.6,0.0,112.5,33.0,112.5,68.0,52.0,2.0,5.0,0,1009.6,9.9,1013.0
19.4,0.0,90.0,30.0,135.0,62.0,53.0,1.0,5.0,0,1009.7,10.5,1012.1
20.2,0.0,135.0,37.0,135.0,65.0,54.0,4.0,4.0,0,1010.9,10.5,1013.5
20.2,0.0,112.5,44.0,135.0,66.0,48.0,5.0,3.0,0,1011.6,10.1,1014.4
17.8,0.0,135.0,41.0,135.0,58.0,47.0,4.0,2.0,0,1012.4,10.0,1015.5
16.6,0.0,135.0,37.0,135.0,60.0,56.0,3.0,4.0,0,1010.7,10.5,1014.2
20.4,0.0,180.0,22.0,45.0,70.0,59.0,7.0,6.0,0,1010.1,4.2,1013.5
20.6,0.0,67.5,19.0,22.5,75.0,69.0,3.0,5.0,0,1009.0,6.7,1012.6
20.2,0.0,157.5,33.0,135.0,44.0,37.0,1.0,2.0,0,1011.3,10.6,1014.0
15.8,0.0,112.5,37.0,112.5,40.0,42.0,2.0,1.0,0,1012.5,11.0,1015.6
16.2,0.0,157.5,39.0,135.0,58.0,34.0,7.0,7.0,0,1013.5,10.8,1016.0
13.2,0.0,90.0,35.0,112.5,52.0,37.0,2.0,2.0,0,1013.4,10.9,1017.2
12.1,0.0,157.5,37.0,112.5,47.0,41.0,1.0,1.0,0,1014.6,11.0,1018.1
16.6,0.0,157.5,52.0,157.5,61.0,45.0,3.0,3.0,0,1017.5,10.3,1019.5
19.0,0.0,157.5,48.0,135.0,61.0,55.0,4.0,3.0,0,1017.0,7.7,1020.0
20.1,3.0,135.0,52.0,157.5,84.0,73.0,7.0,6.0,1,1017.0,3.3,1019.3
20.6,0.4,157.5,52.0,157.5,69.0,71.0,2.0,5.0,0,1017.4,6.0,1019.3
19.9,4.4,135.0,50.0,135.0,74.0,55.0,6.0,5.0,1,1016.6,5.1,1019.1
20.0,3.6,135.0,46.0,135.0,79.0,55.0,7.0,6.0,1,1014.0,8.3,1017.1
21.6,0.4,135.0,41.0,135.0,72.0,60.0,4.0,3.0,0,1013.3,9.4,1015.7
21.8,1.6,135.0,35.0,135.0,86.0,66.0,6.0,1.0,1,1012.1,8.1,1015.3
20.8,0.0,180.0,26.0,45.0,73.0,66.0,3.0,2.0,0,1009.9,10.5,1013.5
20.1,0.2,157.5,31.0,112.5,77.0,50.0,5.0,4.0,0,1007.5,8.4,1011.3
18.8,0.0,157.5,39.0,135.0,39.0,45.0,2.0,2.0,0,1010.5,11.0,1013.7
12.9,0.0,135.0,39.0,135.0,42.0,40.0,2.0,3.0,0,1013.1,11.0,1016.2
13.2,0.0,135.0,37.0,112.5,47.0,41.0,1.0,1.0,0,1013.5,11.0,1017.7
16.1,0.0,135.0,35.0,157.5,57.0,50.0,2.0,2.0,0,1014.4,10.4,1017.5
17.7,0.0,180.0,35.0,135.0,66.0,51.0,3.0,3.0,0,1014.9,10.4,1018.1
15.9,0.0,67.5,30.0,67.5,62.0,52.0,1.0,1.0,0,1012.8,10.5,1016.5
14.9,0.0,90.0,33.0,90.0,63.0,51.0,1.0,4.0,0,1012.1,9.6,1015.8
11.8,0.0,90.0,33.0,90.0,52.0,26.0,1.0,0.0,0,1013.4,10.8,1017.2
10.6,0.0,157.5,31.0,67.5,51.0,39.0,1.0,1.0,0,1014.0,10.9,1017.2
11.8,0.0,90.0,31.0,67.5,55.0,40.0,1.0,1.0,0,1014.7,10.8,1017.9
13.7,0.0,90.0,30.0,112.5,60.0,41.0,1.0,1.0,0,1014.4,11.0,1017.7
13.1,0.0,135.0,26.0,45.0,66.0,56.0,2.0,4.0,0,1013.2,10.5,1016.7
17.6,0.0,180.0,30.0,90.0,65.0,49.0,3.0,1.0,0,1012.8,10.9,1016.3
17.9,0.0,180.0,30.0,112.5,63.0,54.0,1.0,4.0,0,1012.2,8.5,1015.5
19.9,0.0,157.5,30.0,112.5,69.0,56.0,6.0,3.0,0,1012.2,5.5,1016.0
19.6,0.0,157.5,30.0,90.0,71.0,59.0,7.0,7.0,0,1011.1,6.0,1013.9
21.9,0.0,157.5,33.0,135.0,78.0,61.0,8.0,7.0,0,1010.2,1.5,1013.2
20.7,0.0,157.5,31.0,180.0,82.0,70.0,8.0,7.0,0,1009.9,0.4,1012.7
18.6,0.0,180.0,35.0,45.0,67.0,58.0,7.0,2.0,0,1010.2,8.7,1014.2
16.3,0.0,157.5,33.0,45.0,50.0,44.0,6.0,8.0,0,1010.6,10.0,1014.5
15.2,0.0,157.5,31.0,112.5,51.0,42.0,1.0,1.0,0,1011.7,10.2,1015.6
12.5,0.0,157.5,31.0,90.0,46.0,44.0,3.0,4.0,0,1014.1,10.7,1018.2
10.1,0.0,157.5,31.0,45.0,56.0,41.0,1.0,2.0,0,1014.9,10.6,1019.0
10.9,0.0,135.0,35.0,135.0,67.0,37.0,1.0,2.0,0,1014.2,10.7,1018.0
10.5,0.0,112.5,39.0,135.0,47.0,30.0,2.0,3.0,0,1014.0,10.9,1017.5
9.2,0.0,157.5,30.0,135.0,60.0,31.0,7.0,7.0,0,1014.2,10.6,1017.2
11.4,0.0,157.5,30.0,112.5,55.0,40.0,2.0,2.0,0,1014.1,10.0,1018.0
13.5,0.0,180.0,28.0,67.5,55.0,45.0,7.0,7.0,0,1013.1,10.7,1017.4
12.8,0.0,135.0,39.0,135.0,64.0,36.0,2.0,3.0,0,1013.0,10.8,1016.0
14.1,0.0,135.0,54.0,135.0,50.0,43.0,2.0,1.0,0,1014.1,10.6,1016.8
19.1,0.0,157.5,48.0,135.0,60.0,47.0,6.0,4.0,0,1016.2,8.6,1017.9
19.0,0.0,157.5,54.0,135.0,68.0,51.0,6.0,1.0,0,1016.9,5.0,1020.0
19.8,0.0,135.0,46.0,157.5,66.0,59.0,2.0,3.0,0,1016.2,7.5,1018.9
18.8,2.8,157.5,50.0,157.5,83.0,92.0,5.0,8.0,1,1015.1,5.0,1016.8
19.8,1.0,180.0,39.0,180.0,84.0,85.0,7.0,7.0,0,1015.0,0.1,1016.9
19.6,58.4,157.5,44.0,157.5,88.0,73.0,6.0,6.0,1,1015.1,4.0,1017.6
19.0,7.0,157.5,56.0,180.0,89.0,77.0,8.0,7.0,1,1017.0,0.8,1019.5
18.6,7.4,157.5,54.0,135.0,78.0,57.0,3.0,3.0,1,1016.6,6.1,1018.7
18.2,0.0,180.0,37.0,180.0,78.0,69.0,7.0,7.0,0,1016.1,1.9,1019.1
18.4,2.0,135.0,37.0,135.0,75.0,52.0,4.0,7.0,1,1016.2,4.7,1018.1
18.3,0.0,135.0,39.0,157.5,75.0,64.0,3.0,6.0,0,1017.4,3.9,1020.3
15.7,0.0,135.0,43.0,135.0,61.0,41.0,7.0,6.0,0,1015.7,9.6,1019.7
11.4,0.0,135.0,28.0,135.0,63.0,49.0,7.0,7.0,0,1014.8,6.6,1018.1
15.5,0.0,157.5,30.0,112.5,67.0,42.0,7.0,7.0,0,1015.8,9.6,1019.2
15.8,0.0,135.0,37.0,135.0,65.0,56.0,6.0,6.0,0,1018.1,8.9,1020.5
18.1,0.0,157.5,41.0,135.0,70.0,50.0,4.0,7.0,0,1017.3,8.8,1020.7
18.5,0.0,157.5,39.0,135.0,66.0,52.0,4.0,3.0,0,1015.4,8.9,1019.0
15.8,0.0,135.0,37.0,135.0,56.0,52.0,2.0,1.0,0,1016.5,10.4,1020.0
14.6,0.0,157.5,48.0,135.0,58.0,50.0,2.0,3.0,0,1017.3,10.9,1020.1
19.0,0.0,157.5,48.0,135.0,70.0,46.0,7.0,2.0,0,1014.4,6.9,1017.9
18.3,0.0,157.5,48.0,157.5,69.0,59.0,6.0,6.0,0,1015.3,5.2,1017.6
21.3,0.0,135.0,48.0,135.0,75.0,67.0,6.0,6.0,0,1016.9,2.8,1018.3
20.7,0.4,157.5,48.0,157.5,76.0,64.0,6.0,6.0,0,1014.8,6.3,1017.7
20.5,0.2,135.0,43.0,112.5,74.0,70.0,2.0,7.0,0,1014.6,4.8,1017.6
19.7,0.0,135.0,39.0,135.0,69.0,57.0,1.0,2.0,0,1014.6,9.8,1017.4
16.3,0.0,135.0,35.0,135.0,61.0,42.0,2.0,2.0,0,1013.8,10.7,1017.3
13.1,0.0,90.0,31.0,112.5,59.0,53.0,1.0,5.0,0,1013.3,8.3,1016.7
15.9,0.0,67.5,30.0,112.5,67.0,45.0,1.0,5.0,0,1012.0,10.7,1015.8
10.4,0.0,112.5,37.0,112.5,55.0,28.0,3.0,2.0,0,1012.1,11.1,1015.7
9.4,0.0,157.5,30.0,112.5,53.0,25.0,1.0,0.0,0,1012.8,10.9,1015.9
9.4,0.0,180.0,28.0,67.5,51.0,44.0,1.0,4.0,0,1014.3,10.4,1017.1
14.3,0.0,157.5,39.0,135.0,50.0,47.0,1.0,1.0,0,1015.5,9.5,1018.7
19.1,0.0,135.0,46.0,135.0,69.0,52.0,5.0,1.0,0,1016.4,8.9,1020.4
18.1,2.2,135.0,39.0,135.0,73.0,58.0,5.0,5.0,1,1018.3,6.5,1021.5
16.0,0.0,135.0,46.0,135.0,60.0,54.0,3.0,4.0,0,1016.8,9.8,1020.6
20.0,0.0,135.0,52.0,135.0,71.0,60.0,7.0,7.0,0,1015.9,0.6,1019.1
19.4,0.0,157.5,41.0,180.0,69.0,59.0,6.0,6.0,0,1015.0,4.0,1017.9
18.8,0.0,135.0,44.0,135.0,56.0,50.0,1.0,1.0,0,1015.2,10.6,1018.0
15.8,0.0,112.5,56.0,135.0,68.0,49.0,5.0,1.0,0,1016.3,10.1,1019.4
18.3,0.0,135.0,56.0,135.0,55.0,56.0,1.0,6.0,0,1017.3,9.2,1019.9
18.8,0.0,135.0,52.0,157.5,63.0,40.0,7.0,1.0,0,1017.5,7.5,1020.0
17.9,2.8,135.0,50.0,135.0,76.0,53.0,5.0,5.0,1,1017.2,4.2,1019.5
19.1,1.2,135.0,43.0,135.0,73.0,92.0,7.0,8.0,1,1017.1,3.0,1018.8
19.2,2.2,157.5,43.0,135.0,72.0,61.0,3.0,7.0,1,1016.7,6.0,1018.9
18.3,2.2,180.0,37.0,180.0,93.0,65.0,7.0,6.0,1,1015.1,1.4,1019.0
17.6,0.6,45.0,26.0,22.5,69.0,63.0,6.0,4.0,0,1013.3,10.9,1017.0
13.4,0.0,45.0,28.0,45.0,57.0,59.0,1.0,1.0,0,1011.4,10.8,1015.8
11.3,0.0,45.0,33.0,22.5,55.0,42.0,0.0,0.0,0,1010.6,10.8,1015.1
12.0,0.0,22.5,30.0,22.5,54.0,65.0,1.0,7.0,0,1009.9,10.4,1013.7
14.7,0.0,135.0,41.0,135.0,35.0,37.0,7.0,5.0,0,1013.5,10.5,1015.5
16.1,0.0,112.5,35.0,112.5,54.0,50.0,2.0,3.0,0,1015.6,8.8,1018.1
17.1,0.0,112.5,35.0,135.0,55.0,46.0,1.0,3.0,0,1015.7,10.5,1019.3
16.5,0.0,135.0,41.0,135.0,64.0,51.0,2.0,5.0,0,1015.8,8.9,1019.2
18.1,0.4,135.0,39.0,135.0,61.0,45.0,6.0,3.0,0,1013.8,10.3,1018.0
18.0,0.0,90.0,35.0,67.5,66.0,53.0,7.0,3.0,0,1013.5,8.0,1016.8
16.6,0.0,90.0,33.0,67.5,67.0,48.0,1.0,3.0,0,1014.2,10.7,1017.5
13.5,0.0,157.5,39.0,135.0,41.0,24.0,3.0,5.0,0,1015.3,11.0,1019.0
9.3,0.0,112.5,39.0,112.5,42.0,28.0,1.0,1.0,0,1015.8,11.1,1019.0
14.8,0.0,135.0,46.0,112.5,59.0,35.0,3.0,2.0,0,1017.1,10.5,1019.8
14.6,0.0,135.0,52.0,157.5,56.0,30.0,2.0,1.0,0,1017.0,10.9,1020.1
15.1,0.2,157.5,50.0,135.0,54.0,47.0,2.0,1.0,0,1016.2,11.0,1019.4
18.0,0.0,135.0,48.0,112.5,54.0,47.0,1.0,1.0,0,1016.2,11.0,1019.1
18.6,0.0,135.0,46.0,135.0,62.0,49.0,1.0,1.0,0,1015.8,11.0,1019.0
18.6,0.0,180.0,39.0,67.5,58.0,47.0,6.0,1.0,0,1014.7,10.0,1018.0
19.5,0.0,180.0,31.0,67.5,62.0,52.0,1.0,7.0,0,1013.4,6.1,1017.4
22.3,0.0,67.5,30.0,67.5,77.0,52.0,7.0,3.0,0,1013.9,6.4,1017.5
21.9,0.0,90.0,35.0,135.0,70.0,56.0,7.0,7.0,0,1014.2,5.5,1017.7
20.1,0.0,112.5,28.0,67.5,64.0,61.0,5.0,6.0,0,1013.1,3.9,1016.6
22.2,0.0,135.0,43.0,135.0,74.0,56.0,6.0,3.0,0,1013.9,7.1,1016.7
21.1,0.0,135.0,48.0,135.0,79.0,64.0,5.0,6.0,0,1014.8,6.3,1017.4
21.1,0.8,157.5,44.0,135.0,87.0,53.0,7.0,5.0,0,1015.1,8.8,1017.7
20.5,0.6,135.0,46.0,135.0,58.0,56.0,1.0,5.0,0,1016.0,7.0,1018.7
19.8,4.6,180.0,43.0,157.5,90.0,80.0,8.0,7.0,1,1017.2,0.0,1020.1
19.1,7.2,180.0,43.0,157.5,82.0,59.0,7.0,6.0,1,1017.0,2.1,1020.4
17.5,0.0,157.5,44.0,135.0,62.0,48.0,2.0,3.0,0,1014.5,10.0,1018.4
17.1,0.0,135.0,37.0,135.0,60.0,43.0,2.0,7.0,0,1013.5,10.0,1017.3
15.7,0.0,67.5,31.0,67.5,55.0,43.0,7.0,7.0,0,1013.1,10.9,1017.1
15.4,0.0,0.0,28.0,22.5,64.0,59.0,1.0,4.0,0,1011.6,10.7,1016.3
19.1,0.0,157.5,44.0,135.0,29.0,36.0,1.0,6.0,0,1014.4,10.7,1017.6
12.5,0.0,135.0,44.0,112.5,42.0,40.0,6.0,5.0,0,1015.2,10.7,1018.4
14.1,0.0,135.0,41.0,135.0,50.0,38.0,3.0,8.0,0,1016.9,6.4,1019.8
17.6,0.0,135.0,59.0,135.0,50.0,46.0,4.0,3.0,0,1018.3,9.8,1021.3
17.5,0.0,135.0,56.0,135.0,42.0,49.0,3.0,1.0,0,1018.3,10.8,1022.0
19.9,0.0,135.0,44.0,135.0,50.0,48.0,2.0,1.0,0,1016.8,9.7,1021.0
19.6,0.8,135.0,48.0,135.0,55.0,51.0,1.0,3.0,0,1015.5,10.7,1019.7
15.9,0.0,135.0,48.0,112.5,48.0,37.0,1.0,1.0,0,1014.8,11.2,1018.7
17.2,0.0,112.5,46.0,112.5,44.0,42.0,3.0,1.0,0,1015.4,9.2,1018.7
17.8,0.0,112.5,37.0,90.0,56.0,44.0,1.0,1.0,0,1014.1,10.8,1018.4
18.1,0.0,67.5,33.0,67.5,66.0,61.0,5.0,6.0,0,1012.7,6.1,1017.1
21.3,0.0,135.0,33.0,90.0,66.0,47.0,6.0,1.0,0,1012.6,9.0,1016.4
19.0,0.0,157.5,46.0,112.5,58.0,48.0,2.0,4.0,0,1015.3,10.8,1018.3
