Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.0,35.0,17.0,15.0,70.0,24.0,0.0,0,25.2,26.6,1016.3,1015.7
0.0,81.0,39.0,52.0,44.0,15.0,3.0,0,37.0,37.6,1011.0,1006.6
0.0,39.0,19.0,19.0,83.0,48.0,5.0,0,22.0,23.5,1011.2,1010.9
0.0,41.0,24.0,28.0,67.0,46.0,6.0,0,18.6,20.1,1015.4,1014.7
0.0,50.0,33.0,26.0,62.0,46.0,3.0,0,18.0,18.7,1016.1,1014.7
0.0,48.0,30.0,13.0,68.0,39.0,1.0,0,21.7,23.4,1011.8,1009.4
0.0,44.0,22.0,26.0,78.0,46.0,4.0,0,20.3,21.2,1009.0,1008.8
0.0,46.0,17.0,17.0,69.0,29.0,0.0,0,26.4,28.9,1009.4,1007.4
0.0,59.0,30.0,35.0,59.0,32.0,8.0,0,29.8,31.2,1009.1,1008.1
0.0,54.0,31.0,13.0,59.0,32.0,3.0,0,29.5,30.9,1009.0,1007.9
0.0,61.0,35.0,31.0,81.0,63.0,6.0,0,19.2,20.0,1016.6,1017.0
2.8,52.0,19.0,22.0,99.0,99.0,8.0,1,19.3,21.0,1015.4,1011.7
35.6,31.0,19.0,11.0,93.0,99.0,8.0,1,19.5,20.4,1011.1,1008.6
42.6,59.0,30.0,35.0,100.0,85.0,8.0,1,24.8,25.6,1002.0,1001.4
27.2,78.0,17.0,30.0,100.0,99.0,8.0,1,22.9,23.8,1007.3,1003.2
95.0,44.982718511133264,13.0,19.0,100.0,69.0,8.0,1,23.5,25.5,1002.7,1016.271201061712
1.74002642007926,22.0,6.0,11.0,98.0,46.0,5.0,0,25.8,27.5,1009.1,1009.0
0.0,35.0,2.0,17.0,100.0,59.0,3.0,0,26.6,26.8,1009.1,1006.7
0.0,46.0,19.0,28.0,80.0,62.0,6.0,0,16.8,18.6,1007.9,1007.8
0.2,35.0,15.0,19.0,88.0,65.0,8.0,0,16.1,17.4,1010.8,1009.5
0.0,41.0,24.0,19.0,78.0,55.0,7.0,0,18.4,20.6,1011.6,1011.5
0.0,37.0,7.0,13.0,64.0,27.0,0.0,0,25.6,26.9,1011.4,1009.7
0.0,56.0,9.0,11.0,54.0,43.0,5.0,0,27.4,29.3,1009.4,1010.0
0.0,57.0,33.0,15.0,80.0,68.0,3.0,0,24.0,25.5,1013.4,1011.8
0.0,31.0,9.0,6.0,80.0,41.0,3.0,0,26.9,28.3,1009.5,1006.1
2.6,37.0,15.0,17.0,90.0,50.0,6.0,1,18.1,20.0,1004.0,1005.3
0.0,44.982718511133264,9.0,22.0,65.0,41.0,3.0,0,23.3,23.7,1007.6,1006.5
1.74002642007926,39.0,17.0,22.0,99.0,71.0,8.0,0,18.2,20.9,1013.4,1014.9
0.0,39.0,9.0,20.0,62.0,40.0,2.0,0,22.4,23.5,1016.6,1017.3
0.0,35.0,20.0,19.0,75.0,45.0,2.0,0,20.9,22.6,1021.4,1019.6
0.0,35.0,13.0,4.0,53.0,21.0,3.0,0,27.4,28.4,1017.7,1017.6
0.0,44.0,24.0,28.0,43.0,27.0,0.0,0,32.3,33.6,1016.8,1015.0
0.0,35.0,22.0,11.0,44.0,39.0,0.0,0,33.5,35.2,1012.7,1011.1
0.0,67.0,35.0,30.0,49.0,44.0,2.0,0,30.0,36.3,1004.8,1004.9
0.0,54.0,11.0,22.0,75.0,50.0,4.0,0,30.0,32.8,1010.5,1009.2
0.0,28.0,13.0,9.0,99.0,62.0,8.0,0,26.8,28.9,1013.4,1012.0
4.4,52.0,28.0,33.0,100.0,77.0,8.0,1,26.4,30.5,1010.7,1006.7
70.4,41.0,11.0,22.766798418972332,99.0,59.03099241674909,8.0,1,16.788365194462752,18.1,1006.0,1016.271201061712
1.74002642007926,43.0,17.0,26.0,83.0,50.0,4.0,0,14.1,15.7,1019.9,1023.4
0.0,44.982718511133264,19.0,22.0,73.0,50.0,0.0,0,17.8,19.0,1024.9,1022.8
1.74002642007926,44.0,30.0,26.0,77.0,57.0,5.0,0,18.0,18.6,1021.7,1020.9
0.0,52.0,20.0,20.0,74.0,51.0,5.0,0,24.7,25.3,1021.3,1019.2
0.0,37.0,20.0,24.0,71.0,59.0,7.0,0,26.5,26.9,1016.6,1013.1
17.8,44.982718511133264,13.0,19.0,99.0,99.0,7.0,1,18.2,22.4,1010.7,1010.6
1.8,43.0,30.0,28.0,79.0,61.0,6.0,1,16.2,17.3,1018.4,1018.4
0.0,44.0,22.0,28.0,87.0,60.0,7.0,0,18.5,19.4,1021.9,1021.6
0.2,54.0,31.0,19.0,84.0,61.0,5.0,0,23.1,23.9,1022.6,1020.9
0.0,39.0,24.0,19.0,76.0,48.0,5.0,0,25.7,27.2,1020.8,1018.0
0.0,35.0,22.0,19.0,85.0,71.0,6.0,0,21.8,23.5,1016.8,1013.7
1.2,35.0,4.0,20.0,99.0,58.0,4.0,1,25.3,26.0,1013.1,1012.4
0.2,44.982718511133264,22.0,19.0,87.0,61.0,8.0,0,24.7,25.6,1013.9,1010.3
1.74002642007926,67.0,33.0,35.0,86.0,66.0,4.0,0,20.2,21.6,1000.1,1004.8
0.0,56.0,17.0,24.0,80.0,57.0,7.0,0,15.3,16.5,1009.0,1012.8
0.4,50.0,19.0,28.0,98.0,67.0,8.0,0,14.1,15.7,1017.8,1019.6
0.4,50.0,19.0,28.0,82.0,63.0,6.0,0,17.4,18.5,1024.3,1023.6
0.0,50.0,20.0,7.0,81.0,41.0,1.0,0,24.1,25.6,1024.5,1021.2
0.0,30.0,6.0,13.0,55.0,41.0,4.0,0,24.6,26.3,1018.4,1015.8
0.0,44.982718511133264,17.0,2.0,83.0,44.0,3.0,0,24.5,26.2,1014.5,1012.0
0.0,44.982718511133264,9.0,22.0,79.0,44.0,3.0,0,26.3,28.0,1009.6,1008.3
1.74002642007926,44.982718511133264,13.0,15.0,100.0,94.0,8.0,0,17.4,18.4,1009.6,1009.7
0.0,35.0,17.0,17.0,98.0,94.0,6.0,0,16.3,17.8,1007.9,1006.5
1.6,54.0,22.0,28.0,98.0,53.0,7.0,1,14.7,16.3,1009.6,1013.5
0.2,31.0,11.0,17.0,82.0,61.0,1.0,0,14.2,15.6,1017.5,1015.4
0.0,44.0,26.0,19.0,83.0,62.0,7.0,0,16.2,17.8,1013.4,1013.2
0.2,39.0,13.0,20.0,93.0,74.0,8.0,0,13.9,14.7,1015.5,1016.5
0.0,57.0,31.0,24.0,64.0,49.0,0.0,0,17.6,18.7,1021.3,1021.1
0.2,44.0,28.0,26.0,68.0,59.03099241674909,0.0,0,16.788365194462752,23.7,1023.9,1016.271201061712
0.0,54.0,28.0,33.0,66.0,49.0,0.0,0,24.2,24.9,1020.3,1016.2
1.2,56.0,26.0,31.0,83.0,53.0,8.0,1,22.7,23.8,1012.5,1010.0
1.6,33.0,0.0,17.0,99.0,99.0,7.0,1,18.7,20.0,1012.4,1011.4
8.6,43.0,28.0,24.0,99.0,89.0,7.0,1,14.6,16.0,1014.2,1014.5
0.0,37.0,15.0,9.0,91.0,67.0,0.0,0,23.1,25.1,1016.1,1014.7
0.0,44.982718511133264,15.0,17.0,90.0,64.0,2.0,0,25.7,26.8,1017.0,1015.7
0.0,41.0,19.0,17.0,76.0,82.0,4.0,0,21.9,26.8,1017.5,1016.8
0.4,48.0,26.0,26.0,76.0,54.0,2.0,0,18.7,19.5,1024.0,1021.9
0.0,37.0,7.0,15.0,74.0,54.0,3.0,0,24.3,25.6,1019.9,1017.4
0.0,50.0,24.0,30.0,74.0,54.0,0.0,0,17.6,19.2,1020.6,1019.9
0.0,46.0,22.0,24.0,78.0,55.0,2.0,0,15.6,16.9,1021.9,1020.4
0.0,52.0,31.0,28.0,74.0,59.0,6.0,0,16.0,16.7,1017.6,1015.7
0.0,50.0,28.0,22.0,81.81782047035442,64.0,8.0,0,19.9,21.6,1017.8450928381963,1011.5
0.0,46.0,19.976912928759894,22.766798418972332,81.81782047035442,59.03099241674909,0.0,0,16.788365194462752,25.9,1017.8450928381963,1016.271201061712
0.0,39.0,13.0,17.0,70.0,59.0,6.0,0,22.7,24.2,1005.4,1003.4
1.0,33.0,11.0,20.0,99.0,75.0,8.0,0,19.3,20.8,1002.7,1002.1
0.0,50.0,20.0,28.0,98.0,98.0,6.0,0,14.5,17.7,1003.5,1001.7
2.2,44.982718511133264,20.0,31.0,99.0,89.0,7.0,1,13.7,14.9,1003.8,1005.6
2.8,50.0,22.0,31.0,90.0,62.0,7.0,1,13.2,14.6,1015.5,1017.8
0.2,44.0,24.0,28.0,98.0,74.0,8.0,0,12.9,14.6,1023.6,1023.6
0.0,39.0,22.0,7.0,91.0,57.0,8.0,0,19.3,20.0,1025.9,1023.9
0.0,24.0,9.0,13.0,99.0,53.0,0.0,0,21.0,22.5,1026.4,1023.9
0.0,35.0,15.0,24.0,80.0,45.0,0.0,0,22.6,23.8,1022.0,1018.5
0.0,43.0,20.0,20.0,99.0,78.0,4.0,0,13.5,16.7,1017.8,1019.2
0.2,43.0,11.0,24.0,98.0,49.0,0.0,0,15.7,16.0,1026.9,1025.4
0.0,22.0,6.0,7.0,80.0,81.0,8.0,0,14.7,16.2,1019.5,1017.4
1.0,35.0,19.0,24.0,99.0,58.0,8.0,0,14.4,15.4,1019.2,1017.4
0.0,31.0,20.0,24.0,98.0,86.0,7.0,0,11.7,13.5,1019.6,1018.7
0.4,39.0,13.0,20.0,99.0,80.0,6.0,0,12.6,14.2,1021.8,1021.1
0.4,39.0,20.0,20.0,77.0,66.0,7.0,0,10.2,11.6,1027.2,1025.7
0.0,26.0,13.0,13.0,82.0,63.0,5.0,0,12.5,13.0,1024.7,1022.0
0.0,28.0,9.0,15.0,98.0,69.0,7.0,0,11.1,11.5,1018.8,1015.5
0.0,39.0,6.0,22.0,98.0,88.0,6.0,0,11.6,12.3,1016.7,1016.0
0.6,56.0,20.0,30.0,98.0,51.0,2.0,0,11.3,12.4,1022.1,1020.7
0.2,33.0,2.0,17.0,98.0,75.0,6.0,0,8.7,9.3,1020.7,1015.9
5.4,50.0,28.0,24.0,98.0,98.0,8.0,1,5.0,8.9,1012.0,1010.2
7.4,46.0,17.0,20.0,99.0,98.0,8.0,1,11.1,12.6,1012.6,1011.8
6.0,59.0,22.0,31.0,98.0,95.0,8.0,1,9.4,12.1,1013.7,1012.8
2.8,46.0,24.0,24.0,83.0,72.0,5.0,1,9.2,10.7,1023.6,1025.3
0.2,31.0,11.0,17.0,99.0,66.0,7.0,0,9.8,10.2,1032.0,1031.5
0.4,31.0,13.0,19.0,88.0,71.0,7.0,0,10.2,10.6,1032.5,1030.7
0.0,13.0,2.0,4.0,95.0,76.0,6.0,0,10.3,10.6,1032.0,1029.2
0.0,48.0,20.0,30.0,98.0,68.0,7.0,0,10.7,12.3,1029.7,1027.4
0.0,44.0,26.0,28.0,76.0,55.0,7.0,0,13.3,14.6,1029.0,1027.3
0.0,33.0,13.0,24.0,74.0,42.0,6.0,0,16.5,17.2,1026.7,1022.8
0.0,46.0,28.0,35.0,63.0,54.0,3.0,0,16.3,17.0,1020.9,1017.3
2.8,59.0,28.0,39.0,98.0,98.0,8.0,1,12.5,14.0,1010.8,1004.7
23.6,39.0,17.0,22.0,100.0,94.0,8.0,1,10.8,12.2,1002.2,1002.9
4.4,50.0,24.0,24.0,98.0,98.0,5.0,1,7.6,9.7,1011.6,1014.0
2.6,41.0,20.0,20.0,98.0,81.0,8.0,1,8.3,8.8,1020.6,1020.3
0.6,35.0,9.0,13.0,99.0,92.0,8.0,0,9.7,10.4,1021.5,1019.5
4.8,26.0,13.0,15.0,99.0,96.0,8.0,1,10.2,11.4,1022.1,1020.9
1.4,19.0,9.0,9.0,99.0,86.0,8.0,1,10.2,12.3,1025.0,1023.4
0.2,20.0,0.0,9.0,99.0,65.0,7.0,0,10.8,11.5,1026.4,1024.7
0.0,37.0,13.0,20.0,99.0,68.0,7.0,0,10.9,11.8,1027.8,1025.5
0.2,43.0,13.0,11.0,98.0,56.0,0.0,0,13.1,14.2,1025.1,1023.2
0.0,31.0,6.0,24.0,94.0,55.0,0.0,0,15.6,16.2,1028.1,1026.4
0.0,46.0,28.0,30.0,84.0,70.0,2.0,0,13.7,14.7,1026.4,1022.0
0.0,41.0,26.0,19.0,87.0,77.0,7.0,0,13.4,14.3,1016.2,1014.3
0.0,39.0,17.0,19.0,98.0,59.0,2.0,0,10.8,12.5,1015.7,1016.0
0.0,59.0,28.0,39.0,81.0,53.0,4.0,0,12.0,12.4,1014.7,1009.6
4.8,39.0,0.0,13.0,98.0,77.0,5.0,1,7.1,8.7,1019.8,1018.8
0.0,56.0,26.0,17.0,99.0,82.0,8.0,0,6.6,7.1,1014.4,1014.5
7.0,50.0,15.0,30.0,98.0,81.0,3.0,1,6.5,7.6,1020.8,1020.7
0.4,46.0,22.0,20.0,98.0,93.0,7.0,0,8.2,9.2,1022.3,1021.9
0.2,41.0,19.0,22.0,98.0,74.0,6.0,0,10.2,11.1,1024.6,1025.1
0.4,44.0,22.0,26.0,89.0,78.0,6.0,0,11.7,12.0,1030.4,1029.2
1.6,35.0,17.0,28.0,99.0,93.0,8.0,1,9.3,10.4,1031.2,1029.2
1.6,37.0,24.0,22.0,98.0,66.0,6.0,1,10.6,12.1,1029.8,1027.1
0.0,44.0,24.0,24.0,92.0,76.0,8.0,0,9.0,10.4,1028.7,1027.0
0.0,39.0,9.0,13.0,97.0,59.0,0.0,0,12.8,13.1,1028.4,1025.7
0.2,46.0,24.0,24.0,88.0,79.0,7.0,0,8.8,10.0,1020.9,1016.3
2.0,48.0,20.0,24.0,98.0,85.0,8.0,1,7.9,10.3,1010.5,1011.8
1.6,41.0,22.0,20.0,99.0,85.0,8.0,1,11.7,12.9,1015.2,1015.0
1.0,46.0,24.0,35.0,100.0,98.0,8.0,0,11.6,11.8,1013.9,1009.7
0.8,72.0,39.0,41.0,99.0,82.0,4.0,0,11.6,12.4,1008.6,1003.6
10.0,72.0,22.0,28.0,95.0,80.0,5.0,1,6.8,7.9,1001.2,1003.3
1.0,50.0,15.0,26.0,98.0,98.0,5.0,0,8.9,9.8,1011.4,1010.7
7.0,41.0,19.0,20.0,99.0,80.0,8.0,1,10.8,11.4,1020.1,1020.5
0.6,33.0,17.0,19.0,100.0,87.0,8.0,0,12.3,13.1,1026.4,1026.2
0.2,46.0,19.0,26.0,100.0,85.0,8.0,0,12.0,12.5,1029.2,1025.1
0.2,50.0,28.0,22.0,98.0,72.0,1.0,0,11.0,11.7,1023.7,1022.1
0.0,26.0,2.0,9.0,100.0,71.0,4.0,0,11.9,13.1,1030.3,1030.0
0.4,22.0,6.0,13.0,99.0,56.0,3.0,0,13.0,13.7,1035.2,1032.8
0.0,39.0,22.0,24.0,76.0,63.0,0.0,0,13.4,13.8,1035.8,1033.7
0.0,44.0,28.0,26.0,79.0,72.0,5.0,0,11.9,12.4,1036.7,1032.8
0.6,46.0,28.0,26.0,74.0,61.0,3.0,0,12.7,13.8,1030.7,1026.5
0.0,61.0,35.0,41.0,86.0,63.0,5.0,0,12.0,13.1,1020.8,1015.5
3.4,57.0,28.0,26.0,99.0,98.0,8.0,1,9.3,9.8,1013.0,1010.2
1.0,61.0,22.0,41.0,98.0,72.0,6.0,0,8.8,9.9,1007.4,1003.6
3.2,74.0,39.0,43.0,93.0,79.0,8.0,1,8.2,8.5,1006.1,1006.8
1.8,52.0,26.0,24.0,99.0,98.0,8.0,1,7.9,9.1,1006.5,1003.1
8.0,37.0,13.0,17.0,98.0,75.0,4.0,1,7.3,7.9,1016.6,1020.5
0.4,43.0,20.0,26.0,85.0,85.0,8.0,0,7.9,8.4,1024.7,1022.2
1.6,46.0,17.0,28.0,93.0,71.0,6.0,1,8.7,9.8,1021.7,1019.7
0.0,65.0,33.0,33.0,81.0,98.0,7.0,0,7.8,9.0,1013.0,1011.6
5.8,39.0,11.0,22.0,98.0,80.0,7.0,1,8.4,9.0,1023.6,1024.3
0.0,44.0,19.0,22.0,95.0,81.0,8.0,0,8.5,8.8,1024.1,1021.9
0.6,48.0,22.0,26.0,99.0,89.0,8.0,0,7.3,10.4,1020.3,1020.4
2.6,31.0,9.0,20.0,99.0,85.0,8.0,1,9.6,10.2,1030.8,1031.6
0.4,24.0,13.0,6.0,98.0,59.0,0.0,0,10.8,11.3,1036.5,1032.9
0.0,59.0,17.0,26.0,81.0,67.0,2.0,0,10.1,11.1,1029.0,1024.4
5.0,50.0,26.0,24.0,99.0,85.0,8.0,1,9.0,10.3,1019.5,1017.4
0.8,30.0,15.0,4.0,98.0,95.0,8.0,0,8.7,9.9,1018.3,1017.5
2.0,44.0,22.0,28.0,99.0,98.0,6.0,1,8.8,10.5,1024.1,1024.2
0.6,74.0,43.0,52.0,89.0,81.0,3.0,0,8.5,9.5,1026.8,1025.1
0.0,56.0,33.0,33.0,89.0,84.0,6.0,0,9.1,10.8,1026.5,1023.8
0.0,48.0,24.0,15.0,97.0,73.0,7.0,0,11.3,11.8,1025.4,1023.6
0.0,22.0,4.0,9.0,99.0,78.0,8.0,0,10.7,12.3,1023.7,1021.5
8.8,33.0,15.0,22.0,99.0,98.0,8.0,1,8.2,8.8,1017.7,1014.7
1.2,35.0,9.0,20.0,99.0,93.0,8.0,1,9.9,11.8,1016.0,1016.4
1.6,30.0,11.0,11.0,99.0,66.0,6.0,1,8.9,10.0,1024.0,1024.2
0.0,39.0,2.0,28.0,99.0,67.0,0.0,0,9.1,10.1,1029.0,1026.9
0.0,46.0,30.0,30.0,83.0,64.0,0.0,0,11.2,11.5,1027.4,1024.5
0.0,54.0,33.0,28.0,77.0,61.0,2.0,0,10.7,12.5,1024.6,1021.4
0.0,50.0,22.0,28.0,80.0,77.0,7.0,0,9.1,9.8,1019.6,1016.2
0.2,37.0,19.0,26.0,98.0,69.0,0.0,0,12.4,14.4,1018.9,1017.1
0.2,57.0,33.0,31.0,98.0,66.0,3.0,0,14.4,14.5,1017.1,1014.4
0.0,39.0,20.0,24.0,70.0,62.0,2.0,0,15.9,16.6,1017.8,1014.8
0.0,63.0,26.0,39.0,74.0,52.0,4.0,0,18.3,18.6,1018.3,1013.7
0.0,44.0,20.0,20.0,58.0,56.0,6.0,0,15.0,16.2,1018.5,1018.4
0.0,43.0,7.0,31.0,99.0,98.0,7.0,0,7.4,10.8,1018.9,1016.3
1.6,28.0,7.0,0.0,100.0,67.0,8.0,1,10.0,11.6,1017.4,1014.8
1.8,26.0,11.0,13.0,98.0,84.0,3.0,1,8.9,10.3,1014.2,1012.1
3.8,28.0,6.0,19.0,99.0,74.0,2.0,1,9.0,10.7,1011.5,1010.5
0.0,28.0,9.0,15.0,100.0,98.0,8.0,0,9.3,10.2,1010.0,1006.6
5.2,54.0,13.0,20.0,88.0,81.0,5.0,1,10.6,11.4,1008.1,1008.8
3.4,54.0,35.0,28.0,96.0,73.0,8.0,1,11.0,11.9,1017.1,1017.1
0.0,35.0,17.0,7.0,82.0,56.0,2.0,0,13.3,14.0,1020.9,1019.5
0.0,22.0,7.0,15.0,98.0,83.0,8.0,0,9.6,9.9,1024.0,1022.4
0.0,26.0,9.0,11.0,99.0,70.0,2.0,0,12.2,13.8,1026.3,1023.9
0.0,46.0,26.0,26.0,86.0,98.0,8.0,0,8.8,11.0,1022.4,1019.5
2.8,57.0,19.0,31.0,98.0,64.0,3.0,1,14.8,15.5,1017.5,1012.6
8.8,80.0,46.0,22.0,99.0,94.0,8.0,1,10.5,12.0,1003.9,1003.5
7.2,41.0,20.0,22.0,98.0,99.0,8.0,1,8.8,11.0,1008.2,1007.2
11.0,37.0,20.0,20.0,100.0,75.0,7.0,1,14.5,15.5,1023.0,1024.1
0.2,35.0,9.0,13.0,83.0,56.0,0.0,0,15.0,15.9,1031.7,1030.5
0.0,39.0,9.0,9.0,80.0,52.0,3.0,0,14.7,15.3,1036.7,1035.5
0.0,24.0,0.0,13.0,76.0,53.0,0.0,0,14.2,14.8,1039.5,1036.2
0.0,41.0,26.0,17.0,91.0,60.0,2.0,0,14.5,14.6,1035.0,1031.7
0.0,39.0,24.0,26.0,88.0,55.0,0.0,0,15.7,15.8,1029.7,1025.4
0.0,50.0,31.0,28.0,86.0,60.0,0.0,0,13.1,15.5,1019.2,1020.2
0.2,56.0,9.0,15.0,86.0,56.0,3.0,0,10.3,11.1,1026.1,1023.8
0.0,37.0,17.0,19.0,72.0,53.0,2.0,0,12.6,13.5,1022.9,1020.2
0.0,46.0,20.0,30.0,98.0,64.0,2.0,0,13.1,14.0,1020.7,1016.1
0.0,43.0,15.0,22.0,93.0,75.0,5.0,0,8.3,10.5,1019.1,1020.6
0.6,30.0,13.0,19.0,92.0,72.0,2.0,0,8.8,9.4,1025.9,1024.5
0.0,28.0,17.0,19.0,99.0,75.0,8.0,0,10.9,11.7,1026.2,1025.1
0.0,30.0,17.0,19.0,99.0,64.0,6.0,0,14.1,14.8,1027.1,1024.5
0.2,52.0,26.0,30.0,69.0,54.0,3.0,0,16.3,16.6,1026.4,1023.6
0.0,70.0,43.0,46.0,70.0,53.0,3.0,0,16.9,17.6,1021.9,1017.3
0.0,52.0,11.0,15.0,90.0,71.0,8.0,0,14.4,14.9,1019.2,1019.9
2.4,41.0,0.0,24.0,77.0,52.0,3.0,1,16.2,16.5,1023.4,1018.0
0.0,61.0,31.0,33.0,79.0,59.0,8.0,0,9.2,11.2,1012.2,1012.9
0.2,26.0,7.0,17.0,97.0,44.0,6.0,0,11.5,12.1,1020.3,1019.4
0.0,31.0,9.0,17.0,69.0,52.0,4.0,0,10.4,12.7,1022.3,1019.2
3.0,56.0,24.0,35.0,89.0,88.0,6.0,1,6.5,9.9,1016.2,1016.6
2.2,44.0,24.0,28.0,90.0,83.0,7.0,1,10.4,11.9,1019.7,1017.5
5.8,50.0,24.0,28.0,98.0,56.0,8.0,1,10.6,11.5,1017.7,1018.9
0.2,33.0,17.0,24.0,73.0,63.0,8.0,0,10.0,10.2,1025.8,1024.4
0.0,54.0,26.0,41.0,96.0,55.0,7.0,0,13.8,14.8,1024.1,1019.4
0.6,44.0,7.0,24.0,98.0,58.0,8.0,0,13.3,14.2,1020.1,1020.3
0.0,43.0,11.0,22.0,98.0,65.0,2.0,0,12.0,13.5,1022.9,1019.4
0.2,35.0,22.0,20.0,70.0,59.0,5.0,0,16.7,17.6,1014.4,1014.9
0.2,59.0,24.0,35.0,81.0,37.0,2.0,0,22.8,23.3,1013.6,1006.4
0.0,30.0,17.0,7.0,90.0,50.0,6.0,0,18.1,18.6,1017.9,1016.3
0.0,115.0,44.0,41.0,56.0,31.0,5.0,0,24.4,25.4,1008.3,999.8
4.4,50.0,24.0,26.0,97.0,60.0,7.0,1,12.1,13.6,1008.3,1011.6
0.6,43.0,19.0,19.0,98.0,56.0,8.0,0,15.9,16.8,1019.5,1018.6
0.0,74.0,35.0,50.0,81.0,34.0,6.0,0,20.8,21.6,1018.6,1011.1
0.0,56.0,20.0,19.0,68.0,60.0,5.0,0,10.0,11.6,1020.8,1021.7
0.0,54.0,22.0,33.0,98.0,67.0,8.0,0,8.9,10.5,1023.2,1021.5
0.0,52.0,37.0,19.0,70.0,51.0,2.0,0,14.1,14.9,1024.3,1022.2
0.0,54.0,35.0,26.0,67.0,54.0,3.0,0,14.4,15.9,1023.3,1018.3
0.6,67.0,30.0,35.0,94.0,62.0,8.0,0,17.1,18.0,1015.8,1010.5
0.0,57.0,31.0,20.0,63.0,98.0,8.0,0,13.5,16.4,1003.0,998.2
30.2,65.0,28.0,39.0,99.0,98.0,7.0,1,7.7,10.3,994.2,996.4
4.0,46.0,19.0,19.0,82.0,68.0,6.0,1,10.9,12.7,1004.4,1000.6
9.0,65.0,30.0,39.0,98.0,96.0,8.0,1,9.3,11.4,1008.3,1012.0
1.8,41.0,20.0,22.0,94.0,61.0,2.0,1,11.7,13.0,1021.6,1021.3
0.0,39.0,17.0,13.0,81.0,50.0,8.0,0,14.0,15.9,1023.8,1022.3
0.0,37.0,13.0,22.0,71.0,50.0,6.0,0,17.6,18.0,1023.2,1020.2
0.0,39.0,24.0,22.0,67.0,60.0,7.0,0,16.3,17.8,1017.8,1014.0
0.0,24.0,9.0,11.0,87.0,62.0,6.0,0,16.1,16.5,1014.8,1012.7
0.0,30.0,7.0,11.0,98.0,67.0,7.0,0,16.3,17.4,1013.3,1011.0
1.4,26.0,11.0,13.0,99.0,67.0,8.0,1,15.7,16.5,1013.6,1011.5
1.4,46.0,26.0,19.0,99.0,61.0,8.0,1,10.7,12.2,1010.3,1010.7
0.0,44.0,13.0,26.0,98.0,72.0,8.0,0,10.1,11.0,1011.0,1009.1
0.6,39.0,19.0,17.0,96.0,70.0,7.0,0,11.2,12.6,1013.4,1014.0
0.4,28.0,19.0,9.0,94.0,62.0,7.0,0,12.2,13.2,1020.0,1019.5
0.0,33.0,19.0,17.0,76.0,54.0,4.0,0,18.9,19.6,1020.1,1017.3
0.0,43.0,20.0,26.0,76.0,41.0,5.0,0,21.5,22.6,1014.9,1010.3
0.0,50.0,11.0,24.0,91.0,98.0,5.0,0,13.0,18.2,1008.7,1008.8
1.8,59.0,24.0,33.0,85.0,46.0,7.0,1,12.6,13.8,1018.3,1022.6
0.0,24.0,7.0,7.0,77.0,43.0,1.0,0,15.7,18.1,1033.2,1031.6
0.0,44.0,20.0,24.0,62.0,34.0,0.0,0,20.7,21.3,1031.1,1028.2
0.0,54.0,31.0,30.0,56.0,44.0,0.0,0,25.0,25.5,1027.1,1022.9
0.0,48.0,28.0,24.0,44.0,52.0,3.0,0,19.6,22.6,1022.3,1020.1
5.0,26.0,9.0,19.0,100.0,98.0,8.0,1,14.4,17.0,1024.1,1023.5
4.8,61.0,9.0,15.0,100.0,79.0,8.0,1,18.6,21.1,1024.4,1020.9
15.8,39.0,22.0,26.0,70.0,50.0,0.0,1,24.6,25.9,1018.8,1014.8
1.0,54.0,7.0,24.0,98.0,99.0,8.0,0,10.5,15.9,1008.8,1010.8
1.4,54.0,35.0,28.0,82.0,71.0,4.0,1,11.9,12.9,1014.9,1017.2
0.0,48.0,37.0,17.0,80.0,60.0,2.0,0,17.0,18.1,1021.1,1019.9
0.0,44.982718511133264,28.0,31.0,75.0,50.0,5.0,0,20.2,21.0,1020.7,1016.9
0.0,59.0,35.0,28.0,76.0,62.0,5.0,0,22.2,25.5,1011.1,1006.9
20.0,46.0,17.0,26.0,93.0,68.0,7.0,1,15.6,16.9,1011.2,1012.1
1.0,54.0,24.0,26.0,99.0,98.0,8.0,0,10.6,11.5,1018.8,1021.6
0.2,43.0,31.0,22.0,76.0,64.0,7.0,0,13.5,14.7,1025.6,1024.5
0.0,39.0,17.0,20.0,98.0,82.0,7.0,0,13.3,15.7,1023.0,1019.8
0.6,35.0,20.0,24.0,99.0,96.0,8.0,0,13.2,14.5,1016.0,1014.4
4.2,31.0,13.0,17.0,89.0,74.0,6.0,1,13.8,14.6,1016.5,1016.3
0.2,26.0,17.0,13.0,89.0,59.0,7.0,0,19.8,22.1,1020.1,1017.1
0.0,33.0,22.0,13.0,64.0,33.0,0.0,0,25.8,26.6,1015.5,1011.7
0.0,33.0,13.0,17.0,66.0,73.0,7.0,0,19.2,21.3,1007.5,1009.1
0.0,44.0,6.0,22.0,77.0,43.0,0.0,0,25.0,26.3,1012.5,1010.2
10.6,54.0,13.0,11.0,100.0,67.0,8.0,1,22.4,23.8,1009.5,1010.0
3.8,65.0,31.0,35.0,98.0,66.0,8.0,1,24.8,26.6,1007.2,1004.7
8.0,50.0,28.0,31.0,79.0,52.0,5.0,1,16.1,18.6,1013.3,1016.0
0.0,44.982718511133264,2.0,13.0,80.0,45.0,1.0,0,18.4,19.7,1023.6,1020.4
