Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.0,37.0,65.0,30.0,1.0,3.0,0,20.4,21.0,1021.2,1015.4
0.0,56.0,69.0,36.0,7.0,7.0,0,18.9,20.4,1002.2,998.7
2.4,59.0,89.0,57.0,8.0,7.0,1,13.5,14.0,996.8,994.8
13.8,57.0,81.0,62.0,7.0,4.0,1,15.0,16.3,1001.9,1003.8
0.6,61.0,86.0,49.0,8.0,5.0,0,14.6,15.6,1006.9,1008.5
3.2,44.0,84.0,62.0,7.0,5.0,1,13.9,17.3,1016.9,1017.3
6.2,30.0,74.0,57.0,2.0,7.0,1,14.6,16.3,1024.7,1024.5
0.0,31.0,57.0,46.0,1.0,3.0,0,15.6,17.2,1028.2,1026.5
0.0,24.0,64.0,36.0,0.0,1.0,0,20.4,21.7,1026.9,1023.5
0.0,52.0,45.0,13.0,0.0,2.0,0,29.4,30.1,1020.4,1015.8
0.0,43.0,69.0,29.0,1.0,3.0,0,22.3,22.7,1019.0,1019.2
0.0,33.0,60.0,25.0,1.0,1.0,0,23.2,24.4,1021.7,1019.4
0.0,38.85,66.0,39.0,6.0,1.0,0,20.1,20.1,1021.1,1020.2
0.0,38.85,47.0,33.0,1.0,4.0,0,23.6,24.5,1019.5,1017.2
0.0,65.0,60.0,44.0,7.0,4.0,0,14.2,16.4,1019.3,1019.6
0.0,48.0,54.0,35.0,0.0,0.0,0,20.3,20.7,1025.4,1023.6
0.0,31.0,55.0,28.0,0.0,2.0,0,23.2,24.6,1027.3,1023.1
0.0,37.0,53.0,38.0,1.0,5.0,0,26.1,26.6,1024.8,1021.1
0.0,35.0,53.0,31.0,1.0,5.0,0,29.5,30.4,1022.1,1018.6
0.0,38.85,65.0,39.0,7.0,7.0,0,29.2,29.7,1020.5,1018.1
1.4,54.0,61.0,31.0,1.0,2.0,1,32.5,33.2,1021.0,1017.6
1.4,41.0,60.0,14.0,2.0,5.0,1,33.6,34.7,1019.0,1017.5
0.0,39.0,39.0,26.0,3.0,7.0,0,32.2,32.8,1017.9,1014.4
0.0,65.0,58.0,35.0,3.0,5.0,0,21.5,22.6,1011.6,1011.7
0.0,35.0,60.0,34.0,7.0,3.0,0,19.0,20.1,1019.9,1018.6
0.0,44.0,53.0,32.0,7.0,1.0,0,20.3,20.9,1023.2,1020.6
0.0,35.0,53.0,26.0,0.0,1.0,0,27.0,28.2,1024.9,1021.5
0.0,35.0,52.0,25.0,1.0,3.0,0,30.2,30.6,1027.1,1024.9
0.0,31.0,44.0,26.0,0.0,3.0,0,30.6,32.0,1028.4,1025.2
0.0,26.0,40.0,16.0,0.0,1.0,0,33.8,34.9,1024.7,1020.8
0.0,43.0,28.0,15.0,1.0,2.0,0,34.7,37.0,1020.8,1017.2
0.0,39.0,32.0,13.0,1.0,5.0,0,37.7,38.2,1020.3,1017.4
0.0,46.0,26.0,17.0,1.0,7.0,0,34.6,35.6,1019.1,1016.8
0.0,41.0,47.0,14.0,1.0,2.0,0,32.6,33.9,1018.6,1015.0
0.0,37.0,47.0,11.0,1.0,1.0,0,35.2,37.3,1014.2,1011.0
0.0,37.0,31.0,12.0,1.0,3.0,0,34.7,36.2,1011.5,1008.4
0.0,48.0,30.0,22.0,7.0,2.0,0,27.6,28.4,1006.4,1006.1
0.0,37.0,55.0,23.0,3.0,2.0,0,26.8,28.1,1010.5,1007.3
0.0,28.0,46.0,16.0,2.0,6.0,0,31.4,33.8,1008.9,1006.3
0.0,39.0,20.0,7.0,5.0,4.0,0,37.9,38.8,1005.1,1005.2
0.0,87.0,19.0,47.0,8.0,8.0,0,27.8,38.7,1005.5,1006.9
0.0,39.0,82.0,62.0,8.0,8.0,0,24.1,24.7,1009.2,1007.3
16.6,72.0,87.0,54.0,6.0,7.0,1,19.4,23.0,999.4,1007.4
4.6,35.0,50.0,27.0,5.0,5.0,1,21.7,23.0,1023.5,1022.8
0.0,24.0,46.0,10.0,5.0,4.0,0,26.7,28.4,1025.6,1021.8
0.0,31.0,36.0,22.0,4.0,5.0,0,31.4,32.8,1021.0,1016.3
6.6,48.0,88.0,95.0,8.0,8.0,1,19.7,25.3,1012.3,1008.9
16.4,37.0,95.0,52.0,7.0,6.0,1,25.5,28.2,1008.7,1006.6
2.4,56.0,64.0,39.0,3.0,5.0,1,21.1,22.5,1005.1,1001.0
11.6,43.0,74.0,53.0,7.0,6.0,1,19.3,21.1,1001.1,1003.6
1.4,50.0,63.0,40.0,6.0,5.0,1,20.5,22.0,1012.8,1012.8
0.2,48.0,51.0,34.0,0.0,1.0,0,22.1,23.3,1020.1,1017.9
0.0,30.0,51.0,14.0,1.0,1.0,0,26.2,28.3,1021.0,1017.7
0.0,63.0,33.0,12.0,4.0,7.0,0,32.5,32.9,1016.1,1010.8
0.0,43.0,47.0,11.0,3.0,3.0,0,24.1,25.0,1019.7,1016.9
0.0,39.0,61.0,32.0,6.0,4.0,0,22.4,23.5,1017.1,1016.0
0.0,30.0,58.0,29.0,5.0,3.0,0,25.8,28.2,1016.9,1013.2
0.0,38.85,57.0,27.0,1.0,4.0,0,27.2,28.1,1012.1,1015.8731353135314
5.0,37.0,89.0,85.0,8.0,8.0,1,14.9,18.3,1008.8,1008.1
8.8,41.0,51.0,28.0,1.0,1.0,1,21.3,23.9,1012.3,1009.0
0.2,57.0,50.0,52.0,7.0,6.0,0,19.3,23.0,1008.1,1005.3
1.2,52.0,58.0,28.0,2.0,3.0,1,20.4,21.6,1017.5,1017.7
0.0,39.0,61.0,35.0,2.0,5.0,0,22.7,25.3,1019.6,1017.2
0.0,43.0,61.0,43.0,1.0,8.0,0,23.7,24.7,1019.8,1018.3
0.0,37.0,51.0,21.0,1.0,1.0,0,27.1,28.3,1020.4,1018.3
0.0,30.0,36.0,8.0,1.0,1.0,0,31.3,33.0,1019.6,1016.1
0.0,43.0,21.0,9.0,5.0,5.0,0,37.7,38.4,1015.4,1011.0
0.0,57.0,27.0,69.0,7.0,8.0,0,21.9,30.0,1007.7,1008.8
3.6,39.0,60.0,21.0,1.0,1.0,1,22.5,24.5,1018.7,1016.3
0.0,46.0,55.0,32.0,6.0,1.0,0,22.8,23.9,1019.0,1018.1
0.0,35.0,54.0,16.0,6.0,5.0,0,25.9,28.2,1018.8,1015.6
0.0,33.0,47.0,17.0,1.0,6.0,0,29.6,31.7,1013.6,1010.4
0.0,37.0,31.0,7.0,2.0,1.0,0,32.6,33.4,1011.2,1009.2
0.0,44.0,36.0,12.0,3.0,5.0,0,36.5,39.4,1011.4,1006.8
0.0,94.0,20.0,55.0,8.0,8.0,0,25.3,32.2,1003.3,1007.2
0.0,50.0,52.0,32.0,1.0,0.0,0,22.9,24.0,1013.4,1012.4
0.0,41.0,50.0,18.0,0.0,0.0,0,26.3,27.4,1016.6,1014.7
0.0,46.0,57.0,25.0,2.0,7.0,0,29.3,31.1,1017.0,1013.7
0.0,43.0,36.0,15.0,0.0,1.0,0,33.2,33.9,1016.4,1015.2
0.0,43.0,43.0,17.0,0.0,1.0,0,33.0,33.2,1020.7,1018.7
0.0,39.0,29.0,16.0,0.0,1.0,0,35.7,36.7,1021.0,1016.3
0.0,61.0,48.0,32.0,1.0,5.0,0,33.6,35.5,1014.1,1009.4
13.2,50.0,84.0,61.0,8.0,6.0,1,28.0,30.8,1010.3,1007.2
0.0,61.0,66.0,41.0,7.0,3.0,0,20.9,23.3,1009.8,1011.2
0.0,41.0,49.0,39.0,1.0,1.0,0,21.0,22.6,1018.7,1017.0
0.0,30.0,55.0,24.0,1.0,2.0,0,27.7,29.8,1017.5,1014.2
0.0,46.0,43.0,13.0,1.0,1.0,0,32.9,34.0,1014.4,1011.9
0.0,39.0,58.0,22.0,1.0,5.0,0,27.7,28.6,1016.7,1014.9
0.0,33.0,52.0,18.0,0.0,0.0,0,29.7,31.6,1016.5,1014.2
0.0,31.0,49.0,14.0,1.0,7.0,0,33.8,35.6,1017.1,1014.0
0.0,44.0,26.0,4.0,1.0,1.0,0,39.2,40.5,1015.4,1012.9
0.0,35.0,24.0,9.0,0.0,1.0,0,40.6,42.0,1015.2,1012.4
0.0,48.0,41.0,13.0,1.0,4.0,0,41.0,43.0,1012.4,1007.5
0.0,67.0,20.0,37.0,6.0,7.0,0,33.0,37.1,1005.0,1005.5
0.4,43.0,70.0,29.0,8.0,3.0,0,23.3,24.3,1014.5,1014.7
0.0,41.0,48.0,23.0,0.0,3.0,0,26.8,28.7,1017.7,1015.3
0.0,28.0,58.0,13.0,1.0,4.0,0,30.3,32.4,1016.0,1012.4
0.0,57.0,42.0,7.0,1.0,4.0,0,31.2,33.2,1008.8,1005.6
0.0,63.0,52.0,26.0,1.0,3.0,0,20.9,23.0,1010.5,1008.4
0.0,59.0,56.0,29.0,2.0,4.0,0,20.8,21.3,1010.5,1010.4
0.0,39.0,50.0,23.0,0.0,1.0,0,23.0,25.5,1014.0,1011.6
0.0,44.0,62.0,11.0,0.0,4.0,0,29.8,31.8,1011.7,1009.1
0.0,37.0,63.0,24.0,1.0,7.0,0,31.9,34.1,1010.6,1008.8
0.0,65.0,30.0,5.0,6.0,7.0,0,36.8,38.1,1006.2,1003.1
0.0,44.0,54.0,33.0,1.0,1.0,0,25.4,27.0,1011.7,1015.8731353135314
0.0,41.0,49.0,16.0,0.0,1.0,0,29.0,31.8,1018.0262809917356,1015.8731353135314
0.0,38.85,49.0,8.0,2.0,1.0,0,31.2,21.62174629324547,1018.0262809917356,1015.8731353135314
0.0,44.0,30.0,13.0,5.0,6.0,0,31.4,33.6,1018.0262809917356,1015.8731353135314
0.0,43.0,58.0,23.0,1.0,1.0,0,27.5,29.4,1018.0262809917356,1011.6
0.0,41.0,60.0,14.0,1.0,1.0,0,30.1,32.5,1009.6,1006.7
0.0,44.0,58.0,26.0,1.0,0.0,0,25.8,27.0,1012.7,1012.6
0.0,44.0,52.0,20.0,0.0,1.0,0,33.9,35.6,1014.7,1011.2
0.0,76.0,50.0,24.0,1.0,3.0,0,34.6,36.8,1011.6,1007.1
14.2,43.0,66.0,42.0,1.0,4.0,1,29.4,31.6,1015.0,1012.7
0.0,39.0,46.0,23.0,1.0,6.0,0,31.3,32.4,1015.3,1012.3
0.0,44.0,43.0,25.0,1.0,3.0,0,32.2,34.4,1013.7,1009.1
0.0,46.0,47.0,83.0,8.0,7.0,0,22.3,25.3,1009.2,1008.1
3.8,54.0,75.0,52.0,8.0,7.0,1,23.1,25.1,1012.4,1013.0
0.0,46.0,54.0,33.0,1.0,1.0,0,28.5,29.5,1018.5,1017.4
0.0,28.0,54.0,29.0,1.0,3.0,0,31.8,34.4,1021.0,1018.3
0.0,33.0,58.0,25.0,1.0,3.0,0,33.9,35.9,1021.0,1018.3
0.0,54.0,57.0,36.0,1.0,5.0,0,34.0,36.0,1021.1,1017.8
0.2,78.0,64.0,30.0,5.0,6.0,0,34.7,36.6,1018.4,1014.9
11.8,44.0,69.0,60.0,3.0,7.0,1,28.8,31.2,1014.6,1009.6
12.8,43.0,75.0,46.0,7.0,5.0,1,26.1,26.3,1010.7,1010.0
0.0,33.0,74.0,46.0,1.0,7.0,0,25.6,26.8,1010.5,1008.3
0.0,39.0,76.0,35.0,1.0,5.0,0,29.0,29.4,1008.1,1005.4
0.0,54.0,77.0,37.0,7.0,3.0,0,27.5,28.4,1011.9,1011.6
0.0,39.0,61.0,27.0,0.0,0.0,0,28.4,30.2,1015.7,1014.5
0.0,43.0,54.0,16.0,1.0,5.0,0,30.1,30.7,1015.8,1015.5
0.0,43.0,57.0,23.0,0.0,0.0,0,28.8,30.5,1020.9,1019.6
0.0,37.0,51.0,25.0,0.0,1.0,0,29.7,31.3,1022.6,1018.9
0.0,41.0,47.0,24.0,1.0,6.0,0,32.3,33.4,1018.0262809917356,1015.8731353135314
0.0,52.0,48.0,30.0,2.0,1.0,0,33.5,34.8,1018.0262809917356,1015.8731353135314
0.4,52.0,82.0,33.0,8.0,5.0,0,26.4,27.7,1012.8,1010.6
0.2,54.0,53.0,33.0,0.0,1.0,0,22.5,24.3,1020.1,1019.6
0.0,41.0,54.0,19.0,0.0,0.0,0,26.4,27.9,1020.8,1019.8
0.0,38.85,53.0,31.0,0.0,0.0,0,29.0,30.3,1018.0262809917356,1021.9
0.0,41.0,53.0,33.0,1.0,4.0,0,29.9,31.6,1022.9,1018.9
0.0,52.0,78.0,53.0,2.0,7.0,0,27.8,29.7,1016.9,1015.2
0.2,54.0,56.0,31.0,2.0,1.0,0,20.8,22.2,1019.5,1019.2
0.0,65.0,47.0,32.0,1.0,1.0,0,22.2,23.1,1020.9,1019.0
0.0,44.0,60.0,31.0,0.0,0.0,0,24.4,26.0,1020.3,1017.6
0.0,33.0,67.0,27.0,0.0,0.0,0,28.5,30.5,1018.8,1014.8
0.0,39.0,56.0,36.0,5.0,8.0,0,26.8,28.4,1013.1,1009.7
2.0,31.0,91.0,97.0,8.0,8.0,1,20.4,20.9,1006.6,1004.2
47.0,46.0,70.54566435872074,49.0,8.0,6.0,1,26.8,27.4,1010.1,1008.8
10.0,48.0,92.0,78.0,7.0,7.0,1,21.4,22.9,1011.5,1008.8
29.0,57.0,98.0,87.0,8.0,7.0,1,16.2,18.2,1006.5,1005.6
5.8,48.0,88.0,60.0,5.0,6.0,1,17.8,19.6,1014.7,1016.9
0.2,44.0,67.0,42.0,6.0,7.0,0,17.8,19.1,1026.4,1027.1
0.0,41.0,67.0,38.0,0.0,1.0,0,21.5,22.7,1032.2,1031.5
0.0,28.0,73.0,41.0,1.0,6.0,0,23.1,24.3,1036.6,1034.0
0.0,30.0,68.0,35.0,1.0,1.0,0,23.9,25.5,1035.2,1031.6
0.0,31.0,66.0,35.0,1.0,5.0,0,24.9,26.2,1029.5,1025.6
0.0,22.0,65.0,25.0,1.0,1.0,0,27.0,28.4,1024.8,1021.5
0.0,30.0,53.0,30.0,0.0,2.0,0,29.3,30.5,1022.6,1020.4
0.0,33.0,57.0,26.0,1.0,6.0,0,30.9,32.2,1024.1,1022.1
0.0,37.0,62.0,25.0,6.0,4.0,0,31.0,31.9,1018.0262809917356,1020.6
0.0,37.0,54.0,40.0,6.0,3.0,0,28.9,29.7,1017.8,1016.8
0.0,35.0,87.0,40.0,3.0,5.0,0,27.2,28.8,1020.3,1018.9
0.0,46.0,62.0,33.0,4.0,5.0,0,22.3,24.5,1020.3,1020.2
0.0,37.0,67.0,26.0,0.0,0.0,0,22.5,23.8,1022.7,1020.7
0.0,30.0,76.0,38.0,0.0,1.0,0,23.0,25.1,1023.2,1020.9
0.0,30.0,82.0,40.0,1.0,4.0,0,24.5,26.0,1024.3,1021.5
0.0,24.0,80.0,35.0,1.0,4.0,0,27.0,30.1,1020.7,1017.6
0.0,52.0,67.0,15.0,2.0,6.0,0,30.8,31.4,1018.0262809917356,1015.6
1.0,39.0,83.0,44.0,4.0,7.0,0,27.1,27.6,1019.6,1016.9
0.0,31.0,65.0,43.0,8.0,8.0,0,25.2,25.8,1013.4,1010.2
21.4,30.0,94.0,63.0,8.0,4.0,1,23.7,24.6,1014.7,1014.8
0.0,41.0,78.0,44.0,0.0,2.0,0,21.0,21.7,1021.4,1020.9
0.0,30.0,74.0,44.0,0.0,2.0,0,23.3,24.4,1021.3,1018.7
0.0,28.0,84.0,43.0,1.0,4.0,0,22.9,23.9,1020.3,1018.4
0.0,43.0,79.0,42.0,1.0,3.0,0,21.8,22.3,1021.1,1019.6
0.0,33.0,76.0,48.0,1.0,4.0,0,21.4,22.9,1021.0,1019.3
0.0,48.0,56.0,44.0,1.0,6.0,0,23.5,24.3,1021.2,1017.3
0.0,46.0,58.0,36.0,2.0,3.0,0,25.2,26.5,1018.6,1014.4
0.0,43.0,56.0,43.0,7.0,7.0,0,23.0,23.4,1015.5,1011.1
32.4,30.0,92.0,66.0,7.0,7.0,1,20.5,21.8,1011.3,1010.0
0.0,30.0,86.0,56.0,7.0,3.0,0,21.3,22.0,1017.5,1017.0
0.0,20.0,76.0,66.0,7.0,7.0,0,17.8,19.5,1015.8,1012.6
8.0,31.0,97.0,67.0,8.0,5.0,1,19.4,20.7,1009.8,1007.8
1.0,59.0,69.0,32.0,5.0,2.0,0,15.8,16.5,1009.0,1011.1
0.2,37.0,72.0,54.0,1.0,7.0,0,15.0,15.6,1019.3,1019.6
0.0,33.0,61.0,52.0,1.0,2.0,0,18.2,18.6,1025.6,1022.9
0.0,30.0,74.0,53.0,8.0,6.0,0,18.0,19.2,1024.1,1021.6
0.2,33.0,70.0,58.0,1.0,1.0,0,19.3,19.6,1024.3,1022.5
0.0,33.0,74.0,35.0,1.0,1.0,0,23.5,23.9,1025.8,1022.3
0.0,31.0,63.0,32.0,1.0,3.0,0,25.4,26.1,1026.0,1022.9
0.0,26.0,67.0,39.0,2.0,7.0,0,24.8,25.6,1025.5,1022.2
0.0,41.0,64.0,82.0,7.0,7.0,0,20.2,25.2,1024.1,1021.4
0.4,30.0,69.0,42.0,1.0,5.0,0,26.4,27.4,1022.2,1018.0
5.6,24.0,76.0,49.0,1.0,3.0,1,25.7,26.2,1021.6,1019.3
0.0,38.85,74.0,40.0,1.0,4.0,0,26.3,27.2,1022.0,1018.5
0.0,48.0,57.0,40.0,2.0,7.0,0,26.1,26.9,1017.1,1012.1
20.4,50.0,95.0,59.0,8.0,4.0,1,19.3,20.5,1010.3,1007.6
5.6,44.0,80.0,41.0,1.0,2.0,1,17.2,17.9,1017.9,1019.7
0.0,26.0,77.0,46.0,2.0,5.0,0,17.1,17.7,1025.7,1021.8
0.2,37.0,76.0,81.0,7.0,7.0,0,15.3,18.4,1018.9,1016.6
0.0,41.0,82.0,61.0,1.0,8.0,0,15.1,15.8,1020.8,1018.1
2.6,30.0,88.0,55.0,7.0,7.0,1,17.1,17.3,1021.3,1021.6
0.2,22.0,69.0,57.0,7.0,3.0,0,17.2,17.4,1028.1,1025.5
0.0,30.0,90.0,53.0,4.0,1.0,0,18.2,18.6,1026.4,1023.4
0.0,38.85,76.0,59.0,8.0,6.0,0,18.9,19.9,1025.2,1024.2
0.2,31.0,65.0,39.0,2.0,4.0,0,21.7,22.1,1025.4,1020.3
0.0,52.0,64.0,36.0,4.0,7.0,0,20.7,23.6,1014.2,1008.5
4.6,37.0,84.0,42.0,2.0,7.0,1,14.1,14.7,1017.1,1016.9
0.0,24.0,91.0,56.0,8.0,5.0,0,15.9,16.9,1021.4,1021.1
0.0,28.0,97.0,82.0,5.0,7.0,0,15.4,17.2,1023.5,1020.8
0.2,20.0,79.0,48.0,3.0,1.0,0,18.6,19.0,1023.5,1021.0
0.0,28.0,82.0,56.0,7.0,4.0,0,20.1,20.5,1022.2,1018.7
0.0,43.0,83.0,43.0,4.0,3.0,0,20.1,20.9,1018.4,1012.3
0.8,44.0,82.0,37.0,1.0,4.0,0,12.8,13.6,1014.3,1015.9
0.4,37.0,77.0,54.0,1.0,3.0,0,13.0,14.0,1024.2,1023.9
0.2,28.0,84.0,61.0,1.0,7.0,0,15.0,15.5,1025.7,1022.7
0.0,22.0,77.0,64.0,7.0,7.0,0,14.1,14.6,1022.2,1018.9
0.0,22.0,87.0,52.0,1.0,1.0,0,16.3,17.2,1020.3,1017.4
0.0,19.0,79.0,68.0,2.0,7.0,0,14.3,16.1,1021.2,1019.2
0.0,20.0,84.0,43.0,5.0,6.0,0,17.3,18.0,1021.0,1018.7
0.2,24.0,86.0,28.0,1.0,8.0,0,17.7,18.2,1021.3,1019.6
0.0,15.0,77.0,40.0,1.0,3.0,0,16.9,17.9,1024.0,1021.5
0.0,28.0,76.0,42.0,1.0,7.0,0,17.0,17.5,1023.6,1020.8
0.0,28.0,82.0,50.0,0.0,3.0,0,15.5,16.6,1023.0,1020.7
0.0,24.0,67.0,37.0,1.0,1.0,0,14.8,15.6,1023.1,1020.7
0.0,39.0,68.0,41.0,1.0,6.0,0,14.5,15.6,1022.0,1017.9
0.0,31.0,68.0,92.0,8.0,8.0,0,11.0,12.0,1015.9,1011.4
22.4,30.0,96.0,97.0,8.0,8.0,1,12.7,13.0,1006.7,1004.2
19.0,24.0,88.0,65.0,1.0,3.0,1,17.6,19.7,1010.1,1010.7
0.2,24.0,96.0,78.0,4.0,7.0,0,14.8,15.8,1018.2,1017.3
1.0,41.0,86.0,94.0,8.0,8.0,0,12.7,13.1,1016.7,1011.7
17.2,26.0,96.0,92.0,8.0,8.0,1,12.6,14.3,1004.6,1003.5
5.2,69.0,78.0,64.0,7.0,7.0,1,16.1,17.8,1008.6,1009.9
0.0,41.0,74.0,55.0,1.0,1.0,0,16.8,17.0,1017.0,1016.1
0.0,13.0,92.0,69.0,2.0,6.0,0,15.5,16.1,1019.6,1017.7
0.2,20.0,97.0,60.0,5.0,3.0,0,16.2,17.1,1022.1,1021.4
0.4,20.0,82.0,55.0,0.0,2.0,0,15.9,16.4,1026.6,1024.4
0.0,19.0,95.0,55.0,0.0,1.0,0,15.4,16.0,1023.9,1020.6
0.2,39.0,91.0,68.0,1.0,7.0,0,12.9,14.3,1019.7,1017.6
0.0,46.0,75.0,48.0,1.0,2.0,0,13.4,14.0,1023.0,1023.3
0.2,15.0,97.0,70.0,1.0,8.0,0,10.8,12.7,1027.1,1024.5
0.0,24.0,93.0,55.0,1.0,7.0,0,11.4,12.9,1022.7,1018.3
1.6,46.0,94.0,71.0,8.0,8.0,1,9.9,12.4,1011.5,1011.8
1.2,30.0,87.0,65.0,1.0,7.0,1,11.9,12.6,1022.9,1022.3
0.0,35.0,84.0,81.0,7.0,5.0,0,11.6,13.3,1023.3,1021.2
0.2,31.0,79.0,66.0,1.0,7.0,0,10.5,12.4,1026.8,1026.7
0.0,28.0,62.0,60.0,8.0,8.0,0,10.8,11.2,1032.5,1031.3
0.0,28.0,74.0,51.0,1.0,2.0,0,10.7,11.6,1034.5,1031.9
0.2,20.0,82.0,50.0,7.0,4.0,0,12.1,13.0,1030.8,1027.6
0.4,50.0,97.0,79.0,8.0,7.0,0,12.6,14.1,1024.0,1017.7
5.2,61.0,82.0,67.0,4.0,6.0,1,11.3,12.4,1006.4,1008.8
5.2,33.0,100.0,74.0,4.0,7.0,1,12.0,12.5,1017.8,1015.9
2.6,33.0,96.0,57.0,7.0,3.0,1,14.1,15.4,1019.4,1019.7
0.0,22.0,95.0,84.0,8.0,6.0,0,13.2,15.3,1026.7,1026.5
1.2,28.0,97.0,46.0,1.0,2.0,1,14.5,15.4,1034.4,1033.9
0.0,22.0,82.0,66.0,7.0,7.0,0,12.4,12.9,1036.6,1034.8
0.2,33.0,78.0,63.0,7.0,7.0,0,13.5,14.1,1035.2,1031.3
0.0,43.0,89.0,89.0,7.0,7.0,0,11.9,13.0,1027.0,1022.3
20.6,35.0,96.0,97.0,8.0,8.0,1,12.4,12.6,1018.0,1015.2
17.2,35.0,79.0,60.0,0.0,3.0,1,10.3,11.5,1023.3,1023.1
0.0,24.0,95.0,47.0,0.0,3.0,0,10.7,11.3,1025.4,1023.1
0.4,39.0,70.54566435872074,60.0,1.0,7.0,0,9.0,9.5,1020.9,1017.4
1.6,37.0,93.0,74.0,8.0,7.0,1,8.7,9.0,1017.6,1015.5
10.0,24.0,95.0,83.0,8.0,7.0,1,8.7,9.0,1018.1,1018.1
0.8,17.0,99.0,90.0,8.0,8.0,0,7.9,8.5,1024.2,1023.9
1.0,24.0,100.0,69.0,8.0,4.0,0,10.6,11.7,1026.0,1023.3
0.2,24.0,97.0,64.0,0.0,6.0,0,11.3,12.7,1030.9,1030.8
0.0,20.0,94.0,69.0,7.0,8.0,0,10.3,10.9,1032.1,1028.8
0.0,15.0,81.0,63.0,7.0,7.0,0,9.7,10.2,1026.7,1023.0
0.0,28.0,87.0,50.0,1.0,2.0,0,11.6,11.8,1022.9,1021.3
0.2,26.0,91.0,60.0,1.0,7.0,0,13.3,14.4,1027.2,1026.0
0.2,24.0,88.0,52.0,1.0,6.0,0,12.5,12.9,1029.3,1027.0
0.2,33.0,85.0,61.0,0.0,3.0,0,12.1,12.7,1029.6,1026.7
0.0,52.0,81.0,95.0,7.0,8.0,0,10.3,11.2,1019.9,1014.7
14.0,31.0,96.0,78.0,7.0,7.0,1,12.1,12.6,1019.0,1018.7
0.2,22.0,100.0,67.0,8.0,5.0,0,13.3,14.2,1022.9,1020.2
0.0,50.0,84.0,94.0,7.0,8.0,0,10.7,13.0,1012.6,1003.6
25.4,54.0,88.0,92.0,8.0,8.0,1,9.4,10.9,1006.2,1005.7
9.0,31.0,86.0,65.0,6.0,7.0,1,11.5,11.9,1022.0,1023.2
0.0,19.0,83.0,58.0,8.0,8.0,0,11.3,11.5,1028.6,1026.8
0.8,24.0,93.0,72.0,8.0,8.0,0,9.5,10.4,1028.0,1024.7
0.0,33.0,82.0,64.0,1.0,7.0,0,11.3,12.0,1020.3,1016.5
4.0,26.0,95.0,42.0,1.0,2.0,1,11.6,11.7,1019.8,1019.7
0.2,17.0,89.0,69.0,8.0,6.0,0,11.4,12.0,1024.8,1024.0
0.0,24.0,95.0,55.0,0.0,4.0,0,12.4,13.8,1029.9,1028.4
0.2,20.0,94.0,72.0,1.0,3.0,0,13.7,15.1,1033.5,1031.6
0.2,28.0,90.0,67.0,1.0,7.0,0,13.0,14.4,1035.4,1032.8
0.0,19.0,83.0,56.0,7.0,1.0,0,12.1,12.6,1032.7,1029.8
0.2,24.0,85.0,57.0,0.0,5.0,0,13.6,14.3,1032.1,1030.3
0.0,26.0,94.0,43.0,1.0,2.0,0,13.5,14.1,1036.4,1034.7
0.2,24.0,85.0,51.0,1.0,6.0,0,12.7,13.2,1035.3,1031.6
0.0,24.0,84.0,90.0,8.0,8.0,0,9.3,10.5,1026.5,1021.6
15.0,22.0,99.0,78.0,8.0,7.0,1,12.6,13.4,1017.3,1013.7
5.6,28.0,100.0,74.0,8.0,6.0,1,14.3,15.3,1013.2,1011.5
0.4,39.0,90.0,61.0,7.0,6.0,0,12.8,14.4,1013.5,1015.0
13.0,46.0,86.0,71.0,4.0,3.0,1,9.8,11.5,1013.7,1014.7
3.6,59.0,70.0,47.0,1.0,2.0,1,14.0,14.9,1023.3,1024.0
0.0,30.0,68.0,59.0,8.0,5.0,0,12.0,12.8,1025.9,1022.5
0.6,33.0,91.0,65.0,8.0,8.0,0,10.1,11.2,1018.1,1015.1
2.6,35.0,89.0,55.0,6.0,6.0,1,11.0,12.1,1020.6,1020.0
0.0,28.0,84.0,49.0,1.0,4.0,0,12.0,13.0,1025.5,1023.9
0.2,26.0,84.0,54.0,1.0,5.0,0,11.4,12.7,1026.1,1022.3
0.0,31.0,79.0,55.0,1.0,4.0,0,12.1,14.1,1020.5,1017.2
0.0,33.0,82.0,51.0,7.0,1.0,0,13.1,13.9,1020.8,1018.3
15.6,33.0,95.0,84.0,8.0,6.0,1,11.0,11.6,1011.8,1008.1
16.6,65.0,96.0,95.0,8.0,8.0,1,8.2,10.3,1003.6,999.7
9.0,69.0,75.0,72.0,7.0,5.0,1,12.2,14.3,1010.8,1013.2
0.0,24.0,87.0,65.0,6.0,7.0,0,12.6,14.0,1017.5,1014.0
0.0,52.0,85.0,72.0,7.0,8.0,0,11.2,12.1,1009.0,1001.7
9.8,41.0,97.0,87.0,8.0,7.0,1,12.3,14.2,1001.6,1004.3
6.8,56.0,64.0,43.0,2.0,2.0,1,9.9,11.0,1012.9,1016.2
0.8,24.0,82.0,56.0,1.0,6.0,0,10.7,12.1,1023.9,1019.8
0.0,35.0,77.0,95.0,8.0,8.0,0,6.9,10.2,1011.4,1001.9
27.8,54.0,79.0,57.0,4.0,6.0,1,11.5,12.8,1005.9,1006.3
5.6,48.0,92.0,56.0,7.0,5.0,1,10.7,11.5,1014.1,1012.9
