Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
0.0,28.0,4.0,15.0,31.0,7.0,1.0,0,30.1,31.6,10.3,1010.5,1007.3
0.0,46.0,15.0,20.0,36.0,7.0,7.0,0,32.2,33.0,8.7,1009.1,1008.4
0.0,50.0,19.0,15.0,34.0,1.0,7.0,0,33.6,35.0,10.0,1009.1,1007.3
8.0,31.0,9.0,17.0,69.0,8.0,8.0,1,21.6,22.3,0.0,1018.8,1017.2
0.2,20.0,7.0,7.0,71.0,8.0,8.0,0,25.4,26.1,0.0,1016.1,1012.4
4.6,28.0,6.0,2.0,80.0,7.0,8.0,1,24.1,25.1,0.0,1011.4,1009.0
11.2,43.0,9.0,22.0,70.0,7.0,7.0,1,27.1,28.0,2.0,1004.2,1002.9
0.4,39.0,11.0,13.0,100.0,7.0,8.0,0,23.8,27.0,0.0,1007.8,1004.7
41.2,59.0,15.0,7.0,87.0,8.0,6.0,1,22.0,24.9,6.3,1000.7,1004.5
35.2,28.0,4.0,15.0,42.0,7.0,1.0,1,28.8,29.5,12.1,1009.4,1008.3
0.0,31.0,6.0,19.0,68.0,7.0,3.0,0,25.0,26.4,9.3,1009.8,1006.9
0.0,43.0,15.0,20.0,58.0,4.0,7.0,0,19.2,20.4,4.8,1008.5,1007.8
0.0,28.0,15.0,15.0,64.0,7.0,7.0,0,18.2,19.3,1.0,1011.0,1010.3
0.0,31.0,9.0,15.0,56.0,7.0,5.0,0,19.1,21.2,6.6,1012.6,1012.9
0.0,48.0,7.0,13.0,30.0,4.0,2.0,0,29.2,31.1,12.6,1012.6,1009.4
0.0,39.0,15.0,26.0,46.0,7.0,2.0,0,27.7,32.5,11.5,1008.7,1009.7
0.0,30.0,6.0,13.0,61.0,8.0,1.0,0,26.3,28.0,5.5,1015.3,1011.9
0.0,31.0,7.0,17.0,51.0,7.0,1.0,0,29.0,29.5,11.4,1009.9,1005.5
5.8,43.0,4.0,20.0,61.0,7.0,7.0,1,18.6,21.0,7.4,1005.1,1006.2
0.0,31.0,4.0,13.0,35.0,4.0,7.0,0,27.0,28.4,8.6,1009.0,1006.1
2.2,28.0,15.0,11.0,73.0,8.0,7.0,1,20.2,21.1,0.7,1014.1,1015.6
0.0,33.0,2.0,11.0,51.0,3.0,4.0,0,24.7,25.4,13.6,1017.4,1016.9
0.0,37.0,11.0,15.0,49.0,7.0,0.0,0,22.5,23.4,10.5,1022.4,1020.5
0.0,26.0,6.0,9.0,34.0,3.0,4.0,0,29.3,29.6,12.5,1019.7,1017.4
0.0,43.0,6.0,20.0,23.0,1.0,1.0,0,35.5,36.8,13.4,1015.7,1013.4
0.0,37.0,7.0,13.0,59.0,1.0,7.0,0,27.5,37.2,8.4,1013.1,1011.0
0.0,65.0,24.0,30.0,20.0,1.0,6.0,0,39.3,40.1,9.6,1003.8,1002.3
0.0,37.0,4.0,17.0,48.0,7.0,5.0,0,30.4,32.6,11.3,1011.8,1008.4
0.0,37.0,11.0,9.0,61.0,8.0,5.0,0,25.0,27.4,2.9,1014.9,1013.8
4.8,46.0,7.0,13.0,90.0,7.0,7.0,1,26.2,29.4,1.6,1010.3,1007.5
84.0,41.0,7.0,9.0,95.0,8.0,7.0,1,17.5,18.7,0.0,1006.1,1006.9
3.4,46.0,19.0,24.0,48.0,2.0,4.0,1,16.9,18.4,11.3,1020.3,1024.0
0.2,33.0,6.0,17.0,50.0,1.0,1.0,0,19.8,20.2,12.7,1026.1,1024.0
1.4,33.0,11.0,15.0,53.0,7.0,6.0,1,19.7,20.4,9.4,1023.0,1022.4
0.0,26.0,4.0,4.0,54.0,7.0,7.0,0,28.1,28.7,8.6,1023.4,1019.5
0.0,56.0,6.0,9.0,56.0,7.0,7.0,0,28.0,28.8,1.3,1017.4,1013.6
4.6,31.0,11.0,15.0,90.0,7.0,7.0,1,20.8,25.4,0.2,1010.3,1010.0
4.4,35.0,17.0,15.0,51.0,7.0,7.0,1,18.8,19.9,8.8,1020.4,1019.5
0.0,33.0,4.0,19.0,61.0,7.0,5.0,0,20.3,21.1,7.4,1023.2,1022.7
0.0,48.0,9.0,7.0,55.0,2.0,1.0,0,23.7,25.2,12.0,1024.4,1022.2
0.0,28.0,7.0,9.0,50.0,5.0,7.0,0,28.4,29.2,11.1,1021.8,1018.2
0.0,31.0,7.0,11.0,55.0,7.0,7.0,0,27.4,28.3,3.6,1017.2,1013.5
12.4,26.0,7.0,7.0,67.0,7.0,4.0,1,24.9,26.6,8.5,1013.4,1012.6
0.0,46.0,6.0,9.0,58.0,7.0,7.0,0,27.9,28.6,3.3,1014.8,1010.6
11.0,61.0,19.0,28.0,50.0,1.0,6.0,1,27.1,28.6,10.5,999.5,1003.1
0.0,48.0,17.0,24.0,58.0,3.0,7.0,0,18.7,21.3,8.1,1009.3,1012.9
0.4,46.0,17.0,30.0,61.0,3.0,7.0,0,16.3,17.9,6.5,1017.9,1020.4
0.4,35.0,6.0,13.0,54.0,7.0,6.0,0,19.3,20.3,4.1,1025.8,1025.0
0.0,26.0,6.0,13.0,57.0,8.0,1.0,0,22.5,23.7,9.2,1026.5,1022.7
0.0,20.0,9.0,11.0,51.0,4.0,5.0,0,23.9,26.2,10.4,1020.0,1016.8
0.0,20.0,7.0,7.0,55.0,7.0,7.0,0,22.9,24.0,5.3,1016.3,1013.6
0.0,24.0,6.0,7.0,43.0,6.0,7.0,0,29.8,30.3,7.1,1009.8,1007.3
9.0,22.0,11.0,7.0,100.0,8.0,8.0,1,17.6,18.9,0.0,1009.6,1011.0
2.0,20.0,7.0,9.0,95.0,7.0,8.0,1,16.5,17.6,0.0,1009.6,1008.1
1.6,54.0,17.0,26.0,52.0,6.0,6.0,1,17.0,17.6,8.9,1009.2,1013.8
0.8,28.0,6.0,15.0,50.0,1.0,7.0,0,18.3,19.2,10.3,1018.2,1015.9
0.0,39.0,13.0,17.0,62.0,7.0,7.0,0,18.0,19.3,7.8,1013.4,1013.2
0.0,39.0,17.0,22.0,69.0,7.0,8.0,0,15.6,17.7,0.5,1015.6,1017.3
0.0,22.0,13.0,4.0,47.0,1.0,1.0,0,21.2,23.0,12.1,1023.5,1021.9
0.0,31.0,6.0,11.0,39.0,0.0,1.0,0,26.2,26.7,12.0,1025.4,1022.1
0.0,37.0,11.0,17.0,36.0,0.0,1.0,0,28.3,29.1,11.6,1020.8,1016.5
0.0,43.0,13.0,17.0,42.0,7.0,7.0,0,25.9,26.7,0.1,1012.5,1010.1
0.4,26.0,2.0,11.0,72.0,7.0,7.0,0,22.9,24.0,0.7,1012.7,1011.6
17.6,30.0,11.0,15.0,81.0,8.0,8.0,1,16.6,18.3,0.0,1015.4,1015.5
0.0,22.0,4.0,9.0,56.0,8.0,1.0,0,25.6,26.9,7.7,1017.2,1014.7
0.0,33.0,7.0,7.0,54.0,2.0,4.0,0,29.2,30.4,11.5,1017.2,1015.5
0.0,54.0,15.0,17.0,45.0,7.0,7.0,0,29.8,32.2,5.7,1017.0,1014.2
32.2,33.0,6.0,11.0,52.0,6.0,1.0,1,21.1,22.0,10.7,1025.8,1023.1
0.0,30.0,4.0,9.0,55.0,4.0,4.0,0,25.4,26.8,9.9,1020.6,1017.1
0.0,33.0,7.0,15.0,57.0,7.0,5.0,0,18.5,20.6,8.2,1022.0,1021.1
0.0,30.0,7.0,11.0,61.0,7.0,7.0,0,17.0,17.6,2.0,1023.3,1021.4
0.0,31.0,9.0,9.0,55.0,7.0,6.0,0,17.8,18.8,3.5,1019.5,1017.5
0.0,22.0,6.0,13.0,57.0,5.0,2.0,0,22.2,24.4,9.0,1016.3,1012.7
0.2,30.0,7.0,15.0,46.0,1.0,4.0,0,27.9,29.3,8.5,1011.8,1007.9
0.0,19.0,6.0,9.0,67.0,7.0,7.0,0,24.1,25.6,0.5,1006.0,1003.4
0.0,22.0,0.0,13.0,92.0,7.0,7.0,0,19.6,23.2,1.0,1002.6,1001.7
0.0,43.0,6.0,19.0,51.0,7.0,6.0,0,21.3,22.5,6.9,1004.1,1002.9
0.4,52.0,7.0,20.0,89.0,7.0,7.0,0,17.2,19.9,0.9,1003.4,1004.4
14.2,46.0,13.0,19.0,58.0,7.0,7.0,1,15.9,17.0,1.3,1014.9,1018.1
0.2,31.0,4.0,15.0,64.0,7.0,7.0,0,16.9,17.4,0.1,1024.4,1024.2
0.2,28.0,4.0,9.0,59.0,7.0,7.0,0,19.5,20.9,2.7,1027.0,1025.4
0.0,17.0,0.0,6.0,58.0,8.0,3.0,0,22.8,24.4,8.0,1028.3,1024.6
0.0,35.0,4.0,19.0,38.0,2.0,3.0,0,26.3,27.2,10.6,1022.7,1018.3
0.4,41.0,11.0,22.0,67.0,7.0,3.0,0,18.1,21.8,6.3,1018.0,1018.5
0.0,33.0,9.0,15.0,48.0,7.0,1.0,0,17.1,18.0,7.6,1027.4,1026.5
0.0,17.0,2.0,9.0,73.0,8.0,8.0,0,17.6,18.9,0.4,1018.8,1016.9
8.6,31.0,6.0,13.0,66.0,8.0,5.0,1,16.5,18.0,4.4,1018.6,1017.0
0.4,33.0,6.0,15.0,76.0,7.0,6.0,0,15.3,17.6,3.2,1019.4,1017.8
0.0,57.0,4.0,15.0,71.0,7.0,7.0,0,15.2,16.9,3.6,1021.4,1020.2
1.2,26.0,13.0,11.0,62.0,7.0,7.0,1,13.1,13.5,0.0,1026.9,1025.6
0.0,46.0,9.0,6.0,58.0,7.0,7.0,0,14.2,15.2,2.0,1025.6,1022.7
0.0,24.0,2.0,13.0,62.0,7.0,7.0,0,14.5,16.0,1.0,1019.7,1015.5
0.0,43.0,4.0,19.0,73.0,7.0,7.0,0,13.6,14.6,1.0,1016.2,1015.4
5.4,31.0,0.0,9.0,55.0,7.0,3.0,1,13.6,14.6,5.3,1022.1,1021.1
0.2,24.0,7.0,9.0,49.0,6.0,6.0,0,13.4,14.4,3.8,1020.4,1015.4
4.0,48.0,15.0,7.0,91.0,4.0,7.0,1,7.8,10.4,7.0,1010.5,1009.5
7.4,24.0,7.0,7.0,100.0,7.0,7.0,1,12.0,12.7,0.6,1012.5,1010.5
10.8,56.0,13.0,28.0,96.0,7.0,8.0,1,11.8,15.1,2.7,1012.8,1011.0
9.6,43.0,9.0,24.0,73.0,7.0,7.0,1,11.5,13.2,5.4,1022.5,1024.3
1.4,46.0,7.0,15.0,68.0,7.0,7.0,1,12.6,14.3,0.6,1031.3,1030.9
0.0,24.0,9.0,11.0,69.0,7.0,7.0,0,13.9,14.4,0.2,1032.3,1030.1
0.0,13.0,6.0,7.0,69.0,7.0,4.0,0,14.9,15.8,2.5,1031.8,1028.9
0.2,24.0,4.0,15.0,65.0,7.0,7.0,0,15.1,16.3,3.6,1030.2,1027.6
0.0,35.0,0.0,17.0,50.0,7.0,7.0,0,16.5,17.7,2.3,1028.3,1026.9
0.0,44.0,6.0,9.0,51.0,7.0,7.0,0,18.3,19.4,0.6,1026.8,1023.2
0.0,43.0,9.0,15.0,44.0,5.0,5.0,0,20.7,21.4,6.4,1021.0,1017.5
0.0,39.0,19.0,20.0,73.0,6.0,7.0,0,17.5,18.7,2.8,1011.0,1006.8
13.4,43.0,6.0,20.0,99.0,7.0,7.0,1,12.4,17.0,2.0,1001.3,1001.4
4.4,44.0,13.0,22.0,65.0,7.0,6.0,1,13.1,13.8,3.2,1010.2,1012.1
2.6,35.0,4.0,7.0,69.0,7.0,7.0,1,12.2,12.6,1.8,1020.5,1019.7
0.2,20.0,0.0,6.0,93.0,7.0,7.0,0,11.7,14.3,1.1,1020.8,1018.9
1.8,22.0,7.0,7.0,79.0,7.0,7.0,1,13.3,14.6,1.3,1021.5,1020.4
0.8,17.0,7.0,9.0,85.0,8.0,7.0,0,12.5,13.9,1.0,1025.0,1023.7
0.2,20.0,6.0,0.0,76.0,7.0,7.0,0,13.0,13.2,0.0,1026.7,1024.9
0.2,24.0,4.0,9.0,64.0,1.0,2.0,0,13.8,14.4,7.6,1028.4,1025.3
0.2,17.0,9.0,7.0,69.0,7.0,1.0,0,14.2,14.7,6.3,1025.7,1023.0
0.2,11.0,4.0,4.0,65.0,0.0,1.0,0,17.5,18.8,9.3,1028.2,1025.4
0.4,39.0,0.0,11.0,55.0,3.0,7.0,0,18.1,18.9,8.8,1026.2,1021.8
0.0,37.0,6.0,19.0,67.0,7.0,7.0,0,15.4,15.7,2.2,1016.5,1013.7
0.8,37.0,7.0,17.0,47.0,1.0,5.0,0,14.7,16.5,7.1,1015.0,1015.1
0.0,56.0,13.0,24.0,40.0,2.0,3.0,0,15.1,15.3,8.4,1015.1,1009.5
4.6,24.0,6.0,7.0,61.0,2.0,6.0,1,10.9,12.2,6.1,1019.2,1018.3
0.0,61.0,28.0,13.0,81.0,6.0,5.0,0,8.3,10.2,2.8,1014.1,1013.6
7.4,50.0,19.0,26.0,77.0,5.0,2.0,1,10.4,10.8,4.7,1018.8,1018.5
3.8,43.0,11.0,20.0,74.0,7.0,5.0,1,11.7,13.5,3.3,1020.8,1020.1
0.2,26.0,6.0,15.0,65.0,6.0,6.0,0,13.3,14.5,5.9,1023.7,1024.2
0.2,24.0,0.0,13.0,61.0,4.0,4.0,0,14.0,14.3,7.3,1030.1,1029.0
0.2,28.0,0.0,15.0,68.0,8.0,2.0,0,13.2,13.5,4.0,1031.5,1028.7
0.2,24.0,0.0,11.0,69.0,8.0,7.0,0,13.8,14.4,3.2,1029.8,1026.8
0.2,22.0,4.0,13.0,76.0,6.0,7.0,0,12.4,12.9,4.8,1029.2,1026.8
0.2,15.0,0.0,6.0,74.0,7.0,1.0,0,12.8,13.2,5.8,1029.1,1025.4
0.2,28.0,9.0,9.0,64.0,7.0,7.0,0,13.7,15.4,1.9,1021.6,1017.0
4.2,54.0,15.0,19.0,69.0,7.0,6.0,1,11.7,13.7,4.8,1008.8,1010.5
1.8,43.0,13.0,20.0,67.0,7.0,2.0,1,15.4,16.7,5.0,1013.6,1013.5
0.2,54.0,13.0,20.0,69.0,7.0,6.0,0,14.6,15.9,2.2,1013.7,1009.7
0.4,69.0,15.0,24.0,63.0,7.0,7.0,0,14.9,16.8,1.0,1009.2,1004.3
12.6,78.0,13.0,9.0,95.0,4.0,7.0,1,7.9,11.8,6.2,1000.0,1002.8
5.4,35.0,15.0,17.0,69.0,7.0,7.0,1,11.9,13.0,0.3,1010.8,1009.3
1.2,39.0,9.0,13.0,90.0,7.0,7.0,1,12.8,15.0,3.2,1019.0,1019.5
1.2,28.0,15.0,9.0,74.0,6.0,7.0,1,14.8,16.2,2.1,1025.7,1025.6
0.0,41.0,15.0,17.0,65.0,1.0,2.0,0,14.9,15.7,8.8,1029.0,1025.9
0.0,50.0,17.0,28.0,59.0,1.0,3.0,0,13.8,14.6,7.6,1023.1,1021.2
0.0,19.0,4.0,0.0,60.0,2.0,4.0,0,15.8,16.1,5.5,1029.9,1029.3
0.0,15.0,0.0,2.0,70.0,7.0,1.0,0,14.8,15.3,4.7,1035.8,1033.1
0.4,19.0,11.0,11.0,53.0,0.0,1.0,0,17.1,17.2,9.1,1036.4,1034.1
0.2,31.0,7.0,9.0,56.0,3.0,7.0,0,15.6,17.3,7.4,1036.8,1033.2
0.2,22.0,6.0,11.0,53.0,7.0,1.0,0,16.2,16.8,8.2,1030.8,1026.6
0.0,39.0,20.0,17.0,53.0,6.0,7.0,0,16.2,16.2,7.1,1022.0,1016.7
0.0,52.0,17.0,15.0,77.0,7.0,7.0,0,11.4,14.2,0.5,1013.0,1010.6
1.4,56.0,22.0,20.0,54.0,4.0,7.0,1,13.7,14.2,5.0,1007.3,1003.3
0.0,61.0,22.0,20.0,75.0,7.0,7.0,0,10.6,12.1,0.9,1004.8,1005.8
3.4,48.0,17.0,19.0,67.0,5.0,7.0,1,12.4,13.7,2.6,1005.8,1002.1
5.6,44.0,13.0,11.0,77.0,4.0,6.0,1,9.2,10.4,4.9,1015.3,1019.7
0.6,35.0,15.0,17.0,64.0,7.0,7.0,0,11.0,11.5,0.3,1024.0,1021.4
0.2,48.0,15.0,13.0,56.0,1.0,1.0,0,12.6,14.3,8.6,1020.3,1018.1
0.0,54.0,24.0,17.0,99.0,4.0,7.0,0,10.7,12.6,1.2,1011.6,1010.2
6.6,35.0,7.0,19.0,61.0,7.0,7.0,1,12.1,12.8,0.6,1022.5,1022.9
0.0,43.0,11.0,17.0,60.0,7.0,7.0,0,12.6,12.9,0.2,1022.9,1020.6
0.8,43.0,11.0,17.0,75.0,7.0,6.0,0,11.2,13.3,1.8,1019.3,1019.1
6.8,30.0,7.0,17.0,67.0,4.0,2.0,1,12.0,12.7,5.1,1030.0,1031.1
0.2,13.0,6.0,0.0,62.0,3.0,2.0,0,12.5,13.5,8.9,1036.8,1033.4
0.4,30.0,9.0,11.0,55.0,6.0,7.0,0,14.3,15.2,6.8,1030.0,1024.8
0.0,37.0,13.0,11.0,75.0,6.0,7.0,0,12.7,14.5,2.5,1020.3,1017.7
10.0,19.0,6.0,7.0,81.0,7.0,7.0,1,11.0,11.5,1.8,1017.7,1017.2
0.6,39.0,13.0,24.0,75.0,8.0,7.0,0,12.9,14.2,1.7,1022.6,1022.3
0.6,33.0,13.0,19.0,78.0,7.0,7.0,0,11.4,12.3,0.0,1027.4,1026.2
0.0,28.0,13.0,11.0,73.0,7.0,7.0,0,12.8,12.9,0.1,1026.0,1022.9
0.4,17.0,0.0,7.0,62.0,1.0,1.0,0,15.3,16.3,8.8,1025.2,1022.9
0.2,13.0,6.0,0.0,73.0,8.0,6.0,0,12.1,12.9,3.0,1024.4,1021.2
4.0,17.0,7.0,7.0,86.0,8.0,7.0,1,11.2,12.2,0.4,1018.2,1015.1
1.6,24.0,0.0,6.0,99.0,8.0,3.0,1,11.2,12.1,1.5,1015.9,1015.5
10.4,46.0,7.0,13.0,71.0,7.0,7.0,1,11.1,12.7,3.2,1023.0,1023.6
1.2,33.0,9.0,15.0,58.0,1.0,2.0,1,12.9,13.7,9.0,1029.2,1027.1
0.0,50.0,17.0,24.0,53.0,1.0,1.0,0,13.8,14.2,9.4,1026.7,1023.7
0.0,41.0,11.0,19.0,41.0,5.0,5.0,0,16.8,17.0,5.9,1024.5,1021.6
0.0,44.0,11.0,7.0,49.0,6.0,7.0,0,14.6,15.2,0.3,1019.1,1015.9
0.8,39.0,9.0,20.0,57.0,1.0,6.0,0,17.2,18.5,8.6,1018.0,1015.9
0.0,50.0,11.0,20.0,53.0,2.0,7.0,0,16.7,18.5,5.1,1017.2,1014.6
1.4,37.0,7.0,15.0,48.0,3.0,7.0,1,19.4,20.2,6.4,1017.0,1014.0
0.0,46.0,6.0,24.0,40.0,7.0,1.0,0,21.7,22.2,9.4,1017.8,1013.6
0.0,43.0,19.0,4.0,47.0,5.0,7.0,0,19.4,21.0,4.2,1017.0,1017.3
0.0,41.0,13.0,17.0,52.0,7.0,7.0,0,15.1,18.3,1.5,1017.5,1017.6
0.0,24.0,0.0,7.0,99.0,7.0,5.0,0,11.7,14.7,2.7,1017.2,1013.9
7.6,24.0,7.0,9.0,71.0,4.0,6.0,1,12.0,13.0,2.0,1014.6,1012.0
0.6,24.0,4.0,9.0,76.0,7.0,6.0,0,11.9,13.6,5.8,1011.9,1010.0
0.0,20.0,7.0,7.0,92.0,7.0,7.0,0,11.1,12.3,0.2,1009.4,1006.2
3.2,33.0,2.0,13.0,99.0,7.0,8.0,1,10.0,11.8,0.0,1008.7,1008.3
3.8,33.0,11.0,9.0,65.0,7.0,7.0,1,14.6,15.3,1.9,1016.8,1016.7
0.2,13.0,2.0,2.0,64.0,7.0,2.0,0,12.0,12.6,5.9,1021.5,1020.6
0.2,11.0,4.0,4.0,78.0,7.0,8.0,0,12.4,12.7,0.2,1024.2,1022.7
1.2,20.0,2.0,6.0,51.0,6.0,6.0,1,16.5,17.5,6.5,1026.6,1023.1
0.2,30.0,11.0,15.0,81.0,8.0,8.0,0,12.5,14.7,0.0,1022.5,1019.3
2.0,37.0,11.0,19.0,48.0,6.0,7.0,1,19.0,19.9,6.5,1017.8,1013.2
0.0,54.0,19.0,13.0,99.0,7.0,7.0,0,12.4,14.7,0.5,1005.8,1003.8
5.6,24.0,11.0,11.0,76.0,7.0,7.0,1,13.0,13.4,0.2,1008.1,1007.7
0.8,26.0,7.0,15.0,83.0,7.0,7.0,0,14.9,17.5,4.6,1022.3,1023.7
0.0,17.0,2.0,6.0,63.0,8.0,1.0,0,16.9,17.1,6.7,1032.0,1030.4
0.4,22.0,7.0,9.0,50.0,1.0,4.0,0,17.7,19.2,9.6,1036.6,1034.6
0.2,19.0,7.0,4.0,43.0,1.0,1.0,0,18.0,18.4,10.6,1039.2,1035.8
0.0,43.0,9.0,19.0,53.0,1.0,1.0,0,17.4,18.2,10.7,1035.0,1031.3
0.2,37.0,7.0,17.0,52.0,1.0,2.0,0,18.0,18.5,10.6,1029.3,1024.7
0.2,54.0,20.0,26.0,62.0,1.0,7.0,0,15.2,20.4,8.1,1019.4,1018.2
0.0,26.0,7.0,15.0,47.0,7.0,2.0,0,14.2,15.8,6.9,1025.9,1023.1
0.0,33.0,4.0,9.0,43.0,6.0,4.0,0,15.2,16.9,7.3,1022.6,1019.6
0.0,44.0,6.0,20.0,48.0,1.0,5.0,0,16.1,17.5,9.7,1020.5,1015.6
0.0,41.0,17.0,20.0,61.0,1.0,4.0,0,12.6,14.3,5.2,1018.2,1020.0
0.4,26.0,4.0,15.0,58.0,3.0,7.0,0,12.4,13.6,5.7,1025.7,1024.0
0.0,20.0,9.0,9.0,63.0,7.0,7.0,0,14.2,14.8,1.6,1025.5,1024.3
0.2,28.0,6.0,15.0,67.0,7.0,4.0,0,15.6,16.4,7.3,1027.3,1025.0
0.0,35.0,11.0,15.0,43.0,1.0,1.0,0,20.4,21.1,10.3,1027.5,1023.6
0.0,46.0,19.0,17.0,42.0,4.0,7.0,0,20.6,21.5,9.1,1022.9,1018.6
0.4,65.0,24.0,15.0,79.0,7.0,7.0,0,15.6,20.7,2.4,1018.5,1019.0
0.0,35.0,4.0,17.0,38.0,4.0,6.0,0,20.6,21.5,9.6,1023.4,1017.6
0.0,59.0,19.0,17.0,69.0,7.0,5.0,0,10.5,16.1,4.2,1010.5,1012.8
0.8,31.0,9.0,15.0,48.0,1.0,5.0,0,13.5,14.2,8.0,1020.5,1019.9
0.0,31.0,0.0,11.0,53.0,2.0,7.0,0,13.8,15.0,7.7,1023.0,1019.0
9.0,59.0,9.0,22.0,62.0,7.0,4.0,1,11.8,12.7,6.1,1015.3,1015.3
8.6,41.0,17.0,20.0,75.0,7.0,7.0,1,13.4,14.7,3.8,1018.5,1016.4
2.2,56.0,17.0,26.0,60.0,7.0,6.0,1,11.7,13.3,7.7,1016.4,1018.1
0.2,30.0,11.0,11.0,53.0,7.0,7.0,0,13.5,13.7,0.9,1025.7,1024.2
0.0,57.0,15.0,28.0,48.0,7.0,7.0,0,17.2,17.6,7.1,1024.3,1019.3
0.0,43.0,13.0,17.0,59.0,7.0,7.0,0,15.5,18.2,6.9,1019.2,1019.5
0.6,28.0,6.0,15.0,55.0,1.0,7.0,0,14.1,17.3,6.5,1022.7,1019.3
0.0,43.0,7.0,19.0,56.0,7.0,3.0,0,19.2,21.3,8.1,1013.8,1013.6
0.2,57.0,6.0,31.0,35.0,1.0,6.0,0,24.1,25.4,8.8,1013.6,1005.5
0.2,22.0,7.0,9.0,61.0,7.0,2.0,0,18.2,20.5,6.8,1017.5,1016.7
0.2,72.0,24.0,24.0,27.0,2.0,5.0,0,27.4,27.9,9.7,1008.6,1000.7
5.6,56.0,19.0,26.0,49.0,7.0,5.0,1,15.2,16.0,7.1,1006.9,1010.5
1.0,33.0,15.0,11.0,45.0,7.0,5.0,0,18.8,20.5,3.9,1019.5,1017.9
0.0,59.0,20.0,31.0,37.0,1.0,1.0,0,22.7,23.4,11.1,1018.4,1011.2
0.0,56.0,19.0,15.0,48.0,4.0,7.0,0,13.3,15.1,6.1,1020.6,1021.5
0.0,41.0,15.0,17.0,47.0,4.0,7.0,0,13.4,15.1,7.8,1023.5,1021.3
0.0,31.0,13.0,6.0,43.0,2.0,1.0,0,18.6,18.8,11.0,1024.6,1021.8
0.0,41.0,19.0,13.0,38.0,6.0,7.0,0,19.0,20.7,9.1,1023.3,1018.4
0.0,44.0,20.0,17.0,54.0,7.0,7.0,0,19.0,21.6,5.7,1016.1,1011.4
0.8,59.0,19.0,17.0,80.0,7.0,7.0,0,16.3,21.6,1.0,1001.9,997.5
36.4,63.0,9.0,31.0,67.0,7.0,7.0,1,13.2,14.6,1.0,993.3,993.5
16.2,33.0,11.0,6.0,65.0,6.0,7.0,1,13.3,17.1,5.0,1004.2,1001.2
13.6,35.0,11.0,15.0,85.0,7.0,7.0,1,12.2,12.8,0.0,1008.1,1011.7
1.4,33.0,13.0,17.0,50.0,4.0,5.0,1,14.9,16.2,10.5,1022.6,1021.3
0.0,22.0,6.0,4.0,47.0,1.0,6.0,0,17.3,19.0,11.6,1025.7,1022.8
0.0,22.0,4.0,11.0,34.0,1.0,7.0,0,20.7,21.9,10.1,1024.0,1021.1
0.0,20.0,9.0,11.0,51.0,7.0,7.0,0,19.8,21.4,2.1,1018.5,1014.5
0.0,30.0,0.0,9.0,66.0,7.0,7.0,0,19.0,20.4,3.3,1015.1,1012.5
0.0,24.0,6.0,7.0,58.0,7.0,7.0,0,19.6,20.5,2.1,1013.6,1010.7
3.2,26.0,9.0,13.0,69.0,8.0,7.0,1,18.5,18.8,3.2,1013.1,1011.1
5.6,50.0,13.0,19.0,56.0,7.0,6.0,1,13.3,14.6,6.8,1009.5,1010.5
0.6,39.0,7.0,13.0,63.0,7.0,8.0,0,13.0,15.3,5.6,1011.3,1009.0
3.0,37.0,9.0,19.0,56.0,7.0,7.0,1,15.2,16.6,4.0,1013.4,1013.4
0.2,24.0,6.0,13.0,60.0,7.0,7.0,0,14.7,16.7,5.8,1020.5,1019.7
0.2,24.0,6.0,7.0,51.0,4.0,7.0,0,21.3,22.7,10.9,1021.6,1017.5
0.0,35.0,7.0,15.0,45.0,1.0,7.0,0,24.4,25.6,11.1,1015.3,1010.3
0.2,69.0,15.0,28.0,64.0,4.0,6.0,0,17.8,22.9,9.2,1007.8,1006.9
2.2,59.0,19.0,26.0,45.0,4.0,5.0,1,16.9,17.4,11.9,1018.0,1021.8
1.4,24.0,6.0,9.0,42.0,1.0,0.0,1,17.9,18.5,12.2,1034.0,1032.2
0.0,37.0,7.0,15.0,32.0,0.0,0.0,0,23.8,24.7,12.3,1031.5,1027.9
0.0,54.0,9.0,22.0,36.0,1.0,1.0,0,27.3,27.9,12.5,1026.6,1023.1
0.0,48.0,15.0,19.0,32.0,6.0,7.0,0,26.2,28.4,5.7,1021.8,1019.3
3.2,17.0,2.0,6.0,100.0,8.0,8.0,1,14.4,15.8,0.0,1024.7,1023.9
3.4,26.0,7.0,4.0,90.0,8.0,7.0,1,16.8,19.2,1.4,1024.1,1022.0
7.6,37.0,7.0,20.0,38.0,1.0,7.0,1,27.4,28.7,9.6,1019.0,1013.7
0.2,39.0,15.0,15.0,100.0,8.0,8.0,0,12.6,18.6,0.0,1007.3,1011.2
6.2,44.0,13.0,15.0,63.0,7.0,7.0,1,15.9,17.2,2.1,1016.1,1017.0
0.0,28.0,6.0,4.0,53.0,6.0,2.0,0,19.9,20.9,12.5,1022.1,1019.9
0.0,31.0,9.0,9.0,38.0,6.0,7.0,0,23.2,24.6,10.0,1020.6,1017.0
0.0,52.0,24.0,17.0,51.0,7.0,8.0,0,24.7,27.7,6.2,1010.8,1006.2
24.2,44.0,11.0,20.0,49.0,7.0,4.0,1,21.1,22.1,9.0,1010.3,1010.1
