Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Pressure3pm,Evaporation,Sunshine,Pressure9am
0.0,33.0,63.0,55.0,7.0,1.0,0,1018.2,6.6,10.2,1019.7
0.0,30.0,64.0,70.0,2.0,7.0,0,1016.8,5.4,6.1,1019.2
0.0,31.0,64.0,51.0,2.0,1.0,0,1017.0,4.6,10.6,1018.1
0.0,30.0,58.0,59.0,1.0,3.0,0,1017.8,8.0,11.1,1019.2
0.0,33.0,58.0,59.0,1.0,3.0,0,1015.4,6.0,13.0,1016.7
0.0,35.0,68.0,60.0,1.0,1.0,0,1013.7,6.0,12.6,1015.6
0.0,39.0,66.0,67.0,4.0,2.0,0,1011.7,5.0,11.7,1014.1
0.0,44.0,86.0,78.0,7.0,2.0,0,1010.7,5.4,10.5,1011.9
2.8,37.0,61.0,63.0,7.0,7.0,1,1015.5,7.8,7.6,1016.2
0.0,37.0,62.0,61.0,7.0,7.0,0,1018.4,8.0,3.0,1019.8
0.0,35.0,65.0,60.0,7.0,6.0,0,1019.1,6.0,6.1,1020.9
0.0,35.0,62.0,61.0,5.0,5.0,0,1021.3,6.0,10.1,1021.7
0.0,33.0,66.0,67.0,7.0,7.0,0,1021.3,6.2,2.7,1022.8
0.0,39.0,75.0,71.0,7.0,7.0,0,1022.2,5.4,3.5,1023.1
0.0,39.0,82.0,70.0,7.0,4.0,0,1019.1,7.0,6.7,1021.1
0.0,35.0,66.0,60.0,1.0,0.0,0,1018.1,5.8,13.0,1019.6
0.0,35.0,62.0,62.0,1.0,1.0,0,1016.3,8.6,13.0,1018.6
0.0,35.0,66.0,63.0,4.0,2.0,0,1013.8,8.0,13.1,1015.5
0.0,31.0,68.0,60.0,4.0,1.0,0,1013.5,8.0,13.1,1015.5
0.0,44.0,79.0,95.0,6.0,8.0,0,1012.1,6.4,4.6,1014.3
12.8,30.0,79.0,74.0,2.0,2.0,1,1013.9,2.0,11.9,1014.5
0.0,41.0,88.0,90.0,7.0,7.0,0,1015.3,5.0,10.3,1015.4
0.0,31.0,76.0,65.0,7.0,2.0,0,1014.6,6.2,11.3,1015.2
0.0,35.0,70.0,54.0,5.0,1.0,0,1017.1,6.4,12.3,1017.7
0.0,30.0,48.0,45.0,2.0,1.0,0,1018.4,7.4,13.1,1019.8
0.0,26.0,53.0,54.0,7.0,2.0,0,1018.7,9.2,10.7,1020.0
0.0,28.0,49.0,57.0,1.0,1.0,0,1019.2,7.0,13.3,1020.4
0.0,28.0,62.0,57.0,1.0,4.0,0,1017.8,10.0,11.9,1019.3
0.0,30.0,56.0,57.0,3.0,3.0,0,1017.1,5.4,8.3,1018.5
0.0,31.0,67.0,58.0,3.0,3.0,0,1017.1,5.4,12.7,1018.8
0.0,42.607419898819565,57.0,53.0,1.0,1.0,0,1016.0,7.0,7.021750972762646,1017.9
0.0,26.0,70.78129161118508,61.0,7.0,7.0,0,1015.3,4.742702702702703,6.5,1017.5975008330557
0.0,31.0,68.0,55.0,3.0,2.0,0,1015.2,6.2,10.9,1016.2
0.0,30.0,85.0,68.0,7.0,5.0,0,1015.3,4.0,5.8,1016.5
0.0,52.0,64.0,54.0,1.0,7.0,0,1016.4,5.2,8.8,1016.7
0.0,52.0,44.0,42.0,1.0,3.0,0,1020.2,8.4,11.9,1020.3
0.0,46.0,53.0,54.0,7.0,2.0,0,1023.2,11.0,9.5,1024.1
0.0,35.0,51.0,52.0,1.0,1.0,0,1022.0,9.0,12.8,1023.5
0.0,35.0,58.0,42.0,1.0,1.0,0,1018.9,6.0,13.0,1020.8
0.0,33.0,49.0,60.0,5.0,2.0,0,1016.3,8.2,11.7,1018.1
0.0,28.0,71.0,74.0,7.0,7.0,0,1016.4,8.4,6.5,1016.7
0.0,48.0,68.0,68.0,5.0,7.0,0,1018.3,7.0,8.8,1018.7
0.0,48.0,68.0,63.0,7.0,1.0,0,1019.4,8.0,10.2,1020.2
0.0,35.0,65.0,60.0,3.0,6.0,0,1019.2,7.8,12.6,1020.3
2.0,48.0,74.0,67.0,6.0,4.0,1,1020.2,7.4,11.4,1022.0
0.0,50.0,63.0,56.0,6.0,2.0,0,1021.2,9.6,12.3,1023.0
0.0,41.0,67.0,66.0,7.0,7.0,0,1021.7,8.0,7.2,1023.5
0.0,41.0,65.0,62.0,3.0,3.0,0,1021.1,8.0,11.7,1022.2
0.0,33.0,62.0,66.0,3.0,3.0,0,1020.4,8.0,11.4,1021.8
0.0,26.0,62.0,62.0,3.0,7.0,0,1018.9,6.0,12.7,1020.6
0.0,41.0,82.0,76.0,7.0,8.0,0,1019.6,7.6,3.6,1019.9
0.0,50.0,53.0,55.0,1.0,2.0,0,1019.6,7.4,5.2,1021.5
0.0,35.0,77.0,73.0,6.0,4.0,0,1017.6,7.2,12.6,1019.2
0.0,37.0,73.0,70.0,4.0,7.0,0,1015.4,6.8,12.2,1016.9
0.0,30.0,70.0,65.0,2.0,7.0,0,1015.0,7.0,9.1,1015.4
0.0,41.0,85.0,79.0,8.0,7.0,0,1017.1,6.0,0.9,1017.8
0.8,46.0,82.0,68.0,7.0,6.0,0,1017.6,4.8,7.1,1018.7
0.0,33.0,68.0,65.0,6.0,5.0,0,1016.4,6.2,8.1,1017.2
0.0,37.0,60.0,59.0,2.0,4.0,0,1017.0,5.0,12.7,1018.2
0.0,44.0,60.0,61.0,2.0,3.0,0,1017.8,11.0,13.2,1019.2
0.0,31.0,66.0,62.0,6.0,1.0,0,1014.7,8.0,10.4,1017.2
0.0,44.0,71.0,95.0,5.0,8.0,0,1010.7,7.2,5.9,1011.9
1.0,43.0,51.0,45.0,2.0,2.0,0,1013.2,6.4,10.9,1014.0
0.0,33.0,47.0,47.0,5.0,5.0,0,1016.0,8.4,11.5,1017.0
0.0,37.0,62.0,57.0,6.0,2.0,0,1014.5,9.0,11.8,1016.7
0.0,35.0,62.0,63.0,4.0,2.0,0,1012.3,8.0,12.5,1014.0
1.2,31.0,62.0,54.0,5.0,4.0,1,1010.9,6.6,12.7,1011.7
0.0,22.0,59.0,59.0,7.0,6.0,0,1010.6,7.8,4.2,1011.8
0.0,37.0,61.0,70.0,6.0,6.0,0,1011.1,5.4,10.7,1012.5
0.0,50.0,76.0,76.0,6.0,7.0,0,1010.1,6.8,10.0,1012.3
8.0,57.0,85.0,62.0,1.0,1.0,1,1006.3,7.2,11.0,1006.2
0.0,48.0,62.0,64.0,1.0,3.0,0,1009.0,8.4,12.8,1009.6
0.0,37.0,64.0,60.0,6.0,6.0,0,1012.2,8.4,11.6,1012.9
0.0,33.0,81.0,59.0,7.0,7.0,0,1011.8,8.6,10.3,1013.2
0.0,33.0,51.0,49.0,1.0,5.0,0,1014.6,8.0,12.2,1015.2
0.0,28.0,56.0,59.0,1.0,6.0,0,1015.0,7.2,12.0,1016.5
0.0,24.0,62.0,66.0,3.0,7.0,0,1014.2,6.8,6.5,1015.5
0.0,33.0,67.0,58.0,5.0,3.0,0,1013.9,4.8,12.0,1015.0
0.0,39.0,66.0,58.0,4.0,2.0,0,1011.8,8.0,11.7,1013.3
0.0,41.0,77.0,73.0,6.0,6.0,0,1011.0,8.0,10.0,1012.5
1.6,41.0,79.0,67.0,7.0,7.0,1,1012.4,4.2,7.6,1013.1
0.4,48.0,67.0,59.0,3.0,7.0,0,1011.4,6.2,11.0,1013.3
0.0,33.0,64.0,56.0,3.0,2.0,0,1007.8,7.6,11.8,1009.3
0.0,54.0,73.0,73.0,5.0,5.0,0,1007.0,9.6,10.0,1008.8
6.4,63.0,85.0,76.0,6.0,7.0,1,1012.1,8.0,7.9,1012.0
7.0,74.0,79.0,65.0,6.0,5.0,1,1015.4,7.2,9.1,1017.1
0.2,69.0,73.0,65.0,7.0,4.0,0,1016.1,8.4,8.7,1017.2
0.0,54.0,70.0,62.0,7.0,6.0,0,1017.9,10.2,9.6,1019.7
6.4,54.0,79.0,71.0,7.0,7.0,1,1019.1,8.4,8.5,1020.3
0.0,41.0,65.0,65.0,2.0,4.0,0,1019.4,6.8,12.6,1020.7
0.0,41.0,70.0,63.0,5.0,6.0,0,1019.1,6.8,12.5,1020.8
0.2,35.0,61.0,61.0,7.0,5.0,0,1017.9,7.4,10.2,1019.4
0.0,35.0,67.0,65.0,4.0,3.0,0,1017.4,7.4,12.5,1018.4
0.0,41.0,64.0,63.0,1.0,3.0,0,1017.0,6.6,12.1,1018.6
0.0,31.0,72.0,61.0,2.0,1.0,0,1017.2,5.8,12.2,1019.1
0.0,31.0,71.0,66.0,4.0,5.0,0,1017.7,7.4,10.9,1017.5975008330557
0.0,31.0,68.0,62.0,5.0,5.0,0,1016.6,7.2,11.4,1018.0
0.0,30.0,62.0,52.0,7.0,1.0,0,1014.1,6.8,10.5,1016.3
0.0,31.0,61.0,56.0,6.0,5.0,0,1011.2,6.6,10.2,1012.9
0.0,35.0,70.0,78.0,7.0,7.0,0,1007.9,6.8,6.0,1009.6
0.2,52.0,76.0,53.0,7.0,2.0,0,1015.2,5.2,4.6,1014.1
0.0,46.0,65.0,52.0,7.0,3.0,0,1019.3,8.8,6.4,1020.5
1.0,52.0,91.0,64.0,8.0,5.0,0,1021.3,7.6,7.5,1022.1
0.6,44.0,55.0,67.0,3.0,5.0,0,1021.0,8.6,7.021750972762646,1022.8
0.0,33.0,65.0,60.0,7.0,6.0,0,1016.6,6.4,4.2,1019.1
0.0,20.0,74.0,91.0,7.0,7.0,0,1015.0,5.2,0.3,1015.9
2.2,26.0,83.0,72.0,6.0,5.0,1,1016.8,1.4,5.3,1016.9
0.6,44.0,87.0,82.0,7.0,8.0,0,1019.8,3.8,1.2,1020.5
5.0,52.0,64.0,62.0,3.0,2.0,1,1020.1,5.0,11.0,1021.7
0.0,35.0,57.0,64.0,1.0,2.0,0,1017.5,6.4,11.9,1019.9
0.0,33.0,70.0,71.0,4.0,6.0,0,1013.0,7.8,5.6,1015.6
0.0,41.0,78.0,76.0,8.0,7.0,0,1008.7,4.8,0.5,1010.6
0.0,41.0,68.0,70.0,4.0,6.0,0,1009.7,4.0,10.1,1010.6
0.0,43.0,74.0,56.0,7.0,7.0,0,1012.0,6.8,5.9,1012.9
0.0,41.0,61.0,50.0,7.0,2.0,0,1012.4,7.0,9.5,1014.1
0.0,39.0,58.0,51.0,7.0,5.0,0,1012.7,9.2,3.9,1014.2
0.2,44.0,71.0,65.0,5.0,3.0,0,1014.0,6.8,9.2,1015.2
3.6,41.0,61.0,49.0,6.0,7.0,1,1016.0,7.6,8.6,1017.6
0.0,33.0,53.0,54.0,3.0,2.0,0,1016.6,7.6,9.2,1017.7
0.0,33.0,54.0,52.0,1.0,4.0,0,1017.6,8.0,10.8,1018.6
0.0,35.0,59.0,54.0,5.0,3.0,0,1019.1,7.4,10.0,1019.8
0.2,52.0,88.0,63.0,7.0,7.0,0,1020.9,7.8,7.0,1021.4
0.2,52.0,58.0,53.0,7.0,2.0,0,1022.2,9.0,7.3,1023.1
0.2,48.0,60.0,60.0,7.0,7.0,0,1021.5,9.0,2.5,1022.8
1.4,35.0,80.0,55.0,5.0,6.0,1,1018.8,6.0,6.3,1021.4
2.0,35.0,86.0,65.0,6.0,7.0,1,1015.3,5.4,7.5,1018.0
1.4,46.0,62.0,57.0,1.0,3.0,1,1016.4,5.2,11.0,1017.1
0.0,41.0,65.0,56.0,4.0,2.0,0,1021.5,6.8,10.6,1021.7
0.0,52.0,58.0,52.0,7.0,3.0,0,1023.6,9.0,10.3,1024.6
0.0,41.0,49.0,46.0,7.0,1.0,0,1023.6,9.8,8.1,1025.5
0.0,41.0,48.0,47.0,6.0,3.0,0,1021.5,8.4,8.4,1024.4
0.0,39.0,66.0,61.0,4.0,3.0,0,1018.7,6.4,8.9,1020.5
0.0,31.0,72.0,65.0,7.0,7.0,0,1017.0,6.6,7.2,1018.6
0.0,22.0,73.0,68.0,6.0,7.0,0,1015.7,4.2,5.7,1017.8
4.6,35.0,68.0,62.0,2.0,1.0,1,1018.9,2.6,11.3,1019.6
0.4,37.0,72.0,61.0,7.0,1.0,0,1021.0,6.8,8.1,1022.9
0.2,37.0,74.0,56.0,7.0,7.0,0,1020.7,6.2,3.3,1022.6
0.4,43.0,75.0,65.0,7.0,3.0,0,1018.9,5.0,8.0,1021.7
8.6,52.0,77.0,62.0,7.0,7.0,1,1021.0,6.6,7.6,1022.7
0.2,50.0,65.0,65.0,7.0,7.0,0,1021.3,4.6,10.1,1022.9
0.0,63.0,68.0,64.0,2.0,4.0,0,1020.0,6.8,10.6,1021.7
1.6,59.0,66.0,57.0,3.0,5.0,1,1019.0,6.6,9.7,1021.6
1.8,54.0,71.0,66.0,6.0,6.0,1,1015.8,8.0,8.9,1018.7
0.4,35.0,72.0,67.0,5.0,3.0,0,1011.7,5.6,10.7,1014.7
0.0,30.0,70.0,59.0,2.0,1.0,0,1009.0,3.8,10.8,1011.5
0.0,43.0,72.0,93.0,3.0,3.0,0,1009.4,4.6,7.2,1010.4
11.0,43.0,61.0,61.0,3.0,3.0,1,1015.4,5.2,10.0,1015.4
0.4,39.0,65.0,52.0,6.0,7.0,0,1019.6,6.0,8.5,1020.8
0.2,31.0,49.0,53.0,2.0,5.0,0,1018.0,5.0,6.4,1021.5
0.2,52.0,58.0,64.0,5.0,7.0,0,1012.1,5.0,4.7,1015.5
34.4,56.0,78.0,70.0,7.0,6.0,1,1012.0,6.0,8.0,1013.2
0.2,54.0,73.0,68.0,3.0,6.0,0,1014.6,3.4,8.3,1015.8
0.2,48.0,78.0,70.0,7.0,7.0,0,1015.6,6.2,6.2,1017.2
0.0,35.0,83.0,78.0,7.0,7.0,0,1012.1,4.2,3.0,1014.8
1.4,31.0,73.0,73.0,7.0,7.0,1,1014.5,2.0,1.2,1015.1
0.4,28.0,70.0,63.0,7.0,2.0,0,1015.1,3.0,7.5,1016.9
2.4,35.0,64.0,63.0,3.0,5.0,1,1020.1,4.2,10.2,1020.7
0.4,48.0,64.0,66.0,2.0,6.0,0,1022.3,7.2,7.1,1023.8
0.4,44.0,54.0,58.0,1.0,5.0,0,1021.9,4.2,8.6,1023.7
0.0,43.0,65.0,54.0,3.0,3.0,0,1019.8,5.8,8.7,1022.2
0.0,33.0,58.0,59.0,2.0,7.0,0,1019.9,4.6,9.5,1021.8
3.0,33.0,74.0,67.0,7.0,4.0,1,1021.3,4.6,5.3,1022.9
0.4,33.0,71.0,58.0,6.0,7.0,0,1021.8,3.4,8.1,1024.0
0.4,30.0,67.0,72.0,7.0,7.0,0,1020.1,4.2,5.6,1023.0
0.6,43.0,70.0,67.0,6.0,4.0,0,1019.1,3.2,8.2,1021.6
0.2,43.0,57.0,71.0,6.0,7.0,0,1018.6,3.6,9.0,1021.1
1.4,41.0,93.0,90.0,8.0,8.0,1,1015.4,3.2,0.2,1018.6
32.0,35.0,75.0,67.0,1.0,2.0,1,1018.9,2.2,10.8,1019.3
0.0,37.0,75.0,75.0,7.0,7.0,0,1020.8,3.8,2.0,1022.7
0.8,24.0,85.0,76.0,7.0,6.0,0,1018.9,4.6,7.0,1021.5
0.0,24.0,81.0,76.0,7.0,6.0,0,1018.7,0.6,6.8,1020.8
0.0,33.0,71.0,78.0,3.0,7.0,0,1020.5,2.4,8.2,1021.7
0.2,46.0,54.0,54.0,6.0,7.0,0,1023.6,4.0,6.4,1025.6
0.4,39.0,77.0,61.0,7.0,7.0,0,1024.4,4.6,5.2,1026.9
0.2,50.0,67.0,65.0,7.0,7.0,0,1023.8,4.8,4.2,1026.1
0.2,52.0,64.0,57.0,1.0,1.0,0,1022.1,4.8,8.0,1024.6
0.0,61.0,81.0,75.0,8.0,7.0,0,1017.6,5.0,0.1,1021.3
3.4,83.0,74.0,93.0,8.0,7.0,1,1004.5,4.0,0.7,1009.9
21.0,72.0,55.0,72.0,1.0,4.0,1,1003.5,4.4,8.3,1006.5
1.2,69.0,82.0,77.0,5.0,6.0,1,1003.8,5.2,6.6,1005.1
3.0,80.0,81.0,83.0,7.0,7.0,1,1005.6,4.6,3.1,1007.7
4.4,54.0,89.0,79.0,7.0,7.0,1,1006.4,2.8,6.5,1007.8
0.6,39.0,80.0,68.0,4.0,6.0,0,1008.8,3.6,8.3,1009.7
0.2,44.0,67.0,81.0,3.0,4.0,0,1010.2,3.8,9.3,1012.3
6.4,56.0,52.0,79.0,1.0,6.0,1,1008.7,5.2,7.3,1011.7
15.4,56.0,90.0,56.0,6.0,1.0,1,1006.9,4.8,7.9,1009.2
6.0,57.0,77.0,67.0,4.0,3.0,1,1008.0,3.8,9.0,1009.2
2.0,37.0,66.0,67.0,1.0,3.0,1,1009.9,3.4,10.0,1011.7
0.0,30.0,58.0,54.0,1.0,1.0,0,1013.1,3.2,10.1,1014.3
9.6,57.0,71.0,80.0,7.0,7.0,1,1011.9,4.6,2.4,1015.7
0.6,48.0,81.0,63.0,6.0,4.0,0,1014.4,2.0,9.1,1014.5
0.0,26.0,63.0,65.0,6.0,6.0,0,1018.5,4.6,7.8,1020.0
0.0,50.0,74.0,69.0,7.0,7.0,0,1017.1,1.6,3.6,1020.6
1.2,56.0,89.0,73.0,8.0,8.0,1,1011.3,2.4,0.0,1014.1
22.8,50.0,74.0,69.0,4.0,6.0,1,1011.1,2.2,8.6,1012.5
0.2,33.0,58.0,68.0,4.0,6.0,0,1011.2,4.8,8.2,1013.6
2.0,50.0,81.0,74.0,7.0,8.0,1,1009.3,2.4,0.0,1012.2
2.8,56.0,88.0,71.0,7.0,1.0,1,1004.8,1.4,4.7,1006.3
0.2,41.0,84.0,66.0,2.0,2.0,0,1012.4,2.8,8.4,1011.1
0.2,37.0,55.0,47.0,6.0,8.0,0,1018.9,4.2,3.6,1020.1
0.0,48.0,66.0,79.0,5.0,8.0,0,1014.7,4.0,4.0,1017.6
4.8,35.0,91.0,85.0,7.0,6.0,1,1013.6,0.2,6.7,1015.9
0.0,31.0,93.0,75.0,7.0,8.0,0,1014.2,2.8,3.3,1015.7
0.0,28.0,76.0,66.0,3.0,7.0,0,1017.0,0.6,8.9,1017.9
0.0,26.0,83.0,70.0,7.0,3.0,0,1019.0,2.0,6.3,1021.0
0.0,59.0,75.0,75.0,8.0,8.0,0,1019.9,2.4,0.0,1021.1
15.8,76.0,97.0,82.0,8.0,1.0,1,1006.1,3.0,4.7,1008.0
10.0,63.0,79.0,74.0,4.0,7.0,1,1004.9,1.8,3.8,1005.9
0.2,65.0,66.0,67.0,7.0,2.0,0,1007.0,3.4,6.5,1008.7
1.2,54.0,70.0,67.0,6.0,5.0,1,1013.5,5.4,8.6,1014.3
1.2,46.0,73.0,67.0,2.0,7.0,1,1015.8,3.2,9.0,1018.0
0.0,72.0,65.0,72.0,3.0,6.0,0,1010.6,2.4,4.2,1014.5
4.4,76.0,61.0,56.0,4.0,6.0,1,1015.2,3.0,7.3,1014.8
0.0,43.0,65.0,64.0,7.0,7.0,0,1014.0,5.0,0.3,1016.9
22.6,41.0,68.0,53.0,5.0,2.0,1,1017.3,3.4,9.1,1016.5
0.2,33.0,58.0,60.0,2.0,4.0,0,1023.7,4.2,8.4,1024.2
2.6,39.0,66.0,61.0,2.0,3.0,1,1023.1,3.0,9.0,1025.2
0.2,43.0,52.0,65.0,4.0,6.0,0,1025.0,4.2,7.0,1026.5
0.0,48.0,64.0,78.0,7.0,8.0,0,1021.7,4.8,0.0,1024.6
5.0,43.0,87.0,94.0,6.0,7.0,1,1015.3,0.8,0.6,1019.1
2.0,30.0,97.0,84.0,8.0,7.0,1,1015.5,0.0,1.2,1016.3
0.0,28.0,82.0,71.0,7.0,7.0,0,1021.1,1.2,1.0,1021.0
0.0,31.0,86.0,94.0,8.0,8.0,0,1025.0,2.6,0.0,1026.5
19.2,39.0,96.0,93.0,8.0,8.0,1,1023.5,0.2,0.0,1026.2
7.2,43.0,66.0,65.0,7.0,5.0,1,1022.0,2.2,8.1,1024.4
0.6,39.0,54.0,59.0,2.0,4.0,0,1021.2,3.2,8.9,1023.2
1.2,50.0,59.0,54.0,3.0,2.0,1,1021.8,3.6,9.3,1023.1
0.0,37.0,52.0,52.0,4.0,4.0,0,1020.0,4.0,7.7,1022.0
0.0,28.0,59.0,50.0,1.0,1.0,0,1018.1,3.2,9.1,1020.5
2.2,44.0,84.0,74.0,2.0,6.0,1,1013.7,1.8,6.3,1016.5
0.2,24.0,67.0,60.0,1.0,1.0,0,1017.8,2.4,8.1,1018.7
0.0,33.0,55.0,55.0,6.0,7.0,0,1020.9,5.8,9.3,1022.4
0.0,19.0,67.0,59.0,5.0,7.0,0,1021.5,0.6,5.4,1023.5
1.4,33.0,83.0,81.0,6.0,7.0,1,1021.2,0.6,4.6,1023.2
0.0,35.0,67.0,65.0,7.0,7.0,0,1018.3,2.6,2.4,1023.0
6.8,81.0,64.0,65.0,2.0,3.0,1,1007.6,3.4,7.8,1011.3
1.6,76.0,68.0,63.0,5.0,4.0,1,1012.0,5.0,8.2,1012.1
0.6,56.0,67.0,65.0,7.0,7.0,0,1014.8,5.0,7.2,1016.6
0.2,33.0,53.0,58.0,1.0,3.0,0,1016.4,4.2,9.2,1018.4
2.4,37.0,94.0,86.0,8.0,8.0,1,1015.1,3.4,0.0,1017.4
1.0,37.0,59.0,54.0,3.0,2.0,0,1019.1,2.0,7.9,1020.0
0.2,50.0,66.0,69.0,7.0,7.0,0,1020.2,1.8,4.0,1021.7
0.6,54.0,64.0,57.0,4.0,4.0,0,1019.1,5.4,8.0,1021.2
1.6,57.0,67.0,73.0,2.0,5.0,1,1018.9,3.8,8.1,1021.3
0.6,41.0,63.0,52.0,4.0,3.0,0,1020.0,3.6,9.3,1021.7
0.0,39.0,55.0,55.0,7.0,2.0,0,1019.9,3.6,5.0,1022.8
0.0,59.0,62.0,65.0,7.0,5.0,0,1013.7,3.2,4.8,1018.0
4.8,70.0,69.0,61.0,6.0,4.0,1,1011.4,2.6,7.7,1012.4
1.0,50.0,65.0,70.0,1.0,2.0,0,1016.2,4.0,8.8,1017.3
0.0,44.0,57.0,59.0,1.0,6.0,0,1021.7,5.0,7.9,1022.5
0.0,22.0,71.0,83.0,6.0,4.0,0,1022.8,3.8,2.8,1025.6
16.8,37.0,81.0,74.0,4.0,2.0,1,1018.3,0.4,7.5,1021.6
3.2,48.0,94.0,86.0,8.0,8.0,1,1015.3,2.4,0.4,1017.0
1.6,35.0,87.0,77.0,7.0,7.0,1,1016.4,0.6,3.6,1018.0
0.0,48.0,63.0,65.0,3.0,4.0,0,1018.8,2.2,8.6,1020.9
0.6,41.0,60.0,56.0,7.0,3.0,0,1020.2,5.0,6.6,1021.6
0.0,43.0,57.0,83.0,1.0,7.0,0,1021.9,5.6,7.9,1023.5
0.4,28.0,48.0,55.0,4.0,5.0,0,1026.8,1.8,9.1,1028.0
0.0,28.0,61.0,57.0,7.0,7.0,0,1028.9,2.6,8.9,1031.3
0.0,35.0,55.0,57.0,1.0,3.0,0,1027.6,2.4,9.6,1030.2
0.0,22.0,62.0,58.0,1.0,1.0,0,1027.7,2.4,8.5,1029.4
0.0,39.0,64.0,66.0,7.0,7.0,0,1027.2,2.2,4.6,1029.4
0.0,41.0,61.0,63.0,2.0,3.0,0,1026.2,1.8,9.1,1029.2
0.0,39.0,76.0,74.0,7.0,2.0,0,1022.2,3.4,6.7,1025.2
0.4,43.0,80.0,74.0,3.0,4.0,0,1016.7,3.6,7.9,1020.0
7.0,50.0,90.0,74.0,8.0,8.0,1,1010.9,2.4,0.8,1014.4
21.0,70.0,59.0,75.0,1.0,7.0,1,1007.1,3.8,9.3,1009.7
0.8,39.0,63.0,58.0,2.0,1.0,0,1020.0,3.4,9.3,1020.4
0.0,33.0,64.0,85.0,7.0,7.0,0,1017.9,2.4,1.1,1021.7
9.8,61.0,93.0,88.0,8.0,8.0,1,1010.8,2.4,0.0,1014.5
12.2,46.0,65.0,52.0,3.0,1.0,1,1014.8,1.2,9.8,1015.8
0.0,41.0,48.0,50.0,1.0,2.0,0,1024.2,4.8,8.9,1024.0
0.4,31.0,54.0,54.0,1.0,2.0,0,1028.8,3.4,10.1,1030.7
0.0,43.0,57.0,61.0,6.0,7.0,0,1025.3,3.4,3.7,1028.3
0.2,69.0,69.0,84.0,8.0,8.0,0,1015.4,4.2,0.3,1021.5
71.6,67.0,96.0,64.0,8.0,1.0,1,1010.2,4.742702702702703,7.9,1009.5
1.6,39.0,84.0,67.0,6.0,4.0,1,1011.7,3.2,8.8,1013.5
0.6,31.0,64.0,59.0,1.0,2.0,0,1016.5,3.2,10.3,1017.7
0.6,48.0,69.0,74.0,2.0,3.0,0,1014.3,3.0,7.9,1016.5
3.8,35.0,94.0,65.0,7.0,4.0,1,1015.9,4.0,8.0,1017.9
0.4,50.0,57.0,56.0,1.0,2.0,0,1019.3,4.2,10.8,1021.6
0.0,30.0,60.0,57.0,1.0,5.0,0,1019.5,5.2,8.9,1022.4
0.0,43.0,64.0,69.0,3.0,6.0,0,1015.3,3.2,9.4,1018.8
0.0,48.0,87.0,82.0,8.0,7.0,0,1013.5,2.2,3.1,1014.9
9.4,46.0,73.0,60.0,6.0,1.0,1,1015.9,2.0,10.0,1018.5
2.0,39.0,56.0,57.0,3.0,4.0,1,1019.2,5.4,10.1,1020.8
0.0,41.0,69.0,76.0,8.0,8.0,0,1013.7,4.0,0.3,1018.7
8.0,33.0,75.0,69.0,7.0,7.0,1,1009.4,0.8,1.1,1010.6
4.8,35.0,96.0,87.0,8.0,8.0,1,1009.8,3.6,7.021750972762646,1011.8
1.6,52.0,83.0,84.0,8.0,8.0,1,1014.2,0.6,0.0,1015.3
11.6,37.0,67.0,64.0,1.0,3.0,1,1017.3,0.6,10.8,1018.9
0.2,50.0,64.0,46.0,7.0,6.0,0,1017.3,5.0,8.9,1018.6
0.2,54.0,62.0,62.0,6.0,7.0,0,1016.3,5.4,7.0,1018.8
2.0,44.0,62.0,67.0,2.0,7.0,1,1018.3,4.0,9.1,1019.0
1.6,46.0,61.0,55.0,6.0,5.0,1,1022.3,4.6,8.8,1023.4
0.0,41.0,48.0,53.0,7.0,7.0,0,1020.1,4.8,5.5,1023.7
0.0,56.0,64.0,73.0,7.0,8.0,0,1017.9,8.0,4.4,1019.9
0.6,43.0,56.0,53.0,5.0,1.0,0,1027.5,4.4,9.3,1029.0
0.0,39.0,58.0,55.0,7.0,2.0,0,1026.3,5.0,6.2,1030.6
0.0,44.0,71.0,65.0,6.0,1.0,0,1021.9,4.4,8.8,1026.0
0.0,44.0,85.0,81.0,7.0,6.0,0,1019.3,4.0,7.3,1022.2
23.8,24.0,93.0,83.0,8.0,7.0,1,1019.0,4.0,0.0,1021.4
0.0,20.0,69.0,62.0,1.0,2.0,0,1018.8,3.4,10.7,1020.8
0.0,41.0,71.0,73.0,6.0,7.0,0,1018.1,2.8,6.4,1021.0
0.0,48.0,92.0,93.0,8.0,8.0,0,1013.0,3.2,0.0,1015.0
16.2,37.0,74.0,72.0,2.0,3.0,1,1016.1,0.4,10.1,1017.2
0.0,31.0,55.0,53.0,3.0,2.0,0,1018.2,6.6,10.4,1019.9
0.0,37.0,60.0,59.0,2.0,4.0,0,1017.0,2.4,9.7,1019.4
1.4,59.0,76.0,84.0,6.0,7.0,1,1014.3,5.2,2.1,1017.8
0.0,72.0,76.0,71.0,5.0,3.0,0,1011.7,2.4,8.9,1010.3
0.0,48.0,75.0,75.0,7.0,7.0,0,1014.2,5.8,9.8,1016.0
0.2,33.0,63.0,59.0,7.0,1.0,0,1017.8,5.2,9.1,1019.7
4.4,30.0,73.0,68.0,2.0,7.0,1,1020.9,4.6,8.3,1021.5
0.0,28.0,77.0,93.0,1.0,7.0,0,1021.3,3.6,1.1,1022.5
3.2,28.0,80.0,90.0,8.0,8.0,1,1018.7,1.2,0.0,1021.8
