MinTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,Pressure9am,Pressure3pm
18.3,0.0,46.0,54.0,32.0,1.0,2.0,0,30.6,32.7,13.3,1011.3,1008.8
19.4,0.0,43.0,54.0,29.0,5.0,3.0,0,33.9,35.2,9.9,1012.8,1009.5
18.6,0.0,65.0,48.0,26.0,1.0,3.0,0,34.7,36.2,10.1,1013.5,1010.0
18.2,3.4,39.0,70.0,34.0,3.0,3.0,1,31.4,33.9,12.4,1010.5,1005.9
18.6,0.0,61.0,62.0,13.0,7.0,5.0,0,32.5,34.0,7.4,1002.2,1001.2
14.2,0.0,33.0,59.0,25.0,1.0,2.0,0,31.8,33.2,13.3,1007.7,1006.8
21.8,0.0,43.0,48.0,27.0,6.0,3.0,0,37.3,38.1,10.1,1008.7,1008.4
14.1,0.0,43.0,50.0,12.0,2.0,1.0,0,32.4,33.8,12.6,1014.6,1013.5
14.0,0.0,31.0,44.0,16.0,0.0,1.0,0,32.8,33.9,13.5,1017.2,1015.3
17.0,0.0,35.0,54.0,29.0,0.0,1.0,0,30.8,33.2,13.4,1019.3,1017.0
15.2,0.0,30.0,48.0,18.0,0.0,0.0,0,35.7,36.4,13.2,1019.1,1015.7
18.4,0.0,35.0,44.0,21.0,0.0,0.0,0,38.5,39.6,13.2,1015.4,1011.5
20.0,0.0,70.0,32.0,13.0,1.0,1.0,0,39.2,40.7,13.0,1009.9,1006.3
22.8,13.0,57.0,94.0,50.0,8.0,7.0,1,32.1,34.6,2.1,1014.1,1011.4
21.7,59.4,35.0,86.0,52.0,7.0,1.0,1,32.6,34.7,7.8,1012.1,1012.5
24.3,0.4,61.0,84.0,91.0,7.0,7.0,0,23.8,33.5,2.1,1013.1,1010.5
22.1,16.0,69.0,91.0,76.0,7.0,7.0,1,26.0,27.2,2.4,1009.9,1007.5
15.5,15.2,43.0,88.0,43.0,7.0,6.0,1,19.3,21.2,5.9,1016.5,1019.7
9.9,0.0,39.0,50.0,35.0,2.0,1.0,0,24.7,26.1,13.3,1022.2,1018.3
13.2,0.0,30.0,72.0,43.0,0.0,2.0,0,26.7,28.7,13.2,1018.4,1015.8
16.6,0.0,50.0,52.0,39.0,6.0,6.0,0,27.6,28.6,11.2,1022.2,1019.8
18.8,0.0,33.0,64.0,39.0,7.0,7.0,0,30.1,31.3,6.6,1020.7,1016.3
21.8,0.4,41.0,57.0,82.0,7.0,7.0,0,24.0,26.1,0.9,1012.9,1010.9
20.4,32.6,28.0,93.0,55.0,7.0,4.0,1,28.1,28.8,6.2,1014.1,1012.9
15.8,0.0,33.0,83.0,47.0,7.0,3.0,0,27.8,29.2,12.0,1017.3,1015.9
16.6,0.0,39.0,52.0,44.0,1.0,1.0,0,27.0,27.6,11.4,1021.8,1020.0
16.5,0.0,48.0,58.0,44.0,7.0,7.0,0,25.9,27.5,7.3,1022.0,1018.8
18.5,0.6,39.0,71.0,94.0,8.0,8.0,0,18.3,21.6,0.0,1017.8,1016.1
17.2,25.4,22.0,84.0,61.0,7.0,3.0,1,26.9,29.7,9.1,1012.7,1010.8
18.1,0.2,39.0,71.0,52.0,2.0,6.0,0,29.4,30.5,8.7,1013.2,1010.2
23.4,0.0,44.0,69.0,93.0,7.0,7.0,0,23.8,27.7,2.9,1005.4,1006.9
16.0,22.4,41.0,83.0,52.0,5.0,6.0,1,24.8,26.4,12.4,1010.2,1010.0
9.6,0.0,43.0,65.0,37.0,1.0,1.0,0,21.3,22.4,12.5,1015.4,1014.9
10.3,0.0,28.0,56.0,41.0,1.0,5.0,0,24.6,25.6,12.1,1020.8,1019.8
11.1,0.0,24.0,66.0,41.0,5.0,1.0,0,25.8,27.2,12.7,1023.7,1019.9
13.5,0.0,28.0,76.0,36.0,0.0,1.0,0,28.2,29.1,10.5,1019.5,1015.7
15.4,0.0,30.0,77.0,32.0,7.0,5.0,0,29.1,29.9,8.5,1014.3,1011.5
14.3,0.0,17.0,71.0,37.0,1.0,1.0,0,30.1,30.9,12.2,1011.3,1008.6
19.7,1.6,24.0,84.0,69.0,7.0,7.0,1,23.3,25.0,2.1,1009.2,1009.8
18.0,0.0,26.0,75.0,52.0,7.0,7.0,0,27.9,29.8,7.6,1007.6,1004.4
17.8,0.0,46.0,80.0,41.0,7.0,5.0,0,22.1,23.4,7.1,1006.8,1009.5
6.8,0.0,26.0,73.0,26.0,1.0,1.0,0,23.9,24.8,11.8,1015.5,1012.4
7.1,0.0,43.0,83.0,34.0,1.0,1.0,0,23.0,23.6,11.4,1013.3,1011.3
6.5,0.0,41.0,88.0,32.0,0.0,1.0,0,22.7,23.8,11.6,1014.2,1013.1
7.0,0.0,46.0,71.0,36.0,0.0,1.0,0,24.3,25.0,11.6,1019.7,1019.2
12.7,0.0,52.0,53.0,37.0,0.0,0.0,0,23.5,25.0,11.9,1025.7,1022.7
12.2,0.0,48.0,57.0,35.0,0.0,1.0,0,25.5,26.6,11.8,1024.0,1019.4
13.6,0.0,30.0,62.0,26.0,1.0,6.0,0,29.1,30.0,10.3,1018.0,1013.6
15.1,0.0,31.0,72.0,67.0,7.0,7.0,0,22.1,23.8,1.0,1015.4,1014.1
18.3,14.2,26.0,94.0,98.0,8.0,8.0,1,19.0,20.6,0.2,1012.8,1012.4
17.7,19.8,28.0,89.0,61.0,6.0,5.0,1,24.9,26.3,7.4,1015.4,1014.0
19.4,0.0,31.0,74.0,52.0,7.0,3.0,0,28.7,29.6,5.9,1019.0,1017.1
20.0,0.0,33.0,69.0,64.0,6.0,2.0,0,27.4,29.9,7.6,1020.1,1017.4
18.2,6.6,30.0,92.0,68.0,7.0,7.0,1,25.5,25.9,0.7,1020.8,1019.1
18.1,0.6,31.0,70.0,57.0,6.0,2.0,0,26.1,27.5,8.1,1020.4,1017.2
16.6,0.0,48.0,81.0,42.0,2.0,3.0,0,29.1,29.2,10.9,1017.2,1015.2
12.7,0.0,26.0,80.0,31.0,2.0,1.0,0,26.8,27.1,10.8,1018.1,1015.8
12.4,0.0,43.0,86.0,44.0,7.0,2.0,0,26.5,27.2,8.6,1014.4,1011.7
16.3,0.0,48.0,63.0,46.0,6.0,2.0,0,25.9,27.0,8.7,1013.6,1010.3
15.6,0.0,50.0,61.0,44.0,2.0,3.0,0,26.9,27.5,10.1,1011.7,1008.5
19.8,0.0,41.0,69.0,94.0,7.0,8.0,0,19.6,22.8,1.7,1005.1,1002.9
18.4,14.0,33.0,92.0,64.0,7.0,7.0,1,24.5,26.6,3.4,1001.6,1000.8
16.0,0.0,35.0,75.0,50.0,7.0,7.0,0,19.6,21.2,2.4,1006.4,1005.2
13.6,4.2,48.0,93.0,68.0,8.0,7.0,1,18.9,20.5,4.2,1005.3,1005.1
12.5,4.2,35.0,82.0,52.0,7.0,6.0,1,19.9,22.7,4.5,1011.9,1012.6
7.8,0.0,22.0,82.0,48.0,1.0,7.0,0,22.0,23.7,9.5,1020.4,1019.4
8.6,0.0,30.0,66.0,37.0,0.0,1.0,0,23.3,23.7,11.2,1025.0,1023.1
10.1,0.0,31.0,67.0,40.0,0.0,1.0,0,23.7,25.0,11.1,1026.4,1023.6
14.8,0.0,28.0,72.0,47.0,7.0,6.0,0,25.4,27.2,4.8,1023.9,1019.9
11.7,0.0,44.0,82.0,40.0,7.0,4.0,0,26.5,28.1,7.5,1019.1,1015.2
5.9,0.2,22.0,86.0,31.0,1.0,1.0,0,20.6,22.5,10.5,1022.8,1021.3
8.2,0.0,20.0,76.0,54.0,7.0,7.0,0,21.2,22.0,5.4,1019.5,1016.1
12.1,0.0,39.0,76.0,52.0,7.0,7.0,0,21.0,21.3,3.7,1016.6,1014.2
8.2,8.0,26.0,88.0,59.0,2.0,6.0,1,19.7,21.1,7.9,1016.6,1014.7
6.3,0.8,24.0,81.0,66.0,2.0,1.0,0,16.8,17.8,9.8,1019.6,1018.2
3.1,0.0,31.0,82.0,27.0,1.0,1.0,0,18.2,18.8,10.1,1023.7,1021.8
2.3,0.0,20.0,80.0,36.0,5.0,7.0,0,17.4,18.3,9.1,1025.3,1021.3
2.3,0.0,15.0,86.0,41.0,6.0,6.0,0,16.5,18.3,7.9,1020.4,1016.1
-0.4,0.0,28.0,84.0,45.0,1.0,3.0,0,15.0,16.3,7.0,1016.3,1013.8
0.2,0.0,59.0,77.0,34.0,7.0,2.0,0,16.7,18.1,8.5,1017.4,1015.3
-0.4,0.0,28.0,73.0,34.0,0.0,1.0,0,15.4,15.9,9.5,1019.2,1015.4
1.8,2.2,54.0,84.0,49.0,6.0,6.0,1,10.3,11.5,4.1,1012.0,1010.1
3.6,0.6,28.0,82.0,59.0,7.0,7.0,0,11.0,11.6,2.1,1015.6,1013.9
5.9,5.6,52.0,94.0,75.0,7.0,7.0,1,13.0,13.6,1.8,1015.4,1013.2
3.9,0.4,39.0,79.0,45.0,3.0,3.0,0,12.8,13.6,9.5,1021.3,1022.2
-2.9,0.0,26.0,90.0,49.0,3.0,2.0,0,13.8,14.3,8.8,1031.6,1029.5
-2.6,0.0,28.0,94.0,65.0,4.0,7.0,0,10.6,11.2,1.1,1033.1,1030.5
-1.7,0.0,20.0,94.0,50.0,1.0,0.0,0,14.4,15.0,9.1,1032.1,1028.3
-1.0,0.0,20.0,76.0,46.0,5.0,7.0,0,17.3,18.2,7.9,1032.3,1029.0
3.4,0.0,20.0,74.0,32.0,3.0,1.0,0,20.6,20.8,8.1,1031.5,1028.4
3.4,0.0,22.0,71.0,41.0,7.0,6.0,0,17.4,17.9,5.5,1029.0,1025.1
4.7,0.0,20.0,73.0,41.0,1.0,1.0,0,21.1,22.0,8.9,1025.6,1021.0
8.2,0.0,61.0,75.0,86.0,7.0,7.0,0,15.5,23.3,5.0,1018.4,1012.3
12.3,5.6,48.0,89.0,94.0,7.0,7.0,1,12.9,13.9,0.3,1004.5,1002.3
9.9,7.8,24.0,90.0,69.0,7.0,6.0,1,12.9,13.6,2.4,1008.0,1008.1
2.3,0.0,24.0,74.0,40.0,1.0,1.0,0,15.1,15.3,9.6,1016.4,1015.1
-0.6,0.0,24.0,78.0,47.0,1.0,1.0,0,14.2,14.8,8.8,1020.3,1018.4
6.4,0.0,31.0,84.0,57.0,7.0,3.0,0,13.3,13.4,6.2,1021.8,1020.6
-0.4,0.0,15.0,98.0,64.0,7.0,1.0,0,13.5,14.8,6.3,1025.6,1023.2
-0.6,0.0,17.0,84.0,59.0,5.0,6.0,0,14.9,15.7,4.6,1025.7,1022.8
3.2,0.0,24.0,90.0,40.0,2.0,5.0,0,17.1,17.7,5.5,1025.4,1021.8
2.2,0.0,22.0,69.0,42.0,1.0,1.0,0,19.9,20.5,9.5,1023.7,1021.5
3.6,0.0,26.0,81.0,41.0,1.0,1.0,0,19.4,19.7,8.8,1027.6,1025.5
4.4,0.0,28.0,79.0,46.0,0.0,1.0,0,18.3,18.9,8.8,1027.7,1023.3
3.5,0.0,15.0,82.0,62.0,5.0,5.0,0,16.2,18.1,7.7,1021.2,1017.1
8.1,1.6,26.0,95.0,77.0,8.0,7.0,1,12.4,12.6,0.0,1017.1,1016.5
5.0,4.2,24.0,99.0,88.0,8.0,7.0,1,8.8,10.3,1.4,1019.6,1015.4
5.8,1.4,31.0,77.0,60.0,1.0,3.0,1,10.0,11.8,8.0,1018.1,1018.4
-1.9,0.0,46.0,96.0,61.0,7.0,6.0,0,10.0,11.4,1.4,1020.1,1015.9
0.1,3.0,41.0,90.0,63.0,7.0,6.0,1,8.1,9.3,2.1,1019.9,1018.1
2.8,0.0,30.0,95.0,53.0,8.0,6.0,0,14.0,14.0,3.6,1019.2,1016.5
1.4,0.0,35.0,98.0,44.0,8.0,3.0,0,14.2,15.2,6.1,1021.3,1020.8
-0.5,0.0,24.0,80.0,41.0,0.0,1.0,0,14.4,15.2,8.9,1028.5,1026.1
-1.8,0.0,20.0,84.0,43.0,1.0,1.0,0,15.8,16.3,8.6,1028.7,1025.5
0.8,0.0,28.0,80.0,34.0,5.0,5.0,0,15.9,16.6,8.4,1026.8,1023.9
-0.3,0.0,24.0,81.0,43.0,7.0,6.0,0,16.7,17.1,8.1,1025.2,1022.9
-0.5,0.0,24.0,72.0,41.0,1.0,2.0,0,17.6,18.0,9.0,1026.8,1024.2
0.4,0.0,26.0,80.0,48.0,1.0,1.0,0,17.1,17.3,8.4,1023.2,1018.1
3.0,1.0,35.0,91.0,70.0,7.0,5.0,0,11.1,11.3,1.2,1011.5,1011.2
2.9,0.2,31.0,91.0,77.0,8.0,7.0,0,11.2,12.5,0.8,1016.2,1015.4
6.1,0.0,24.0,100.0,78.0,8.0,7.0,0,13.2,13.3,0.3,1018.2,1016.1
8.0,0.8,24.0,86.0,65.0,7.0,7.0,0,14.1,14.3,0.0,1016.7,1012.5
6.2,6.8,59.0,93.0,65.0,8.0,5.0,1,10.6,10.9,3.4,1004.3,1005.2
5.1,2.4,35.0,94.0,62.0,8.0,6.0,1,10.7,10.8,2.6,1014.6,1015.1
5.6,1.8,35.0,94.0,66.0,7.0,7.0,1,13.0,14.0,2.7,1020.8,1021.6
2.2,0.2,24.0,99.0,83.0,8.0,6.0,0,13.2,15.0,2.3,1028.9,1027.7
1.8,0.0,17.0,99.0,57.0,6.0,1.0,0,15.0,15.4,6.3,1031.4,1028.3
-1.6,0.0,17.0,83.0,46.0,1.0,1.0,0,15.5,15.8,8.5,1029.0,1025.5
1.2,0.0,15.0,84.0,48.0,1.0,1.0,0,15.9,16.6,8.9,1030.4,1028.6
-0.4,0.0,28.0,71.0,43.0,0.0,1.0,0,15.9,16.0,9.3,1035.1,1032.6
2.9,0.0,43.0,62.0,43.0,5.0,5.0,0,16.5,17.0,7.5,1037.1,1035.1
3.8,0.0,28.0,67.0,43.0,1.0,2.0,0,16.8,16.9,8.9,1038.2,1034.1
1.4,0.0,22.0,83.0,47.0,7.0,5.0,0,13.8,14.3,9.1,1033.6,1028.8
1.1,0.0,28.0,95.0,45.0,3.0,1.0,0,16.3,17.0,9.0,1026.9,1021.3
5.4,0.0,35.0,64.0,40.0,6.0,6.0,0,17.7,19.4,5.3,1019.4,1015.0
10.0,7.0,63.0,83.0,42.0,6.0,6.0,1,14.4,15.8,7.1,1014.7,1010.8
7.0,0.8,69.0,82.0,60.0,8.0,2.0,0,11.0,11.7,4.2,1012.7,1010.9
7.5,1.6,46.0,93.0,69.0,7.0,7.0,1,10.7,11.5,1.5,1013.0,1010.0
7.0,2.4,44.0,86.0,57.0,7.0,4.0,1,9.5,11.7,5.9,1014.4,1018.7
-4.7,0.0,30.0,76.0,64.0,4.0,8.0,0,7.9,8.3,2.4,1026.7,1025.4
1.2,1.8,30.0,95.0,86.0,7.0,7.0,1,8.5,9.7,0.8,1023.0,1021.8
6.3,0.0,50.0,75.0,60.0,8.0,7.0,0,10.2,10.4,0.1,1019.8,1014.6
2.5,0.4,33.0,80.0,63.0,1.0,7.0,0,9.9,10.7,5.1,1022.4,1023.4
4.3,0.0,30.0,81.0,59.0,1.0,7.0,0,9.3,10.5,2.5,1026.1,1024.1
5.8,0.0,39.0,80.0,68.0,8.0,7.0,0,10.4,10.4,0.0,1022.9,1020.5
1.9,1.4,26.0,100.0,58.0,8.0,1.0,1,11.2,11.8,5.4,1029.4,1029.2
-2.7,0.0,36.64810466286481,74.0,28.0,0.0,0.0,0,12.4,13.0,9.1,1036.9,1032.7
2.2,0.0,36.64810466286481,66.0,55.0,5.0,7.0,0,13.5,15.5,3.8,1030.9,1026.3
6.7,0.0,36.64810466286481,74.0,70.0,7.0,7.0,0,13.3,13.5,0.5,1024.4,1021.1
9.0,4.4,36.64810466286481,93.0,70.0,7.0,7.0,1,9.7,11.4,5.3,1019.6,1018.7
-2.8,0.4,36.64810466286481,100.0,67.0,7.0,3.0,0,11.5,11.6,4.6,1020.1,1017.8
0.5,0.0,36.64810466286481,82.0,40.0,1.0,3.0,0,18.1,18.4,9.0,1020.7,1018.7
1.8,0.0,28.0,75.0,42.0,1.0,2.0,0,16.1,16.6,9.6,1021.8,1019.6
4.3,0.0,24.0,65.0,38.0,3.0,2.0,0,16.5,16.6,9.4,1023.0,1020.7
-1.5,0.0,22.0,81.0,38.0,1.0,1.0,0,14.0,14.6,9.7,1024.5,1021.5
-1.1,0.0,20.0,87.0,74.0,8.0,7.0,0,9.4,9.7,0.7,1021.6,1018.8
4.1,9.8,33.0,89.0,84.0,8.0,7.0,1,11.1,12.2,1.0,1017.9,1016.7
6.9,4.0,26.0,88.0,60.0,7.0,2.0,1,12.4,13.1,6.5,1022.7,1022.5
-2.1,0.0,15.0,85.0,46.0,1.0,1.0,0,13.7,14.3,8.8,1030.0,1028.7
-2.1,0.0,19.0,86.0,43.0,4.0,2.0,0,14.4,15.1,9.4,1031.1,1027.5
0.8,0.0,20.0,81.0,42.0,1.0,5.0,0,15.9,16.6,9.6,1029.0,1024.8
2.6,0.0,20.0,68.0,36.0,2.0,5.0,0,17.6,18.0,9.1,1024.9,1020.8
6.0,1.2,28.0,90.0,69.0,8.0,2.0,1,14.4,14.7,4.4,1022.5,1020.1
5.9,2.8,22.0,81.0,47.0,1.0,1.0,1,19.1,19.7,9.6,1022.0,1019.1
4.9,0.0,33.0,82.0,34.0,2.0,2.0,0,20.1,21.4,8.2,1023.0,1019.2
4.8,0.0,26.0,63.0,33.0,2.0,3.0,0,23.0,23.2,9.3,1023.1,1021.0
12.1,0.0,37.0,41.0,28.0,2.0,3.0,0,23.3,23.5,8.8,1025.7,1022.9
8.7,0.0,44.0,49.0,33.0,1.0,1.0,0,21.0,21.4,9.1,1023.9,1019.2
9.9,11.4,31.0,91.0,76.0,8.0,7.0,1,13.5,14.0,0.6,1019.6,1015.9
1.3,2.6,63.0,99.0,67.0,7.0,7.0,1,9.3,16.6,4.5,1017.1,1013.1
4.1,0.6,28.0,96.0,65.0,8.0,7.0,0,10.9,12.1,3.3,1012.1,1009.6
4.1,0.0,30.0,97.0,67.0,1.0,3.0,0,10.9,11.5,6.0,1010.2,1008.7
4.4,0.4,30.0,91.0,56.0,5.0,8.0,0,12.1,12.7,3.5,1009.7,1007.1
6.9,1.0,33.0,86.0,61.0,5.0,6.0,0,15.7,16.5,9.5,1011.8,1011.4
3.4,0.0,20.0,69.0,40.0,0.0,2.0,0,17.4,17.8,10.2,1020.7,1019.3
1.7,0.0,17.0,85.0,54.0,4.0,7.0,0,15.2,15.4,4.7,1025.1,1022.9
1.6,0.0,19.0,82.0,44.0,2.0,1.0,0,17.3,17.9,9.2,1026.9,1023.7
0.7,0.0,22.0,77.0,58.0,5.0,7.0,0,15.1,15.7,4.4,1026.1,1022.2
8.3,0.0,24.0,74.0,37.0,6.0,1.0,0,19.0,19.8,8.6,1021.2,1016.6
10.3,2.6,43.0,83.0,90.0,8.0,8.0,1,11.6,12.5,0.0,1012.8,1007.7
6.3,25.6,41.0,93.0,93.0,8.0,8.0,1,8.6,9.7,0.1,1012.0,1011.3
5.3,1.6,24.0,85.0,56.0,7.0,1.0,1,17.9,18.5,9.7,1020.5,1020.5
2.9,0.0,30.0,67.0,32.0,0.0,1.0,0,17.8,18.0,10.8,1031.2,1029.9
0.9,0.0,20.0,70.0,35.0,0.0,1.0,0,17.7,17.8,10.5,1037.0,1034.4
1.5,0.0,26.0,75.0,46.0,0.0,2.0,0,16.4,16.8,10.3,1039.6,1036.2
2.0,0.0,22.0,78.0,50.0,1.0,1.0,0,16.3,16.9,10.7,1037.1,1032.7
0.6,0.0,15.0,86.0,54.0,2.0,1.0,0,17.4,18.4,10.5,1031.5,1026.9
1.2,0.0,37.0,81.0,36.0,0.0,1.0,0,20.4,21.3,10.5,1026.5,1022.1
2.2,0.0,24.0,77.0,38.0,0.0,1.0,0,18.9,19.5,10.1,1025.7,1022.7
2.3,0.0,33.0,68.0,37.0,1.0,1.0,0,17.6,18.3,9.3,1023.2,1019.8
1.7,0.0,30.0,66.0,39.0,0.0,1.0,0,16.3,16.7,10.8,1022.4,1018.7
-0.5,0.0,33.0,73.0,46.0,7.0,7.0,0,17.6,17.9,8.5,1019.9,1017.9
-0.4,0.4,30.0,97.0,41.0,8.0,1.0,0,14.3,15.0,7.2,1024.5,1022.6
-2.1,0.0,20.0,77.0,46.0,2.0,5.0,0,16.4,16.7,9.8,1025.7,1023.1
-1.4,0.0,15.0,82.0,51.0,3.0,1.0,0,17.3,18.2,10.3,1025.9,1023.1
2.5,0.0,35.0,54.0,36.0,0.0,1.0,0,18.9,19.2,10.8,1028.7,1025.8
3.3,0.0,30.0,60.0,37.0,1.0,7.0,0,19.3,20.2,8.4,1029.1,1024.2
10.9,0.0,33.0,63.0,70.0,7.0,7.0,0,15.4,17.3,1.6,1025.9,1022.7
12.2,1.2,39.0,52.0,51.0,4.0,7.0,1,18.3,20.8,6.6,1025.3,1022.0
13.3,1.2,56.0,52.0,57.0,7.0,7.0,1,17.0,18.0,1.1,1016.5,1014.2
0.3,5.0,28.0,99.0,41.0,8.0,4.0,1,13.8,14.3,10.3,1022.2,1020.3
-1.2,0.0,26.0,70.0,43.0,1.0,6.0,0,15.2,16.9,7.9,1022.0,1017.3
5.5,0.0,59.0,52.0,53.0,3.0,5.0,0,11.8,13.4,6.4,1013.0,1011.1
3.0,2.6,63.0,78.0,48.0,6.0,6.0,1,13.8,14.7,8.4,1016.7,1014.5
4.4,0.0,52.0,77.0,55.0,5.0,6.0,0,14.4,14.7,6.5,1016.5,1014.1
-2.7,0.4,28.0,79.0,41.0,1.0,1.0,0,15.0,15.4,10.1,1026.0,1024.6
-2.2,0.0,28.0,77.0,45.0,2.0,7.0,0,15.2,15.7,8.8,1028.3,1024.7
1.8,0.0,56.0,61.0,21.0,0.0,2.0,0,22.7,23.4,10.9,1023.0,1018.5
0.6,0.0,31.0,75.0,29.0,0.0,1.0,0,17.3,17.8,10.0,1023.8,1020.8
2.6,0.0,41.0,65.0,30.0,7.0,7.0,0,22.8,22.8,5.5,1018.7,1013.6
2.9,0.0,22.0,65.0,47.0,1.0,7.0,0,24.0,24.2,8.0,1017.7,1013.1
7.0,0.0,30.0,36.0,30.0,1.0,1.0,0,23.5,23.9,11.1,1016.2,1015.7
8.9,0.0,52.0,59.0,19.0,0.0,0.0,0,28.4,28.7,9.3,1016.6,1007.9
9.8,0.2,67.0,63.0,40.0,6.0,6.0,0,15.0,16.8,8.8,1010.4,1011.3
-0.7,0.8,35.0,72.0,49.0,0.0,6.0,0,17.4,18.5,10.3,1023.2,1020.9
4.0,0.0,33.0,68.0,23.0,0.0,0.0,0,23.5,23.7,10.6,1024.2,1017.8
5.9,0.0,35.0,55.0,30.0,1.0,0.0,0,19.0,20.1,10.5,1018.9,1018.0
-0.5,0.0,31.0,70.0,32.0,2.0,2.0,0,18.2,18.8,10.0,1020.9,1016.2
5.9,0.0,39.0,43.0,35.0,1.0,5.0,0,17.9,19.9,9.1,1021.3,1020.2
0.5,0.0,37.0,44.0,35.0,2.0,5.0,0,19.8,20.1,9.4,1024.9,1019.5
10.0,0.0,33.0,53.0,35.0,7.0,7.0,0,21.4,22.0,8.2,1020.7,1014.8
13.7,1.2,54.0,65.0,90.0,7.0,8.0,1,14.9,17.3,0.2,1011.0,1006.7
10.0,21.4,63.0,89.0,87.0,8.0,7.0,1,10.0,13.7,2.8,998.7,997.6
7.1,6.2,41.0,84.0,48.0,8.0,5.0,1,14.2,15.4,6.2,1007.3,1005.0
8.2,1.4,31.0,89.0,85.0,7.0,8.0,1,11.0,11.6,0.0,1005.7,1006.7
2.9,6.6,37.0,77.0,40.0,1.0,7.0,1,18.4,19.2,9.7,1017.4,1017.1
3.0,2.8,20.0,77.0,39.0,1.0,3.0,1,17.5,18.4,11.6,1024.6,1022.1
2.9,0.0,20.0,72.0,42.0,0.0,2.0,0,20.1,20.5,11.1,1024.9,1021.7
5.4,0.0,30.0,68.0,51.0,7.0,7.0,0,18.6,19.8,4.8,1020.7,1016.5
11.7,0.8,24.0,88.0,84.0,8.0,8.0,0,13.7,14.0,0.0,1014.9,1012.6
12.3,0.2,15.0,90.0,79.0,8.0,7.0,0,17.4,19.8,1.7,1013.0,1010.7
8.4,0.0,33.0,94.0,44.0,6.0,2.0,0,21.7,22.4,9.2,1012.3,1009.7
9.1,0.0,48.0,78.0,51.0,6.0,5.0,0,18.1,19.0,6.4,1010.2,1008.7
4.7,0.2,41.0,72.0,38.0,3.0,7.0,0,15.8,16.6,8.4,1011.3,1009.8
2.6,0.0,52.0,76.0,42.0,3.0,6.0,0,16.2,17.6,10.3,1014.1,1013.0
0.9,0.0,28.0,75.0,34.0,0.0,1.0,0,18.9,19.7,11.7,1018.7,1016.8
3.4,0.0,35.0,66.0,41.0,2.0,6.0,0,22.2,23.0,9.8,1021.0,1017.8
13.6,0.0,41.0,56.0,49.0,7.0,7.0,0,23.2,24.0,7.6,1017.8,1012.6
12.9,0.0,48.0,67.0,41.0,3.0,6.0,0,26.1,27.1,11.3,1010.5,1007.8
9.2,0.0,52.0,50.0,28.0,1.0,2.0,0,18.5,19.3,12.4,1018.0,1020.5
1.3,0.0,33.0,56.0,17.0,0.0,0.0,0,20.7,21.8,12.7,1032.0,1030.1
6.3,0.0,35.0,50.0,28.0,0.0,1.0,0,24.1,24.4,12.5,1033.4,1029.5
5.7,0.0,24.0,55.0,24.0,0.0,1.0,0,26.0,27.0,12.5,1030.3,1026.1
8.4,0.0,33.0,54.0,21.0,0.0,1.0,0,27.8,28.6,12.6,1027.2,1022.1
9.7,0.0,41.0,47.0,21.0,1.0,6.0,0,28.5,30.0,10.2,1024.2,1021.2
11.7,0.0,30.0,62.0,20.0,7.0,7.0,0,29.5,30.2,5.9,1023.7,1020.2
12.6,0.4,37.0,52.0,18.0,1.0,5.0,0,31.5,32.9,12.1,1020.7,1015.8
15.8,0.0,54.0,47.0,21.0,7.0,7.0,0,31.3,33.0,6.4,1012.0,1006.1
14.4,4.6,39.0,93.0,64.0,8.0,7.0,1,18.9,20.4,4.3,1011.0,1012.2
8.1,0.0,41.0,52.0,37.0,4.0,2.0,0,21.5,22.7,11.4,1020.2,1018.5
9.0,0.0,48.0,49.0,35.0,1.0,4.0,0,23.9,24.9,12.8,1021.9,1017.9
12.6,0.0,31.0,60.0,36.0,7.0,7.0,0,27.9,29.2,6.0,1017.3,1011.5
17.4,1.8,61.0,94.0,62.0,8.0,7.0,1,22.8,25.2,5.5,1011.0,1010.3
9.0,0.0,52.0,80.0,37.0,7.0,7.0,0,19.1,21.6,10.7,1016.4,1015.7
5.3,0.0,37.0,71.0,25.0,1.0,2.0,0,23.8,24.7,12.0,1022.1,1018.8
6.3,0.0,39.0,61.0,27.0,1.0,2.0,0,25.3,26.6,12.9,1019.7,1014.9
10.7,0.0,56.0,60.0,32.0,5.0,2.0,0,24.2,25.0,10.2,1013.5,1010.4
9.1,0.0,41.0,60.0,17.0,1.0,1.0,0,23.2,24.5,12.9,1013.4,1011.9
5.5,0.0,22.0,57.0,25.0,0.0,1.0,0,26.3,27.7,13.2,1018.4,1014.8
9.6,0.0,28.0,50.0,19.0,1.0,2.0,0,31.3,32.2,12.1,1017.0,1012.2
16.4,0.0,50.0,44.0,29.0,3.0,7.0,0,29.0,33.0,6.7,1011.8,1008.1
18.3,4.0,20.0,83.0,44.0,7.0,7.0,1,28.4,29.8,6.9,1013.2,1010.7
19.2,0.0,43.0,57.0,43.0,7.0,7.0,0,29.8,30.3,5.8,1010.9,1009.2
17.0,0.2,56.0,62.0,36.0,5.0,5.0,0,30.7,32.7,7.5,1014.0,1009.5
13.6,22.8,63.0,81.0,30.0,6.0,2.0,1,22.8,23.7,10.0,1012.6,1015.8
7.4,0.0,26.0,57.0,24.0,2.0,7.0,0,25.7,26.2,12.3,1023.7,1020.3
