MinTemp,Rainfall,Humidity9am,Humidity3pm,Temp9am,RainToday,Pressure3pm,Pressure9am
19.7,6.0,94.0,100.0,21.0,1,1008.8,1009.3
16.5,26.2,73.0,63.0,17.8,1,1017.7,1017.1
16.7,0.0,67.0,58.0,19.9,0,1019.6,1021.9
19.5,2.1640426951300866,72.0,57.0,22.0,0,1020.5,1022.3
16.9,0.0,69.0,30.0,21.8,0,1018.6,1022.1
17.1,0.0,71.0,77.0,22.9,0,1017.7,1019.4
16.2,2.1640426951300866,75.0,36.0,21.4,0,1011.2,1016.4
19.9,1.6,65.0,56.0,24.9,1,1008.1,1008.5
16.6,36.2,97.0,100.0,17.2,1,1009.3,1011.5
16.7,54.0,100.0,84.0,16.7,1,1004.0,1006.2
16.1,35.8,99.0,47.18572372769332,16.3,1,1015.655680317041,1007.0
15.3,2.4,66.0,47.0,17.3,1,1013.1,1013.7
11.6,0.0,73.0,44.0,17.1,0,1013.3,1015.7
11.6,0.0,61.0,41.0,16.7,0,1021.1,1022.4
10.0,0.0,72.0,47.18572372769332,16.0,0,1015.655680317041,1023.9
11.8,2.1640426951300866,72.82709506459092,38.0,12.573898641934415,0,1015.6,1018.5056216931217
14.8,0.0,62.0,39.0,21.7,0,1013.7,1016.9
16.6,0.0,67.0,49.0,22.1,0,1011.6,1014.5
18.1,0.0,41.0,29.0,20.5,0,1014.0,1012.9
11.2,0.0,61.0,38.0,15.9,0,1018.2,1020.4
15.9,0.0,67.0,37.0,17.3,0,1023.0,1025.0
10.9,0.0,65.0,35.0,15.6,0,1021.6,1026.2
12.2,0.0,74.0,39.0,17.4,0,1016.1,1020.3
17.1,0.0,82.0,49.0,18.6,0,1012.8,1016.8
12.5,0.8,58.0,50.0,13.2,0,1018.0,1019.9
11.1,0.0,56.0,46.0,13.8,0,1016.8,1019.8
7.4,2.1640426951300866,72.82709506459092,34.0,12.573898641934415,0,1015.8,1018.5056216931217
11.3,0.0,87.0,46.0,14.2,0,1012.1,1015.9
14.1,0.0,80.0,85.0,18.5,0,1008.7,1010.6
17.1,27.0,95.0,60.0,19.2,1,1010.6,1011.1
19.1,0.0,75.0,69.0,21.8,0,1011.5,1014.1
18.1,53.6,92.0,55.0,19.0,1,1008.7,1009.9
15.4,2.2,68.0,55.0,17.4,1,1012.6,1012.7
8.6,0.0,89.0,47.18572372769332,12.5,0,1015.655680317041,1021.6
10.4,0.0,62.0,41.0,12.3,0,1030.8,1032.2
9.7,0.0,73.0,47.0,14.1,0,1034.6,1036.1
11.0,0.0,69.0,45.0,14.8,0,1032.4,1035.2
9.9,0.0,83.0,52.0,12.9,0,1026.4,1031.0
10.1,0.0,82.0,39.0,14.7,0,1021.5,1025.5
9.0,0.0,81.0,39.0,14.4,0,1021.6,1024.0
9.7,0.0,81.0,39.0,14.9,0,1023.1,1026.0
11.1,0.0,85.0,32.0,15.2,0,1023.2,1026.7
11.6,0.0,85.0,49.0,14.7,0,1019.8,1021.9
11.0,2.1640426951300866,72.82709506459092,40.0,12.573898641934415,0,1019.5,1018.5056216931217
14.4,0.0,87.0,37.0,16.8,0,1014.7,1018.8
9.4,0.0,76.0,39.0,14.4,0,1017.3,1019.9
7.7,0.0,94.0,35.0,11.8,0,1017.3,1020.1
7.9,0.0,76.0,42.0,13.9,0,1019.5,1021.7
13.8,0.0,68.0,42.0,17.2,0,1018.0,1022.6
8.7,0.0,82.0,24.0,14.0,0,1016.3,1019.3
8.4,0.0,72.0,33.0,14.1,0,1018.4,1021.6
12.3,0.0,86.0,45.0,15.9,0,1014.2,1019.0
15.9,5.8,92.0,65.0,17.7,1,1015.5,1015.9
16.9,2.0,87.0,77.0,17.1,1,1018.3,1019.4
12.8,21.4,73.0,49.0,15.5,1,1017.8,1021.5
6.7,0.2,84.0,47.18572372769332,11.0,0,1015.655680317041,1020.5
8.2,0.0,85.0,49.0,12.9,0,1018.4,1021.3
8.6,0.0,80.0,51.0,12.7,0,1019.9,1022.5
8.4,0.4,59.0,46.0,14.5,0,1019.9,1024.0
9.7,0.0,66.0,37.0,13.9,0,1017.4,1021.9
8.5,0.0,77.0,57.0,14.6,0,1016.6,1020.9
14.5,3.0,97.0,84.0,15.6,1,1012.1,1015.3
15.5,0.2,50.0,40.0,19.4,0,1013.4,1014.6
7.6,0.0,62.0,44.0,15.0,0,1011.3,1016.3
8.0,0.0,76.0,54.0,15.1,0,1008.7,1011.2
12.6,1.0,58.0,51.0,17.8,0,1007.1,1008.3
5.6,0.0,48.0,37.0,11.5,0,1012.4,1013.6
0.0,0.0,61.0,36.0,11.2,0,1019.4,1022.4
0.4,0.0,70.0,42.0,9.3,0,1018.9,1023.1
2.6,0.0,72.0,38.0,12.5,0,1020.8,1023.1
8.7,0.0,73.0,45.0,15.0,0,1024.2,1027.8
7.8,0.0,71.0,33.0,15.4,0,1025.4,1028.8
8.9,0.0,72.0,39.0,16.2,0,1024.1,1028.2
7.4,0.0,78.0,43.0,15.7,0,1023.4,1027.2
11.0,0.0,71.0,51.0,18.6,0,1021.1,1025.8
6.8,0.0,77.0,44.0,15.0,0,1020.1,1024.0
7.4,0.0,77.0,43.0,14.9,0,1020.1,1024.3
6.2,0.0,75.0,42.0,14.6,0,1016.6,1022.5
14.4,3.6,93.0,73.0,15.5,1,1009.9,1015.0
10.1,12.2,63.0,36.0,14.8,1,1014.4,1013.5
2.2,0.8,65.0,46.0,10.3,0,1021.9,1025.7
2.7,0.0,95.0,59.0,7.2,0,1017.3,1019.4
5.8,0.0,68.0,46.0,12.8,0,1016.3,1020.1
8.9,0.0,61.0,51.0,14.6,0,1017.6,1019.2
1.4,0.0,71.0,47.18572372769332,10.4,0,1015.655680317041,1026.3
7.3,0.0,70.0,47.0,13.8,0,1024.6,1028.9
1.1,0.0,86.0,43.0,8.2,0,1023.9,1026.7
2.7,0.0,79.0,51.0,10.3,0,1024.4,1030.1
6.9,0.0,98.0,54.0,10.6,0,1015.3,1021.8
9.3,16.6,78.0,52.0,9.5,1,1013.0,1013.8
4.6,0.0,71.0,47.0,9.4,0,1020.3,1021.0
1.0,0.0,94.0,58.0,5.4,0,1020.1,1023.9
0.9,0.0,84.0,52.0,7.8,0,1020.6,1024.1
1.3,0.0,93.0,52.0,7.9,0,1019.4,1023.5
1.7,0.0,91.0,49.0,8.2,0,1016.5,1021.5
0.6,2.1640426951300866,87.0,43.0,8.5,0,1011.0,1012.3
-1.0,0.0,65.0,40.0,5.8,0,1018.6,1020.0
-3.2,0.0,79.0,50.0,3.0,0,1017.6,1021.2
-0.3,0.0,83.0,49.0,6.3,0,1016.2,1019.8
-0.9,0.0,78.0,36.0,6.6,0,1017.1,1020.2
-1.4,0.0,85.0,52.0,5.2,0,1019.4,1022.6
2.6,0.0,90.0,53.0,5.0,0,1018.2,1021.6
-1.0,0.0,86.0,32.0,6.2,0,1018.9,1020.9
-1.7,0.0,84.0,43.0,4.5,0,1021.1,1024.4
-1.2,0.0,90.0,49.0,5.8,0,1020.4,1024.3
-1.1,0.0,85.0,42.0,8.0,0,1019.1,1022.6
1.3,0.0,73.0,39.0,7.7,0,1021.0,1023.3
0.1,0.0,70.0,50.0,6.8,0,1020.7,1024.8
3.6,0.0,86.0,61.0,7.8,0,1015.7,1020.0
7.8,1.6,99.0,98.0,10.7,1,1006.8,1011.3
9.0,6.8,84.0,72.0,11.5,1,1011.0,1009.1
4.4,0.2,88.0,58.0,9.4,0,1019.1,1020.8
9.0,0.0,86.0,61.0,10.7,0,1016.9,1021.7
9.9,10.8,99.0,87.0,10.5,1,1004.7,1008.5
8.2,17.8,99.0,100.0,9.0,1,1001.1,1003.2
9.0,2.1640426951300866,76.0,53.0,10.4,0,1015.2,1014.3
0.1,0.0,99.0,46.0,6.0,0,1019.2,1021.9
0.9,0.2,93.0,50.0,6.4,0,1021.3,1023.2
3.9,0.0,72.0,62.0,10.1,0,1025.1,1027.6
10.1,0.0,71.0,66.0,12.4,0,1020.4,1023.8
-0.2,0.0,100.0,55.0,4.9,0,1014.5,1018.1
-0.3,0.0,92.0,56.0,4.8,0,1019.1,1018.6
-0.8,0.0,67.0,43.0,6.9,0,1023.9,1026.6
2.5,0.0,86.0,52.0,6.0,0,1018.6,1023.6
4.7,0.0,62.0,47.18572372769332,6.4,0,1015.655680317041,1012.4
1.3,0.0,59.0,38.0,7.1,0,1018.1,1018.2
-4.0,0.0,97.0,40.0,0.0,0,1017.1,1021.3
-2.2,0.0,88.0,44.0,3.2,0,1022.9,1024.0
-2.1,0.2,68.0,45.0,4.4,0,1030.0,1031.6
-4.9,2.1640426951300866,87.0,45.0,2.1,0,1032.6,1036.0
-2.5,0.0,92.0,55.0,2.5,0,1029.2,1033.6
-1.4,0.0,92.0,61.0,2.8,0,1024.1,1029.5
2.8,11.0,95.0,63.0,9.1,1,1009.1,1013.4
2.9,2.1640426951300866,71.0,53.0,7.3,0,1015.9,1017.5
7.242132982225147,2.1640426951300866,72.82709506459092,47.18572372769332,12.573898641934415,0,1015.655680317041,1018.5056216931217
-1.6,0.0,92.0,47.18572372769332,3.3,0,1015.655680317041,1027.3
3.0,0.0,87.0,51.0,7.7,0,1033.6,1035.0
1.4,0.0,85.0,68.0,7.2,0,1037.0,1038.8
3.6,0.0,84.0,59.0,8.8,0,1035.6,1039.4
7.2,1.4,99.0,61.0,9.1,1,1027.1,1031.8
3.8,0.0,99.0,80.0,6.5,0,1020.5,1024.9
6.5,22.4,73.0,65.0,11.1,1,1018.0,1017.7
-0.8,0.6,68.0,45.0,4.8,0,1019.9,1022.7
-5.0,2.1640426951300866,91.0,57.0,-0.7,0,1017.5,1021.4
-6.7,0.0,88.0,50.0,-1.1,0,1017.0,1020.5
-5.8,0.2,92.0,56.0,0.0,0,1018.6,1020.5
-2.7,0.0,99.0,48.0,2.8,0,1023.1,1025.2
-3.6,0.0,96.0,78.0,-0.6,0,1024.2,1027.8
-0.6,2.1640426951300866,99.0,50.0,0.8,0,1027.7,1028.4
-4.1,0.0,96.0,53.0,1.5,0,1028.3,1032.6
-3.7,0.0,99.0,52.0,2.0,0,1024.2,1028.6
2.0,4.2,99.0,69.0,6.4,1,1018.6,1019.3
-2.0,0.6,99.0,47.18572372769332,2.5,0,1024.9,1027.1
-3.3,0.0,88.0,47.0,4.5,0,1027.2,1029.9
-0.2,0.0,93.0,59.0,4.9,0,1029.3,1032.1
3.9,0.0,97.0,64.0,7.3,0,1024.3,1028.9
7.2,0.2,95.0,52.0,10.7,0,1019.9,1020.9
-2.5,0.2,94.0,45.0,3.0,0,1022.0,1025.5
2.2,2.1640426951300866,72.82709506459092,99.0,12.573898641934415,0,1013.2,1018.5056216931217
6.6,31.2,73.0,66.0,7.7,1,1009.7,1007.9
0.8,6.8,69.0,45.0,6.6,1,1019.5,1017.7
-3.9,0.0,93.0,48.0,1.1,0,1025.3,1027.9
-3.2,0.0,92.0,47.18572372769332,2.4,0,1015.655680317041,1029.0
-4.1,0.0,99.0,51.0,-0.1,0,1018.6,1023.1
-0.1,0.2,95.0,68.0,5.0,0,1017.2,1019.0
-2.2,0.2,84.0,39.0,2.8,0,1022.6,1024.2
-4.8,0.0,87.0,47.0,0.6,0,1026.3,1028.8
-3.2,0.0,67.0,43.0,6.8,0,1030.0,1031.6
0.3,0.0,85.0,45.0,8.0,0,1031.7,1034.5
-3.0,0.0,93.0,54.0,2.9,0,1028.2,1032.4
2.5,0.0,82.0,61.0,7.3,0,1028.8,1031.5
-3.1,0.0,93.0,42.0,2.6,0,1033.7,1036.1
-2.6,2.1640426951300866,90.0,52.0,1.5,0,1032.7,1037.6
-0.9,0.0,99.0,73.0,5.1,0,1025.2,1030.4
5.1,10.0,99.0,61.0,9.7,1,1015.7,1020.0
5.4,0.2,100.0,78.0,8.4,0,1014.8,1017.9
8.3,0.0,79.0,54.0,11.0,0,1014.2,1012.8
8.0,0.0,64.0,84.0,10.5,0,1012.4,1018.3
3.6,4.4,73.0,73.0,5.8,1,1014.6,1016.1
5.8,0.8,65.0,49.0,10.6,0,1019.2,1021.4
0.3,0.0,99.0,53.0,3.9,0,1015.3,1018.3
1.9,0.0,51.0,45.0,7.5,0,1015.7,1017.4
-3.2,2.1640426951300866,82.0,43.0,3.0,0,1020.5,1022.1
-3.8,0.0,76.0,38.0,3.9,0,1022.3,1026.4
-3.5,0.0,83.0,41.0,2.0,0,1018.7,1022.0
-3.9,0.0,81.0,36.0,3.0,0,1020.6,1023.8
2.0,0.2,99.0,95.0,9.2,0,1012.4,1017.7
5.1,2.1640426951300866,86.0,84.0,7.1,0,1002.4,1007.9
0.8,2.1640426951300866,72.82709506459092,55.0,12.573898641934415,0,1004.6,1018.5056216931217
-2.2,0.0,71.0,50.0,7.7,0,1012.5,1013.9
3.3,0.0,77.0,55.0,7.0,0,1010.1,1015.0
6.8,2.1640426951300866,72.82709506459092,59.0,12.573898641934415,0,1004.6,1018.5056216931217
6.0,1.2,66.0,78.0,7.8,1,1011.1,1012.1
-2.8,0.0,67.0,49.0,4.9,0,1019.5,1022.5
-2.6,0.2,86.0,85.0,3.8,0,1010.9,1019.3
3.8,15.8,85.0,67.0,10.7,1,1007.1,1008.1
5.6,0.6,50.0,53.0,7.3,0,1012.4,1012.5
5.1,0.0,63.0,52.0,7.3,0,1016.0,1016.2
-3.0,0.0,93.0,53.0,3.0,0,1020.1,1024.1
2.7,0.0,75.0,53.0,7.0,0,1011.4,1017.0
6.2,0.0,66.0,50.0,9.5,0,1009.1,1012.6
2.9,0.2,58.0,54.0,5.8,0,1005.2,1009.1
3.4,2.6,71.0,65.0,5.5,1,1000.6,1002.0
5.1,0.4,73.0,46.0,8.3,0,1009.2,1006.8
-2.5,0.0,75.0,49.0,5.1,0,1022.6,1023.0
0.6,0.0,70.0,51.0,6.7,0,1026.3,1029.7
2.6,0.0,77.0,45.0,7.8,0,1024.7,1027.8
0.7,2.1640426951300866,72.82709506459092,54.0,12.573898641934415,0,1019.8,1018.5056216931217
3.5,0.0,59.0,41.0,13.1,0,1012.9,1015.3
9.5,0.0,75.0,57.0,11.7,0,1014.4,1016.3
7.4,2.1640426951300866,62.0,70.0,9.0,0,1022.3,1025.9
9.0,29.0,99.0,98.0,10.4,1,1001.8,1011.2
8.1,48.4,74.0,65.0,10.0,1,1011.9,1009.7
2.4,0.0,60.0,53.0,10.3,0,1017.2,1018.4
0.0,0.0,65.0,47.0,7.9,0,1022.5,1024.2
-0.7,0.0,65.0,40.0,7.6,0,1022.6,1027.4
3.9,0.0,79.0,57.0,8.8,0,1009.9,1016.5
8.6,4.0,64.0,51.0,13.6,1,1003.0,1003.8
0.8,1.0,65.0,37.0,8.9,0,1015.8,1017.7
-1.5,0.0,72.0,45.0,7.2,0,1016.8,1022.0
7.2,0.0,49.0,38.0,14.3,0,1013.5,1015.2
1.8,0.0,84.0,73.0,8.0,0,1011.7,1017.0
7.3,16.6,87.0,37.0,10.8,1,1010.1,1011.8
7.1,0.0,48.0,42.0,10.9,0,1012.2,1014.1
-0.5,0.0,53.0,49.0,8.4,0,1017.2,1020.8
0.7,0.0,76.0,52.0,7.5,0,1014.4,1018.8
-0.3,0.0,87.0,53.0,6.2,0,1018.5,1022.4
1.3,0.0,65.0,40.0,10.9,0,1021.9,1025.3
2.1,0.0,76.0,50.0,10.9,0,1021.7,1024.2
8.8,0.0,72.0,53.0,11.4,0,1020.4,1026.3
9.4,0.0,72.0,47.0,11.9,0,1020.7,1024.1
3.6,0.0,89.0,47.0,8.9,0,1018.4,1022.7
4.2,0.0,72.0,41.0,11.6,0,1014.7,1017.8
3.3,0.0,67.0,28.0,13.8,0,1017.1,1020.2
6.9,0.0,51.0,37.0,16.5,0,1010.2,1013.3
8.2,0.0,32.0,37.0,14.1,0,1011.4,1012.0
1.7,0.0,38.0,28.0,9.7,0,1016.6,1017.7
-2.0,0.0,55.0,40.0,7.7,0,1021.5,1024.7
0.7,0.0,68.0,29.0,8.7,0,1024.6,1027.4
4.9,0.0,70.0,83.0,13.5,0,1026.9,1029.8
10.8,3.6,72.0,63.0,13.7,1,1028.1,1030.4
8.7,1.8,80.0,60.0,14.2,1,1021.8,1026.9
7.9,0.0,89.0,41.0,13.7,0,1020.1,1023.0
12.2,2.2,76.0,48.0,15.3,1,1017.2,1022.7
12.8,3.2,66.0,43.0,14.7,1,1015.4,1015.4
2.2,0.0,78.0,40.0,8.7,0,1020.9,1024.3
8.7,0.0,74.0,40.0,12.0,0,1023.2,1025.9
8.6,0.0,71.0,52.0,13.6,0,1031.2,1031.9
8.4,0.0,79.0,64.0,12.0,0,1030.4,1034.2
7.8,0.8,76.0,53.0,13.3,0,1024.4,1029.3
12.5,14.6,100.0,92.0,13.7,1,1015.5,1019.7
11.6,36.6,78.0,61.0,15.0,1,1009.5,1012.4
11.4,19.4,100.0,100.0,15.9,1,985.0,994.8
3.3,48.8,66.0,50.0,6.4,1,1003.3,997.8
6.1,0.0,57.0,49.0,10.3,0,1011.6,1012.3
2.8,0.0,66.0,42.0,11.4,0,1016.4,1018.1
2.1,0.0,72.0,42.0,10.3,0,1023.5,1024.8
9.6,0.0,71.0,53.0,11.3,0,1024.0,1028.2
6.2,0.0,81.0,49.0,13.7,0,1021.0,1025.1
6.4,0.0,66.0,37.0,15.2,0,1017.4,1021.6
9.6,0.2,77.0,57.0,16.4,0,1014.8,1017.8
8.7,2.4,82.0,56.0,9.6,1,1020.3,1022.1
2.9,0.0,67.0,46.0,12.8,0,1018.2,1022.9
4.8,0.0,79.0,38.0,13.0,0,1015.2,1018.3
9.1,0.4,69.0,36.0,13.5,0,1014.3,1015.9
10.6,0.0,67.0,48.0,13.3,0,1018.8,1021.3
9.7,0.0,70.0,40.0,13.4,0,1015.2,1020.3
11.6,0.0,81.0,61.0,16.2,0,1012.1,1014.6
14.4,17.6,89.0,54.0,14.9,1,1012.3,1012.2
7.3,0.0,75.0,59.0,12.8,0,1010.9,1014.8
7.5,20.2,84.0,69.0,9.3,1,1012.0,1013.3
4.6,1.4,77.0,46.0,12.6,1,1015.0,1016.9
7.2,0.2,78.0,67.0,8.1,0,1020.1,1021.6
8.0,2.0,66.0,60.0,10.1,1,1021.6,1024.1
5.8,0.0,65.0,68.0,12.1,0,1020.1,1023.3
7.2,4.6,75.0,51.0,12.2,1,1015.5,1019.6
9.4,2.4,69.0,70.0,18.8,1,1015.4,1016.5
9.8,7.4,91.0,62.0,16.1,1,1022.5,1025.1
10.6,0.0,71.0,54.0,20.0,0,1017.5,1021.8
13.7,16.4,81.0,38.0,18.1,1,1011.9,1015.7
12.2,0.0,68.0,39.0,21.1,0,1011.7,1014.8
12.8,0.0,69.0,55.0,21.6,0,1014.1,1015.8
18.4,3.0,86.0,80.0,20.3,1,1013.8,1015.8
16.6,33.2,97.0,73.0,17.5,1,1010.6,1013.2
8.8,0.0,54.0,39.0,16.2,0,1011.5,1013.2
8.8,0.0,68.0,41.0,14.6,0,1012.3,1016.4
5.6,0.0,67.0,32.0,15.1,0,1010.9,1014.7
12.1,0.0,71.0,60.0,13.1,0,1021.2,1021.7
6.5,0.0,59.0,36.0,14.1,0,1022.2,1026.6
7.6,0.0,64.0,21.0,17.8,0,1020.1,1023.6
7.7,0.0,59.0,30.0,17.6,0,1021.6,1024.9
8.3,0.0,65.0,42.0,17.9,0,1022.4,1025.5
10.5,0.0,65.0,38.0,19.7,0,1020.4,1023.7
10.8,0.0,61.0,35.0,21.1,0,1017.5,1020.3
12.6,0.0,59.0,46.0,21.3,0,1015.8,1018.0
10.6,0.0,68.0,35.0,19.6,0,1010.1,1015.3
16.3,7.2,97.0,95.0,16.8,1,1008.9,1009.2
11.3,35.6,81.0,47.18572372769332,13.3,1,1015.655680317041,1015.1
11.3,14.4,79.0,87.0,13.5,1,1015.3,1016.7
13.5,20.4,89.0,74.0,15.8,1,1014.7,1016.4
14.4,18.8,92.0,88.0,17.0,1,1014.9,1016.7
13.5,80.4,92.0,66.0,16.0,1,1014.1,1016.9
16.0,1.4,83.0,80.0,18.7,1,1008.8,1012.4
11.8,8.4,65.0,48.0,20.6,1,1009.9,1012.0
14.9,0.0,84.0,62.0,18.2,0,1012.1,1014.2
14.7,0.2,71.0,49.0,19.7,0,1012.5,1015.5
17.7,0.8,82.0,64.0,18.9,0,1009.8,1013.9
18.5,93.0,89.0,65.0,20.9,1,1007.1,1009.0
13.2,5.4,79.0,44.0,17.7,1,1005.9,1009.0
10.7,0.0,51.0,39.0,16.7,0,1003.1,1006.6
12.0,0.0,53.0,37.0,17.9,0,1003.3,1002.2
6.7,0.0,67.0,41.0,15.6,0,1011.1,1013.2
15.0,0.0,68.0,48.0,18.0,0,1012.1,1016.0
13.1,0.0,67.0,35.0,19.8,0,1004.9,1009.9
13.6,13.8,95.0,42.0,14.6,1,1001.0,1004.8
11.7,0.6,80.0,34.0,14.7,0,1001.8,1004.1
14.4,0.0,52.0,46.0,17.4,0,998.8,1000.3
5.4,3.6,61.0,73.0,14.1,1,994.6,1000.2
7.0,5.8,70.0,61.0,10.3,1,999.9,996.4
9.3,0.2,53.0,38.0,14.4,0,1008.3,1006.3
5.7,0.0,73.0,43.0,14.7,0,1015.6,1018.2
10.4,0.0,77.0,29.0,17.8,0,1015.7,1017.5
14.0,0.0,73.0,62.0,14.8,0,1021.5,1025.0
9.2,0.0,71.0,40.0,17.8,0,1009.9,1015.9
14.5,0.0,77.0,40.0,20.3,0,1000.5,1006.4
14.2,0.6,80.0,28.0,16.0,0,1002.5,1003.6
9.1,0.0,56.0,44.0,12.7,0,1015.1,1017.0
9.2,0.0,72.0,31.0,16.3,0,1012.7,1017.0
11.1,0.0,60.0,25.0,20.6,0,1013.7,1016.7
11.8,0.0,68.0,25.0,21.4,0,1012.9,1015.6
15.3,0.0,47.0,29.0,26.3,0,1010.9,1013.3
18.7,11.4,75.0,40.0,22.8,1,1008.7,1011.3
15.4,0.0,85.0,66.0,15.6,0,1011.4,1013.0
14.0,0.0,71.0,55.0,15.7,0,1009.7,1013.2
11.1,0.0,71.0,38.0,16.3,0,1002.2,1006.4
12.7,10.6,71.0,51.0,17.8,1,1009.7,1011.0
11.7,0.0,67.0,49.0,17.7,0,1011.8,1014.2
17.1,0.2,75.0,47.0,20.1,0,1010.7,1013.4
13.8,0.2,76.0,75.0,21.3,0,1014.1,1015.0
17.6,13.6,76.0,77.0,21.1,1,1013.3,1016.2
16.9,3.0,92.0,88.0,18.6,1,1011.4,1014.4
18.6,6.0,92.0,91.0,19.7,1,1009.8,1011.6
19.4,12.8,82.0,92.0,20.4,1,1011.9,1013.6
18.1,3.6,79.0,64.0,19.5,1,1007.0,1011.2
19.0,1.8,77.0,44.0,23.7,1,1006.3,1008.2
15.8,0.2,63.0,43.0,22.1,0,1005.5,1010.5
16.3,0.0,65.0,23.0,23.1,0,1000.4,1003.1
15.0,0.0,67.0,42.0,18.7,0,1004.6,1006.5
15.9,0.0,76.0,42.0,17.5,0,1006.9,1009.2
16.6,0.0,71.0,47.0,19.4,0,1011.3,1013.2
14.0,0.0,60.0,38.0,20.4,0,1010.8,1014.2
17.0,0.0,57.0,39.0,23.6,0,1011.9,1014.9
13.9,7.2,85.0,39.0,18.2,1,1006.5,1010.5
17.0,0.0,74.0,42.0,21.4,0,1001.0,1003.1
16.9,0.0,69.0,31.0,19.5,0,1006.1,1007.8
16.4,0.0,63.0,27.0,22.5,0,1009.0,1011.6
20.0,0.0,78.0,18.0,22.2,0,1010.9,1013.6
17.7,0.0,69.0,36.0,20.2,0,1015.7,1017.7
15.5,0.0,59.0,33.0,18.3,0,1017.5,1020.8
12.5,0.0,69.0,29.0,19.6,0,1015.3,1019.0
16.6,0.0,53.0,23.0,24.5,0,1012.2,1016.3
17.4,0.0,50.0,21.0,26.4,0,1007.5,1011.6
23.0,0.0,71.0,44.0,25.2,0,1011.8,1015.2
19.9,83.6,100.0,39.0,21.7,1,1011.3,1009.5
20.2,15.8,80.0,49.0,23.5,1,1009.6,1014.3
21.2,37.4,94.0,49.0,23.1,1,1007.0,1009.7
18.6,1.2,81.0,65.0,20.3,1,1016.1,1011.5
6.8,0.4,61.0,48.0,12.0,0,1017.7,1022.4
11.9,0.0,66.0,54.0,17.0,0,1016.5,1018.5
12.5,0.0,65.0,51.0,17.7,0,1021.1,1023.6
16.9,0.0,76.0,48.0,17.8,0,1017.3,1022.1
17.7,0.0,62.0,87.0,22.1,0,1012.3,1014.1
18.4,12.0,84.0,68.0,19.9,1,1014.4,1014.4
15.5,0.0,72.0,56.0,19.0,0,1015.9,1017.0
12.4,0.0,59.0,45.0,16.0,0,1022.0,1023.8
12.6,0.0,69.0,61.0,17.0,0,1020.4,1023.6
15.5,0.2,84.0,90.0,17.5,0,1016.4,1018.9
17.2,30.0,97.0,52.0,19.1,1,1010.3,1013.0
17.7,0.2,73.0,56.0,19.8,0,1012.6,1015.3
19.4,0.0,81.0,87.0,20.8,0,1006.4,1008.1
16.6,10.6,61.0,40.0,20.8,1,1007.1,1007.0
13.2,0.0,69.0,41.0,16.6,0,1011.1,1011.5
10.0,0.0,57.0,36.0,12.6,0,1019.6,1021.5
9.7,0.2,74.0,40.0,15.0,0,1019.0,1022.8
12.7,0.0,90.0,45.0,14.4,0,1013.9,1019.1
14.0,0.0,81.0,43.0,17.6,0,1011.1,1013.8
13.8,0.0,66.0,37.0,19.3,0,1008.3,1011.7
17.4,0.0,69.0,61.0,20.3,0,1008.4,1008.0
15.3,0.4,88.0,59.0,17.6,0,1005.6,1009.6
17.2,0.8,52.0,38.0,22.9,0,1005.6,1002.7
11.2,0.0,70.0,48.0,12.5,0,1012.1,1015.8
9.4,0.0,84.0,32.0,12.3,0,1007.7,1010.3
4.9,0.0,76.0,28.0,11.3,0,1009.8,1012.1
11.3,0.6,73.0,46.0,11.8,0,1022.1,1022.4
11.3,0.0,72.0,49.0,13.1,0,1024.9,1026.9
5.3,0.0,72.0,36.0,13.4,0,1019.7,1025.1
7.2,0.0,79.0,37.0,14.0,0,1014.6,1018.7
12.7,0.0,72.0,61.0,17.2,0,1014.6,1016.1
17.0,4.4,95.0,83.0,17.1,1,1013.1,1013.9
15.9,30.8,100.0,74.0,16.4,1,1015.6,1016.8
15.3,2.2,79.0,54.0,19.3,1,1018.2,1020.9
13.3,0.0,85.0,49.0,17.9,0,1018.0,1021.7
17.9,8.4,91.0,71.0,19.7,1,1019.5,1021.0
14.4,4.0,77.0,63.0,17.1,1,1017.5,1021.8
16.0,0.0,87.0,79.0,17.8,0,1016.2,1017.8
15.7,5.6,84.0,54.0,16.6,1,1016.1,1019.3
15.3,0.2,77.0,66.0,16.4,0,1014.4,1016.1
15.5,0.0,76.0,60.0,17.0,0,1013.3,1015.9
15.2,0.4,85.0,65.0,15.7,0,1011.7,1014.3
15.7,1.2,88.0,84.0,17.4,1,1004.8,1008.0
15.0,16.4,91.0,64.0,17.5,1,999.6,1001.1
15.5,0.0,83.0,59.0,17.4,0,1002.3,1004.1
12.4,0.0,88.0,63.0,13.2,0,1002.1,1003.4
10.2,0.0,69.0,46.0,15.0,0,1009.3,1007.8
12.4,0.0,65.0,51.0,13.9,0,1019.5,1020.2
8.1,0.0,61.0,43.0,13.7,0,1023.4,1025.4
5.2,0.0,88.0,47.0,10.0,0,1024.5,1027.4
10.0,0.0,81.0,41.0,15.3,0,1020.9,1025.1
9.8,0.4,87.0,50.0,14.2,0,1015.3,1020.0
10.3,2.8,76.0,62.0,12.0,1,1021.4,1022.6
5.5,0.0,76.0,44.0,13.3,0,1016.6,1021.3
11.0,0.0,84.0,75.0,13.7,0,1015.8,1017.9
7.3,0.6,74.0,49.0,12.6,0,1015.7,1017.3
1.5,0.0,74.0,50.0,10.3,0,1016.4,1019.4
0.3,0.0,60.0,38.0,9.8,0,1022.4,1024.1
