MinTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,RainToday,Temp3pm
20.6,0.0,65.0,17.0,79.0,84.0,0,21.5
17.4,15.8,63.0,22.0,68.0,91.0,1,17.7
15.4,15.0,44.0,26.0,63.0,51.0,1,21.2
16.4,0.0,26.0,13.0,72.0,63.0,0,23.2
17.2,0.0,39.0,0.0,75.0,78.0,0,23.1
20.6,0.6,44.0,9.0,82.0,65.12857142857143,0,19.934872135503152
21.0,3.4,45.6908422459893,11.0,87.0,83.0,1,25.5
20.5,3.594902749832327,44.0,16.618351063829788,67.66190634340751,80.0,0,24.4
21.7,0.0,46.0,26.0,85.0,82.0,0,24.2
19.4,0.0,45.6908422459893,7.0,54.0,65.12857142857143,0,19.934872135503152
17.5,3.594902749832327,52.0,16.618351063829788,67.66190634340751,72.0,0,19.3
15.4,5.6,45.6908422459893,39.0,76.0,71.0,1,20.7
16.7,3.594902749832327,52.0,16.618351063829788,67.66190634340751,52.0,0,22.2
16.8,0.0,46.0,15.0,69.0,61.0,0,21.9
16.9,2.2,26.0,7.0,85.0,57.0,1,22.0
17.0,0.0,26.0,2.0,71.0,64.0,0,24.2
16.9,0.0,45.6908422459893,0.0,75.0,59.0,0,24.8
14.939471074380165,3.594902749832327,26.0,16.618351063829788,67.66190634340751,60.0,0,24.7
18.3,0.0,41.0,9.0,73.0,69.0,0,24.8
18.2,0.0,45.6908422459893,13.0,77.0,73.0,0,24.3
20.0,3.594902749832327,35.0,16.618351063829788,67.66190634340751,77.0,0,25.2
21.3,0.0,80.0,11.0,80.0,24.0,0,34.5
19.4,0.4,31.0,13.0,70.0,64.0,0,22.6
17.7,0.0,45.6908422459893,6.0,76.0,71.0,0,25.2
18.0,0.0,30.0,11.0,83.0,68.0,0,22.5
16.7,0.0,52.0,9.0,81.0,68.0,0,24.1
20.3,0.0,35.0,17.0,64.0,74.0,0,25.7
20.9,0.0,41.0,22.0,75.0,79.0,0,23.3
20.0,0.0,50.0,9.0,85.0,80.0,0,24.3
22.0,0.0,45.6908422459893,11.0,73.0,65.12857142857143,0,19.934872135503152
19.0,6.0,56.0,11.0,90.0,85.0,1,20.0
17.3,97.2,59.0,26.0,89.0,83.0,1,19.0
17.0,0.2,44.0,19.0,62.0,60.0,0,22.0
17.0,0.0,46.0,22.0,61.0,64.0,0,20.6
16.1,0.0,45.6908422459893,15.0,70.0,84.0,0,17.6
14.7,3.594902749832327,43.0,16.618351063829788,67.66190634340751,76.0,0,18.5
14.2,7.8,24.0,11.0,77.0,71.0,1,19.9
15.5,1.2,33.0,9.0,77.0,85.0,1,20.3
19.0,1.4,45.6908422459893,19.0,86.0,65.12857142857143,1,19.934872135503152
19.0,3.594902749832327,45.6908422459893,16.618351063829788,67.66190634340751,75.0,0,23.1
15.9,3.594902749832327,41.0,16.618351063829788,67.66190634340751,69.0,0,20.5
16.1,0.0,45.6908422459893,11.0,70.0,60.0,0,23.7
19.0,3.594902749832327,45.6908422459893,16.618351063829788,67.66190634340751,37.0,0,25.7
12.8,3.594902749832327,43.0,16.618351063829788,67.66190634340751,29.0,0,23.0
13.6,0.0,45.6908422459893,28.0,55.0,59.0,0,18.8
13.0,0.0,45.6908422459893,19.0,64.0,64.0,0,21.6
14.0,0.0,33.0,9.0,71.0,76.0,0,21.2
15.7,0.0,22.0,17.0,74.0,72.0,0,21.2
16.0,0.0,19.0,9.0,76.0,75.0,0,22.3
16.1,0.0,17.0,9.0,79.0,78.0,0,22.6
17.4,0.0,15.0,7.0,81.0,75.0,0,23.4
18.0,0.0,45.6908422459893,7.0,76.0,75.0,0,22.5
18.1,3.594902749832327,39.0,16.618351063829788,67.66190634340751,74.0,0,22.6
17.3,0.0,45.6908422459893,4.0,80.0,72.0,0,23.2
17.0,0.0,26.0,4.0,62.0,71.0,0,24.1
19.8,0.0,45.6908422459893,26.0,58.0,65.12857142857143,0,19.934872135503152
17.7,3.594902749832327,54.0,16.618351063829788,67.66190634340751,80.0,0,17.0
13.4,2.0,41.0,26.0,53.0,65.12857142857143,1,19.934872135503152
12.3,0.0,45.6908422459893,9.0,55.0,48.0,0,18.2
14.0,0.0,54.0,15.0,47.0,32.0,0,24.0
14.0,0.0,46.0,15.0,44.0,35.0,0,23.1
15.5,0.0,48.0,22.0,70.0,62.0,0,18.2
15.5,0.0,35.0,13.0,68.0,77.0,0,20.9
14.9,0.0,48.0,9.0,53.0,61.0,0,23.8
15.9,0.0,31.0,17.0,69.0,79.0,0,19.9
17.0,0.0,50.0,11.0,76.0,64.0,0,23.0
16.7,0.0,76.0,30.0,73.0,36.0,0,17.9
11.4,0.2,48.0,19.0,42.0,34.0,0,20.2
11.2,0.0,24.0,13.0,49.0,35.0,0,22.0
11.6,0.0,19.0,7.0,49.0,48.0,0,22.2
14.7,0.0,35.0,17.0,56.0,65.12857142857143,0,19.934872135503152
16.7,0.0,43.0,7.0,54.0,66.0,0,22.1
13.6,0.0,48.0,22.0,48.0,21.0,0,25.1
10.5,0.0,50.0,22.0,34.0,29.0,0,17.5
10.9,0.0,57.0,17.0,41.0,65.12857142857143,0,19.934872135503152
11.2,0.0,54.0,20.0,49.0,45.0,0,18.2
13.3,0.0,41.0,26.0,54.0,51.0,0,19.4
12.9,0.0,28.0,13.0,65.0,65.0,0,19.0
14.0,0.8,50.0,9.0,74.0,63.0,0,18.2
13.0,9.0,52.0,11.0,90.0,76.0,1,16.3
13.0,17.0,35.0,15.0,72.0,62.0,1,18.8
13.5,0.0,28.0,11.0,77.0,65.0,0,18.4
12.5,0.0,52.0,20.0,72.0,69.0,0,17.0
12.2,0.2,54.0,28.0,65.0,56.0,0,17.1
12.0,0.0,35.0,15.0,68.0,55.0,0,17.6
12.0,0.4,28.0,7.0,83.0,58.0,0,18.8
14.0,2.4,39.0,19.0,80.0,68.0,1,18.3
13.1,0.4,76.0,46.0,88.0,87.0,0,16.9
15.0,43.4,57.0,17.0,81.0,72.0,1,16.9
12.6,7.8,45.6908422459893,6.0,86.0,70.0,1,18.9
15.2,3.594902749832327,44.0,16.618351063829788,83.0,80.0,0,16.8
13.7,1.6,59.0,11.0,62.0,57.0,1,17.7
12.3,12.4,80.0,56.0,82.0,81.0,1,17.6
13.2,2.6,37.0,19.0,72.0,68.0,1,17.8
12.2,0.0,41.0,9.0,71.0,70.0,0,17.3
13.4,51.0,50.0,26.0,94.0,92.0,1,15.4
13.5,34.4,65.0,37.0,70.0,68.0,1,18.5
14.1,4.6,57.0,19.0,71.0,81.0,1,15.4
11.2,1.4,67.0,31.0,60.0,67.0,1,15.8
10.2,3.4,48.0,20.0,58.0,72.0,1,14.8
9.5,0.0,28.0,15.0,68.0,50.0,0,18.0
9.0,0.0,91.0,6.0,67.0,65.12857142857143,0,19.934872135503152
10.1,0.0,83.0,22.0,47.0,34.0,0,15.2
9.1,0.0,43.0,17.0,52.0,37.0,0,16.8
9.3,3.594902749832327,48.0,17.0,52.0,51.0,0,14.1
8.9,0.0,31.0,20.0,51.0,57.0,0,14.8
8.4,0.0,17.0,2.0,66.0,59.0,0,16.1
9.5,0.0,45.6908422459893,9.0,66.0,63.0,0,17.3
12.8,3.594902749832327,48.0,16.618351063829788,65.0,65.12857142857143,0,19.934872135503152
14.7,0.0,63.0,20.0,61.0,51.0,0,19.0
11.0,0.0,39.0,17.0,52.0,36.0,0,17.1
10.6,0.0,61.0,20.0,50.0,43.0,0,18.7
12.4,0.0,45.6908422459893,11.0,53.0,52.0,0,17.7
10.4,3.594902749832327,43.0,16.618351063829788,67.66190634340751,73.0,0,15.5
12.8,1.0,43.0,28.0,81.0,84.0,0,14.1
11.7,3.4,45.6908422459893,13.0,72.0,82.0,1,15.4
14.939471074380165,3.594902749832327,28.0,16.618351063829788,67.66190634340751,63.0,0,17.5
13.5,0.0,39.0,20.0,73.0,72.0,0,17.6
14.2,0.8,50.0,9.0,74.0,79.0,0,15.3
8.9,3.594902749832327,45.6908422459893,22.0,58.0,65.12857142857143,0,19.934872135503152
5.9,3.594902749832327,33.0,16.618351063829788,67.66190634340751,30.0,0,15.2
6.6,0.0,50.0,13.0,48.0,35.0,0,14.7
5.4,0.0,35.0,20.0,49.0,37.0,0,15.8
9.7,0.0,35.0,17.0,58.0,38.0,0,15.2
8.3,0.0,41.0,11.0,63.0,57.0,0,13.7
9.1,0.2,48.0,22.0,51.0,50.0,0,14.4
10.0,0.0,35.0,20.0,52.0,64.0,0,15.4
10.2,0.0,35.0,9.0,74.0,66.0,0,15.6
11.1,2.4,48.0,9.0,86.0,73.0,1,14.4
11.5,0.0,48.0,26.0,67.0,66.0,0,15.3
10.6,0.0,48.0,24.0,68.0,83.0,0,12.8
10.8,3.4,35.0,19.0,75.0,79.0,1,14.9
9.6,1.0,43.0,2.0,81.0,66.0,0,16.8
14.5,0.0,41.0,28.0,71.0,78.0,0,16.5
11.2,0.0,28.0,7.0,58.0,62.0,0,17.3
12.1,0.0,65.0,24.0,78.0,85.0,0,15.9
13.5,4.0,65.0,33.0,50.0,37.0,1,16.5
10.4,0.2,65.0,26.0,50.0,39.0,0,16.1
9.3,0.0,35.0,20.0,52.0,53.0,0,14.9
8.7,0.0,43.0,9.0,55.0,52.0,0,16.2
9.1,0.0,46.0,6.0,50.0,44.0,0,18.1
11.3,0.0,46.0,13.0,63.0,64.0,0,13.2
9.2,0.0,43.0,24.0,59.0,57.0,0,14.1
8.9,2.2,35.0,13.0,63.0,61.0,1,13.9
9.4,0.0,54.0,31.0,58.0,74.0,0,12.9
10.9,0.2,43.0,19.0,60.0,70.0,0,15.0
8.5,0.2,24.0,6.0,69.0,69.0,0,15.2
11.9,0.4,41.0,0.0,72.0,68.0,0,15.2
10.2,1.4,31.0,15.0,77.0,65.12857142857143,1,19.934872135503152
9.3,0.0,17.0,7.0,66.0,63.0,0,16.4
11.4,0.0,57.0,20.0,83.0,91.0,0,14.7
12.6,39.2,39.0,7.0,78.0,75.0,1,15.6
11.8,1.2,45.6908422459893,2.0,86.0,77.0,1,17.9
13.7,3.594902749832327,61.0,16.618351063829788,67.66190634340751,38.0,0,19.7
12.4,0.0,80.0,20.0,50.0,40.0,0,18.6
9.5,0.2,83.0,26.0,52.0,45.0,0,14.3
10.8,26.2,93.0,43.0,81.0,69.0,1,14.5
10.2,0.4,33.0,13.0,58.0,47.0,0,17.1
7.7,0.0,54.0,11.0,49.0,37.0,0,14.1
9.1,0.0,46.0,13.0,46.0,60.0,0,13.6
8.6,0.0,41.0,19.0,55.0,60.0,0,14.0
7.2,0.0,31.0,11.0,60.0,53.0,0,15.6
9.4,0.0,28.0,4.0,75.0,66.0,0,17.0
9.3,4.0,43.0,20.0,85.0,65.12857142857143,1,19.934872135503152
11.8,6.4,67.0,11.0,70.0,35.0,1,17.2
10.4,0.0,61.0,30.0,56.0,50.0,0,14.8
10.9,0.0,67.0,26.0,53.0,64.0,0,15.5
9.7,0.0,45.6908422459893,22.0,69.0,50.0,0,18.9
11.8,3.594902749832327,65.0,16.618351063829788,58.0,40.0,0,18.8
12.3,0.6,56.0,26.0,44.0,34.0,0,17.4
8.0,0.0,39.0,11.0,42.0,42.0,0,15.1
9.1,0.0,56.0,30.0,53.0,51.0,0,17.7
14.2,4.2,67.0,17.0,76.0,26.0,1,23.0
10.6,0.0,50.0,30.0,41.0,28.0,0,16.2
9.9,0.0,72.0,35.0,45.0,36.0,0,16.1
9.6,0.0,44.0,13.0,44.0,49.0,0,15.9
11.8,0.0,44.0,30.0,55.0,61.0,0,14.5
12.0,0.0,45.6908422459893,26.0,47.0,30.0,0,19.0
10.4,3.594902749832327,69.0,16.618351063829788,34.0,25.0,0,16.1
10.3,0.0,76.0,17.0,50.0,33.0,0,16.4
9.9,0.0,76.0,30.0,48.0,37.0,0,17.3
8.6,0.0,48.0,22.0,47.0,50.0,0,14.2
8.4,0.0,20.0,9.0,55.0,57.0,0,15.4
10.4,0.0,24.0,2.0,63.0,65.12857142857143,0,15.6
11.5,0.0,48.0,15.0,67.0,73.0,0,17.6
13.8,0.0,33.0,11.0,63.0,74.0,0,18.7
15.2,4.0,50.0,0.0,89.0,88.0,1,14.3
11.6,8.0,43.0,4.0,88.0,88.0,1,13.9
12.2,13.0,70.0,31.0,89.0,91.0,1,17.3
16.3,3.6,126.0,87.0,45.0,35.0,1,20.0
11.4,0.0,57.0,26.0,46.0,33.0,0,18.5
10.6,0.0,43.0,19.0,62.0,62.0,0,13.9
7.3,0.0,31.0,15.0,53.0,67.0,0,14.9
10.0,0.0,35.0,19.0,66.0,65.0,0,16.7
12.7,0.8,80.0,6.0,57.0,53.0,0,18.3
11.7,0.0,41.0,20.0,44.0,53.0,0,16.9
9.6,0.0,44.0,0.0,46.0,68.0,0,17.2
13.9,0.0,50.0,28.0,53.0,27.0,0,23.1
13.2,20.8,56.0,35.0,80.0,82.0,1,15.4
12.5,51.8,48.0,19.0,84.0,77.0,1,16.9
12.1,0.0,78.0,28.0,47.0,22.0,0,18.7
9.8,0.0,54.0,17.0,41.0,40.0,0,16.3
10.6,0.0,35.0,11.0,44.0,55.0,0,17.2
9.4,0.0,35.0,7.0,62.0,80.0,0,16.2
9.4,0.0,41.0,17.0,72.0,77.0,0,16.2
13.3,0.0,57.0,9.0,72.0,84.0,0,16.9
11.9,0.4,50.0,13.0,78.0,72.0,0,17.6
12.7,2.6,41.0,11.0,84.0,76.0,1,15.8
13.6,0.0,37.0,11.0,67.0,78.0,0,18.5
14.0,0.0,37.0,11.0,31.0,68.0,0,18.9
13.0,0.0,37.0,11.0,74.0,78.0,0,19.2
14.1,0.0,46.0,26.0,56.0,49.0,0,23.8
12.3,0.0,46.0,9.0,41.0,67.0,0,19.1
11.9,0.0,54.0,15.0,43.0,54.0,0,13.6
7.5,0.6,24.0,7.0,46.0,50.0,0,15.4
9.0,0.0,33.0,0.0,65.0,68.0,0,16.1
13.9,2.2,44.0,17.0,88.0,88.0,1,15.5
13.9,28.6,43.0,20.0,91.0,87.0,1,17.6
14.8,13.6,35.0,0.0,91.0,84.0,1,19.2
15.6,1.0,31.0,0.0,87.0,85.0,0,19.1
15.2,2.2,30.0,9.0,93.0,85.0,1,19.7
17.7,0.0,54.0,2.0,73.0,78.0,0,15.8
11.7,0.0,30.0,7.0,73.0,66.0,0,17.8
15.2,0.0,50.0,13.0,69.0,68.0,0,16.8
13.4,0.0,39.0,28.0,66.0,71.0,0,18.0
14.9,1.0,61.0,6.0,83.0,76.0,0,18.2
16.0,1.4,50.0,17.0,83.0,78.0,1,19.2
15.9,0.0,44.0,13.0,89.0,86.0,0,18.7
16.5,0.0,31.0,7.0,79.0,79.0,0,21.2
17.2,0.0,85.0,30.0,83.0,64.0,0,22.7
10.3,1.4,81.0,43.0,42.0,32.0,1,16.0
11.0,0.0,52.0,22.0,44.0,55.0,0,17.9
11.8,0.0,44.0,19.0,48.0,49.0,0,18.7
12.4,3.6,43.0,15.0,86.0,60.0,1,15.4
12.6,0.0,45.6908422459893,7.0,70.0,65.0,0,19.0
14.939471074380165,3.594902749832327,44.0,19.0,74.0,72.0,0,19.8
14.5,0.0,39.0,11.0,78.0,88.0,0,18.5
17.4,0.4,57.0,15.0,48.0,70.0,0,20.0
12.5,25.6,57.0,28.0,91.0,90.0,1,13.6
12.2,11.0,54.0,33.0,79.0,70.0,1,17.8
12.8,0.0,31.0,0.0,68.0,81.0,0,19.4
13.8,0.0,46.0,30.0,77.0,76.0,0,18.3
13.7,2.8,30.0,24.0,79.0,68.0,1,19.0
12.1,0.0,31.0,6.0,73.0,74.0,0,18.2
17.4,0.0,50.0,19.0,81.0,82.0,0,20.7
18.2,0.0,57.0,33.0,89.0,84.0,0,19.2
16.0,0.0,54.0,37.0,79.0,86.0,0,16.6
11.6,72.0,63.0,30.0,85.0,69.0,1,15.4
11.9,4.0,39.0,9.0,69.0,78.0,1,17.1
11.6,2.0,50.0,30.0,80.0,81.0,1,15.4
13.2,1.4,44.0,15.0,79.0,62.0,1,17.1
13.4,0.0,39.0,20.0,77.0,70.0,0,17.4
12.9,0.0,43.0,11.0,74.0,70.0,0,19.9
17.4,6.6,56.0,13.0,79.0,76.0,1,20.7
17.4,5.8,48.0,26.0,79.0,77.0,1,19.5
18.1,0.0,57.0,15.0,81.0,84.0,0,22.1
18.6,1.4,43.0,6.0,63.0,71.0,1,22.5
18.9,0.0,54.0,0.0,77.0,77.0,0,22.4
18.3,0.0,44.0,20.0,80.0,84.0,0,21.2
18.1,0.0,52.0,9.0,86.0,83.0,0,20.4
18.7,0.0,20.0,13.0,84.0,91.0,0,18.3
17.0,16.8,37.0,17.0,88.0,80.0,1,19.3
15.2,0.4,35.0,19.0,90.0,79.0,0,18.5
15.4,3.0,50.0,13.0,80.0,77.0,1,20.7
14.6,1.0,69.0,43.0,75.0,68.0,0,16.8
11.6,0.0,31.0,9.0,65.0,66.0,0,19.9
16.3,0.0,35.0,17.0,71.0,70.0,0,21.2
14.9,0.0,37.0,9.0,79.0,76.0,0,21.6
17.9,0.0,50.0,24.0,71.0,72.0,0,21.5
17.5,0.0,56.0,22.0,79.0,78.0,0,21.1
17.3,0.0,43.0,17.0,82.0,75.0,0,21.0
16.7,0.0,24.0,13.0,84.0,81.0,0,20.1
17.8,0.0,59.0,9.0,87.0,80.0,0,21.2
17.2,0.0,35.0,26.0,88.0,89.0,0,17.9
15.6,15.0,56.0,22.0,94.0,96.0,1,16.5
15.6,61.8,33.0,2.0,93.0,95.0,1,18.0
16.3,21.8,50.0,19.0,95.0,96.0,1,18.2
16.9,41.0,33.0,15.0,93.0,89.0,1,21.3
14.939471074380165,1.2,31.0,11.0,67.66190634340751,65.12857142857143,1,19.934872135503152
14.939471074380165,0.0,20.0,0.0,67.66190634340751,65.12857142857143,0,19.934872135503152
14.939471074380165,0.0,22.0,17.0,67.66190634340751,65.12857142857143,0,19.934872135503152
14.939471074380165,14.8,45.6908422459893,17.0,67.66190634340751,65.12857142857143,1,19.934872135503152
14.939471074380165,3.594902749832327,33.0,7.0,87.0,83.0,0,23.2
19.7,0.0,57.0,35.0,84.0,85.0,0,21.9
18.8,3.0,39.0,15.0,91.0,93.0,1,19.8
18.7,1.8,52.0,2.0,82.0,82.0,1,21.6
15.7,0.0,35.0,20.0,46.0,73.0,0,21.3
16.5,0.0,54.0,9.0,46.0,30.0,0,28.7
17.1,0.0,33.0,13.0,71.0,76.0,0,22.3
18.2,0.0,20.0,17.0,82.0,73.0,0,22.8
17.8,0.0,31.0,7.0,82.0,85.0,0,21.6
20.1,0.0,50.0,20.0,83.0,87.0,0,19.0
17.3,3.2,43.0,2.0,76.0,56.0,1,25.1
18.8,0.0,65.0,17.0,50.0,40.0,0,24.2
14.9,0.0,61.0,15.0,75.0,74.0,0,21.8
12.4,5.2,81.0,41.0,48.0,41.0,1,20.2
14.2,0.0,52.0,24.0,43.0,24.0,0,26.2
15.0,0.0,35.0,26.0,75.0,71.0,0,21.5
17.9,0.0,54.0,15.0,74.0,76.0,0,22.6
17.5,0.0,41.0,19.0,77.0,65.0,0,20.5
16.6,0.0,44.0,17.0,65.0,75.0,0,22.7
20.4,2.4,74.0,39.0,67.0,62.0,1,25.9
16.6,26.6,61.0,26.0,94.0,84.0,1,16.8
13.5,4.4,48.0,15.0,57.0,57.0,1,19.5
17.0,0.0,52.0,22.0,65.0,72.0,0,22.2
18.0,0.0,30.0,20.0,82.0,80.0,0,22.3
19.5,0.0,43.0,11.0,85.0,77.0,0,24.5
20.8,0.0,35.0,22.0,74.0,79.0,0,23.4
19.4,0.0,54.0,9.0,81.0,82.0,0,21.4
17.1,2.2,44.0,11.0,91.0,87.0,1,17.3
16.5,7.4,39.0,30.0,75.0,80.0,1,19.5
14.9,0.0,24.0,9.0,68.0,68.0,0,21.8
18.4,0.0,39.0,22.0,79.0,78.0,0,22.3
17.6,1.0,30.0,17.0,86.0,90.0,0,22.1
20.0,1.0,28.0,7.0,82.0,76.0,0,24.6
21.1,21.8,41.0,11.0,95.0,84.0,1,25.2
21.1,14.2,39.0,15.0,93.0,81.0,1,23.3
20.5,7.0,63.0,39.0,84.0,84.0,1,23.7
21.1,1.0,54.0,0.0,91.0,84.0,0,23.9
21.2,0.4,39.0,15.0,91.0,92.0,0,21.4
20.4,0.2,56.0,22.0,88.0,79.0,0,23.3
19.4,0.0,28.0,0.0,90.0,82.0,0,22.6
20.1,0.2,30.0,15.0,86.0,82.0,0,24.2
20.4,0.0,59.0,13.0,80.0,82.0,0,21.3
18.0,0.0,35.0,19.0,76.0,73.0,0,21.2
17.7,0.0,26.0,0.0,82.0,83.0,0,21.4
19.7,0.0,31.0,20.0,84.0,73.0,0,25.3
20.4,0.0,41.0,11.0,81.0,73.0,0,25.4
19.8,0.0,39.0,19.0,78.0,73.0,0,24.8
21.1,0.0,54.0,20.0,68.0,71.0,0,24.2
21.1,0.0,63.0,6.0,72.0,53.0,0,28.2
21.1,0.0,39.0,9.0,76.0,77.0,0,23.8
22.0,0.0,44.0,13.0,91.0,82.0,0,24.9
21.9,0.0,44.0,13.0,83.0,80.0,0,24.6
21.0,0.0,43.0,31.0,76.0,64.0,0,23.1
17.4,0.0,39.0,9.0,78.0,60.0,0,24.3
19.1,0.0,50.0,22.0,58.0,70.0,0,25.6
19.7,0.0,35.0,6.0,74.0,77.0,0,25.7
21.6,0.0,56.0,7.0,84.0,68.0,0,27.4
23.7,0.0,43.0,13.0,72.0,74.0,0,27.2
23.4,0.0,59.0,4.0,91.0,51.0,0,34.4
22.8,0.0,46.0,19.0,81.0,84.0,0,24.6
23.0,0.0,61.0,20.0,70.0,25.0,0,38.5
24.5,0.0,74.0,15.0,54.0,84.0,0,18.4
16.1,0.0,46.0,11.0,65.0,63.0,0,20.9
16.6,0.0,31.0,11.0,71.0,60.0,0,22.5
16.2,0.0,46.0,22.0,69.0,76.0,0,22.0
18.2,0.0,46.0,11.0,72.0,68.0,0,24.9
21.3,0.0,41.0,22.0,76.0,79.0,0,24.7
21.0,0.0,54.0,33.0,89.0,77.0,0,21.4
19.7,0.0,54.0,15.0,79.0,88.0,0,19.7
17.5,0.0,41.0,26.0,70.0,74.0,0,21.2
17.5,0.0,30.0,20.0,79.0,62.0,0,23.9
19.9,0.0,31.0,6.0,75.0,73.0,0,24.2
21.9,0.0,63.0,7.0,85.0,72.0,0,26.8
21.4,3.0,46.0,19.0,84.0,77.0,1,24.6
22.3,0.0,52.0,20.0,82.0,78.0,0,26.2
23.7,0.0,41.0,13.0,77.0,70.0,0,27.6
18.0,0.8,61.0,13.0,88.0,72.0,0,20.7
17.1,0.0,61.0,19.0,57.0,75.0,0,18.8
16.5,1.0,35.0,19.0,73.0,59.0,0,22.6
16.2,0.0,37.0,11.0,62.0,59.0,0,24.4
17.7,0.0,33.0,20.0,77.0,69.0,0,24.2
19.9,0.0,41.0,6.0,78.0,70.0,0,26.2
21.5,0.0,39.0,15.0,57.0,55.0,0,28.3
20.5,1.6,44.0,7.0,88.0,84.0,1,23.3
21.3,0.2,56.0,4.0,68.0,31.0,0,31.0
17.4,0.0,41.0,17.0,71.0,67.0,0,20.2
17.9,0.0,41.0,15.0,50.0,51.0,0,26.5
17.5,0.0,54.0,24.0,72.0,66.0,0,25.1
14.6,0.0,54.0,33.0,75.0,80.0,0,17.0
16.1,0.0,35.0,19.0,52.0,49.0,0,21.5
15.9,0.0,37.0,9.0,65.0,56.0,0,23.6
19.4,0.0,54.0,24.0,64.0,71.0,0,24.3
20.7,0.0,30.0,13.0,72.0,67.0,0,26.4
22.3,0.0,30.0,7.0,72.0,82.0,0,23.3
20.2,0.0,26.0,11.0,82.0,85.0,0,23.1
20.1,0.2,28.0,6.0,82.0,75.0,0,25.3
20.7,0.0,37.0,13.0,82.0,71.0,0,26.1
21.6,0.0,57.0,33.0,72.0,79.0,0,21.0
18.0,1.2,24.0,13.0,85.0,71.0,1,22.5
19.0,0.6,37.0,7.0,76.0,77.0,0,23.3
19.0,9.0,39.0,20.0,84.0,82.0,1,21.5
19.0,0.0,46.0,19.0,82.0,89.0,0,19.7
18.6,6.8,59.0,28.0,88.0,94.0,1,19.7
18.5,111.8,56.0,26.0,91.0,90.0,1,20.4
19.8,30.2,61.0,22.0,93.0,93.0,1,22.0
20.4,65.2,22.0,6.0,90.0,86.0,1,24.7
20.0,0.0,59.0,20.0,64.0,41.0,0,28.3
15.2,0.0,57.0,11.0,56.0,40.0,0,24.7
18.4,0.0,54.0,26.0,53.0,47.0,0,23.9
17.0,0.8,63.0,30.0,71.0,71.0,0,19.0
15.8,1.6,48.0,7.0,81.0,85.0,1,18.0
15.7,4.4,24.0,13.0,75.0,64.0,1,22.6
16.9,4.2,52.0,17.0,88.0,72.0,1,23.5
19.1,0.0,46.0,9.0,68.0,79.0,0,24.3
18.0,0.0,54.0,28.0,76.0,71.0,0,18.5
14.6,4.0,26.0,17.0,73.0,64.0,1,20.0
13.6,0.0,17.0,11.0,75.0,69.0,0,19.0
14.7,0.4,52.0,9.0,88.0,68.0,0,17.9
14.6,0.0,39.0,26.0,66.0,63.0,0,18.9
13.3,0.0,56.0,22.0,57.0,60.0,0,16.5
11.7,0.0,33.0,17.0,56.0,57.0,0,16.9
11.2,0.0,20.0,9.0,63.0,57.0,0,17.5
10.9,0.0,24.0,6.0,49.0,48.0,0,19.0
12.2,0.0,67.0,37.0,62.0,78.0,0,13.5
10.4,2.8,52.0,26.0,60.0,59.0,1,15.6
9.7,0.0,91.0,9.0,48.0,39.0,0,14.5
8.5,0.0,65.0,20.0,45.0,31.0,0,16.4
11.6,0.0,65.0,26.0,43.0,43.0,0,18.4
10.2,0.0,72.0,22.0,47.0,34.0,0,16.4
8.6,0.0,24.0,9.0,51.0,52.0,0,16.2
8.6,0.0,22.0,7.0,46.0,49.0,0,17.1
8.2,0.0,35.0,7.0,65.0,65.0,0,16.2
10.1,0.0,24.0,0.0,65.0,66.0,0,18.7
14.2,0.0,30.0,6.0,76.0,68.0,0,20.2
14.0,0.0,24.0,13.0,69.0,74.0,0,20.2
13.8,0.0,35.0,17.0,56.0,71.0,0,20.9
14.3,0.0,39.0,2.0,58.0,69.0,0,20.5
15.3,0.0,50.0,13.0,75.0,37.0,0,22.5
13.2,0.0,67.0,22.0,54.0,69.0,0,16.0
11.4,6.8,76.0,52.0,69.0,74.0,1,13.5
10.8,1.2,50.0,26.0,58.0,66.0,1,16.5
10.1,0.0,35.0,11.0,59.0,61.0,0,16.1
10.5,0.0,33.0,17.0,68.0,68.0,0,16.4
11.7,0.0,37.0,15.0,75.0,70.0,0,16.7
12.7,30.0,67.0,24.0,93.0,93.0,1,14.6
12.8,48.0,65.0,41.0,90.0,96.0,1,16.9
14.5,53.4,57.0,24.0,81.0,82.0,1,16.9
13.8,1.6,44.0,15.0,77.0,84.0,1,16.6
11.4,0.0,43.0,13.0,73.0,48.0,0,20.9
13.8,0.0,56.0,7.0,68.0,57.0,0,17.5
10.5,0.2,43.0,17.0,53.0,42.0,0,17.1
11.2,0.0,46.0,20.0,50.0,63.0,0,13.5
6.6,0.0,54.0,20.0,58.0,41.0,0,13.1
7.5,1.4,76.0,30.0,42.0,41.0,1,11.5
8.3,0.0,59.0,22.0,53.0,43.0,0,15.8
10.6,0.0,61.0,22.0,54.0,66.0,0,13.5
11.7,4.0,59.0,19.0,86.0,71.0,1,13.4
11.5,21.4,63.0,22.0,88.0,67.0,1,15.4
11.7,3.0,63.0,33.0,89.0,73.0,1,15.9
13.0,17.4,67.0,33.0,88.0,67.0,1,16.3
13.2,7.4,67.0,35.0,65.0,80.0,1,15.6
14.7,0.0,52.0,37.0,64.0,67.0,0,15.9
9.5,0.0,76.0,22.0,56.0,44.0,0,15.4
10.3,0.0,61.0,15.0,52.0,44.0,0,16.7
