Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Evaporation,Sunshine,Pressure9am,Pressure3pm,Temp9am
2.0,41.0,20.0,28.0,79.0,64.0,8.0,6.0,1,13.9,15.0,2.8,5.3,1017.8,1018.0,10.6
0.8,46.0,22.0,28.0,76.0,66.0,7.0,7.0,0,14.1,16.2,3.4,6.0,1021.8,1022.8,11.8
1.4,30.0,15.0,20.0,85.0,59.0,6.0,5.0,1,16.4,17.3,0.8,10.4,1028.2,1027.6,12.3
0.0,26.0,9.0,9.0,77.0,51.0,7.0,7.0,0,19.2,20.3,3.4,12.2,1028.9,1025.0,12.2
0.0,43.0,20.0,20.0,59.0,36.0,1.0,3.0,0,23.9,25.5,3.8,12.3,1020.8,1017.5,16.6
0.0,72.0,30.0,28.0,44.0,63.0,4.0,8.0,0,18.8,27.1,7.8,4.7,1012.5,1011.9,19.2
2.4,41.0,9.0,24.0,67.0,46.0,6.0,5.0,1,15.5,17.1,4.2,8.8,1020.9,1022.1,12.1
0.0,22.0,4.0,17.0,55.0,52.0,7.0,7.0,0,14.3,15.2,3.8,2.3,1025.3,1023.6,11.4
0.0,33.0,13.0,13.0,69.0,33.0,0.0,1.0,0,19.7,20.2,2.0,12.4,1022.0,1017.9,11.2
0.0,39.0,17.0,30.0,77.0,78.0,7.0,7.0,0,16.7,17.7,3.4,6.9,1016.4,1016.4,13.1
1.0,30.0,9.0,19.0,59.0,48.0,5.0,2.0,0,18.4,19.0,3.4,11.1,1021.9,1020.5,13.4
0.0,43.0,17.0,28.0,61.0,29.0,3.0,6.0,0,23.4,24.5,3.0,10.2,1018.1,1012.6,13.8
0.0,54.0,35.0,33.0,32.0,49.0,4.0,8.0,0,22.2,28.7,8.4,4.6,1005.9,1005.5,23.1
24.8,59.0,30.0,41.0,94.0,76.0,8.0,8.0,1,13.9,14.1,5.0,0.2,1011.3,1011.2,12.0
5.2,52.0,33.0,30.0,81.0,50.0,7.0,6.0,1,12.0,13.7,2.2,5.5,1015.2,1017.3,9.1
0.2,41.0,13.0,22.0,67.0,58.0,7.0,7.0,0,15.3,15.9,3.6,2.9,1020.7,1019.0,11.2
0.6,46.0,15.0,26.0,92.0,80.0,6.0,7.0,0,13.9,16.9,1.0,5.7,1020.0,1019.8,13.6
0.4,35.0,15.0,26.0,75.0,61.0,7.0,8.0,0,12.9,14.3,4.2,1.4,1024.1,1023.7,11.1
0.0,43.0,13.0,26.0,67.0,49.0,7.0,7.0,0,14.4,15.3,0.4,2.4,1027.6,1025.2,10.5
0.0,41.0,28.0,17.0,68.0,45.0,0.0,5.0,0,19.8,21.5,2.6,12.6,1024.0,1019.6,12.8
0.0,52.0,26.0,30.0,60.0,38.0,3.0,5.0,0,22.2,24.7,5.8,11.3,1018.6,1013.9,17.1
0.6,41.0,13.0,30.0,72.0,50.0,7.0,7.0,0,18.4,19.3,8.6,7.9,1009.0,1009.3,16.3
0.2,52.0,22.0,28.0,69.0,54.0,7.0,4.0,0,18.5,18.9,3.8,8.8,1013.1,1015.8,14.8
0.8,37.0,15.0,15.0,70.0,42.0,3.0,6.0,0,24.1,25.0,0.8,12.4,1023.0,1018.5,15.3
0.0,31.0,13.0,20.0,80.0,78.0,7.0,8.0,0,17.1,19.5,6.0,1.5,1017.6,1016.6,15.5
0.4,56.0,13.0,11.0,99.0,48.0,8.0,7.0,0,25.1,25.8,0.8,5.0,1011.5,1006.9,12.7
0.0,52.0,19.0,28.0,44.0,78.0,7.0,8.0,0,18.6,28.2,5.6,1.5,1001.2,1004.7,25.1
1.6,46.0,28.0,26.0,81.0,77.0,8.0,8.0,1,13.2,14.6,3.6,0.0,1015.9,1016.0,13.3
5.4,37.0,15.0,28.0,97.0,61.0,8.0,6.0,1,17.7,18.5,0.2,7.7,1017.4,1017.3,12.9
0.4,35.0,7.0,22.0,71.0,56.0,7.0,7.0,0,15.3,17.7,3.0,4.5,1018.2,1016.8,12.9
0.4,31.0,11.0,13.0,71.0,43.0,7.0,7.0,0,16.4,18.4,2.6,4.0,1018.7,1016.7,12.2
0.0,48.0,15.0,30.0,70.0,53.0,5.0,6.0,0,17.3,19.1,3.2,9.5,1017.9,1015.8,13.9
0.4,46.0,22.0,26.0,76.0,48.0,7.0,6.0,0,16.3,18.1,3.4,9.2,1018.0,1020.3,13.4
0.0,41.0,20.0,24.0,49.0,46.0,5.0,1.0,0,17.7,19.5,4.0,12.3,1026.9,1024.1,15.1
0.0,41.0,13.0,28.0,58.0,49.0,0.0,1.0,0,21.6,22.7,4.6,13.6,1025.2,1022.6,15.4
0.0,35.0,24.0,26.0,58.0,42.0,1.0,1.0,0,25.2,26.6,5.6,13.6,1023.2,1019.9,17.0
0.0,39.0,11.0,15.0,60.0,19.0,0.0,4.0,0,32.3,34.6,6.2,13.2,1018.6,1014.7,21.2
0.0,59.0,28.0,22.0,43.0,22.0,3.0,5.0,0,32.4,34.9,8.8,8.1,1015.5,1013.4,26.1
0.0,57.0,35.0,22.0,63.0,79.0,7.0,8.0,0,20.9,26.8,10.4,0.7,1013.2,1015.5,24.6
9.6,26.0,17.0,15.0,97.0,72.0,8.0,7.0,1,17.6,19.0,2.2,1.3,1018.5,1018.3,13.8
0.0,33.0,9.0,17.0,87.0,63.0,8.0,5.0,0,20.8,22.7,1.4,8.3,1016.6,1013.2,14.0
18.6,39.0,6.0,22.0,96.0,65.0,8.0,6.0,1,18.8,19.2,5.0,3.9,1011.9,1010.5,13.4
2.8,50.0,31.0,31.0,53.0,62.0,6.0,7.0,1,15.1,17.2,3.6,6.6,1019.1,1019.6,13.3
0.2,54.0,28.0,37.0,62.0,54.0,8.0,7.0,0,17.2,18.2,3.6,5.6,1021.7,1019.3,13.5
0.0,48.0,31.0,30.0,68.0,59.0,8.0,7.0,0,19.5,20.9,3.6,3.1,1018.9,1016.2,14.7
0.0,42.86646586345382,17.0,20.0,84.0,61.0,8.0,7.0,0,23.6,23.6,3.8,1.2,1015.1,1011.7,16.6
0.2,69.0,22.0,9.0,73.0,39.0,6.0,5.0,0,26.5,28.8,3.0,10.6,1012.4,1009.4,20.7
11.4,39.0,15.0,17.0,77.0,69.0,5.0,6.0,1,22.9,29.3,5.8,12.2,1010.5,1008.3,20.1
3.4,30.0,9.0,15.0,73.0,33.0,7.0,4.0,1,31.9,32.3,6.8,9.6,1009.6,1006.4,22.5
0.0,52.0,19.0,13.0,65.0,34.0,2.0,7.0,0,32.7,32.8,6.0,8.6,1010.5,1007.3,23.5
12.2,52.0,17.0,30.0,95.0,55.0,7.0,3.0,1,26.6,28.5,6.8,6.8,1009.5,1005.6,18.4
5.8,54.0,30.0,30.0,91.0,57.0,8.0,5.0,1,27.6,30.0,5.2,4.9,1000.4,999.3,21.2
11.4,70.0,33.0,28.0,96.0,60.0,8.0,5.0,1,19.7,20.8,6.2,6.3,1000.4,1004.6,16.1
1.6,56.0,15.0,31.0,82.0,53.0,7.0,7.0,1,21.0,23.2,4.0,8.4,1009.9,1007.8,17.4
1.6,61.0,39.0,39.0,84.0,42.0,7.0,6.0,1,17.3,17.8,5.2,10.0,1012.3,1010.0,10.2
3.4,69.0,22.0,33.0,90.0,93.0,7.0,6.0,1,16.1,19.1,4.8,5.1,1004.4,999.8,14.0
6.2,44.0,20.0,30.0,64.0,48.0,7.0,5.0,1,17.2,18.0,3.6,6.9,1006.6,1008.6,14.5
0.4,39.0,15.0,17.0,69.0,63.0,7.0,7.0,0,18.6,21.2,3.6,6.3,1015.4,1014.8,16.1
0.0,43.0,20.0,24.0,65.0,26.0,1.0,3.0,0,28.0,29.4,3.4,12.0,1013.0,1007.2,19.1
1.0,57.0,30.0,31.0,52.0,33.0,3.0,3.0,0,17.9,19.5,9.8,9.6,1005.4,1007.5,16.9
0.2,46.0,24.0,31.0,78.0,46.0,7.0,6.0,0,17.9,19.5,7.0,8.7,1009.6,1008.1,12.9
3.6,54.0,17.0,24.0,94.0,62.0,7.0,7.0,1,15.9,18.4,4.2,7.6,1001.3,1002.5,14.2
11.6,48.0,20.0,30.0,75.0,48.0,7.0,7.0,1,17.1,18.0,3.0,7.4,1004.4,1003.8,14.3
11.2,59.0,24.0,31.0,70.0,61.0,6.0,5.0,1,13.4,14.9,5.6,5.0,996.7,998.5,12.7
8.0,48.0,17.0,28.0,73.0,74.0,8.0,8.0,1,13.4,16.3,2.0,4.3,1009.7,1010.3,13.2
5.4,41.0,28.0,24.0,58.0,52.0,7.0,7.0,1,15.4,17.1,1.8,6.2,1014.5,1016.5,14.0
0.0,37.0,11.0,17.0,60.0,53.0,5.0,4.0,0,18.8,20.9,3.8,13.3,1019.5,1017.1,14.1
0.0,44.0,28.0,28.0,68.0,48.0,7.0,1.0,0,18.4,19.4,4.0,11.9,1024.0,1025.5,16.2
0.0,31.0,20.0,11.0,64.0,33.0,5.0,4.0,0,25.0,26.9,6.6,12.1,1024.4,1018.7,14.2
0.4,37.0,9.0,17.0,81.0,41.0,7.0,1.0,0,24.0,24.7,3.6,9.7,1013.0,1010.3,16.7
0.0,44.0,24.0,24.0,92.0,41.0,8.0,5.0,0,18.4,19.2,5.4,2.4,1011.9,1010.6,13.6
1.8,46.0,31.0,22.0,56.0,48.0,7.0,7.0,1,15.8,17.2,3.6,4.6,1015.9,1017.0,13.3
0.0,30.0,19.0,11.0,62.0,38.0,2.0,1.0,0,21.3,23.2,3.2,13.6,1018.3,1014.4,13.9
0.0,33.0,15.0,20.0,66.0,45.0,1.0,1.0,0,21.7,22.9,5.4,11.3,1014.8,1015.3,17.8
0.0,33.0,19.0,20.0,65.0,50.0,1.0,0.0,0,23.9,30.2,4.6,14.0,1017.9,1015.6,16.5
0.0,72.0,28.0,30.0,28.0,39.0,2.0,1.0,0,27.9,35.0,6.6,13.0,1005.2,1006.5,29.9
0.0,35.0,13.0,26.0,60.0,52.0,4.0,6.0,0,20.3,22.2,11.6,12.5,1013.5,1014.4,17.4
0.0,44.0,26.0,19.0,49.0,39.0,7.0,3.0,0,19.8,21.0,5.6,10.0,1018.5,1017.8,16.9
0.0,44.0,24.0,28.0,52.0,45.0,7.0,2.0,0,18.9,20.2,4.0,10.9,1019.3,1017.9,15.6
0.0,37.0,24.0,19.0,55.0,45.0,3.0,7.0,0,19.8,22.2,6.0,11.4,1015.0,1012.2,15.3
0.0,52.0,19.0,28.0,61.0,42.0,7.0,1.0,0,21.6,22.2,4.4,11.7,1012.0,1011.4,15.7
0.0,44.0,17.0,24.0,70.0,18.0,1.0,6.0,0,31.5,32.8,4.8,9.3,1009.9,1004.8,16.5
0.0,50.0,19.0,28.0,24.0,22.0,5.0,1.0,0,34.8,37.2,9.4,9.8,1005.2,1003.6,28.8
2.0,43.0,17.0,13.0,95.0,94.0,8.0,8.0,1,16.7,19.7,11.4,0.3,1009.0,1011.4,18.6
2.2,48.0,30.0,30.0,69.0,51.0,4.0,6.0,1,22.9,24.9,0.6,13.2,1019.0,1017.8,19.2
0.0,37.0,28.0,17.0,75.0,81.0,7.0,8.0,0,21.6,22.2,6.8,0.7,1015.5,1012.8,21.0
2.2,33.0,11.0,15.0,94.0,55.0,8.0,7.0,1,26.8,28.0,2.6,4.3,1011.0,1006.4,17.2
22.2,52.0,13.0,35.0,98.0,64.0,8.0,7.0,1,24.3,24.3,4.2,5.2,998.7,999.7,18.4
0.0,61.0,9.0,26.0,91.0,97.0,8.0,8.0,0,17.7,21.2,4.6,0.0,1006.2,1001.2,18.1
84.6,41.0,15.0,26.0,98.0,67.0,8.0,4.0,1,21.8,23.1,3.4370722433460075,8.2,1003.5,1004.7,16.9
0.2,33.0,9.0,17.0,91.0,49.0,6.0,1.0,0,25.3,26.2,3.4,11.6,1010.4,1009.8,16.3
0.0,41.0,13.0,28.0,73.0,52.0,6.0,2.0,0,21.4,22.3,5.4,11.9,1011.4,1009.7,16.7
0.0,46.0,30.0,24.0,66.0,56.0,4.0,7.0,0,17.5,19.0,6.0,4.9,1011.2,1011.1,16.5
1.0,31.0,7.0,15.0,85.0,55.0,8.0,7.0,0,18.0,19.2,3.2,0.9,1013.1,1011.9,14.0
0.0,33.0,9.0,15.0,63.0,56.0,7.0,6.0,0,20.2,21.6,3.4,6.9,1014.4,1013.3,15.4
0.0,35.0,15.0,19.0,72.0,25.0,2.0,1.0,0,29.6,31.0,2.8,12.7,1010.7,1007.4,17.8
0.0,48.0,31.0,33.0,83.0,58.0,8.0,3.0,0,21.2,22.4,8.8,9.8,1011.3,1013.6,17.6
0.0,41.0,28.0,28.0,64.0,55.0,3.0,0.0,0,22.0,23.0,5.4,13.2,1016.7,1014.7,17.1
0.0,31.0,9.0,13.0,79.0,51.0,4.0,5.0,0,26.4,27.2,5.0,10.9,1010.8,1006.4,19.2
2.0,41.0,26.0,19.0,69.0,44.0,5.0,2.0,1,20.0,20.6,6.2,11.4,1007.1,1007.7,15.0
0.0,35.0,11.0,19.0,65.0,53.0,7.0,7.0,0,20.1,21.5,4.8,3.6,1008.2,1008.1,16.1
5.2,30.0,13.0,15.0,72.0,46.0,4.0,5.0,1,22.8,24.1,3.0,12.4,1015.7,1016.2,17.5
0.0,41.0,13.0,26.0,84.0,51.0,2.0,3.0,0,22.5,23.4,5.8,12.7,1019.2,1020.1,17.3
0.0,33.0,9.0,19.0,67.0,49.0,5.0,0.0,0,22.4,23.5,5.0,13.1,1023.7,1021.7,16.1
0.0,33.0,11.0,13.0,70.0,33.0,1.0,5.0,0,29.2,30.4,5.8,13.2,1019.5,1016.9,16.1
0.0,56.0,24.0,33.0,23.0,10.0,1.0,1.0,0,39.2,39.6,8.4,13.2,1013.4,1012.1,27.8
0.0,28.0,11.0,15.0,75.0,41.0,2.0,7.0,0,31.5,34.1,10.6,6.6,1011.2,1008.9,21.6
0.0,48.0,17.0,30.0,73.0,73.0,1.0,7.0,0,19.0,24.6,6.6,8.7,1004.3,1010.1,22.0
0.0,33.0,15.0,22.0,72.0,47.0,1.0,2.0,0,27.2,28.7,5.0,12.8,1011.3,1009.1,16.9
0.0,33.0,22.0,15.0,63.0,46.0,3.0,1.0,0,26.1,26.2,5.2,11.7,1015.0,1012.7,18.1
0.0,37.0,7.0,24.0,70.0,60.0,7.0,6.0,0,25.5,29.6,5.6,8.3,1009.6,1006.8,20.0
0.0,65.0,17.0,33.0,76.0,94.0,7.0,8.0,0,13.8,17.5,5.4,0.8,1008.3,1009.4,16.3
3.8,43.0,20.0,24.0,59.0,36.0,4.0,4.0,1,18.2,19.4,1.6,13.0,1023.8,1027.6,13.8
0.0,39.0,9.0,19.0,59.0,44.0,1.0,1.0,0,19.6,21.1,4.6,11.3,1028.0,1025.9,14.6
0.0,41.0,22.0,22.0,57.0,48.0,5.0,1.0,0,21.7,22.6,5.2,11.0,1024.9,1022.9,16.6
0.0,31.0,22.0,13.0,66.0,41.0,6.0,7.0,0,23.5,26.3,5.4,5.7,1022.2,1019.6,15.6
0.0,35.0,6.0,19.0,76.0,33.0,7.0,7.0,0,30.8,31.4,3.0,1.0,1014.6,1010.5,19.5
3.6,44.0,13.0,28.0,97.0,75.0,8.0,7.0,1,19.2,19.8,2.8,0.6,1011.5,1014.4,18.4
0.0,35.0,26.0,20.0,58.0,46.0,5.0,3.0,0,19.3,20.5,2.4,11.5,1022.2,1021.2,15.3
0.0,37.0,11.0,22.0,72.0,48.0,7.0,5.0,0,20.9,21.6,5.4,6.8,1025.0,1024.1,15.5
0.0,37.0,24.0,19.0,74.0,46.0,7.0,1.0,0,24.7,26.0,4.0,11.6,1024.1,1021.3,15.7
0.0,30.0,9.0,20.0,79.0,34.0,6.0,7.0,0,31.5,32.8,4.6,12.6,1019.4,1015.9,19.5
0.0,65.0,19.0,13.0,59.0,80.0,3.0,7.0,0,22.4,30.6,8.0,8.7,1015.1,1011.8,24.0
4.4,35.0,13.0,20.0,100.0,73.0,8.0,7.0,1,22.1,23.9,2.6,3.5,1014.5,1014.1,17.7
0.0,44.0,24.0,15.0,87.0,92.0,8.0,8.0,0,19.2,20.4,2.6,0.0,1013.4,1009.5,17.5
40.4,56.0,30.0,20.0,92.0,71.0,8.0,7.0,1,19.5,21.6,3.0,3.6,1003.4,1007.8,17.2
0.6,52.0,22.0,28.0,65.0,44.0,7.0,6.0,0,16.8,18.2,2.4,9.9,1013.3,1016.9,14.6
0.4,46.0,15.0,28.0,76.0,57.0,7.0,7.0,0,16.5,18.3,5.0,3.9,1021.9,1023.6,13.7
0.0,37.0,9.0,24.0,70.0,58.0,7.0,4.0,0,19.2,20.5,3.4,7.7,1027.4,1025.7,14.6
0.0,35.0,19.0,19.0,78.0,55.0,3.0,1.0,0,25.3,25.7,3.8,11.9,1025.6,1021.8,14.3
0.0,37.0,11.0,9.0,99.0,49.0,7.0,7.0,0,26.6,28.2,4.0,8.8,1019.7,1015.4,12.8
0.0,31.0,19.0,9.0,77.0,41.0,2.0,3.0,0,26.8,28.5,3.6,12.2,1015.4,1011.8,16.5
0.0,26.0,6.0,17.0,89.0,42.0,7.0,8.0,0,26.5,28.0,5.2,0.9,1009.8,1008.0,17.2
1.6,33.0,17.0,24.0,84.0,62.0,7.0,5.0,1,21.2,22.1,2.4,7.2,1011.4,1010.4,16.3
0.0,35.0,19.0,24.0,80.0,65.0,7.0,7.0,0,18.7,20.7,4.0,2.8,1010.2,1008.4,15.9
1.0,52.0,30.0,30.0,65.0,35.0,5.0,3.0,0,17.1,17.9,3.6,10.7,1014.5,1017.7,14.8
0.0,35.0,9.0,20.0,76.0,60.0,7.0,8.0,0,15.3,16.1,3.8,6.51116673084328,1019.5,1017.6,12.1
0.0,41.0,13.0,24.0,74.0,52.0,3.0,8.0,0,17.1,18.7,3.4370722433460075,6.51116673084328,1015.9,1015.9,15.3
0.0,37.0,19.0,22.0,53.0,62.0,7.0,7.0,0,14.9,18.0,8.0,6.51116673084328,1018.2,1019.6,14.7
0.0,39.0,20.0,19.0,52.0,36.0,3.0,0.0,0,19.2,20.5,1.4,10.5,1024.4,1021.9,13.1
0.0,39.0,17.0,22.0,68.0,31.0,0.0,1.0,0,29.1,30.8,4.6,11.1,1021.0,1017.3,16.0
0.0,56.0,30.0,31.0,40.0,23.0,1.0,5.0,0,32.5,34.2,9.0,9.4,1015.1,1010.6,22.7
0.0,35.0,20.0,13.0,59.0,80.0,7.0,8.0,0,22.2,22.7,10.2,0.0,1008.7,1008.2,22.3
0.8,35.0,17.0,24.0,91.0,83.0,8.0,8.0,0,16.3,17.7,1.2,0.0,1013.1,1012.9,14.6
1.0,37.0,17.0,22.0,75.0,61.0,7.0,7.0,0,18.3,18.8,1.2,2.0,1017.0,1016.6,14.6
0.2,37.0,15.0,7.0,84.0,54.0,7.0,1.0,0,23.9,26.4,3.0,6.9,1017.5,1014.9,16.0
0.0,35.0,11.0,17.0,82.0,38.0,1.0,4.0,0,29.3,29.9,4.0,11.4,1015.6,1013.9,19.3
0.0,39.0,15.0,22.0,99.0,69.0,7.0,7.0,0,19.9,22.5,6.0,3.0,1018.1,1019.5,16.2
0.0,37.0,9.0,15.0,88.0,44.0,1.0,1.0,0,22.3,22.9,3.2,10.5,1025.9,1022.2,12.8
0.0,35.0,4.0,24.0,92.0,56.0,1.0,7.0,0,20.0,23.3,3.8,10.0,1020.2,1019.3,12.3
0.0,39.0,9.0,22.0,78.0,52.0,3.0,7.0,0,18.4,20.4,3.6,8.4,1023.9,1022.5,14.4
0.0,37.0,9.0,24.0,75.0,43.0,7.0,1.0,0,19.5,19.9,3.4,9.6,1024.4,1021.9,12.1
0.0,37.0,22.0,28.0,62.0,46.0,7.0,1.0,0,19.9,20.5,3.0,9.0,1020.2,1016.8,14.2
0.0,39.0,24.0,19.0,71.0,40.0,7.0,1.0,0,22.1,23.2,4.6,9.2,1016.3,1011.7,13.4
0.0,35.0,17.0,19.0,79.0,34.0,3.0,7.0,0,28.5,28.7,4.8,6.8,1008.7,1005.4,17.6
31.6,41.0,15.0,13.0,99.0,93.0,7.0,7.0,1,19.4,20.4,2.6,0.0,1005.8,1005.1,17.6
3.6,46.0,22.0,30.0,96.0,91.0,8.0,7.0,1,16.1,18.0,0.8,4.4,1005.3,1004.7,15.5
3.6,35.0,17.0,19.0,97.0,94.0,8.0,7.0,1,16.8,19.2,0.6,2.2,1001.3,999.6,14.4
11.0,57.0,30.0,33.0,93.0,73.0,8.0,7.0,1,16.9,17.1,0.6,3.2,1008.2,1010.7,15.1
1.8,41.0,20.0,28.0,61.0,58.0,7.0,7.0,1,16.3,17.2,1.8,3.0,1020.2,1022.2,14.4
0.2,37.0,11.0,22.433993399339933,86.0,57.32904290429043,7.0,7.0,0,18.176276771004943,18.2,3.6,3.7,1027.6,1016.375848434926,13.2
0.4,28.0,11.0,15.0,92.0,69.0,7.0,8.0,0,16.7,17.1,1.0,0.0,1028.0,1026.2,13.5
0.0,26.0,13.0,9.0,86.0,58.0,1.0,3.0,0,22.0,22.7,2.6,10.3,1026.7,1023.4,12.7
0.0,30.0,13.0,15.0,84.0,64.0,2.0,3.0,0,22.5,25.0,2.4,10.5,1020.0,1017.7,15.0
1.0,48.0,17.0,28.0,96.0,53.0,8.0,7.0,0,15.2,17.6,3.6,5.7,1020.5,1022.7,13.5
0.4,28.0,7.0,15.0,84.0,50.0,1.0,6.0,0,17.2,17.8,1.8,10.0,1029.7,1028.0,11.5
21.0,26.0,0.0,15.0,97.0,67.0,7.0,5.0,1,16.7,18.0,0.4,5.6,1019.7,1018.0,14.1
0.2,19.0,0.0,11.0,96.0,84.0,1.0,7.0,0,14.3,16.9,1.8,4.8,1020.3,1019.0,11.2
0.0,35.0,9.0,22.433993399339933,70.0,57.32904290429043,1.0,7.0,0,18.176276771004943,16.8,0.4,7.2,1021.5,1016.375848434926,13.7
0.6,41.0,9.0,20.0,89.0,80.0,7.0,6.0,0,14.5,16.0,2.0,3.9,1023.1,1023.5,12.8
0.2,19.0,11.0,7.0,68.0,61.0,7.0,8.0,0,12.5,13.1,0.8,0.0,1028.9,1027.1,11.7
0.0,24.0,9.0,9.0,76.0,63.0,8.0,7.0,0,12.5,13.2,1.2,0.1,1026.3,1022.9,9.1
0.0,22.0,2.0,9.0,80.0,64.0,7.0,7.0,0,13.7,14.6,1.0,0.8,1018.7,1016.2,9.9
3.8,41.0,11.0,20.0,93.0,72.0,7.0,7.0,1,13.3,15.9,1.6,2.7,1017.9,1019.0,14.2
1.6,35.0,9.0,24.0,82.0,62.0,5.0,2.0,1,13.2,14.5,1.0,6.4,1025.5,1023.2,10.4
0.4,48.0,11.0,19.0,83.0,86.0,8.0,8.0,0,11.8,14.2,1.6,0.7,1020.8,1014.1,9.3
11.2,39.0,24.0,17.0,90.0,91.0,8.0,7.0,1,12.3,13.7,1.2,0.6,1014.6,1011.6,8.7
12.0,48.0,20.0,22.0,91.0,88.0,7.0,7.0,1,12.6,15.2,0.2,3.6,1014.8,1014.5,13.7
3.0,56.0,24.0,35.0,88.0,52.0,6.0,2.0,1,12.7,14.7,0.4,4.4,1016.1,1017.3,13.5
0.8,39.0,15.0,15.0,69.0,66.0,8.0,7.0,0,12.9,14.3,1.8,1.9,1027.5,1028.3,10.9
0.0,28.0,9.0,19.0,67.0,63.0,3.0,8.0,0,12.8,14.4,0.8,1.2,1033.4,1032.8,12.6
0.0,28.0,9.0,13.0,81.0,71.0,8.0,8.0,0,13.1,13.6,2.2,0.0,1033.2,1031.2,10.6
0.0,35.0,11.0,13.0,69.0,54.0,7.0,7.0,0,13.6,14.8,0.4,3.0,1031.7,1028.2,12.1
0.0,48.0,20.0,20.0,70.0,61.0,7.0,7.0,0,14.3,14.8,2.6,1.6,1027.2,1024.6,9.6
0.0,35.0,24.0,17.0,57.0,56.0,7.0,7.0,0,16.0,16.6,1.6,1.1,1025.8,1023.9,12.1
0.0,30.0,11.0,17.0,58.0,35.0,7.0,1.0,0,20.5,20.7,2.4,6.0,1023.4,1019.1,12.6
0.0,39.0,20.0,17.0,57.0,48.0,8.0,8.0,0,20.4,22.2,3.6,7.1,1015.7,1012.2,13.8
5.4,41.0,22.0,11.0,92.0,68.0,7.0,7.0,1,16.2,18.1,3.8,2.9,1004.5,1000.8,13.5
5.8,44.0,24.0,22.0,94.0,96.0,7.0,8.0,1,11.6,12.8,1.4,0.1,1005.6,1006.6,11.3
12.6,57.0,30.0,30.0,70.0,79.0,7.0,7.0,1,10.4,12.5,0.8,3.7,1016.9,1018.9,10.3
1.4,31.0,7.0,13.0,80.0,81.0,7.0,8.0,1,11.0,13.3,0.8,0.6,1024.3,1023.3,9.8
0.4,41.0,13.0,20.0,89.0,66.0,2.0,3.0,0,13.7,14.7,0.8,6.9,1023.0,1021.3,11.6
1.2,28.0,9.0,15.0,90.0,72.0,6.0,6.0,1,14.2,14.5,0.8,4.3,1023.5,1022.0,10.9
0.6,17.0,2.0,7.0,99.0,86.0,7.0,7.0,0,11.9,14.5,1.0,1.4,1025.6,1023.8,9.6
0.2,15.0,0.0,7.0,97.0,77.0,6.0,6.0,0,12.8,13.5,1.0,2.3,1027.2,1025.6,9.3
0.2,20.0,4.0,11.0,89.0,65.0,6.0,7.0,0,13.3,14.5,0.6,3.4,1029.1,1026.9,10.5
0.0,24.0,9.0,11.0,99.0,74.0,5.0,7.0,0,12.4,13.6,0.6,6.4,1025.5,1023.6,5.3
0.2,24.0,11.0,11.0,89.0,60.0,5.0,1.0,0,15.0,15.5,1.0,9.4,1026.2,1024.5,6.3
0.2,41.0,15.0,19.0,82.0,60.0,7.0,1.0,0,18.1,18.8,1.2,7.9,1022.5,1017.6,12.0
1.8,48.0,13.0,7.0,92.0,72.0,3.0,8.0,1,14.0,15.4,1.6,4.1,1015.2,1013.7,12.4
1.6,37.0,11.0,22.0,88.0,61.0,1.0,5.0,1,13.8,15.0,1.8,7.6,1016.0,1015.6,9.9
1.2,69.0,28.0,24.0,93.0,93.0,5.0,7.0,1,10.0,14.7,2.0,4.5,1011.7,1009.7,9.9
7.8,28.0,9.0,9.0,83.0,78.0,1.0,7.0,1,10.0,11.4,2.2,4.1,1020.4,1018.7,6.6
4.2,59.0,24.0,24.0,62.0,65.0,2.0,3.0,1,9.7,12.1,0.4,6.3,1017.1,1018.9,9.3
2.0,56.0,11.0,24.0,75.0,71.0,1.0,3.0,1,9.8,12.1,1.4,7.3,1025.3,1025.3,8.1
0.2,52.0,30.0,22.0,92.0,89.0,7.0,7.0,0,11.7,13.1,0.6,3.6,1026.8,1025.6,10.7
1.6,37.0,15.0,15.0,71.0,81.0,8.0,6.0,1,11.3,12.6,1.0,0.1,1028.1,1028.1,11.0
0.2,28.0,0.0,15.0,84.0,81.0,7.0,8.0,0,12.1,13.5,0.8,1.2,1032.8,1031.5,9.8
1.0,39.0,15.0,28.0,83.0,69.0,2.0,3.0,0,12.2,14.5,0.8,6.8,1033.1,1031.0,12.0
0.0,24.0,9.0,13.0,86.0,70.0,3.0,7.0,0,12.9,13.2,1.4,3.9,1030.9,1028.4,8.2
0.2,30.0,9.0,17.0,97.0,74.0,7.0,5.0,0,12.4,14.3,1.0,4.1,1030.3,1028.0,9.0
0.2,24.0,13.0,11.0,91.0,65.0,1.0,6.0,0,12.9,13.8,1.2,8.6,1028.1,1025.2,5.5
0.2,41.0,17.0,19.0,80.0,61.0,7.0,7.0,0,11.7,12.1,0.8,0.6,1018.6,1012.0,7.9
10.8,54.0,33.0,26.0,79.0,64.0,5.0,6.0,1,13.1,13.3,1.0,5.3,1012.7,1013.7,9.8
2.6,35.0,19.0,26.0,93.0,92.0,6.0,6.0,1,12.9,15.4,1.2,5.0,1016.5,1015.6,12.5
2.6,52.0,22.0,13.0,95.0,97.0,8.0,8.0,1,11.7,14.8,1.8,1.0,1010.0,1007.3,11.7
