MinTemp,Rainfall,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine
20.0,1.2,95.0,75.0,8.0,7.0,1,25.6,26.4,0.3
20.7,0.0,78.0,51.0,7.0,7.0,0,30.0,30.6,1.6
20.7,2.8,98.0,92.0,8.0,8.0,1,24.5,25.4,1.0
20.0,15.4,92.0,95.0,8.0,8.0,1,20.3,22.4,0.0
18.8,1.6,71.0,60.0,7.0,7.0,1,23.7,25.0,1.9
13.3,0.0,73.0,51.0,0.0,1.0,0,29.6,30.4,13.1
18.9,0.0,72.0,72.0,4.0,3.0,0,26.8,28.4,8.5
21.0,0.0,77.0,75.0,7.0,6.0,0,25.5,26.2,4.0
20.7,0.0,73.0,61.0,7.0,5.0,0,25.4,27.0,8.1
17.1,0.0,81.0,37.0,2.0,3.0,0,34.8,35.4,12.1
19.7,0.0,54.0,70.0,2.0,1.0,0,27.8,33.8,11.4
22.0,0.0,91.0,78.0,8.0,7.0,0,23.8,25.7,0.1
19.8,0.0,78.0,51.0,3.0,1.0,0,34.7,35.9,12.4
22.5,0.0,70.0,78.0,1.0,7.0,0,26.3,29.2,8.0
20.1,14.6,89.0,88.0,8.0,8.0,1,21.4,25.8,2.0
20.1,0.0,88.0,81.0,6.0,7.0,0,24.1,25.9,2.4
16.2,0.8,75.0,59.0,6.0,5.0,0,26.4,27.4,5.0
18.4,3.2,74.0,71.0,0.0,5.0,1,25.6,35.9,11.4
17.5,0.2,39.0,17.0,0.0,2.0,0,28.4,29.6,12.7
10.5,0.0,39.0,36.0,1.0,2.0,0,23.7,25.3,12.9
14.2,0.0,33.0,15.0,0.0,0.0,0,32.6,33.7,13.3
13.2,0.0,49.0,45.0,0.0,1.0,0,32.8,34.1,12.9
16.8,0.0,74.0,21.0,3.0,1.0,0,38.5,39.8,11.6
20.2,0.0,37.0,10.0,1.0,2.0,0,41.8,42.2,12.8
21.4,0.0,70.0,68.0,7.0,5.0,0,24.8,26.5,2.6
21.4,0.2,92.0,69.0,8.0,5.0,0,28.0,28.7,5.5
21.4,6.2,91.0,52.0,5.0,1.0,1,35.4,36.7,10.1
23.2,1.6,95.0,77.0,8.0,7.0,1,25.6,26.9,2.9
21.3,1.2,91.0,75.0,7.0,7.0,1,27.2,27.9,3.8
18.3,5.2,77.0,63.0,2.0,2.0,1,27.0,30.3,11.2
20.5,2.8,88.0,86.0,7.0,6.0,1,24.2,27.9,8.5
21.5,0.8,94.0,65.0,7.0,8.0,0,27.3,28.7,6.0
17.7,1.2,69.0,59.0,6.0,7.0,1,27.4,28.9,9.5
19.9,0.0,54.0,74.0,5.0,5.0,0,24.1,27.9,6.4
21.6,3.8,80.0,64.0,3.0,3.0,1,27.1,27.8,9.2
21.7,12.8,91.0,77.0,7.0,7.0,1,26.4,28.7,4.6
22.6,2.8,84.0,67.0,7.0,6.0,1,28.3,30.8,4.9
20.5,0.4,88.0,92.0,7.0,7.0,0,24.7,28.0,3.0
21.6,3.8,91.0,80.0,7.0,6.0,1,25.7,26.4,0.8
20.2,1.4,82.0,66.0,5.0,3.0,1,28.1,29.1,11.7
17.8,0.0,83.0,64.0,6.0,5.0,0,27.5,28.7,9.3
18.2,0.0,71.0,53.0,1.0,1.0,0,30.4,32.0,10.8
16.6,0.0,77.0,49.0,2.0,3.0,0,30.8,31.2,10.4
18.7,0.0,66.0,32.0,5.0,2.0,0,37.0,37.5,11.2
21.8,0.0,78.0,63.0,6.0,3.0,0,28.6,29.4,7.9
21.6,2.4,89.0,71.0,2.0,7.0,1,28.7,31.5,3.8
22.0,3.6,95.0,66.0,7.0,4.0,1,28.1,31.1,3.8
18.2,0.0,56.0,62.0,2.0,3.0,0,25.3,26.1,8.2
19.3,0.0,69.0,63.0,5.0,3.0,0,24.7,25.4,3.9
19.7,0.0,48.0,50.0,6.0,4.0,0,24.4,26.2,7.2
19.4,0.2,83.0,56.0,8.0,7.0,0,24.3,25.7,0.8
14.0,0.0,74.0,49.0,1.0,2.0,0,27.9,30.4,11.3
16.3,0.0,78.0,25.0,1.0,1.0,0,34.3,35.2,12.1
18.0,0.0,62.0,24.0,0.0,2.0,0,36.0,37.3,11.5
20.4,0.0,53.0,74.0,3.0,8.0,0,23.8,33.4,6.3
20.8,0.0,56.0,52.0,8.0,8.0,0,23.9,25.4,0.3
13.4,0.0,51.0,48.0,2.0,2.0,0,24.8,26.5,10.9
13.7,1.4,87.0,52.0,6.0,6.0,1,26.2,27.3,8.6
16.3,0.0,68.0,50.0,2.0,2.0,0,29.7,30.8,10.6
14.9,0.0,82.0,40.0,6.0,8.0,0,30.3,31.0,7.1
18.2,31.6,85.0,96.0,7.0,8.0,1,18.8,21.5,0.0
17.4,4.2,70.0,56.0,8.0,8.0,1,21.5,23.6,0.1
17.2,0.0,69.0,65.0,6.0,6.0,0,22.4,24.6,2.9
18.3,1.6,77.0,55.0,5.0,7.0,1,26.8,27.4,10.1
19.0,0.0,71.0,54.0,6.0,7.0,0,27.2,28.5,3.9
20.9,11.4,95.0,89.0,6.0,7.0,1,23.6,29.3,3.5
21.3,9.6,72.0,57.0,4.0,6.0,1,27.9,29.3,6.0
21.9,0.4,72.0,45.0,7.0,5.0,0,32.3,33.5,7.8
15.8,0.0,53.0,25.0,1.0,2.0,0,29.9,31.0,11.6
14.3,0.0,59.0,93.0,2.0,7.0,0,21.3,25.2,5.6
18.6,7.4,55.0,47.0,7.0,3.0,1,23.8,24.9,7.153062730627306
16.4,3.591108499804152,61.0,51.0,8.0,1.0,0,24.0,25.7,7.153062730627306
17.2,19.4,80.0,72.0,6.0,6.0,1,20.5,23.2,7.153062730627306
16.9,16.2,91.0,63.0,7.0,6.0,1,23.0,24.1,3.3
16.4,0.0,87.0,59.0,7.0,7.0,0,24.2,25.3,3.3
11.9,0.0,94.0,57.0,3.0,2.0,0,24.2,25.9,9.1
13.1,0.0,84.0,52.0,1.0,1.0,0,24.8,26.1,11.0
11.0,0.0,92.0,52.0,2.0,3.0,0,26.9,27.5,10.0
13.4,0.0,84.0,37.0,6.0,3.0,0,30.3,30.8,10.9
13.5,0.0,72.0,42.0,3.0,1.0,0,30.1,31.9,10.7
14.4,0.0,80.0,29.0,4.0,6.0,0,32.8,33.5,10.5
20.4,0.0,69.0,57.0,7.0,2.0,0,25.2,26.7,7.8
14.9,0.0,84.0,57.0,1.0,2.0,0,27.0,27.8,9.6
13.6,0.0,96.0,63.0,7.0,3.0,0,25.9,26.7,8.5
18.1,0.0,74.0,64.0,7.0,1.0,0,25.8,26.3,6.2
15.0,0.0,91.0,27.0,1.0,1.0,0,33.2,34.0,9.9
18.1,0.0,74.0,75.0,5.0,3.0,0,25.6,28.0,9.6
15.1,0.0,93.0,47.0,2.0,2.0,0,30.2,31.6,10.2
19.7,0.0,76.0,53.0,7.0,7.0,0,28.2,31.5,2.8
18.8,1.4,94.0,93.0,7.0,7.0,1,21.0,22.5,0.2
18.4,48.4,95.0,64.0,7.0,7.0,1,22.7,24.0,0.9
15.0,0.2,81.0,59.0,6.0,2.0,0,23.4,24.5,8.3
14.4,0.0,89.0,55.0,6.0,2.0,0,22.5,24.0,8.6
13.0,0.2,87.0,50.0,2.0,3.0,0,23.2,24.2,9.4
15.4,2.4,78.0,54.0,3.0,5.0,1,22.0,22.8,5.9
15.5,1.6,92.0,60.0,8.0,7.0,1,21.6,22.7,6.1
11.8,0.0,84.0,66.0,7.0,7.0,0,23.1,25.5,4.0
17.6,2.8,98.0,84.0,8.0,7.0,1,22.6,22.9,0.1
18.3,3.2,81.0,38.0,8.0,3.0,1,28.5,29.1,7.0
15.6,0.4,80.0,57.0,1.0,7.0,0,22.6,24.0,9.6
12.5,0.0,71.0,31.0,3.0,3.0,0,27.2,28.4,9.6
13.6,0.0,68.0,38.0,7.0,6.0,0,27.3,29.0,5.5
12.4,0.0,38.0,26.0,2.0,4.0,0,23.2,24.1,9.4
9.3,0.0,50.0,52.0,0.0,1.0,0,21.2,23.0,10.9
9.7,0.0,74.0,52.0,1.0,1.0,0,22.8,24.7,10.6
9.0,0.0,67.0,30.0,6.0,2.0,0,24.8,25.2,9.7
10.5,0.0,80.0,71.0,2.0,5.0,0,22.0,22.7,5.6
12.2,0.2,85.0,72.0,1.0,1.0,0,23.3,24.7,9.7
12.4,0.0,87.0,75.0,2.0,5.0,0,22.8,24.8,6.2
13.1,0.2,91.0,66.0,1.0,2.0,0,24.1,25.4,8.7
13.2,0.0,79.0,63.0,6.0,5.0,0,24.0,25.4,8.8
11.0,0.2,76.0,62.0,1.0,2.0,0,24.3,25.4,10.2
11.6,0.0,83.0,61.0,1.0,2.0,0,25.8,28.1,10.3
10.5,0.0,63.0,28.0,0.0,1.0,0,29.7,30.0,9.8
13.9,0.0,75.0,46.0,8.0,7.0,0,26.0,27.1,3.1
17.9,4.2,96.0,90.0,8.0,5.0,1,17.6,19.3,0.8
11.8,10.4,55.0,52.0,2.0,4.0,1,19.6,21.2,7.4
6.2,0.0,75.0,37.0,5.0,7.0,0,21.6,22.7,6.2
8.4,0.0,54.0,28.0,0.0,0.0,0,23.9,24.3,10.7
12.1,0.0,49.0,30.0,1.0,0.0,0,24.4,25.0,10.4
10.4,0.0,61.0,98.0,2.0,7.0,0,16.7,23.3,5.6
15.7,14.6,97.0,77.0,7.0,2.0,1,20.1,20.8,3.4
10.9,0.4,71.77374208597135,41.0,8.0,1.0,0,25.8,26.1,6.1
11.6,0.0,84.0,65.0,4.0,6.0,0,23.1,24.9,4.6
11.3,0.0,83.0,67.0,3.0,7.0,0,21.3,24.0,4.6
9.5,0.0,73.0,50.0,3.0,3.0,0,23.3,26.4,8.9
8.0,0.0,57.0,33.0,2.0,0.0,0,19.8,20.2,9.5
6.5,0.0,63.0,48.0,1.0,1.0,0,20.2,21.5,9.3
6.5,0.0,71.0,39.0,1.0,1.0,0,22.1,22.8,10.4
6.3,0.0,73.0,49.0,1.0,1.0,0,21.7,23.1,9.6
7.6,0.0,92.0,63.0,2.0,2.0,0,22.1,24.1,8.8
8.6,0.0,81.0,29.0,1.0,1.0,0,25.9,26.9,8.7
4.7,0.0,42.0,26.0,0.0,1.0,0,17.6,18.2,10.2
6.2,0.0,48.0,33.0,1.0,1.0,0,19.9,20.5,9.9
6.7,0.0,62.0,37.0,1.0,1.0,0,19.2,19.9,9.8
7.3,0.0,61.0,53.0,0.0,2.0,0,20.0,21.5,9.1
8.3,1.0,73.0,77.0,2.0,6.0,0,18.0,19.8,3.9
9.8,1.8,98.0,84.0,7.0,8.0,1,14.6,16.0,0.0
11.5,20.2,99.0,75.0,7.0,7.0,1,16.8,16.8,0.8
10.2,7.2,90.0,70.0,7.0,6.0,1,18.1,19.9,2.8
9.1,6.8,91.0,66.0,7.0,7.0,1,19.1,19.8,5.2
9.7,0.0,89.0,72.0,4.0,7.0,0,16.9,21.3,5.8
11.7,9.2,95.0,93.0,7.0,7.0,1,15.1,15.9,0.3
8.6,13.6,85.0,69.0,3.0,3.0,1,17.8,19.2,6.7
8.2,0.0,96.0,68.0,6.0,7.0,0,19.0,20.8,3.4
12.4,8.6,99.0,82.0,8.0,5.0,1,18.1,19.3,1.7
12.1,2.6,93.0,90.0,7.0,8.0,1,15.7,19.4,1.3
14.3,24.0,71.0,51.0,7.0,2.0,1,19.9,21.1,7.153062730627306
10.1,3.591108499804152,92.0,71.0,8.0,1.0,0,19.2,20.9,7.153062730627306
13.3,9.6,96.0,95.0,8.0,7.0,1,16.2,17.6,0.0
11.0,3.4,61.0,53.0,1.0,5.0,1,17.1,18.2,9.4
10.8,0.0,78.0,87.0,7.0,7.0,0,18.0,18.8,0.8
9.8,10.8,82.0,69.0,3.0,7.0,1,17.7,19.0,6.1
8.7,0.0,92.0,65.0,5.0,6.0,0,18.8,19.8,7.6
10.8,1.6,90.0,74.0,6.0,7.0,1,19.5,20.2,5.9
15.0,46.2,99.0,94.0,8.0,8.0,1,16.3,19.0,0.3
13.4,24.8,84.0,63.0,7.0,6.0,1,18.4,20.0,4.2
9.2,0.0,65.0,57.0,2.0,6.0,0,16.6,18.0,5.3
8.2,7.6,69.0,79.0,1.0,6.0,1,14.3,17.2,5.2
9.0,4.2,87.0,63.0,6.0,1.0,1,16.9,17.9,6.4
3.8,0.2,84.0,31.0,3.0,1.0,0,16.8,18.3,9.3
9.6,0.0,53.0,26.0,1.0,1.0,0,15.7,16.6,9.5
3.8,0.0,61.0,42.0,1.0,1.0,0,15.5,15.8,9.4
6.1,0.0,69.0,44.0,6.0,1.0,0,15.7,16.6,7.4
7.0,0.2,75.0,64.0,6.0,7.0,0,16.2,17.8,3.5
5.3,0.2,84.0,66.0,1.0,1.0,0,17.1,18.0,9.2
6.7,0.0,92.0,71.0,1.0,2.0,0,17.8,18.4,8.7
4.3,0.0,100.0,58.0,7.0,1.0,0,18.5,18.9,5.8
5.8,0.0,98.0,96.0,7.0,7.0,0,13.1,15.0,0.0
8.0,1.8,83.0,41.0,0.0,1.0,1,17.0,18.0,9.3
5.9,0.0,61.0,42.0,1.0,1.0,0,17.9,18.0,9.6
8.4,0.0,73.0,48.0,1.0,1.0,0,17.2,18.9,9.6
5.6,2.6,89.0,94.0,6.0,6.0,1,15.4,15.8,0.3
11.6,24.8,100.0,69.0,8.0,7.0,1,17.2,17.7,1.1
10.9,6.6,98.0,50.0,7.0,5.0,1,18.7,19.7,6.1
8.3,0.0,93.0,60.0,7.0,6.0,0,17.4,18.8,2.7
9.4,0.0,92.0,62.0,7.0,6.0,0,19.0,19.5,1.6
9.6,0.8,92.0,68.0,7.0,7.0,0,17.9,19.4,1.6
5.6,0.0,70.0,44.0,1.0,1.0,0,15.6,16.4,9.8
4.1,0.0,73.0,44.0,1.0,3.0,0,15.7,16.3,7.8
2.4,0.0,72.0,32.0,0.0,0.0,0,14.6,15.1,9.7
-1.8,0.0,67.0,32.0,0.0,1.0,0,14.1,14.6,9.7
5.1,0.0,64.0,36.0,6.0,5.0,0,16.2,16.4,7.153062730627306
5.5,3.591108499804152,70.0,72.0,7.0,8.0,0,12.7,14.0,7.153062730627306
7.7,3.591108499804152,65.0,34.0,7.0,1.0,0,15.2,16.2,7.153062730627306
6.2,3.591108499804152,62.0,57.0,6.0,8.0,0,16.0,16.8,9.6
8.4,9.6,98.0,81.0,7.0,7.0,1,15.0,15.4,7.153062730627306
9.8,3.0,98.0,75.0,7.0,6.0,1,15.1,17.1,2.4
10.7,0.2,80.0,94.0,7.0,7.0,0,13.9,15.1,0.1
9.8,17.4,94.0,92.0,7.0,6.0,1,14.0,16.1,7.153062730627306
7.3,3.591108499804152,98.0,93.0,8.0,8.0,0,14.6,17.8,7.153062730627306
6.1,3.591108499804152,99.0,69.0,7.0,1.0,0,17.4,18.8,7.153062730627306
7.5,18.0,94.0,90.0,7.0,7.0,1,15.9,16.6,0.3
10.1,1.0,98.0,79.0,7.0,7.0,0,15.8,17.5,0.5
9.6,0.0,96.0,82.0,7.0,7.0,0,17.7,19.6,2.6
13.5,5.4,92.0,38.0,7.0,1.0,1,17.0,17.5,7.3
10.8,0.4,47.0,33.0,1.0,2.0,0,16.8,17.8,7.153062730627306
4.7,0.0,64.0,52.0,7.0,1.0,0,15.6,16.3,7.153062730627306
6.1,0.0,81.0,61.0,8.0,1.0,0,16.2,17.3,7.153062730627306
2.1,0.0,90.0,47.0,7.0,1.0,0,18.9,19.3,7.153062730627306
4.6,0.0,83.0,57.0,6.0,7.0,0,15.9,17.3,7.153062730627306
5.8,2.0,80.0,55.0,4.0,5.0,1,14.9,17.7,4.2
7.6,24.6,83.0,59.0,2.0,5.0,1,14.6,15.9,6.8
5.2,2.4,71.0,85.0,6.0,6.0,1,12.4,16.5,6.7
6.7,8.0,84.0,62.0,4.0,1.0,1,16.3,17.5,7.153062730627306
9.2,3.591108499804152,94.0,72.0,7.0,3.0,0,16.3,17.4,7.153062730627306
7.9,2.4,87.0,74.0,6.0,6.0,1,15.1,17.8,7.153062730627306
8.4,1.6,86.0,74.0,4.0,4.0,1,15.3,16.4,4.0
8.0,2.4,97.0,78.0,7.0,8.0,1,14.6,16.8,0.7
11.2,1.0,100.0,97.0,8.0,8.0,0,14.2,15.3,0.0
10.6,16.0,100.0,95.0,7.0,7.0,1,14.8,15.1,0.0
9.4,1.0,95.0,72.0,6.0,1.0,0,20.7,22.0,7.153062730627306
13.9,0.0,94.0,52.0,8.0,1.0,0,20.3,21.6,7.153062730627306
7.7,3.591108499804152,63.0,39.0,7.0,1.0,0,18.9,19.4,7.153062730627306
8.2,1.8,49.0,46.0,2.0,2.0,1,13.3,14.8,7.153062730627306
8.9,20.8,89.0,81.0,7.0,6.0,1,14.6,15.4,2.2
6.7,16.8,74.0,41.0,0.0,1.0,1,18.4,18.9,9.9
2.0,0.0,87.0,35.0,5.0,1.0,0,17.0,17.7,8.7
6.0,0.0,65.0,44.0,1.0,1.0,0,14.9,16.7,7.153062730627306
5.6,0.0,62.0,44.0,7.0,1.0,0,15.1,16.5,7.153062730627306
3.8,0.0,74.0,60.0,2.0,1.0,0,15.6,17.0,7.153062730627306
1.3,0.0,89.0,59.0,0.0,1.0,0,17.9,18.6,9.8
9.3,0.8,96.0,97.0,8.0,8.0,0,15.4,16.2,0.0
12.4,2.6,58.0,44.0,7.0,2.0,1,17.3,18.6,5.7
9.7,0.0,55.0,47.0,4.0,2.0,0,15.9,17.5,7.153062730627306
12.780179580977718,0.0,59.0,47.0,7.0,1.0,0,16.9,18.4,7.153062730627306
5.3,3.591108499804152,73.0,38.0,7.0,1.0,0,19.9,20.6,7.153062730627306
4.5,3.591108499804152,74.0,30.0,5.0,1.0,0,20.3,21.2,7.153062730627306
12.1,0.2,52.0,36.0,1.0,1.0,0,16.8,17.9,7.153062730627306
4.9,0.0,57.0,39.0,1.0,4.0,0,15.4,16.7,10.2
1.3,0.0,71.0,33.0,4.0,2.0,0,20.9,21.5,9.8
11.5,0.8,61.0,44.0,2.0,2.0,0,22.6,24.3,9.1
9.4,0.0,52.0,25.0,2.0,1.0,0,19.2,19.6,10.3
4.6,0.0,40.0,29.0,1.0,2.0,0,16.7,17.6,10.3
6.2,0.0,54.0,43.0,1.0,6.0,0,15.6,17.7,7.9
9.7,1.6,99.0,97.0,8.0,8.0,1,11.3,13.7,0.0
9.6,3.2,63.0,39.0,1.0,5.0,1,19.0,19.4,9.4
12.1,0.0,45.0,26.0,2.0,2.0,0,18.4,19.4,10.3
9.0,0.0,45.0,40.0,3.0,2.0,0,16.5,17.7,10.3
10.5,0.0,49.0,40.0,2.0,3.0,0,16.7,17.8,7.153062730627306
7.5,0.0,57.0,39.0,1.0,2.0,0,15.8,17.5,10.8
5.4,0.0,70.0,56.0,6.0,2.0,0,17.2,18.1,7.2
3.1,0.0,81.0,56.0,3.0,1.0,0,17.9,19.2,8.2
2.8,0.0,79.0,36.0,1.0,2.0,0,22.2,22.5,9.9
7.2,0.0,65.0,31.0,6.0,6.0,0,24.3,24.6,2.9
13.4,1.6,91.0,71.0,6.0,5.0,1,20.0,22.4,6.2
14.4,2.6,80.0,69.0,8.0,8.0,1,17.1,18.6,0.1
15.5,3.4,85.0,84.0,8.0,8.0,1,20.3,22.1,0.1
16.2,1.4,45.0,38.0,1.0,3.0,1,20.9,22.2,10.4
9.4,0.0,57.0,31.0,1.0,4.0,0,18.9,20.8,9.9
5.7,0.0,62.0,61.0,5.0,5.0,0,14.9,19.3,6.7
6.7,0.0,67.0,53.0,3.0,1.0,0,16.7,17.8,10.2
3.8,0.0,82.0,66.0,6.0,8.0,0,17.2,19.8,1.0
12.1,2.8,71.0,35.0,3.0,5.0,1,24.1,24.8,8.4
8.7,0.0,45.0,41.0,1.0,1.0,0,18.0,19.7,10.2
3.7,0.2,60.0,53.0,3.0,6.0,0,20.0,21.7,8.9
11.4,0.0,62.0,33.0,6.0,2.0,0,23.7,24.9,7.2
13.5,0.2,73.0,54.0,7.0,5.0,0,20.5,21.3,2.6
12.7,9.4,70.0,63.0,6.0,2.0,1,18.9,20.6,5.9
9.3,0.0,46.0,35.0,5.0,2.0,0,19.8,20.6,9.8
7.9,0.0,45.0,29.0,2.0,3.0,0,18.5,18.8,8.8
6.2,0.0,48.0,32.0,0.0,5.0,0,20.9,22.0,9.8
8.1,0.0,67.0,67.0,8.0,8.0,0,17.6,19.4,2.7
11.4,0.0,64.0,53.0,6.0,1.0,0,19.2,20.4,6.4
8.1,0.0,71.0,69.0,1.0,1.0,0,20.7,23.4,10.2
10.9,0.0,63.0,57.0,3.0,0.0,0,19.3,21.0,7.153062730627306
13.4,0.0,85.0,65.0,8.0,1.0,0,18.7,19.3,7.153062730627306
7.6,0.0,77.0,41.0,7.0,1.0,0,25.5,26.3,7.3
8.8,0.0,51.0,16.0,2.0,6.0,0,27.1,28.2,8.8
7.5,0.0,49.0,43.0,0.0,1.0,0,22.2,23.7,11.3
6.4,0.0,50.0,36.0,4.0,7.0,0,25.7,29.8,6.9
13.7,0.0,47.0,22.0,3.0,2.0,0,27.5,28.1,9.4
9.1,0.0,38.0,56.0,3.0,6.0,0,16.5,20.3,7.8
5.3,0.6,58.0,35.0,2.0,1.0,0,17.2,18.6,7.1
3.5,0.0,48.0,40.0,6.0,8.0,0,19.5,21.5,4.7
10.3,0.0,61.0,75.0,7.0,8.0,0,17.4,20.5,1.8
11.7,6.4,90.0,67.0,7.0,7.0,1,19.3,20.4,7.153062730627306
15.4,3.591108499804152,76.0,69.0,8.0,8.0,0,20.5,21.0,7.153062730627306
12.9,14.0,80.0,73.0,6.0,3.0,1,21.4,23.4,7.153062730627306
12.7,0.6,87.0,64.0,6.0,4.0,0,23.1,24.2,8.2
11.7,1.0,94.0,55.0,7.0,6.0,0,22.7,25.9,1.9
15.2,0.6,75.0,62.0,8.0,8.0,0,18.3,20.5,0.7
13.6,2.0,90.0,54.0,7.0,8.0,1,18.8,20.2,0.1
11.0,0.2,43.0,42.0,6.0,6.0,0,20.7,21.8,5.6
14.8,2.2,83.0,55.0,7.0,7.0,1,20.4,23.3,4.7
14.6,1.8,73.0,52.0,4.0,4.0,1,24.5,24.8,7.153062730627306
11.4,3.591108499804152,71.0,43.0,7.0,1.0,0,25.8,26.9,7.153062730627306
16.3,0.4,82.0,44.0,7.0,2.0,0,27.5,28.3,7.153062730627306
15.2,0.2,78.0,74.0,8.0,8.0,0,22.1,23.1,0.4
10.4,8.0,49.0,25.0,6.0,5.0,1,16.3,16.9,10.6
7.8,0.0,45.0,27.0,0.0,1.0,0,21.9,23.1,11.7
10.5,0.0,50.0,28.0,0.0,1.0,0,24.9,25.1,11.7
8.1,0.0,55.0,79.0,1.0,8.0,0,15.7,19.2,3.6
8.9,0.6,70.0,50.0,3.0,1.0,0,20.8,21.5,10.4
7.1,0.0,72.0,50.0,1.0,1.0,0,23.3,24.1,10.8
8.9,0.0,72.0,45.0,5.0,3.0,0,25.7,27.0,8.6
10.4,1.0,69.0,25.0,0.0,5.0,0,30.6,31.1,9.2
15.8,10.8,95.0,94.0,8.0,8.0,1,14.7,16.0,0.0
13.8,22.4,95.0,65.0,8.0,3.0,1,20.4,21.1,4.3
11.3,1.8,75.0,49.0,6.0,2.0,1,25.0,26.1,9.6
12.6,0.0,62.0,76.0,1.0,5.0,0,20.5,26.5,9.0
15.4,1.0,65.0,62.0,5.0,6.0,0,19.7,21.5,2.1
12.2,0.0,68.0,56.0,6.0,5.0,0,22.6,23.7,6.7
13.4,0.0,74.0,52.0,2.0,5.0,0,28.6,29.5,11.1
19.2,0.0,73.0,64.0,6.0,6.0,0,26.7,30.5,9.1
18.8,12.4,85.0,96.0,7.0,8.0,1,17.6,21.8,0.1
12.4,19.8,54.0,43.0,3.0,7.0,1,19.8,21.8,4.7
9.9,0.0,53.0,30.0,1.0,3.0,0,25.4,25.7,10.7
15.7,0.4,81.0,69.0,6.0,6.0,0,18.4,20.1,1.4
13.3,30.6,81.0,62.0,8.0,8.0,1,18.1,18.5,0.0
13.1,3.2,85.0,60.0,8.0,7.0,1,18.6,19.9,1.0
8.8,0.4,68.0,60.0,3.0,2.0,0,22.6,23.7,11.8
14.9,0.0,75.0,42.0,5.0,1.0,0,29.6,30.5,10.3
17.0,1.2,62.0,56.0,6.0,5.0,1,24.6,27.2,7.7
17.7,0.0,75.0,52.0,6.0,4.0,0,27.3,29.1,6.9
18.3,3.8,83.0,53.0,6.0,3.0,1,27.3,28.6,5.5
16.2,0.0,67.0,44.0,2.0,2.0,0,29.8,30.2,11.0
18.6,0.0,60.0,70.0,2.0,6.0,0,27.0,32.5,7.3
20.6,0.0,67.0,45.0,5.0,3.0,0,31.4,32.9,10.5
19.0,0.0,62.0,95.0,6.0,8.0,0,19.5,30.7,5.1
18.2,35.2,94.0,70.0,7.0,2.0,1,21.5,22.1,4.9
17.1,4.2,89.0,65.0,7.0,6.0,1,21.0,22.2,3.0
16.0,0.4,79.0,69.0,7.0,7.0,0,21.6,22.8,0.6
15.4,1.6,85.0,70.0,8.0,8.0,1,18.9,20.4,0.0
13.6,0.6,60.0,54.0,3.0,3.0,0,22.0,22.8,9.0
10.3,0.0,60.0,52.0,3.0,3.0,0,23.4,25.1,11.0
13.2,0.0,55.0,45.0,7.0,1.0,0,25.3,26.2,12.4
13.5,0.0,63.0,49.0,7.0,1.0,0,25.3,26.6,12.2
17.4,0.0,60.0,45.0,7.0,1.0,0,27.2,28.5,13.7
13.7,0.0,54.0,39.0,0.0,1.0,0,28.6,30.3,13.0
12.9,0.0,63.0,40.0,3.0,7.0,0,29.9,31.0,8.8
16.6,0.0,57.0,42.0,3.0,3.0,0,29.0,30.7,11.1
19.4,0.0,58.0,51.0,7.0,7.0,0,25.7,27.8,2.7
17.4,0.0,85.0,70.0,8.0,4.0,0,22.9,23.9,4.5
17.7,0.8,96.0,67.0,8.0,7.0,0,24.1,26.5,2.6
18.9,14.0,96.0,95.0,8.0,8.0,1,20.1,23.4,1.5
18.0,20.2,77.0,58.0,7.0,6.0,1,27.1,27.5,4.7
20.3,1.8,67.0,50.0,6.0,5.0,1,28.2,29.7,7.2
19.7,0.6,87.0,60.0,8.0,7.0,0,26.6,27.0,2.4
18.9,0.2,62.0,54.0,7.0,7.0,0,28.1,29.4,7.1
18.6,0.0,68.0,57.0,5.0,3.0,0,26.9,28.0,11.2
17.6,0.0,67.0,55.0,4.0,2.0,0,27.0,28.1,11.5
20.0,0.0,62.0,56.0,6.0,6.0,0,30.2,31.8,12.6
22.2,0.0,67.0,43.0,6.0,1.0,0,33.0,35.3,4.5
21.5,4.4,72.0,71.0,7.0,7.0,1,26.3,27.5,0.5
17.9,0.0,63.0,46.0,3.0,6.0,0,25.8,26.5,7.8
15.0,0.0,52.0,22.0,0.0,2.0,0,32.2,32.9,13.3
17.5,0.0,65.0,61.0,2.0,1.0,0,24.5,26.2,13.0
15.9,0.0,73.0,61.0,7.0,6.0,0,25.9,26.1,6.7
17.2,0.0,78.0,55.0,5.0,2.0,0,28.9,29.2,11.0
17.7,0.2,85.0,64.0,7.0,1.0,0,26.3,30.4,2.6
18.4,5.4,87.0,63.0,8.0,8.0,1,25.4,26.1,0.0
19.6,0.0,61.0,47.0,8.0,7.0,0,22.9,25.0,0.2
16.3,0.0,66.0,54.0,8.0,7.0,0,22.8,24.5,1.3
11.9,6.0,47.0,24.0,1.0,1.0,1,22.5,24.2,13.5
9.4,0.0,35.0,21.0,0.0,1.0,0,27.3,28.8,13.5
12.1,0.0,57.0,44.0,3.0,5.0,0,26.0,26.9,12.2
16.3,0.0,59.0,53.0,7.0,7.0,0,27.2,28.3,1.6
18.5,1.0,68.0,60.0,7.0,6.0,0,23.4,24.5,8.8
13.6,0.0,67.0,50.0,2.0,3.0,0,30.1,31.5,12.1
