Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp,Pressure9am,Pressure3pm
0.0,48.0,77.0,35.0,0,20.1,21.6,1013.4,1009.4
0.0,41.0,69.0,54.0,0,22.3,23.6,1010.2,1008.8
0.0,37.0,62.0,31.0,0,26.0,27.5,1013.4,1010.0
0.4,50.0,71.0,90.0,0,19.2,21.7,999.3,1001.5
1.3,37.0,57.0,29.0,1,22.4,24.2,1013.8,1013.1
0.0,39.0,62.0,46.0,0,21.0,22.1,1019.0,1017.7
0.0,35.0,75.0,52.0,0,21.0,23.0,1019.8,1017.0
0.0,43.0,73.0,53.0,0,23.1,24.8,1015.7,1014.0
0.0,37.0,66.0,27.0,0,30.0,31.7,1019.8,1019.1
0.0,39.0,65.0,52.0,0,24.7,26.0,1026.0,1021.3
0.0,48.0,70.0,46.0,0,29.6,30.5,1012.6,1007.5
0.0,43.0,62.0,31.0,0,27.9,29.7,1004.0,1004.1
0.6,50.0,79.0,32.0,0,23.0,24.3,1004.4,1003.2
0.0,31.0,51.0,34.0,0,22.9,24.8,1013.6,1013.1
0.0,43.0,70.0,54.0,0,21.3,22.0,1016.8,1014.3
0.0,43.0,64.0,54.0,0,21.6,22.7,1013.6,1010.4
0.0,43.0,48.0,26.0,0,23.3,24.9,1014.4,1012.6
0.0,43.0,39.0,41.0,0,21.5,22.6,1019.5,1017.6
0.0,39.0,79.0,45.0,0,24.9,25.9,1018.2,1014.4
0.0,39.0,72.0,33.0,0,29.7,30.4,1010.1,1008.5
0.0,41.0,73.0,48.0,0,24.1,25.2,1019.9,1018.3
0.0,39.0,67.0,43.0,0,27.3,28.7,1016.6,1011.3
0.0,69.0,67.0,70.0,0,24.2,30.5,999.2,998.7
0.0,33.0,52.0,28.0,0,23.7,26.1,1011.4,1012.6
0.0,33.0,58.0,43.0,0,22.6,24.3,1019.1,1017.4
0.0,39.0,58.0,46.0,0,24.0,25.5,1019.9,1016.8
0.0,37.0,68.0,54.0,0,26.0,27.4,1010.3,1004.4
0.0,56.0,46.0,45.0,0,20.6,22.7,1003.5,999.4
6.8,41.0,64.0,35.0,1,19.2,21.4,1006.0,1006.0
0.0,31.0,59.0,25.0,0,22.9,24.8,1006.9,1004.4
0.0,48.0,69.0,68.0,0,20.3,22.1,1005.6,1003.6
0.0,46.0,54.0,29.0,0,22.6,23.6,1011.2,1008.1
0.0,35.0,63.0,51.0,0,24.0,26.8,1006.8,1002.1
0.0,39.0,31.0,22.0,0,24.1,25.6,1006.5,1010.7
0.0,46.0,67.0,43.0,0,22.3,23.7,1016.0,1013.1
0.0,39.0,62.0,45.0,0,25.4,26.2,1014.7,1011.2
0.0,39.0,90.0,52.0,0,23.4,27.2,1009.6,1007.7
0.0,31.0,46.0,37.0,0,24.5,24.7,1018.0,1015.7
0.0,39.0,63.0,45.0,0,24.1,25.1,1014.6,1010.6
0.0,44.0,69.0,23.0,0,27.0,28.1,1011.1,1012.6
0.0,39.0,57.0,37.0,0,26.0,27.1,1021.2,1018.1
0.0,46.0,61.0,40.0,0,29.7,31.0,1011.8,1007.8
0.0,52.0,41.0,36.0,0,23.4,26.1,1019.9,1020.1
0.0,31.0,70.0,56.0,0,27.2,30.1,1021.4,1019.7
0.0,41.0,73.0,50.0,0,26.5,28.1,1022.7,1019.7
0.0,43.0,66.0,75.0,0,25.2,26.6,1015.5,1011.5
18.2,44.0,90.0,54.0,1,24.8,25.8,1011.0,1012.8
0.0,46.0,56.0,27.0,0,23.7,24.8,1025.8,1025.8
0.0,39.0,58.0,30.0,0,26.2,28.7,1028.7,1024.5
0.0,37.0,71.0,34.0,0,31.6,32.4,1023.2,1020.9
0.0,37.0,73.0,37.0,0,31.9,33.3,1021.7,1018.9
0.0,39.0,72.0,53.0,0,27.8,30.9,1020.5,1017.0
0.0,28.0,86.0,77.0,0,22.7,23.5,1016.7,1013.5
13.0,46.0,87.0,52.0,1,23.1,24.7,1010.4,1010.9
2.2,31.0,81.0,60.0,1,21.6,24.1,1015.4,1013.2
0.0,26.0,88.0,59.0,0,21.4,21.9,1014.9,1014.3
0.0,39.0,69.0,37.0,0,25.4,26.8,1019.0,1018.1
0.0,35.0,78.0,46.0,0,24.7,25.9,1019.8,1017.6
0.0,41.0,87.0,48.0,0,25.2,27.0,1018.2,1016.3
0.0,37.0,61.0,37.0,0,25.2,26.1,1025.6,1023.9
0.0,35.0,83.0,47.0,0,25.6,26.5,1024.1,1020.1
0.0,54.0,84.0,37.0,0,27.0,28.2,1014.2,1009.7
0.2,52.0,72.0,48.0,0,24.9,25.8,1005.3,1006.1
0.0,54.0,71.0,81.0,0,17.5,18.4,1009.8,1004.4
7.5,43.0,50.0,28.0,1,21.8,23.8,1014.8,1018.1
0.0,35.0,70.0,30.0,0,24.0,25.0,1021.8,1019.6
0.0,35.0,73.0,34.0,0,26.2,27.2,1026.9,1025.2
0.0,31.0,77.0,47.0,0,26.3,27.7,1024.4,1018.9
1.0,56.0,90.0,42.0,0,23.4,25.0,1015.8,1017.2
0.0,52.0,79.0,28.0,0,22.0,23.6,1019.0,1016.0
0.0,31.0,49.0,27.0,0,19.9,21.4,1026.0,1023.0
0.0,37.0,67.0,33.0,0,25.7,28.0,1020.5,1017.8
0.0,37.0,71.0,48.0,0,26.0,27.8,1018.7,1015.1
0.0,35.0,80.0,33.0,0,27.8,28.5,1013.6,1009.7
0.0,35.0,84.0,44.0,0,27.6,29.4,1009.9,1007.0
0.0,37.0,96.0,69.0,0,25.7,26.7,1007.1,1008.1
27.0,22.0,97.0,56.0,1,28.1,29.1,1016.9,1015.3
8.0,44.0,85.0,70.0,1,23.9,24.4,1007.5,1003.4
0.0,63.0,93.0,39.0,0,17.5,20.1,1001.9,1004.3
0.0,31.0,45.0,40.0,0,19.7,21.7,1021.3,1024.2
0.0,28.0,68.0,45.0,0,21.4,22.4,1035.0,1034.3
0.0,30.0,76.0,49.0,0,21.3,23.3,1039.9,1037.9
0.0,28.0,86.0,52.0,0,21.2,22.8,1038.1,1035.0
0.0,31.0,91.0,48.0,0,23.9,24.2,1031.0,1026.9
0.0,35.0,92.0,45.0,0,24.0,25.0,1024.6,1020.4
0.0,31.0,85.0,38.0,0,28.5,28.9,1021.6,1019.1
0.0,31.0,98.0,49.0,0,26.2,27.8,1020.7,1019.0
0.0,33.0,78.0,57.0,0,23.2,24.8,1024.8,1021.7
0.0,44.0,93.0,78.0,0,22.2,24.4,1012.1,1010.3
0.0,43.0,64.0,52.0,0,20.9,22.5,1017.3,1016.3
0.0,57.0,75.0,40.0,0,20.7,20.8,1011.3,1010.5
3.0,43.0,81.0,46.0,1,20.2,21.8,1017.5,1014.7
0.0,41.0,75.0,41.0,0,22.9,23.6,1014.8,1013.2
0.0,31.0,77.0,47.0,0,23.9,24.6,1019.8,1018.2
0.0,50.0,98.0,56.0,0,23.0,24.1,1017.1,1014.0
0.0,33.0,80.0,56.0,0,23.3,25.2,1012.0,1013.0
0.0,30.0,71.0,54.0,0,20.4,21.0,1023.2,1020.9
0.0,48.0,85.0,53.0,0,24.6,25.8,1016.5,1010.0
24.6,48.0,87.0,46.0,1,21.4,23.1,1008.4,1011.4
0.0,20.0,85.0,41.0,0,21.7,22.8,1021.4,1021.3
0.0,24.0,90.0,59.0,0,19.8,21.3,1025.7,1022.5
0.0,24.0,90.0,59.0,0,20.5,21.5,1022.4,1020.2
0.2,37.0,75.0,61.0,0,17.2,17.7,1023.7,1022.9
0.0,31.0,69.0,44.0,0,18.1,19.4,1026.1,1025.4
0.0,19.0,76.0,46.0,0,20.7,21.0,1027.6,1022.9
0.0,24.0,84.0,41.0,0,21.1,22.2,1023.0,1019.7
0.0,31.0,82.0,57.0,0,20.0,20.7,1021.8,1018.5
0.0,31.0,67.0,82.0,0,19.8,21.1,1013.8,1009.0
11.0,37.0,91.0,46.0,1,22.7,23.3,1010.1,1012.6
0.0,24.0,86.0,64.0,0,19.4,20.0,1017.5,1012.3
0.0,26.0,87.0,95.0,0,16.2,18.2,1007.1,1003.1
16.4,41.0,88.0,80.0,1,11.6,15.2,998.4,998.3
5.5,50.0,94.0,45.0,1,19.5,20.7,1005.1,1009.2
0.0,30.0,89.0,47.0,0,20.8,21.3,1019.3,1017.1
0.0,15.0,93.0,57.32244224422442,0,17.687293729372936,18.954911008569542,1018.1,1015.0
0.0,20.0,81.0,42.0,0,22.0,22.5,1020.8,1021.5
0.0,11.0,78.0,71.0,0,18.5,19.1,1028.2,1025.8
0.1,20.0,82.0,55.0,0,22.5,22.9,1028.5,1025.5
0.0,11.0,82.0,49.0,0,23.4,24.2,1027.5,1025.2
0.0,19.0,87.0,43.0,0,24.3,25.4,1027.9,1024.4
0.0,20.0,91.0,67.0,0,21.6,22.8,1023.2,1019.6
25.0,24.0,98.0,52.0,1,21.9,23.0,1018.8,1017.7
0.4,31.0,100.0,81.0,0,18.2,20.2,1019.6,1015.8
10.8,50.0,97.0,93.0,1,17.2,18.3,1012.3,1007.8
13.8,54.0,86.0,67.0,1,16.5,18.2,999.9,998.9
1.2,28.0,92.0,50.0,1,16.1,17.8,1012.3,1014.9
0.0,22.0,79.0,57.0,0,14.7,15.7,1024.4,1020.5
4.2,43.0,86.0,49.0,1,16.3,17.5,1011.8,1011.5
1.7,59.0,95.0,83.0,1,15.3,16.2,1006.9,1001.4
7.0,41.0,66.0,41.0,1,17.3,18.8,1009.8,1011.9
0.0,28.0,93.0,62.0,0,19.4,20.0,1024.0,1022.5
0.2,44.0,99.0,72.0,0,17.0,17.8,1022.8,1017.5
0.0,44.0,65.0,46.0,0,16.5,17.9,1017.4,1019.2
0.0,30.0,91.0,50.0,0,15.2,17.0,1027.6,1022.5
6.8,44.0,89.0,67.0,1,18.1,19.1,1011.3,1005.9
10.0,26.0,99.0,59.0,1,15.4,15.7,1009.6,1008.6
0.0,30.0,78.0,58.0,0,14.5,15.1,1014.2,1015.4
4.0,50.0,97.0,42.0,1,17.7,19.4,1010.1,1011.8
1.2,33.0,98.0,69.0,1,16.3,17.2,1018.6,1016.1
0.6,41.0,87.0,83.0,0,17.1,18.2,1015.6,1013.2
1.0,59.0,84.0,79.0,0,17.2,18.3,1014.7,1008.9
3.8,59.0,83.0,47.0,1,13.3,15.2,1007.0,1006.4
0.0,20.0,87.0,67.0,0,12.4,13.4,1017.8,1017.1
0.0,31.0,68.0,58.0,0,12.9,13.8,1023.1,1021.1
0.0,17.0,90.0,59.0,0,15.4,15.7,1020.9,1017.3
0.0,13.0,94.0,49.0,0,16.0,16.9,1019.0,1017.3
0.0,9.0,90.0,53.0,0,16.4,16.7,1022.0,1020.2
0.0,13.0,96.0,73.0,0,15.0,15.5,1022.3,1019.3
0.0,9.0,99.0,64.0,0,13.9,14.8,1020.4,1019.2
0.0,20.0,98.0,66.0,0,15.8,17.0,1021.8,1019.5
0.2,19.0,97.0,52.0,0,13.5,14.5,1023.3,1021.1
0.2,28.0,85.0,53.0,0,12.6,12.8,1025.1,1022.7
0.2,19.0,85.0,52.0,0,10.9,12.0,1025.9,1024.0
0.0,13.0,88.0,55.0,0,12.5,12.7,1026.5,1022.9
0.0,17.0,89.0,74.0,0,13.9,14.6,1021.0,1017.4
0.2,22.0,92.0,81.0,0,14.9,15.3,1016.3,1014.2
0.2,20.0,99.0,56.0,0,15.3,15.6,1019.0,1017.7
0.0,13.0,92.0,65.0,0,13.6,13.8,1022.5,1020.3
4.2,15.0,97.0,96.0,1,13.7,14.3,1019.4,1015.8
11.8,30.0,98.0,66.0,1,16.8,17.8,1012.2,1011.8
2.1,31.0,82.0,67.0,1,15.7,16.8,1020.3,1020.4
0.0,13.0,97.0,70.0,0,14.1,14.7,1022.1,1019.6
0.0,19.0,97.0,71.0,0,14.4,16.8,1020.1,1018.2
0.2,20.0,96.0,69.0,0,15.8,16.2,1020.7,1020.7
0.0,22.0,99.0,73.0,0,13.2,13.9,1027.0,1025.4
0.2,19.0,99.0,82.0,0,13.8,14.8,1024.7,1020.6
0.6,35.0,100.0,69.0,0,14.3,14.9,1016.7,1015.5
0.0,26.0,94.0,55.0,0,12.4,12.7,1020.8,1021.9
0.0,19.0,98.0,57.0,0,11.9,13.1,1028.4,1025.5
0.4,13.0,97.0,98.0,0,9.5,11.8,1020.1,1013.3
8.8,48.0,96.0,58.0,1,12.5,13.4,999.5,998.7
0.0,30.0,94.0,77.0,0,10.8,11.9,1014.6,1012.2
0.0,30.0,98.0,59.0,0,10.8,12.3,1013.4,1012.9
0.0,13.0,97.0,50.0,0,12.8,13.3,1023.2,1022.5
0.0,9.0,98.0,62.0,0,13.2,13.9,1028.4,1028.3
0.0,7.0,98.0,50.0,0,14.2,14.4,1035.1,1032.8
0.8,15.0,94.0,93.0,0,8.9,9.8,1031.3,1027.5
1.2,70.0,100.0,77.0,1,11.1,13.7,1022.8,1016.2
25.0,74.0,92.0,55.0,1,14.4,14.8,996.7,999.7
0.4,39.0,96.0,96.0,0,11.8,12.8,1007.1,1003.6
26.0,26.0,93.0,72.0,1,11.6,12.7,1010.2,1011.3
0.0,17.0,99.0,49.0,0,14.1,14.8,1022.4,1024.5
0.0,22.0,100.0,69.0,0,12.9,13.1,1033.4,1032.5
0.2,9.0,99.0,69.0,0,12.9,13.8,1040.5,1039.6
0.0,26.0,90.0,68.0,0,14.0,14.9,1039.7,1035.1
0.0,30.0,82.0,86.0,0,13.3,14.9,1027.8,1023.0
8.6,43.0,95.0,96.0,1,13.0,14.0,1015.8,1012.5
8.0,26.0,99.0,51.0,1,11.7,12.5,1018.6,1019.7
0.0,7.0,98.0,53.0,0,10.2,11.0,1023.3,1020.0
0.4,39.0,98.0,83.0,0,10.9,11.4,1015.4,1012.1
19.2,50.0,94.0,84.0,1,11.1,12.0,1008.7,1008.8
7.8,7.0,99.0,82.0,1,10.8,12.2,1015.2,1015.3
4.2,9.0,100.0,71.0,1,11.7,13.0,1023.3,1022.6
0.0,9.0,100.0,85.0,0,7.8,7.8,1025.0,1022.2
0.0,13.0,100.0,62.0,0,12.8,13.8,1026.0,1025.9
0.4,9.0,100.0,79.0,0,9.3,10.1,1029.0,1025.6
0.2,15.0,100.0,79.0,0,11.4,12.3,1025.9,1022.6
0.2,28.0,99.0,80.0,0,11.9,12.9,1019.9,1016.9
0.4,11.0,100.0,61.0,0,13.0,13.9,1025.0,1024.5
0.2,9.0,99.0,62.0,0,12.3,13.2,1030.9,1029.2
0.1,9.0,98.0,80.0,0,10.8,11.0,1032.9,1030.2
0.8,54.0,96.0,70.0,0,14.2,14.7,1024.2,1017.2
18.0,52.0,93.0,87.0,1,12.5,13.0,1010.9,1011.0
10.4,41.0,87.0,90.0,1,13.0,14.5,1017.3,1017.1
0.4,33.0,100.0,57.0,0,14.4,15.5,1012.9,1005.2
10.4,35.0,84.0,65.0,1,12.0,13.0,992.5,995.4
0.0,20.0,99.0,45.0,0,11.9,12.9,1015.6,1018.8
0.0,9.0,98.0,57.0,0,12.5,13.8,1025.5,1023.8
0.2,30.0,98.0,80.0,0,12.3,12.5,1024.2,1020.3
3.4,43.0,96.0,96.0,1,10.4,10.6,1011.7,1010.0
12.4,20.0,100.0,67.0,1,10.7,10.9,1017.5,1016.3
0.8,13.0,99.0,55.0,0,13.4,13.8,1020.0,1021.0
0.4,9.0,99.0,53.0,0,13.9,14.0,1029.0,1027.0
0.0,7.0,99.0,64.0,0,16.4,16.8,1030.6,1030.0
0.0,15.0,98.0,49.0,0,13.9,14.2,1034.4,1031.3
0.0,26.0,92.0,68.0,0,12.5,13.1,1029.1,1026.7
0.0,26.0,100.0,64.0,0,12.4,12.7,1029.3,1026.3
0.0,30.0,99.0,59.0,0,15.2,15.8,1029.9,1028.4
0.0,17.0,99.0,50.0,0,14.4,15.7,1034.2,1031.6
0.0,11.0,93.0,64.0,0,13.4,14.1,1030.2,1026.0
0.0,15.0,95.0,76.0,0,14.1,15.1,1018.9,1014.0
0.4,20.0,99.0,97.0,0,11.4,12.9,1011.7,1007.9
12.6,30.0,92.0,64.0,1,15.2,15.6,1005.3,1004.6
12.4,46.0,89.0,60.0,1,11.6,13.2,1008.0,1008.1
0.0,37.0,77.0,60.0,0,14.3,14.6,1022.5,1023.8
0.0,28.0,99.0,66.0,0,13.1,14.2,1022.9,1017.8
1.2,33.0,91.0,77.0,1,11.9,12.8,1011.4,1009.6
3.6,26.0,99.0,59.0,1,12.4,13.0,1009.8,1011.0
0.0,26.0,92.0,51.0,0,11.6,12.0,1022.3,1022.3
0.0,13.0,98.0,68.0,0,9.9,10.4,1026.7,1023.4
0.0,13.0,97.0,84.0,0,10.0,10.4,1020.1,1018.0
2.2,22.0,100.0,66.0,1,13.5,15.0,1024.1,1023.0
1.2,43.0,90.0,61.0,1,14.1,15.0,1025.4,1020.2
7.9,56.0,95.0,83.0,1,11.7,12.4,1002.1,1001.0
25.3,48.0,69.0,49.0,1,15.7,16.8,1004.2,1005.4
0.1,22.0,82.0,62.0,0,13.3,13.9,1015.3,1012.0
0.0,35.0,90.0,74.0,0,12.8,14.2,1008.7,1004.2
4.0,37.0,90.0,93.0,1,12.4,13.5,996.8,994.0
0.4,44.0,62.0,49.0,0,10.1,11.4,1000.7,1004.0
0.0,22.0,85.0,49.0,0,13.5,13.7,1017.4,1016.7
0.0,37.0,96.0,66.0,0,13.0,14.2,1014.0,1004.5
9.6,44.0,93.0,70.0,1,12.6,13.1,995.2,995.5
6.8,59.0,86.0,78.0,1,10.3,11.1,997.4,994.6
0.6,33.0,70.0,53.0,0,13.9,14.1,1004.6,1006.1
0.0,39.0,95.0,72.0,0,13.6,14.4,1016.0,1013.0
16.0,31.0,97.0,64.0,1,14.2,14.7,1012.8,1009.4
14.0,59.0,91.0,92.0,1,9.7,12.8,1003.1,997.4
5.0,39.0,78.0,84.0,1,8.7,11.5,996.4,991.6
6.0,35.0,99.0,64.0,1,10.9,11.9,992.1,989.7
0.6,35.0,72.0,47.0,0,12.1,13.5,1000.7,1004.7
0.0,17.0,81.0,50.0,0,13.5,14.0,1021.1,1022.6
0.0,19.0,88.0,48.0,0,14.2,15.3,1029.1,1026.5
0.0,31.0,99.0,72.0,0,13.0,14.7,1026.2,1022.4
0.0,44.0,94.0,82.0,0,12.4,13.6,1017.9,1012.4
12.4,46.0,81.0,45.0,1,16.6,17.9,1008.5,1009.8
0.0,19.0,73.0,44.0,0,14.6,15.3,1018.7,1017.8
0.0,17.0,83.0,60.0,0,13.2,14.4,1027.5,1022.6
8.0,24.0,97.0,98.0,1,11.9,13.5,1003.8,992.9
31.0,33.0,81.0,50.0,1,15.3,16.2,993.2,1002.4
0.0,33.0,54.0,44.0,0,12.4,13.3,1016.7,1017.8
0.0,19.0,80.0,33.0,0,13.8,14.5,1027.5,1026.0
0.0,26.0,86.0,56.0,0,12.2,12.9,1028.6,1023.5
0.0,31.0,97.0,84.0,0,12.0,12.3,1011.5,1006.9
13.0,33.0,99.0,53.0,1,16.7,17.2,997.4,996.4
0.2,37.0,75.0,76.0,0,13.7,15.8,1010.2,1010.4
2.4,46.0,86.0,76.0,1,13.5,15.6,1015.2,1011.5
1.8,50.0,57.0,35.0,1,13.3,14.0,1007.1,1009.2
0.0,35.0,71.0,63.0,0,12.4,13.8,1016.1,1010.8
0.0,61.0,69.0,47.0,0,10.7,14.1,1001.8,1002.8
0.0,61.0,50.0,38.0,0,12.9,13.7,1001.2,1003.5
0.0,50.0,60.0,52.0,0,14.5,15.7,1013.9,1012.1
0.0,37.0,60.0,38.0,0,15.8,17.2,1009.9,1011.6
0.0,30.0,78.0,49.0,0,14.4,15.6,1016.2,1014.5
0.0,33.0,75.0,62.0,0,17.2,19.4,1019.3,1017.4
0.0,37.0,76.0,35.0,0,17.7,18.6,1023.6,1025.5
0.0,28.0,78.0,41.0,0,17.8,18.2,1022.7,1020.7
0.0,35.0,77.0,55.0,0,16.1,16.9,1021.0,1016.6
0.0,46.0,83.0,79.0,0,14.0,14.7,1015.2,1011.4
0.0,46.0,83.0,78.0,0,15.3,16.3,1006.8,1006.7
0.0,48.0,64.0,76.0,0,13.4,14.9,1014.1,1011.5
3.6,54.0,92.0,46.0,1,13.1,14.7,1001.3,1002.0
4.0,56.0,65.0,74.0,1,8.0,11.5,1005.6,1004.0
2.4,30.0,62.0,42.0,1,12.9,14.4,1016.5,1016.7
0.0,33.0,67.0,62.0,0,12.9,13.9,1022.6,1019.4
0.0,33.0,80.0,63.0,0,15.4,16.9,1025.6,1024.1
0.0,28.0,71.0,52.0,0,17.2,18.4,1031.6,1028.7
0.0,30.0,79.0,48.0,0,20.9,21.6,1030.7,1027.6
0.0,35.0,86.0,65.0,0,19.0,20.9,1023.5,1018.8
0.6,31.0,78.0,42.0,0,18.4,19.1,1018.8,1019.1
0.0,30.0,97.0,89.0,0,15.1,15.7,1019.0,1012.4
9.6,52.0,59.0,43.0,1,13.5,15.3,1013.4,1013.0
0.6,30.0,70.0,37.0,0,16.7,17.3,1020.1,1019.9
0.0,31.0,81.0,64.0,0,17.1,18.6,1022.4,1021.0
0.0,35.0,81.0,47.0,0,18.6,19.1,1034.6,1033.5
0.0,43.0,71.0,57.0,0,18.4,19.8,1032.0,1027.6
0.0,39.0,91.0,87.0,0,16.8,19.7,1022.0,1019.3
1.8,33.0,92.0,69.0,1,18.4,19.6,1016.9,1013.3
0.0,39.0,82.0,56.0,0,15.6,16.4,1009.0,1005.2
16.6,50.0,96.0,92.0,1,13.1,13.2,994.3,986.8
9.4,44.0,46.0,44.0,1,12.5,13.2,997.5,996.1
0.0,39.0,78.0,42.0,0,17.1,18.0,1005.2,1005.2
0.2,57.0,78.0,51.0,0,13.3,18.4,1009.4,1011.5
0.4,39.0,66.0,49.0,0,16.1,16.9,1024.8,1023.8
0.0,20.0,72.0,47.0,0,18.9,20.0,1025.7,1023.1
0.0,37.0,95.0,61.0,0,16.5,17.4,1023.7,1020.1
0.0,39.0,75.0,50.0,0,22.8,23.3,1018.2,1013.0
8.0,37.0,81.0,36.0,1,19.5,20.2,1011.2,1012.7
0.0,30.0,61.0,55.0,0,16.4,16.9,1024.1,1022.1
0.0,33.0,93.0,46.0,0,17.6,18.4,1023.8,1019.8
0.0,35.0,81.0,62.0,0,17.4,19.3,1014.0,1010.8
0.0,37.0,77.0,63.0,0,17.4,20.0,1017.5,1017.1
0.0,37.0,90.0,51.0,0,17.4,18.9,1023.0,1021.0
0.0,43.0,63.0,53.0,0,21.0,22.7,1018.4,1013.9
0.0,20.0,82.0,64.0,0,21.7,22.2,1010.5,1008.0
4.4,57.0,74.0,67.0,1,17.4,21.1,1005.0,1005.8
3.0,35.0,68.0,63.0,1,14.2,16.2,1014.8,1013.3
0.0,43.0,82.0,75.0,0,16.5,19.1,1012.7,1010.0
0.8,31.0,49.0,35.0,0,16.1,16.9,1018.5,1017.9
0.0,30.0,56.0,32.0,0,17.5,18.7,1026.7,1025.6
0.0,26.0,53.0,44.0,0,17.6,19.9,1030.0,1027.0
0.0,28.0,57.0,44.0,0,17.8,19.1,1028.0,1023.4
0.0,52.0,73.0,86.0,0,15.0,19.6,1016.3,1012.4
12.0,48.0,85.0,73.0,1,16.3,17.5,1008.8,1010.0
0.0,39.0,70.0,52.0,0,19.1,19.8,1023.6,1020.7
0.0,39.0,83.0,63.0,0,18.3,20.9,1012.0,1011.6
1.6,33.0,92.0,51.0,1,19.8,20.4,1014.5,1010.6
0.0,37.0,71.0,53.0,0,26.4,27.8,1008.3,1003.0
3.6,48.0,77.0,59.0,1,20.4,21.8,1014.3,1016.8
15.8,56.0,95.0,83.0,1,14.2,15.4,1016.5,1013.3
0.4,33.0,82.0,61.0,0,18.7,19.4,1011.5,1009.1
1.6,37.0,84.0,59.0,1,17.9,18.5,1014.2,1011.3
0.0,46.0,64.0,71.0,0,16.5,17.2,1012.7,1009.3
0.0,44.0,75.0,37.0,0,18.4,19.6,1009.3,1010.9
0.0,33.0,50.0,48.0,0,18.2,18.7,1025.1,1023.5
0.0,37.0,72.0,54.0,0,18.7,19.9,1024.2,1020.7
0.0,31.0,58.0,55.0,0,19.7,21.2,1025.9,1024.6
0.0,33.0,69.0,49.0,0,23.8,24.9,1025.4,1020.9
0.0,41.0,80.0,45.0,0,25.6,27.4,1019.2,1016.5
1.8,30.0,88.0,62.0,1,24.2,25.9,1017.2,1015.3
2.6,30.0,91.0,96.0,1,17.4,19.3,1014.7,1014.3
0.8,35.0,74.0,47.0,0,20.7,21.6,1016.9,1014.7
0.0,22.0,79.0,89.0,0,19.8,23.1,1013.9,1008.8
9.8,44.0,87.0,55.0,1,19.9,21.2,1009.4,1010.7
0.0,33.0,48.0,42.0,0,20.7,22.4,1022.8,1020.8
0.0,24.0,67.0,60.0,0,18.1,21.4,1024.8,1022.9
0.0,28.0,61.0,52.0,0,23.4,24.3,1024.3,1021.3
0.0,30.0,75.0,80.0,0,21.9,25.0,1021.4,1018.8
0.8,31.0,88.0,76.0,0,23.1,24.6,1015.7,1011.5
0.0,39.0,82.0,61.0,0,26.0,27.3,1009.3,1006.9
3.2,35.0,73.0,57.0,1,19.4,20.3,1017.9,1017.0
0.0,28.0,53.0,38.0,0,22.7,23.8,1020.6,1018.0
0.0,44.0,65.0,72.0,0,20.0,21.1,1016.3,1012.3
5.8,48.0,88.0,85.0,1,21.3,22.1,1006.6,1001.9
15.8,39.0,78.0,66.0,1,20.2,22.9,1007.0,1004.9
3.4,63.0,51.0,41.0,1,15.9,16.4,1002.1,1001.6
6.0,65.0,63.0,60.0,1,17.1,18.4,997.8,995.0
26.0,85.0,63.0,49.0,1,17.2,18.9,996.0,999.4
0.0,41.0,65.0,72.0,0,17.1,18.8,1011.6,1011.4
0.0,31.0,62.0,59.0,0,20.1,21.3,1016.7,1013.8
0.0,39.0,76.0,89.0,0,18.3,23.1,1005.0,1001.0
3.6,35.0,67.0,56.0,1,17.6,19.4,1006.1,1003.9
0.0,44.0,80.0,95.0,0,15.2,16.1,1000.7,996.8
19.0,39.0,72.0,56.0,1,17.7,19.4,996.8,995.7
0.2,17.0,82.0,84.0,0,12.3,16.0,995.9,994.7
8.0,48.0,72.0,48.0,1,20.6,21.7,997.9,996.1
1.2,44.0,52.0,41.0,1,16.9,18.9,1001.7,1005.3
0.0,43.0,67.0,57.0,0,18.0,18.9,1016.4,1013.6
0.0,43.0,50.0,31.0,0,19.9,21.4,1014.6,1018.4
0.0,37.0,58.0,52.0,0,20.8,21.9,1025.1,1020.3
0.0,37.0,84.0,48.0,0,20.1,22.1,1012.2,1007.9
0.0,39.0,63.0,35.0,0,20.6,22.1,1003.6,1000.9
0.0,35.0,48.0,30.0,0,16.2,18.0,1006.0,1007.7
0.0,35.0,52.0,44.0,0,19.9,20.8,1017.2,1014.7
0.0,41.0,67.0,60.0,0,20.9,23.7,1010.8,1008.7
0.0,37.0,57.0,45.0,0,20.5,22.2,1016.3,1014.6
0.0,30.0,73.0,48.0,0,24.6,26.0,1014.5,1007.5
0.0,50.0,67.0,34.0,0,24.4,25.5,1005.2,1006.0
0.0,35.0,58.0,36.0,0,22.7,23.4,1013.3,1011.4
0.0,39.0,43.0,27.0,0,23.2,24.0,1016.5,1014.5
0.0,28.0,61.0,40.0,0,22.1,23.9,1016.8,1012.7
0.0,30.0,69.0,40.0,0,24.5,25.3,1010.6,1008.6
0.0,33.0,73.0,44.0,0,23.8,25.0,1011.7,1010.2
0.0,33.0,77.0,47.0,0,28.0,30.3,1011.1,1009.4
0.0,41.0,73.0,50.0,0,28.0,29.6,1009.1,1007.7
0.0,46.0,53.0,29.0,0,27.7,29.4,1019.9,1020.4
0.0,48.0,63.0,68.0,0,19.4,22.6,1024.6,1022.9
1.4,24.0,73.0,50.0,1,24.8,26.2,1018.9,1015.8
2.0,41.0,91.0,71.0,1,20.2,21.5,1015.6,1015.1
