Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,RainToday,Temp3pm,MaxTemp,Sunshine,WindDir9am
70.6,69.0,39.0,86.0,56.0,8.0,8.0,1,16.7,17.3,0.0,135.0
0.2,44.0,24.0,61.0,56.0,8.0,8.0,0,18.1,19.9,0.0,112.5
0.0,35.0,15.0,66.0,59.0,5.0,1.0,0,22.7,23.9,6.3,315.0
0.0,35.0,15.0,81.0,74.0,5.0,6.0,0,20.7,22.0,6.0,225.0
0.0,41.0,9.0,69.0,48.0,4.0,1.0,0,25.1,26.2,9.8,90.0
0.0,43.0,22.0,72.0,56.0,7.0,1.0,0,23.4,24.5,10.3,45.0
0.0,48.0,22.0,57.0,51.0,1.0,2.0,0,24.6,26.0,10.1,22.5
0.0,33.0,20.0,88.0,76.0,6.0,7.0,0,22.7,24.9,6.9,180.0
0.0,69.0,15.0,65.0,15.0,6.0,6.0,0,37.9,39.2,11.0,337.5
1.2,43.0,17.0,82.0,76.0,8.0,8.0,1,18.8,19.5,0.0,135.0
1.4,39.0,28.0,96.0,81.0,7.0,7.0,1,18.4,19.8,1.1,135.0
7.2,37.0,24.0,67.0,61.0,8.0,8.0,1,21.1,21.9,0.8,90.0
4.8,39.0,26.0,73.0,55.0,7.0,7.0,1,22.8,23.6,6.2,90.0
0.2,30.0,11.0,85.0,91.0,8.0,8.0,0,20.4,22.6,0.7,135.0
1.6,44.0,11.0,70.0,54.0,6.0,1.0,1,25.1,25.6,11.0,0.0
0.0,43.0,11.0,55.0,42.0,1.0,1.0,0,24.7,25.6,12.8,337.5
0.0,35.0,11.0,84.0,60.0,1.0,1.0,0,23.8,25.6,12.4,180.0
0.0,50.0,17.0,56.0,40.0,1.0,6.0,0,29.3,30.0,11.2,337.5
1.0,54.0,39.0,74.0,68.0,4.0,2.0,0,21.1,22.3,9.7,180.0
0.0,39.0,13.0,55.0,48.0,2.0,1.0,0,25.8,27.1,12.6,315.0
0.0,54.0,31.0,85.0,66.0,7.0,2.0,0,22.9,24.7,9.3,180.0
0.0,69.0,15.0,60.0,52.0,6.0,7.0,0,29.6,31.6,10.3,337.5
2.6,74.0,26.0,68.0,69.0,7.0,7.0,1,20.3,22.1,5.0,180.0
0.0,56.0,7.0,62.0,50.0,6.0,2.0,0,24.2,26.0,6.6,292.5
0.0,57.0,17.0,61.0,54.0,2.0,3.0,0,28.0,28.6,10.6,22.5
0.0,61.0,9.0,54.0,44.0,0.0,8.0,0,31.5,36.3,7.6,270.0
0.4,72.0,13.0,58.0,55.0,7.0,7.0,0,26.6,27.5,10.3,225.0
0.0,61.0,17.0,66.0,13.0,8.0,7.0,0,41.7,42.5,6.0,45.0
0.0,80.0,33.0,61.0,83.0,6.0,8.0,0,18.6,22.6,0.3,157.5
2.2,35.0,20.0,92.0,82.0,8.0,7.0,1,19.6,23.5,2.1,180.0
0.4,48.0,11.0,72.0,63.0,2.0,0.0,0,26.1,27.7,12.2,315.0
0.0,54.0,24.0,78.0,62.0,7.0,1.0,0,26.5,28.1,8.4,45.0
2.4,54.0,19.0,50.0,33.0,1.0,1.0,1,30.0,32.7,12.4,315.0
0.0,63.0,15.0,50.0,41.0,0.0,5.0,0,31.0,33.3,9.5,292.5
0.0,61.0,17.0,22.0,15.0,0.0,3.0,0,30.5,32.2,12.4,337.5
0.0,70.0,22.0,60.0,80.0,3.0,7.0,0,17.8,21.6,3.9,180.0
5.4,69.0,44.0,66.0,65.0,1.0,4.0,1,18.7,19.4,9.6,202.5
10.2,54.0,26.0,73.0,63.0,7.0,1.0,1,20.0,21.7,11.2,202.5
0.0,52.0,7.0,47.0,45.0,1.0,1.0,0,23.8,25.3,12.9,45.0
0.0,61.0,46.0,78.0,70.0,1.0,5.0,0,20.9,22.2,12.5,180.0
0.0,35.0,9.0,69.0,59.0,7.0,7.0,0,22.6,23.6,6.5,135.0
0.0,52.0,15.0,60.0,51.0,4.0,1.0,0,25.9,27.0,10.5,90.0
0.0,59.0,9.0,60.0,47.0,1.0,1.0,0,31.2,32.3,11.1,0.0
0.0,74.0,9.0,75.0,54.0,7.0,3.0,0,27.3,29.7,8.8,202.5
1.6,48.0,30.0,83.0,62.0,6.0,4.0,1,22.2,25.0,9.8,180.0
0.0,50.0,17.0,67.0,61.0,8.0,8.0,0,26.9,30.3,1.2,337.5
0.0,56.0,35.0,28.0,25.0,2.0,1.0,0,25.1,27.6,12.9,247.5
0.0,56.0,13.0,50.0,45.0,1.0,1.0,0,26.8,27.9,13.0,315.0
0.0,43.0,20.0,72.0,61.0,2.0,1.0,0,25.0,26.1,11.1,180.0
0.0,41.0,20.0,70.0,66.0,7.0,7.0,0,21.1,24.7,0.0,157.5
0.0,50.0,17.0,52.0,52.0,5.0,7.0,0,25.6,26.6,4.3,22.5
0.0,65.0,22.0,70.0,60.0,4.0,2.0,0,27.9,29.1,10.6,22.5
5.6,76.0,11.0,58.0,53.0,0.0,5.0,1,28.9,32.6,11.6,45.0
4.8,56.0,17.0,88.0,87.0,8.0,8.0,1,18.1,23.1,0.0,45.0
0.0,50.0,19.0,54.0,55.0,0.0,1.0,0,23.7,27.2,10.0,315.0
0.0,41.0,15.0,62.0,59.0,8.0,8.0,0,21.7,24.0,0.0,135.0
0.0,63.0,20.0,58.0,53.0,5.0,6.0,0,25.8,27.3,9.7,22.5
0.0,39.0,13.0,50.0,39.0,4.0,4.0,0,31.0,32.2,12.0,315.0
0.0,56.0,15.0,78.0,44.0,1.0,3.0,0,30.9,31.0,11.1,157.5
0.0,80.0,19.0,31.0,60.0,2.0,7.0,0,27.6,32.4,7.191346475108586,22.5
0.0,65.0,19.0,73.0,95.0,8.0,8.0,0,20.1,28.0,7.191346475108586,202.5
7.8,54.0,31.0,93.0,87.0,8.0,8.0,1,18.6,20.3,0.0,202.5
7.0,44.0,30.0,92.0,84.0,8.0,8.0,1,22.0,22.1,0.0,202.5
13.8,52.0,22.0,100.0,87.0,8.0,7.0,1,21.9,22.2,1.4,135.0
3.6,43.0,26.0,74.0,62.0,4.0,1.0,1,23.8,25.1,11.9,180.0
0.0,43.0,30.0,72.0,67.0,4.0,4.0,0,23.3,25.1,12.8,180.0
0.0,43.0,7.0,89.0,75.0,8.0,8.0,0,24.5,26.5,2.0,270.0
0.0,50.0,15.0,74.0,50.0,7.0,7.0,0,29.4,30.2,1.1,0.0
0.0,59.0,13.0,62.0,73.0,7.0,7.0,0,26.5,31.8,4.8,315.0
11.6,47.2342799188641,24.0,91.0,72.0,8.0,8.0,1,20.2,22.2,0.0,157.5
1.2,41.0,15.0,62.0,58.0,7.0,8.0,1,23.0,25.4,2.8,90.0
0.0,56.0,17.0,58.0,53.0,1.0,1.0,0,27.5,28.3,10.4,22.5
0.0,50.0,22.0,87.0,74.0,7.0,6.0,0,24.4,25.3,9.5,180.0
0.0,41.0,19.0,69.0,56.0,8.0,8.0,0,23.6,23.8,0.8,180.0
0.0,44.0,15.0,62.0,57.0,7.0,1.0,0,25.8,26.9,7.7,90.0
0.0,39.0,13.0,63.0,41.0,1.0,5.0,0,33.9,35.0,13.2,315.0
0.0,50.0,9.0,66.0,76.0,1.0,1.0,0,24.7,27.0,12.7,157.5
0.0,54.0,11.0,58.0,55.0,6.0,2.0,0,26.9,27.9,7.8,112.5
0.0,61.0,15.0,69.0,54.0,6.0,1.0,0,31.4,31.8,9.4,22.5
0.2,63.0,28.0,76.0,77.0,1.0,6.0,0,23.8,24.8,8.8,180.0
6.2,52.0,37.0,93.0,80.0,8.0,8.0,1,20.6,21.6,0.2,202.5
0.0,37.0,19.0,86.0,79.0,7.0,6.0,0,24.2,25.6,3.0,202.5
0.0,43.0,13.0,65.0,58.0,7.0,7.0,0,25.9,28.7,4.8,22.5
0.0,50.0,11.0,61.0,75.0,5.0,7.0,0,23.5,25.5,10.3,225.0
0.0,67.0,20.0,51.0,17.0,1.0,1.0,0,24.9,25.6,13.0,270.0
0.0,37.0,17.0,38.0,27.0,1.0,1.0,0,23.6,25.9,13.3,225.0
0.0,39.0,13.0,40.0,30.0,1.0,0.0,0,28.5,30.1,13.0,202.5
0.0,46.0,9.0,67.0,53.0,3.0,2.0,0,29.1,30.9,12.8,270.0
0.0,48.0,11.0,68.0,45.0,3.0,1.0,0,33.9,34.9,9.6,270.0
0.0,87.0,31.0,18.0,11.0,6.0,6.0,0,41.3,42.5,5.6,315.0
3.8,39.0,17.0,91.0,76.0,8.0,8.0,1,22.1,23.6,0.1,202.5
0.0,31.0,7.0,80.0,68.0,8.0,7.0,0,25.9,26.9,2.8,112.5
0.0,30.0,15.0,77.0,60.0,7.0,2.0,0,29.7,30.6,8.6,22.5
0.0,47.2342799188641,31.0,84.0,75.0,7.0,7.0,0,23.8,25.9,4.6,202.5
0.0,47.2342799188641,9.0,85.0,74.0,8.0,8.0,0,25.1,27.0,1.8,202.5
2.0,47.2342799188641,18.59414504324684,80.0,74.0,2.0,1.0,1,26.0,26.4,9.5,315.0
0.2,50.0,31.0,86.0,76.0,7.0,7.0,0,24.9,25.9,7.0,202.5
1.2,52.0,26.0,75.0,57.0,7.0,7.0,1,27.7,28.7,9.2,67.5
0.0,46.0,20.0,66.0,58.0,7.0,6.0,0,28.3,29.1,7.9,67.5
0.0,52.0,28.0,59.0,58.0,6.0,7.0,0,25.9,27.5,9.8,135.0
12.8,52.0,35.0,91.0,63.0,7.0,3.0,1,27.2,28.5,7.3,90.0
5.2,61.0,30.0,87.0,73.0,8.0,7.0,1,26.8,28.3,3.9,90.0
5.2,52.0,24.0,72.0,82.0,6.0,7.0,1,26.6,28.9,3.0,22.5
19.0,69.0,43.0,100.0,99.0,8.0,8.0,1,22.2,22.4,0.0,202.5
54.0,72.0,31.0,92.0,87.0,7.0,8.0,1,23.5,24.0,0.2,180.0
5.4,33.0,13.0,87.0,64.0,8.0,7.0,1,26.8,27.5,2.3,45.0
1.4,37.0,9.0,85.0,52.0,7.0,3.0,1,28.1,28.8,9.9,225.0
0.0,43.0,15.0,67.0,55.0,1.0,1.0,0,28.8,30.5,10.1,22.5
0.0,44.0,9.0,65.0,52.0,1.0,2.0,0,29.8,31.1,6.9,22.5
0.0,74.0,13.0,61.0,31.0,7.0,7.0,0,36.8,38.6,9.8,315.0
17.0,37.0,26.0,93.0,88.0,8.0,8.0,1,24.1,25.0,0.3,180.0
13.8,52.0,9.0,92.0,91.0,7.0,8.0,1,24.2,28.0,1.4,247.5
22.2,41.0,13.0,88.0,39.0,7.0,5.0,1,33.0,34.1,9.9,315.0
0.0,69.0,19.0,67.0,69.0,7.0,7.0,0,23.6,24.1,8.7,247.5
0.0,39.0,11.0,66.0,65.0,4.0,1.0,0,23.6,24.0,12.8,225.0
0.0,41.0,24.0,53.0,52.0,5.0,3.0,0,23.8,25.1,12.0,135.0
0.0,31.0,26.0,54.0,47.0,5.0,7.0,0,24.9,25.6,8.0,112.5
0.4,52.0,13.0,65.0,47.0,1.0,1.0,0,28.8,29.0,11.8,315.0
0.0,52.0,13.0,69.0,41.0,1.0,1.0,0,32.6,34.2,11.6,315.0
0.0,41.0,11.0,52.0,25.0,0.0,3.0,0,36.6,37.3,11.9,315.0
0.0,54.0,43.0,78.0,59.0,1.0,7.0,0,23.3,25.3,7.4,180.0
0.0,35.0,15.0,54.0,54.0,8.0,7.0,0,23.1,24.7,1.5,135.0
0.0,37.0,17.0,45.0,48.0,3.0,3.0,0,23.2,25.1,9.3,90.0
0.0,33.0,11.0,63.0,68.0,4.0,7.0,0,22.8,24.7,1.6,67.5
0.4,46.0,11.0,65.0,54.0,5.0,2.0,0,28.2,29.3,11.8,0.0
0.0,59.0,13.0,85.0,74.0,7.0,8.0,0,24.8,26.1,3.8,202.5
3.0,69.0,31.0,73.0,82.0,8.0,8.0,1,19.7,20.6,0.0,202.5
4.2,52.0,22.0,41.0,51.0,8.0,6.0,1,21.0,22.1,1.3,135.0
0.0,30.0,15.0,55.0,50.0,2.0,5.0,0,23.2,23.9,7.5,157.5
0.0,48.0,4.0,75.0,62.0,6.0,4.0,0,25.9,26.5,7.9,0.0
0.0,50.0,26.0,67.0,82.0,7.0,8.0,0,23.9,26.1,1.0,45.0
16.0,41.0,9.0,84.0,69.0,7.0,5.0,1,27.1,28.0,6.2,337.5
0.0,69.0,31.0,66.0,57.0,3.0,8.0,0,27.4,28.1,5.0,45.0
0.8,52.0,19.0,71.0,46.0,6.0,6.0,0,30.6,31.7,6.4,22.5
0.0,48.0,28.0,40.0,33.0,1.0,1.0,0,30.0,31.0,11.7,315.0
1.0,63.0,35.0,88.0,72.0,7.0,8.0,0,20.0,20.8,0.3,202.5
0.0,57.0,37.0,73.0,66.0,1.0,4.0,0,21.3,22.5,9.0,202.5
0.0,44.0,30.0,62.0,47.0,3.0,5.0,0,22.9,24.4,7.9,157.5
0.0,41.0,28.0,57.0,61.0,3.0,6.0,0,22.0,24.0,7.1,135.0
4.2,30.0,19.0,56.0,50.0,2.0,6.0,1,23.3,24.0,6.9,112.5
0.0,33.0,6.0,73.0,55.0,7.0,3.0,0,25.1,26.1,5.9,225.0
0.0,31.0,9.0,73.0,38.0,3.0,1.0,0,26.3,26.8,11.0,337.5
0.0,35.0,11.0,68.0,48.0,1.0,1.0,0,25.9,27.4,11.3,315.0
0.0,37.0,11.0,68.0,37.0,6.0,5.0,0,28.1,28.6,10.2,337.5
0.0,35.0,11.0,74.0,48.0,6.0,4.0,0,28.9,31.3,11.2,315.0
0.0,35.0,13.0,56.0,53.0,3.0,1.0,0,28.7,29.5,11.1,315.0
0.0,81.0,11.0,57.0,25.0,7.0,6.0,0,35.5,36.3,9.0,315.0
0.0,48.0,17.0,63.0,58.0,7.0,4.0,0,23.8,24.8,6.3,135.0
0.0,33.0,15.0,68.0,50.0,1.0,6.0,0,27.6,29.9,10.9,292.5
0.0,31.0,11.0,81.0,58.0,7.0,2.0,0,24.7,25.4,6.1,247.5
0.0,46.0,7.0,63.0,54.0,5.0,3.0,0,26.6,27.9,8.7,337.5
0.0,41.0,15.0,76.0,34.0,0.0,2.0,0,33.9,35.5,8.9,315.0
0.0,57.0,26.0,83.0,76.0,3.0,7.0,0,24.1,25.0,7.2,202.5
0.0,50.0,9.0,76.0,57.0,1.0,5.0,0,27.6,29.1,8.2,292.5
0.0,35.0,9.0,72.0,46.0,7.0,8.0,0,27.6,28.6,0.1,315.0
1.8,52.0,13.0,92.0,90.0,8.0,8.0,1,21.0,21.2,0.0,202.5
11.4,56.0,43.0,77.0,74.0,7.0,7.0,1,21.2,21.7,3.1,180.0
0.0,46.0,19.0,69.0,59.0,2.0,1.0,0,22.5,22.8,10.8,270.0
0.0,46.0,26.0,64.0,58.0,6.0,1.0,0,21.6,22.2,9.4,202.5
0.0,44.0,13.0,73.0,63.0,3.0,3.0,0,21.2,22.3,7.2,270.0
11.2,43.0,20.0,84.0,75.0,6.0,5.0,1,19.4,20.8,6.6,225.0
3.4,22.0,11.0,79.0,65.0,5.0,6.0,1,20.5,20.9,2.5,225.0
1.4,31.0,7.0,86.0,58.0,6.0,7.0,1,22.7,24.1,3.6,157.5
2.0,37.0,24.0,87.0,58.0,8.0,7.0,1,25.4,25.9,1.1,0.0
2.4,61.0,33.0,55.0,74.0,2.0,4.0,1,23.1,27.6,9.4,270.0
6.0,41.0,11.0,66.0,66.0,3.0,4.0,1,21.2,22.1,9.9,270.0
0.0,26.0,11.0,68.0,35.0,6.0,1.0,0,28.0,28.3,7.4,315.0
0.0,61.0,20.0,54.0,28.0,5.0,4.0,0,28.5,29.2,10.1,337.5
0.0,50.0,26.0,37.0,30.0,1.0,2.0,0,21.8,24.2,10.6,270.0
0.0,41.0,11.0,56.0,57.0,1.0,1.0,0,19.6,19.9,10.7,247.5
0.0,33.0,19.0,57.0,30.0,0.0,2.0,0,25.7,25.9,10.7,315.0
0.0,35.0,9.0,74.0,78.0,7.0,3.0,0,21.2,22.0,9.3,292.5
0.0,44.0,9.0,77.0,76.0,7.0,7.0,0,20.3,21.2,1.5,292.5
1.8,28.0,7.0,83.0,65.0,1.0,3.0,1,22.9,23.6,10.8,225.0
0.0,26.0,9.0,85.0,68.0,3.0,3.0,0,23.4,23.9,10.7,225.0
0.0,26.0,9.0,82.0,58.0,2.0,1.0,0,24.8,25.4,9.6,225.0
0.2,28.0,7.0,76.0,56.0,2.0,4.0,0,24.7,25.5,9.3,270.0
0.0,31.0,11.0,78.0,56.0,1.0,2.0,0,24.6,26.4,10.3,337.5
0.0,28.0,13.0,67.0,56.0,1.0,1.0,0,25.8,28.4,10.6,315.0
0.0,33.0,15.0,53.0,38.0,1.0,1.0,0,28.6,30.2,10.6,315.0
0.0,44.0,13.0,54.0,42.0,7.0,7.0,0,27.8,30.0,3.4,337.5
8.4,57.0,30.0,79.0,75.0,8.0,6.0,1,18.8,22.6,3.8,292.5
0.0,44.0,17.0,52.0,53.0,1.0,1.0,0,19.3,19.8,10.5,270.0
0.0,30.0,15.0,61.0,37.0,5.0,7.0,0,20.7,21.1,2.2,315.0
0.0,35.0,15.0,49.0,28.0,0.0,1.0,0,25.2,25.6,10.6,315.0
0.0,56.0,28.0,40.0,30.0,1.0,1.0,0,24.4,25.5,10.7,270.0
0.4,46.0,13.0,83.0,66.0,7.0,7.0,0,19.2,19.3,0.3,315.0
1.2,28.0,17.0,87.0,64.0,7.0,5.0,1,21.6,22.4,4.6,315.0
0.0,30.0,15.0,88.0,36.0,6.0,1.0,0,24.8,26.0,8.2,315.0
0.0,39.0,9.0,65.0,68.0,3.0,6.0,0,22.2,22.9,6.5,270.0
0.0,35.0,9.0,73.0,53.0,8.0,6.0,0,24.7,25.6,4.2,22.5
0.0,65.0,11.0,64.0,36.0,6.0,2.0,0,18.2,22.5,5.9,315.0
3.8,46.0,26.0,46.0,35.0,1.0,2.0,1,20.5,21.6,10.2,270.0
0.0,31.0,17.0,51.0,26.0,1.0,1.0,0,23.1,23.4,10.1,292.5
0.0,24.0,15.0,49.0,50.0,1.0,1.0,0,21.8,22.7,10.1,315.0
0.0,28.0,17.0,61.0,38.0,1.0,1.0,0,24.2,24.8,10.2,315.0
0.0,35.0,15.0,64.0,54.0,1.0,1.0,0,23.0,24.1,10.2,315.0
0.0,65.0,13.0,65.0,15.0,1.0,1.0,0,25.9,27.2,9.7,315.0
0.0,46.0,24.0,41.0,38.0,1.0,1.0,0,16.9,17.1,10.2,247.5
0.0,54.0,30.0,43.0,50.0,1.0,2.0,0,18.8,19.4,9.4,270.0
0.0,52.0,20.0,56.0,41.0,1.0,1.0,0,18.4,18.8,10.1,270.0
0.0,56.0,13.0,49.0,57.0,1.0,1.0,0,19.0,19.1,9.0,292.5
0.0,30.0,17.0,60.0,64.0,1.0,6.0,0,19.7,20.3,7.7,292.5
12.2,37.0,13.0,80.0,75.0,8.0,7.0,1,16.1,18.1,0.2,292.5
23.4,54.0,19.0,97.0,93.0,8.0,8.0,1,14.8,15.6,0.0,247.5
56.0,39.0,15.0,94.0,68.0,7.0,2.0,1,18.3,18.5,6.1,270.0
1.8,26.0,17.0,72.0,55.0,5.0,7.0,1,18.7,19.3,6.1,337.5
0.0,54.0,9.0,66.0,65.0,4.0,6.0,0,18.4,19.6,6.4,292.5
14.8,57.0,19.0,94.0,68.0,5.0,3.0,1,16.9,17.1,4.8,270.0
17.0,31.0,19.0,87.0,87.0,7.0,6.0,1,15.1,15.8,0.4,0.0
1.4,22.0,13.0,77.0,63.0,7.0,7.0,1,18.2,18.7,1.1,337.5
1.0,26.0,15.0,86.0,80.0,8.0,7.0,0,17.3,17.5,0.1,315.0
9.6,72.0,19.0,97.0,91.0,8.0,8.0,1,15.8,19.4,0.0,247.5
29.0,52.0,22.0,52.0,78.0,6.0,7.0,1,16.9,19.6,3.3,112.5
0.0,31.0,11.0,79.0,59.0,7.0,5.0,0,19.2,20.0,4.6,315.0
3.0,37.0,19.0,85.0,82.0,7.0,8.0,1,16.7,18.0,0.0,0.0
2.4,33.0,19.0,67.0,47.0,2.0,7.0,1,19.4,19.5,2.2,315.0
6.6,72.0,50.0,76.0,73.0,7.0,7.0,1,18.4,18.9,3.9,180.0
5.0,46.0,17.0,81.0,67.0,7.0,7.0,1,17.6,18.0,3.6,225.0
0.0,43.0,11.0,73.0,72.0,7.0,6.0,0,17.8,18.7,7.0,337.5
17.0,61.0,31.0,93.0,80.0,7.0,7.0,1,18.2,19.2,0.8,202.5
13.4,56.0,31.0,75.0,86.0,7.0,7.0,1,16.6,18.4,0.0,157.5
29.8,50.0,22.0,73.0,81.0,7.0,7.0,1,16.2,18.3,4.4,225.0
0.4,70.0,24.0,59.0,72.0,1.0,7.0,0,15.0,16.9,6.5,270.0
5.2,50.0,17.0,58.0,91.0,1.0,7.0,1,12.7,15.0,3.9,270.0
1.2,26.0,15.0,70.0,53.0,4.0,4.0,1,17.7,19.0,9.0,292.5
0.0,56.0,9.0,70.0,29.0,7.0,4.0,0,16.7,17.9,7.2,315.0
0.0,65.0,28.0,47.0,39.0,1.0,1.0,0,15.4,15.5,7.2,270.0
0.0,43.0,13.0,55.0,38.0,1.0,1.0,0,17.2,18.0,9.8,315.0
0.0,44.0,28.0,60.0,51.0,1.0,1.0,0,14.6,14.9,9.6,247.5
0.0,50.0,19.0,58.0,59.0,1.0,1.0,0,15.2,15.7,9.5,292.5
0.0,22.0,17.0,68.0,61.0,1.0,1.0,0,16.2,17.4,9.5,337.5
0.0,24.0,13.0,72.0,54.0,1.0,1.0,0,17.4,18.2,9.3,315.0
0.0,28.0,13.0,74.0,50.0,2.0,2.0,0,19.2,19.8,9.6,315.0
0.2,48.0,22.0,65.0,60.0,7.0,4.0,0,17.9,18.6,1.7,0.0
0.4,47.2342799188641,15.0,53.0,38.0,0.0,1.0,0,17.6,18.5,9.6,292.5
0.0,56.0,15.0,49.0,40.0,1.0,1.0,0,18.7,19.9,9.7,315.0
0.0,39.0,24.0,59.0,38.0,1.0,1.0,0,18.5,18.7,9.8,270.0
17.0,48.0,15.0,93.0,74.0,7.0,5.0,1,16.1,16.6,4.2,225.0
0.2,41.0,30.0,84.0,88.0,7.0,8.0,0,13.9,16.1,7.191346475108586,202.5
2.8,39.0,17.0,74.0,80.0,6.0,6.0,1,15.6,15.9,0.2,135.0
11.0,28.0,13.0,91.0,59.0,8.0,2.0,1,17.5,18.7,5.2,315.0
0.0,35.0,15.0,82.0,57.0,7.0,7.0,0,19.6,19.8,2.8,292.5
0.6,48.0,26.0,73.0,51.0,7.0,2.0,0,18.7,19.7,4.0,337.5
0.0,43.0,17.0,63.0,61.0,1.0,6.0,0,13.7,14.6,6.8,292.5
0.0,28.0,19.0,60.0,32.0,1.0,1.0,0,16.2,16.4,9.7,292.5
0.0,35.0,20.0,58.0,37.0,0.0,0.0,0,14.2,15.2,9.9,315.0
0.0,37.0,17.0,56.0,34.0,1.0,2.0,0,16.3,16.6,9.3,337.5
0.0,37.0,20.0,62.0,38.0,4.0,3.0,0,15.2,16.3,8.6,315.0
0.0,28.0,15.0,65.0,51.0,8.0,8.0,0,13.9,14.0,0.0,315.0
1.0,57.0,31.0,60.0,43.0,2.0,2.0,0,14.5,14.6,9.8,247.5
0.0,52.0,15.0,58.0,67.0,3.0,4.0,0,15.7,15.9,8.8,315.0
0.0,28.0,13.0,68.0,89.0,7.0,8.0,0,12.9,13.8,0.1,315.0
2.4,50.0,11.0,86.0,84.0,7.0,7.0,1,14.0,17.0,3.5,315.0
2.0,56.0,28.0,74.0,75.0,7.0,6.0,1,15.0,15.3,2.9,202.5
0.2,48.0,33.0,77.0,99.0,3.0,7.0,0,12.4,14.6,2.3,180.0
6.0,39.0,17.0,89.0,74.0,6.0,7.0,1,15.5,16.2,3.8,315.0
0.2,22.0,9.0,79.0,62.0,7.0,7.0,0,17.3,18.4,4.8,337.5
0.0,35.0,28.0,58.0,72.0,7.0,7.0,0,18.0,19.8,1.0,0.0
0.0,35.0,13.0,74.0,57.0,6.0,7.0,0,16.5,17.7,2.1,315.0
0.0,39.0,13.0,75.0,86.0,7.0,7.0,0,16.6,18.7,0.0,315.0
3.2,72.0,15.0,76.0,28.0,4.0,1.0,1,18.0,18.8,8.0,270.0
0.0,48.0,28.0,49.0,34.0,1.0,2.0,0,16.1,16.8,9.8,270.0
0.0,39.0,15.0,51.0,59.0,3.0,1.0,0,14.9,17.1,9.4,270.0
0.0,26.0,17.0,59.0,48.0,1.0,1.0,0,16.1,16.6,9.9,315.0
0.0,28.0,19.0,71.0,29.0,0.0,1.0,0,19.6,19.9,10.0,315.0
0.0,31.0,9.0,62.0,58.0,7.0,7.0,0,14.6,15.7,0.8,292.5
0.0,52.0,20.0,60.0,57.0,1.0,3.0,0,14.4,14.9,8.5,225.0
8.4,33.0,19.0,72.0,57.0,7.0,5.0,1,14.4,14.6,4.1,315.0
0.0,50.0,19.0,61.0,78.0,1.0,5.0,0,12.5,14.2,5.0,270.0
0.4,43.0,17.0,68.0,73.0,3.0,7.0,0,15.1,16.2,5.8,315.0
4.8,28.0,15.0,77.0,70.0,7.0,6.0,1,15.8,16.3,3.9,292.5
0.0,41.0,13.0,83.0,61.0,2.0,5.0,0,15.6,16.5,6.2,247.5
15.8,35.0,11.0,91.0,79.0,6.0,7.0,1,14.7,15.9,3.2,270.0
2.8,20.0,9.0,75.0,46.0,5.0,7.0,1,16.4,16.9,3.2,315.0
1.4,54.0,13.0,94.0,89.0,8.0,8.0,1,15.2,15.6,0.8,315.0
21.4,26.0,9.0,85.0,68.0,5.0,7.0,1,17.0,17.5,0.6,270.0
4.0,37.0,15.0,86.0,53.0,6.0,7.0,1,22.2,22.7,5.8,315.0
5.8,47.2342799188641,13.0,97.0,39.0,6.0,1.0,1,20.8,21.5,5.8,247.5
0.0,78.0,19.0,51.0,32.0,1.0,1.0,0,21.1,21.5,10.3,0.0
0.2,80.0,22.0,42.0,38.0,6.0,6.0,0,15.0,15.7,7.3,270.0
13.6,107.0,44.0,78.0,71.0,7.0,4.0,1,14.7,15.7,6.6,225.0
0.0,28.0,15.0,67.0,37.0,1.0,1.0,0,18.3,19.1,10.2,315.0
0.0,43.0,13.0,49.0,27.0,3.0,3.0,0,17.0,17.3,8.3,315.0
0.0,47.2342799188641,28.0,52.0,48.0,1.0,1.0,0,14.6,15.2,10.3,270.0
0.0,46.0,15.0,53.0,61.0,1.0,6.0,0,13.9,14.2,10.2,270.0
0.0,26.0,15.0,63.0,43.0,2.0,2.0,0,16.0,17.5,10.3,315.0
0.0,31.0,11.0,68.0,52.0,3.0,3.0,0,17.7,18.2,8.9,315.0
2.8,48.0,13.0,94.0,91.0,8.0,8.0,1,15.7,17.2,0.0,45.0
5.2,57.0,20.0,55.0,31.0,7.0,3.0,1,16.9,18.7,6.0,337.5
0.0,59.0,33.0,54.0,46.0,3.0,7.0,0,15.1,17.2,5.9,270.0
0.0,61.0,30.0,49.0,51.0,1.0,1.0,0,16.0,16.0,10.6,247.5
0.0,37.0,11.0,61.0,29.0,0.0,0.0,0,21.3,21.5,10.7,0.0
0.0,61.0,17.0,55.0,36.0,6.0,1.0,0,20.0,21.3,7.3,315.0
0.0,57.0,30.0,40.0,26.0,1.0,1.0,0,19.2,19.5,10.7,292.5
0.0,37.0,24.0,45.0,27.0,1.0,4.0,0,16.1,16.4,10.4,270.0
0.0,50.0,13.0,54.0,47.0,4.0,5.0,0,18.9,20.4,6.6,315.0
4.0,69.0,26.0,53.0,17.0,1.0,2.0,1,24.8,25.4,10.8,0.0
0.0,41.0,13.0,32.0,23.0,1.0,1.0,0,19.8,20.0,10.8,292.5
0.0,69.0,24.0,38.0,35.0,1.0,1.0,0,16.9,17.1,10.9,292.5
0.0,35.0,19.0,53.0,41.0,1.0,4.0,0,16.2,17.4,9.4,270.0
