MinTemp,Rainfall,WindGustDir,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,Pressure3pm,Sunshine,WindSpeed3pm,Pressure9am
21.6,0.0,67.5,35.0,69.0,67.0,3.0,1.0,27.1,0,1012.1,11.5,28.0,1015.7
23.6,0.0,67.5,43.0,65.0,56.0,6.0,1.0,28.1,0,1012.2,11.5,33.0,1015.3
22.7,0.0,67.5,37.0,66.0,63.0,3.0,3.0,27.5,0,1012.1,11.2,28.0,1015.6
23.9,0.0,45.0,37.0,65.0,69.0,6.0,8.0,27.6,0,1011.6,8.6,28.0,1014.6
23.0,0.6,67.5,39.0,71.0,63.0,7.0,7.0,26.8,0,1011.5,5.8,28.0,1014.7
22.6,2.2,112.5,41.0,63.0,65.0,7.0,7.0,27.3,1,1013.0,2.4,26.0,1015.4
21.1,2.6,67.5,35.0,73.0,62.0,7.0,7.0,23.4,1,1014.7,4.9,20.0,1017.9
20.8,0.0,67.5,39.0,61.0,60.0,5.0,1.0,25.8,0,1012.4,11.2,28.0,1017.2
21.2,4.4,112.5,52.0,89.0,70.0,8.0,7.0,23.6,1,1011.9,0.7,30.0,1015.1
23.0,0.2,90.0,54.0,69.0,71.0,7.0,7.0,26.3,0,1009.2,0.6,28.0,1013.6
22.8,17.4,0.0,39.0,76.0,68.0,4.0,5.0,26.6,1,1005.5,8.1,26.0,1009.8
19.1,16.4,202.5,56.0,39.0,24.0,3.0,6.0,21.2,1,1010.0,10.3,26.0,1014.3
18.0,0.0,202.5,33.0,35.0,38.0,6.0,6.0,22.5,0,1013.0,7.1,17.0,1015.9
18.3,0.0,67.5,41.0,61.0,54.0,5.0,5.0,24.8,0,1014.7,8.7,28.0,1017.4
21.3,0.0,67.5,43.0,57.0,54.0,6.0,6.0,25.2,0,1015.2,7.2,30.0,1018.7
20.5,0.0,90.0,50.0,58.0,59.0,4.0,7.0,26.8,0,1015.5,6.2,31.0,1019.0
20.3,3.4,112.5,39.0,80.0,91.0,7.0,8.0,22.0,1,1016.5,0.0,17.0,1018.6
19.9,4.4,90.0,37.0,74.0,69.0,6.0,7.0,24.2,1,1014.3,2.7,24.0,1017.8
20.1,0.0,67.5,41.0,62.0,67.0,4.0,1.0,26.6,0,1013.2,11.9,30.0,1017.2
20.5,0.0,45.0,39.0,67.0,68.0,5.0,2.0,26.0,0,1013.0,11.8,30.0,1016.4
19.9,0.0,45.0,37.0,63.0,66.0,2.0,1.0,26.7,0,1012.3,11.6,30.0,1015.5
20.9,0.0,45.0,37.0,62.0,63.0,3.0,2.0,26.9,0,1012.8,11.9,31.0,1016.0
20.9,0.0,67.5,37.0,60.0,69.0,3.0,6.0,27.6,0,1011.6,11.0,26.0,1015.1
22.3,0.0,67.5,35.0,63.0,58.0,7.0,7.0,27.1,0,1011.2,10.5,30.0,1014.1
21.8,0.0,67.5,41.0,61.0,55.0,3.0,1.0,27.2,0,1012.3,12.1,31.0,1015.4
21.3,0.0,90.0,39.0,55.0,61.0,2.0,2.0,27.0,0,1011.7,11.7,26.0,1014.9
22.2,0.0,45.0,35.0,61.0,65.0,4.0,6.0,27.2,0,1010.9,10.9,28.0,1014.1
21.5,0.0,45.0,33.0,52.0,52.0,2.0,6.0,28.5,0,1009.2,10.2,26.0,1012.7
23.7,0.0,45.0,35.0,56.0,69.0,3.0,7.0,28.0,0,1011.0,6.6,24.0,1013.7
24.1,0.0,180.0,39.0,66.0,70.0,8.0,8.0,26.7,0,1011.5,0.2,17.0,1014.3
19.4,46.0,202.5,31.0,83.0,75.0,7.0,7.0,22.4,1,1011.3,0.1,13.0,1014.2
19.4,0.8,45.0,35.0,63.0,61.0,5.0,2.0,24.7,0,1009.5,11.3,26.0,1013.2
21.0,0.2,45.0,37.0,52.0,64.0,1.0,1.0,26.9,0,1011.0,11.5,28.0,1013.8
21.8,0.0,67.5,37.0,70.0,60.0,7.0,7.0,25.3,0,1012.5,3.5,26.0,1015.5
22.7,0.0,90.0,39.0,64.0,71.0,7.0,7.0,27.1,0,1012.7,4.3,26.0,1015.4
22.4,0.0,90.0,37.0,70.0,68.0,6.0,7.0,25.4,0,1014.7,3.6,24.0,1017.8
22.4,4.4,112.5,39.0,70.0,72.0,7.0,7.0,26.3,1,1012.8,0.8,24.0,1016.4
23.1,1.4,135.0,37.0,82.0,87.0,7.0,7.0,26.1,1,1010.4,2.1,20.0,1014.1
23.2,23.2,112.5,33.0,95.0,91.0,8.0,8.0,24.5,1,1010.6,0.5,20.0,1012.5
21.5,17.4,112.5,37.0,83.0,78.0,6.0,7.0,26.4,1,1012.0,4.6,22.0,1014.6
23.2,7.6,112.5,44.0,76.0,77.0,7.0,8.0,26.2,1,1012.4,0.8,24.0,1015.7
22.3,8.0,67.5,33.0,77.0,74.0,6.0,6.0,25.9,1,1009.8,7.3,20.0,1013.3
22.7,2.8,67.5,37.0,71.0,63.0,6.0,4.0,26.2,1,1008.6,8.8,26.0,1011.7
23.5,0.8,67.5,33.0,71.0,72.0,4.0,3.0,27.6,0,1008.3,11.3,28.0,1011.4
23.5,8.4,202.5,46.0,91.0,63.0,7.0,4.0,25.2,1,1007.0,6.7,19.0,1011.2
21.8,13.0,22.5,26.0,82.0,77.0,7.0,7.0,25.0,1,1009.9,2.0,13.0,1012.0
24.0,0.0,90.0,48.0,75.0,82.0,7.0,7.0,26.9,0,1011.3,0.1,20.0,1013.2
23.0,6.2,67.5,44.0,87.0,72.0,7.0,6.0,24.3,1,1010.4,5.5,28.0,1013.8
22.5,17.8,90.0,43.0,74.0,63.0,6.0,6.0,26.1,1,1010.2,5.2,30.0,1013.2
22.7,1.8,90.0,54.0,68.0,66.0,7.0,6.0,27.0,1,1011.4,6.2,35.0,1014.0
23.6,0.0,112.5,52.0,67.0,93.0,6.0,8.0,27.3,0,1012.4,5.6,26.0,1014.3
21.9,3.2,112.5,48.0,67.0,70.0,7.0,6.0,26.5,1,1010.5,5.9,30.0,1013.3
23.1,0.0,67.5,48.0,63.0,58.0,4.0,5.0,27.5,0,1010.0,8.1,31.0,1012.5
22.8,0.0,112.5,35.0,65.0,65.0,3.0,3.0,27.4,0,1009.2,10.8,24.0,1012.6
23.5,0.2,67.5,33.0,80.0,69.0,7.0,7.0,26.2,0,1007.9,4.8,26.0,1011.1
23.2,9.2,45.0,33.0,73.0,70.0,7.0,7.0,26.5,1,1005.6,3.6,20.0,1008.7
23.3,14.6,67.5,30.0,82.0,76.0,7.0,5.0,25.8,1,1004.3,3.6,17.0,1007.0
22.8,6.6,67.5,37.0,77.0,76.0,7.0,4.0,26.8,1,1004.9,8.6,30.0,1007.5
24.5,0.0,67.5,37.0,75.0,75.0,7.0,1.0,27.9,0,1006.3,5.2,28.0,1009.4
22.8,26.4,247.5,41.0,83.0,75.0,7.0,4.0,25.7,1,1006.0,5.4,19.0,1008.3
23.1,0.2,112.5,48.0,76.0,77.0,6.0,7.0,27.9,0,1004.5,12.0,24.0,1007.9
23.6,0.0,45.0,31.0,76.0,68.0,4.0,3.0,29.1,0,1004.0,9.7,19.0,1008.1
26.3,0.0,45.0,28.0,73.0,74.0,6.0,7.0,29.4,0,1004.7,5.4,15.0,1008.1
24.9,0.2,0.0,31.0,76.0,77.0,7.0,7.0,29.0,0,1007.6,8.1,20.0,1008.6
24.8,7.6,67.5,41.0,75.0,72.0,4.0,4.0,29.6,1,1009.7,11.4,30.0,1012.0
24.6,0.0,67.5,37.0,67.0,67.0,3.0,1.0,28.8,0,1010.1,12.4,31.0,1013.3
24.6,0.0,45.0,37.0,67.0,74.0,3.0,7.0,29.1,0,1007.5,11.4,28.0,1011.3
24.7,1.4,315.0,37.0,78.0,64.0,7.0,4.0,29.0,1,1003.8,10.6,22.0,1008.3
24.8,14.4,0.0,37.0,84.0,75.0,7.0,7.0,27.8,1,1004.5,4.1,22.0,1006.6
25.2,15.6,67.5,35.0,67.0,72.0,4.0,6.0,30.1,1,1005.3,8.2,26.0,1008.7
24.6,0.8,67.5,39.0,67.0,75.0,2.0,6.0,30.2,0,1007.4,10.0,26.0,1009.7
25.7,0.4,67.5,39.0,88.0,68.0,5.0,5.0,26.8,0,1006.7,7.2,20.0,1010.3
25.7,0.0,45.0,33.0,75.0,75.0,5.0,5.0,29.6,0,1006.9,6.8,26.0,1009.2
26.6,0.8,22.5,33.0,70.0,55.0,3.0,7.0,30.6,0,1006.0,11.4,19.0,1008.8
27.8,0.0,0.0,35.0,67.0,65.0,7.0,7.0,31.0,0,1004.2,11.4,26.0,1009.2
23.0,36.2,315.0,59.0,93.0,73.0,7.0,8.0,25.5,1,1002.6,1.9,15.0,1006.5
23.0,20.2,135.0,31.0,79.0,78.0,7.0,7.0,29.8,1,1002.8,4.6,9.0,1005.2
24.4,15.0,67.5,35.0,72.0,66.0,7.0,7.0,28.0,1,1004.7,2.8,24.0,1006.7
24.5,0.4,112.5,46.0,74.0,69.0,7.0,7.0,27.9,0,1005.7,2.1,28.0,1008.3
25.1,7.0,45.0,39.0,93.0,78.0,8.0,8.0,25.7,1,1007.6,0.0,17.0,1010.2
22.8,54.4,90.0,43.0,81.0,87.0,7.0,8.0,26.4,1,1006.6,0.0,19.0,1009.3
23.6,67.0,45.0,56.0,98.0,94.0,8.0,7.0,23.9,1,1000.7,0.0,28.0,1003.9
23.9,72.2,0.0,50.0,94.0,85.0,8.0,7.0,26.2,1,1001.3,0.1,26.0,1003.7
24.8,32.8,67.5,38.84057010275108,80.0,80.0,7.0,7.0,28.7,1,1000.8,5.4,31.0,1004.0
23.9,24.2,67.5,38.84057010275108,74.0,66.0,7.0,7.0,27.7,1,1005.0,3.9,15.0,1007.3
26.0,0.0,45.0,35.0,78.0,80.0,5.0,7.0,29.3,0,1006.6,8.2,26.0,1009.9
25.8,1.6,45.0,31.0,75.0,72.0,7.0,7.0,30.0,1,1008.8,10.0,20.0,1011.3
25.4,0.6,112.5,43.0,87.0,76.0,7.0,7.0,27.7,0,1008.1,1.0,24.0,1010.8
25.2,2.8,67.5,37.0,63.0,66.0,7.0,6.0,29.1,1,1006.4,8.2,26.0,1009.8
24.9,0.0,22.5,41.0,82.0,72.0,7.0,7.0,26.9,0,1007.3,2.3,17.0,1009.6
23.9,13.4,315.0,35.0,69.0,78.0,3.0,7.0,28.5,1,1005.9,8.7,15.0,1009.2
22.9,20.0,22.5,26.0,77.0,77.0,2.0,6.0,27.7,1,1004.6,10.4,15.0,1007.4
24.9,0.0,67.5,33.0,68.0,70.0,4.0,2.0,28.7,0,1002.9,10.0,28.0,1006.7
25.6,0.0,225.0,33.0,68.0,64.0,4.0,3.0,29.6,0,1001.2,9.7,20.0,1005.5
24.5,0.0,45.0,31.0,75.0,66.0,3.0,4.0,28.8,0,1001.0,12.6,24.0,1003.9
25.6,0.0,45.0,33.0,74.0,66.0,4.0,6.0,28.5,0,1001.1,10.8,17.0,1004.3
25.3,3.0,202.5,69.0,75.0,68.0,4.0,4.0,29.3,1,999.8,8.6,30.0,1003.1
22.3,40.0,67.5,39.0,78.0,78.0,6.0,5.0,27.3,1,999.2,5.7,28.0,1001.9
23.5,44.8,67.5,43.0,82.0,80.0,6.0,7.0,28.2,1,1000.9,6.9,20.0,1003.5
25.4,0.6,112.5,30.0,87.0,82.0,7.0,8.0,26.7,0,1003.1,0.7,19.0,1005.2
25.5,1.0,90.0,41.0,74.0,71.0,7.0,7.0,29.7,0,1003.6,8.8,24.0,1006.4
24.9,0.0,90.0,41.0,69.0,63.0,4.0,7.0,29.5,0,1003.3,8.1,20.0,1006.0
25.2,3.4,45.0,35.0,75.0,65.0,7.0,5.0,28.5,1,1002.2,5.5,26.0,1005.2
24.3,3.0,67.5,30.0,71.0,71.0,7.0,7.0,28.4,1,1003.0,6.2,22.0,1006.5
25.3,2.2,45.0,39.0,85.0,89.0,7.0,7.0,28.1,1,1004.1,3.6,17.0,1006.8
24.7,3.2,315.0,39.0,72.0,69.0,5.0,7.0,30.0,1,1002.8,7.9,22.0,1006.1
25.1,4.0,0.0,33.0,76.0,66.0,7.0,7.0,29.5,1,1002.5,6.6,17.0,1006.0
24.3,12.2,90.0,35.0,73.0,77.0,7.0,7.0,28.9,1,1002.5,5.7,22.0,1004.2
25.8,1.4,112.5,61.0,70.0,67.0,7.0,7.0,30.2,1,1003.7,5.3,30.0,1005.9
23.5,13.4,135.0,61.0,68.0,64.0,5.0,6.0,27.9,1,1004.6,5.6,31.0,1007.3
22.4,7.8,135.0,41.0,57.0,49.0,2.0,4.0,27.5,1,1003.5,11.2,15.0,1006.5
21.1,0.4,67.5,31.0,56.0,57.0,0.0,1.0,28.1,0,1005.2,12.0,22.0,1008.4
22.5,0.0,67.5,30.0,68.0,60.0,1.0,1.0,28.3,0,1008.4,12.3,24.0,1010.9
24.6,0.0,45.0,39.0,63.0,61.0,3.0,2.0,29.3,0,1009.3,11.7,28.0,1011.3
22.7,0.0,67.5,37.0,59.0,63.0,3.0,7.0,27.9,0,1008.6,8.2,19.0,1010.7
23.6,0.0,45.0,37.0,54.0,59.0,3.0,1.0,28.7,0,1007.5,12.2,26.0,1011.3
24.2,0.0,67.5,48.0,61.0,61.0,3.0,4.0,29.3,0,1007.4,11.7,30.0,1010.6
24.1,0.0,157.5,56.0,55.0,60.0,6.0,7.0,27.8,0,1006.5,5.8,26.0,1009.7
24.2,2.0,45.0,31.0,75.0,68.0,6.0,4.0,28.1,1,1008.4,8.0,26.0,1010.1
25.4,2.6,90.0,44.0,75.0,58.0,4.0,4.0,29.4,1,1007.9,8.2,30.0,1011.2
26.8,0.0,112.5,120.0,59.0,78.0,7.0,1.0,30.7,0,1001.8,1.1,44.0,1007.0
23.3,3.485591823277283,90.0,135.0,83.0,89.0,8.0,8.0,27.2,0,1006.0,1.2,41.0,1004.0
23.2,170.4,67.5,54.0,81.0,79.0,7.0,7.0,28.6,1,1010.4,2.4,28.0,1012.7
24.4,23.4,45.0,43.0,88.0,75.0,5.0,3.0,25.6,1,1010.3,8.4,20.0,1013.3
25.5,2.4,337.5,48.0,79.0,74.0,3.0,4.0,29.0,1,1013.1,8.7,30.0,1014.4
24.9,0.0,67.5,37.0,75.0,73.0,4.0,5.0,28.8,0,1010.5,10.2,28.0,1013.9
24.9,7.8,90.0,41.0,69.0,72.0,3.0,3.0,28.9,1,1008.6,11.7,28.0,1011.4
24.0,17.4,90.0,56.0,76.0,67.0,6.0,5.0,27.9,1,1011.1,9.5,30.0,1013.1
23.4,10.4,67.5,48.0,80.0,65.0,7.0,6.0,26.6,1,1010.4,8.1,35.0,1013.5
23.3,12.8,67.5,50.0,75.0,69.0,6.0,3.0,27.3,1,1010.2,9.4,26.0,1013.2
23.4,1.4,112.5,35.0,63.0,70.0,1.0,3.0,28.1,1,1009.0,12.0,26.0,1012.6
24.7,0.0,67.5,35.0,73.0,70.0,6.0,5.0,28.4,0,1009.5,9.1,20.0,1011.4
23.5,0.0,112.5,43.0,69.0,67.0,2.0,3.0,28.9,0,1008.6,11.6,17.0,1011.7
23.0,5.2,67.5,43.0,66.0,74.0,3.0,6.0,28.4,1,1008.4,9.4,31.0,1011.0
23.3,31.2,112.5,31.0,82.0,69.0,8.0,7.0,26.6,1,1009.1,5.4,19.0,1012.2
23.6,13.4,45.0,31.0,69.0,68.0,6.0,3.0,28.6,1,1007.6,10.4,24.0,1010.6
24.5,0.0,67.5,31.0,64.0,65.0,3.0,3.0,29.0,0,1006.1,12.4,22.0,1009.7
25.6,1.6,112.5,39.0,66.0,67.0,4.0,7.0,29.8,1,1007.8,5.6,20.0,1009.6
24.5,0.0,45.0,30.0,73.0,69.0,7.0,7.0,28.5,0,1007.8,10.8,20.0,1010.7
25.5,0.0,45.0,26.0,75.0,67.0,7.0,7.0,29.1,0,1005.7,9.8,13.0,1009.1
26.5,0.0,67.5,37.0,67.0,73.0,7.0,7.0,29.8,0,1006.2,4.5,19.0,1007.4
24.0,2.8,135.0,43.0,75.0,85.0,7.0,7.0,28.0,1,1007.7,4.6,19.0,1010.2
23.7,7.6,90.0,43.0,61.0,58.0,7.0,7.0,28.5,1,1008.3,5.6,22.0,1011.1
23.7,2.0,112.5,44.0,87.0,93.0,7.0,7.0,25.0,1,1008.6,1.2,30.0,1010.9
23.6,11.6,90.0,44.0,81.0,60.0,7.0,7.0,26.7,1,1007.6,7.8,28.0,1010.3
24.7,0.0,67.5,41.0,71.0,66.0,7.0,7.0,28.3,0,1007.7,7.2,31.0,1010.3
24.1,10.0,67.5,43.0,96.0,98.0,8.0,8.0,24.3,1,1007.9,0.2,6.0,1010.9
22.9,63.2,67.5,22.0,84.0,77.0,7.0,8.0,26.3,1,1008.1,0.0,17.0,1010.6
23.8,3.8,90.0,31.0,90.0,85.0,8.0,7.0,25.1,1,1008.9,1.8,19.0,1012.0
25.1,0.8,67.5,33.0,82.0,72.0,6.0,4.0,28.5,0,1007.8,8.7,26.0,1010.9
25.6,0.0,45.0,30.0,79.0,67.0,7.0,3.0,29.2,0,1007.2,10.4,24.0,1009.9
25.8,0.0,67.5,37.0,76.0,74.0,7.0,7.0,29.2,0,1007.1,9.9,24.0,1009.6
24.8,10.4,112.5,65.0,79.0,93.0,7.0,8.0,28.1,1,1008.6,4.6,31.0,1010.5
23.4,32.4,67.5,57.0,95.0,93.0,7.0,8.0,24.6,1,1008.8,0.3,22.0,1011.4
23.2,112.0,112.5,54.0,68.0,59.0,7.0,7.0,26.5,1,1009.0,3.1,24.0,1011.5
24.2,0.4,112.5,48.0,67.0,70.0,7.0,7.0,28.2,0,1009.2,3.6,20.0,1011.8
23.4,10.6,90.0,39.0,80.0,69.0,7.0,7.0,26.7,1,1008.4,1.7,24.0,1010.8
22.4,42.4,112.5,39.0,93.0,95.0,8.0,8.0,23.3,1,1008.7,0.0,7.0,1010.8
22.4,79.2,90.0,39.0,98.0,91.0,8.0,8.0,22.9,1,1010.1,0.0,13.0,1012.2
22.3,36.0,135.0,31.0,78.0,76.0,7.0,7.0,25.4,1,1010.0,2.2,13.0,1012.6
23.0,2.6,67.5,35.0,73.0,75.0,3.0,6.0,27.7,1,1007.9,8.9,26.0,1011.1
22.5,53.4,22.5,41.0,98.0,82.0,8.0,7.0,23.6,1,1009.9,0.5,28.0,1012.7
23.2,84.0,90.0,41.0,82.0,76.0,7.0,7.0,28.2,1,1011.5,3.9,24.0,1013.5
25.3,1.4,112.5,37.0,79.0,71.0,4.0,3.0,28.5,1,1012.1,9.9,24.0,1015.0
24.4,0.0,67.5,28.0,76.0,71.0,6.0,7.0,28.6,0,1009.8,9.7,19.0,1013.3
25.6,0.0,0.0,28.0,82.0,65.0,7.0,7.0,28.0,0,1006.6,6.9,17.0,1011.4
26.0,1.0,225.0,44.0,76.0,73.0,7.0,6.0,28.3,0,1004.6,5.0,13.0,1009.5
24.1,11.8,315.0,39.0,77.0,64.0,4.0,3.0,28.1,1,1003.9,7.7,15.0,1007.2
24.9,0.0,0.0,30.0,72.0,72.0,7.0,5.0,29.2,0,1005.1,8.8,17.0,1007.3
25.3,0.6,22.5,28.0,81.0,64.0,6.0,4.0,29.2,0,1005.3,9.3,19.0,1008.2
26.0,0.2,0.0,26.0,79.0,62.0,5.0,6.0,29.0,0,1006.6,9.1,15.0,1010.0
23.3,38.8,315.0,39.0,82.0,78.0,6.0,7.0,26.8,1,1007.9,2.8,11.0,1010.8
23.4,9.8,180.0,26.0,83.0,66.0,7.0,7.0,25.6,1,1009.1,2.3,17.0,1012.1
24.0,0.0,90.0,43.0,59.0,69.0,6.0,7.0,28.2,0,1009.6,2.9,19.0,1012.1
24.2,0.0,135.0,35.0,84.0,80.0,8.0,8.0,24.5,0,1009.6,0.2,24.0,1012.5
23.4,8.4,135.0,28.0,96.0,93.0,8.0,8.0,23.7,1,1010.2,0.0,9.0,1012.9
22.8,51.8,112.5,28.0,89.0,76.0,7.0,7.0,24.6,1,1009.2,3.2,15.0,1013.5
24.1,0.0,67.5,31.0,77.0,87.0,5.0,7.0,27.0,0,1010.3,4.4,15.0,1013.2
16.1,0.0,45.0,33.0,62.0,55.0,1.0,1.0,23.7,0,1011.1,11.1,26.0,1014.7
18.5,0.0,45.0,35.0,73.0,61.0,4.0,4.0,24.7,0,1010.9,10.3,28.0,1014.3
19.1,0.0,67.5,31.0,74.0,60.0,7.0,4.0,24.4,0,1010.7,8.3,26.0,1013.5
19.2,0.0,67.5,31.0,73.0,57.0,3.0,5.0,25.7,0,1011.6,6.8,22.0,1014.5
18.4,0.0,67.5,41.0,64.0,48.0,1.0,1.0,24.2,0,1012.5,10.6,13.0,1016.0
15.2,0.0,90.0,35.0,38.0,38.0,1.0,1.0,23.5,0,1013.8,10.9,24.0,1016.5
19.7,0.0,67.5,37.0,78.0,55.0,7.0,7.0,21.8,0,1012.1,2.6,22.0,1015.9
20.1,6.4,157.5,26.0,95.0,95.0,8.0,8.0,21.1,1,1011.5,0.0,17.0,1015.1
19.9,12.0,225.0,31.0,84.0,53.0,7.0,7.0,22.0,1,1009.7,6.7,15.0,1013.0
18.0,0.0,202.5,48.0,31.0,19.0,1.0,0.0,20.5,0,1012.4,10.6,26.0,1016.4
11.7,0.0,202.5,28.0,33.0,32.0,1.0,0.0,21.1,0,1013.3,11.3,24.0,1017.3
9.9,0.0,180.0,35.0,31.0,17.0,3.0,1.0,20.6,0,1014.7,10.8,17.0,1018.7
9.0,0.0,45.0,30.0,34.0,30.0,0.0,0.0,20.8,0,1013.8,10.6,24.0,1018.2
11.3,0.0,67.5,35.0,69.0,47.0,1.0,1.0,19.4,0,1015.9,10.3,28.0,1019.2
13.1,0.0,67.5,31.0,45.0,37.0,1.0,1.0,20.5,0,1019.5,10.9,22.0,1022.0
14.0,0.0,135.0,43.0,50.0,41.0,7.0,5.0,20.5,0,1019.5,3.4,30.0,1022.6
15.9,0.0,90.0,50.0,53.0,47.0,1.0,1.0,22.9,0,1018.6,10.7,33.0,1021.8
17.2,0.0,112.5,52.0,57.0,48.0,1.0,3.0,22.9,0,1019.5,10.0,33.0,1021.8
17.4,0.0,90.0,41.0,54.0,50.0,2.0,7.0,22.7,0,1018.9,3.1,28.0,1021.7
17.0,0.4,112.5,43.0,65.0,66.0,6.0,6.0,22.6,0,1016.1,2.6,13.0,1019.3
18.7,2.0,90.0,48.0,71.0,63.0,3.0,2.0,23.8,1,1015.1,8.0,35.0,1018.0
20.3,0.0,112.5,39.0,71.0,67.0,7.0,7.0,24.0,0,1013.5,3.1,24.0,1017.1
21.4,2.6,22.5,26.0,87.0,61.0,8.0,3.0,23.2,1,1010.1,5.5,6.0,1014.4
20.2,0.0,202.5,48.0,36.0,30.0,7.0,1.0,21.8,0,1009.1,8.4,22.0,1013.5
15.9,0.0,180.0,46.0,39.0,25.0,0.0,0.0,18.4,0,1011.7,10.6,19.0,1016.2
11.6,0.0,202.5,35.0,40.0,22.0,0.0,0.0,17.1,0,1013.7,11.0,22.0,1018.1
8.7,0.0,135.0,30.0,41.0,45.0,0.0,1.0,19.3,0,1014.9,10.8,20.0,1019.2
10.3,0.0,45.0,30.0,47.0,40.0,0.0,1.0,19.8,0,1015.8,10.5,19.0,1019.1
12.1,0.0,45.0,28.0,63.0,50.0,2.0,1.0,20.9,0,1015.8,9.9,20.0,1019.6
13.5,0.0,202.5,30.0,74.0,49.0,1.0,1.0,21.0,0,1013.0,10.4,15.0,1017.9
11.0,0.0,157.5,39.0,32.0,17.0,0.0,0.0,19.8,0,1012.6,10.7,13.0,1016.9
9.0,0.0,157.5,31.0,34.0,36.0,0.0,0.0,19.7,0,1013.9,10.8,19.0,1018.0
10.8,0.0,22.5,30.0,42.0,33.0,0.0,0.0,20.1,0,1015.1,10.7,24.0,1018.2
9.9,0.0,45.0,26.0,62.0,41.0,1.0,1.0,19.9,0,1015.5,10.3,19.0,1018.9
11.3,0.0,45.0,24.0,69.0,47.0,1.0,2.0,19.7,0,1015.4,9.7,15.0,1018.7
15.0,0.0,67.5,30.0,69.0,64.0,7.0,7.0,21.5,0,1014.5,4.9,20.0,1017.9
19.0,0.0,45.0,31.0,80.0,68.0,7.0,7.0,21.2,0,1014.1,4.5,22.0,1017.3
19.3,8.2,67.5,31.0,93.0,65.0,7.0,7.0,21.5,1,1014.0,6.7,22.0,1017.0
16.4,0.8,67.5,31.0,82.0,66.0,3.0,1.0,22.8,0,1013.5,10.2,22.0,1017.4
16.6,0.0,67.5,28.0,74.0,63.0,6.0,7.0,22.5,0,1012.2,7.7,19.0,1015.2
19.1,0.2,270.0,43.0,77.0,75.0,8.0,8.0,19.7,0,1012.4,0.1,15.0,1015.4
13.3,6.2,225.0,43.0,74.0,64.0,6.0,7.0,14.5,1,1012.5,0.4,19.0,1015.2
14.4,0.0,225.0,39.0,63.0,52.0,7.0,7.0,16.7,0,1012.5,4.4,20.0,1016.1
10.5,0.0,225.0,35.0,59.0,36.0,2.0,6.0,17.9,0,1011.9,10.5,22.0,1015.6
11.0,0.0,225.0,39.0,44.0,21.0,0.0,0.0,18.5,0,1012.8,10.8,22.0,1017.1
12.3,0.0,202.5,56.0,49.0,30.0,1.0,0.0,17.0,0,1015.4,10.7,24.0,1020.1
9.1,0.0,202.5,33.0,48.0,43.0,1.0,0.0,17.9,0,1015.5,10.6,15.0,1020.1
9.4,0.0,202.5,37.0,48.0,27.0,0.0,1.0,19.5,0,1014.3,10.1,20.0,1018.8
10.5,0.0,202.5,37.0,29.0,17.0,1.0,1.0,19.1,0,1014.3,10.8,19.0,1019.0
6.7,0.0,45.0,37.0,55.0,32.0,7.0,4.0,17.0,0,1015.3,10.4,28.0,1017.9
9.0,0.0,45.0,26.0,67.0,40.0,7.0,1.0,18.6,0,1015.6,9.7,17.0,1019.1
10.2,0.0,67.5,26.0,76.0,43.0,7.0,5.0,18.1,0,1013.9,10.0,15.0,1018.7
9.5,0.0,135.0,33.0,85.0,38.0,5.0,1.0,16.8,0,1013.7,9.7,17.0,1017.5
8.7,0.0,45.0,35.0,52.0,54.0,0.0,1.0,19.1,0,1016.3,10.3,28.0,1019.0
9.3,0.0,67.5,39.0,43.0,44.0,1.0,2.0,17.9,0,1018.9,10.5,26.0,1021.2
11.7,0.0,112.5,46.0,61.0,41.0,3.0,2.0,20.9,0,1019.0,9.7,30.0,1022.5
12.1,0.0,112.5,41.0,58.0,67.0,1.0,7.0,21.6,0,1018.1,4.2,11.0,1021.2
16.3,0.0,112.5,52.0,60.0,50.0,7.0,3.0,21.0,0,1016.9,2.7,35.0,1019.6
19.1,0.0,112.5,54.0,57.0,71.0,4.0,7.0,23.6,0,1017.8,3.8,37.0,1019.2
19.5,0.0,90.0,52.0,58.0,57.0,6.0,7.0,23.4,0,1017.9,4.3,35.0,1020.4
17.9,0.4,135.0,54.0,56.0,50.0,4.0,5.0,22.4,0,1019.1,8.0,26.0,1022.2
15.9,0.0,90.0,46.0,54.0,41.0,1.0,2.0,21.2,0,1018.8,9.9,28.0,1021.8
12.3,0.0,90.0,39.0,56.0,58.0,3.0,2.0,20.3,0,1017.1,9.0,28.0,1020.8
11.7,0.0,67.5,30.0,63.0,48.0,7.0,6.0,19.2,0,1017.8,5.2,20.0,1020.4
12.9,0.0,45.0,37.0,64.0,60.0,1.0,4.0,19.9,0,1018.1,10.1,30.0,1021.7
11.5,0.0,45.0,22.0,73.0,56.0,6.0,7.0,18.9,0,1016.5,9.9,15.0,1020.9
10.6,0.0,45.0,20.0,75.0,43.0,7.0,7.0,18.2,0,1015.8,9.4,13.0,1018.8
11.3,0.0,45.0,26.0,74.0,53.0,3.0,7.0,19.3,0,1016.7,9.1,13.0,1020.4
10.4,0.0,67.5,35.0,58.0,53.0,1.0,3.0,18.3,0,1019.6,9.5,26.0,1022.1
12.7,0.0,45.0,31.0,72.0,63.0,2.0,1.0,19.1,0,1019.1,9.9,24.0,1022.6
